,DVb,CMb,CMf,RRF,DVf
彰化,56.666666666666664,34.756893157958984,33.6561393737793,0.9683,54.8703
線西,59.875,30.59665298461914,30.252086639404297,0.9887,59.1984
二林,48.083333333333336,32.01641845703125,32.279884338378906,1.0082,48.4776
南投,62.583333333333336,35.3019905090332,34.63238525390625,0.981,61.3942
斗六,73.33333333333333,32.998172760009766,32.985557556152344,0.9996,73.304
崙背,62.958333333333336,31.81943702697754,32.412681579589844,1.0186,64.1294
新港,55.708333333333336,31.605388641357422,31.981822967529297,1.0119,56.3713
朴子,50.91304347826087,29.23367691040039,29.630115509033203,1.0136,51.6055
台西,53.17391304347826,27.0410213470459,27.43563461303711,1.0146,53.9503
嘉義,58.125,32.81492614746094,32.61102294921875,0.9938,57.7646
新營,48.0,32.430755615234375,32.49573516845703,1.002,48.096
善化,49.166666666666664,31.409255981445312,31.270030975341797,0.9956,48.9503
安南,57.041666666666664,31.603668212890625,31.36415672302246,0.9924,56.6082
台南,48.61904761904762,32.745662689208984,32.347076416015625,0.9878,48.0259
美濃,31.958333333333332,25.324268341064453,25.04574966430664,0.989,31.6068
竹山,77.95833333333333,30.249324798583984,30.32333755493164,1.0024,78.1454
埔里,39.0,23.88778305053711,22.878406524658203,0.9577,37.3503
麥寮,48.541666666666664,28.73065757751465,29.268951416015625,1.0187,49.4494
