,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-01-03-00,0.5,5.0,3.6,5.7,2.0,1.0,1.0,3.0
2019-01-03-01,-999.0,-999.0,2.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-01-03-02,-999.0,-999.0,2.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-01-03-03,1.9,2.6,3.1,6.2,3.0,3.0,2.0,4.0
2019-01-03-04,-999.0,-999.0,3.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-01-03-05,-999.0,-999.0,5.7,5.1,-999.0,-999.0,-999.0,-999.0
2019-01-03-06,2.3,1.5,4.6,5.1,2.0,2.0,2.0,2.0
2019-01-03-07,-999.0,-999.0,4.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-01-03-08,-999.0,-999.0,4.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-01-03-09,1.6,1.5,3.1,4.6,1.0,2.0,2.0,3.0
2019-01-03-10,-999.0,-999.0,2.6,5.1,-999.0,-999.0,-999.0,-999.0
2019-01-03-11,-999.0,-999.0,2.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-01-03-12,0.7,2.0,3.1,4.6,-999.0,2.0,3.0,5.0
2019-01-03-13,-999.0,-999.0,3.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-01-03-14,-999.0,-999.0,2.6,4.1,-999.0,-999.0,-999.0,-999.0
2019-01-03-15,0.8,2.1,1.5,2.6,1.0,2.0,2.0,5.0
2019-01-03-16,-999.0,-999.0,1.0,3.1,-999.0,-999.0,-999.0,-999.0
2019-01-03-17,-999.0,-999.0,2.1,2.6,-999.0,-999.0,-999.0,-999.0
2019-01-03-18,1.1,2.0,2.1,3.1,1.0,3.0,2.0,4.0
2019-01-03-19,-999.0,-999.0,2.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-01-03-20,-999.0,-999.0,1.0,3.6,-999.0,-999.0,-999.0,-999.0
2019-01-03-21,0.8,2.1,2.1,2.1,2.0,3.0,2.0,3.0
2019-01-03-22,-999.0,-999.0,2.6,4.1,-999.0,-999.0,-999.0,-999.0
2019-01-03-23,-999.0,-999.0,2.1,2.6,-999.0,-999.0,-999.0,-999.0
