,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-04-13-00,1.1,1.5,3.1,1.0,1.0,3.0,2.0,1.0
2019-04-13-01,-999.0,-999.0,2.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-04-13-02,-999.0,-999.0,3.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-04-13-03,2.4,2.6,3.1,5.1,2.0,3.0,1.0,3.0
2019-04-13-04,-999.0,-999.0,2.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-04-13-05,-999.0,-999.0,3.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-04-13-06,3.1,3.0,3.6,5.1,3.0,5.0,1.0,1.0
2019-04-13-07,-999.0,-999.0,4.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-04-13-08,-999.0,-999.0,2.6,5.1,-999.0,-999.0,-999.0,-999.0
2019-04-13-09,2.9,1.5,4.1,5.7,4.0,4.0,1.0,2.0
2019-04-13-10,-999.0,-999.0,3.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-04-13-11,-999.0,-999.0,4.6,3.6,-999.0,-999.0,-999.0,-999.0
2019-04-13-12,0.6,0.5,3.6,5.1,4.0,3.0,-999.0,2.0
2019-04-13-13,-999.0,-999.0,3.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-04-13-14,-999.0,-999.0,3.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-04-13-15,1.2,1.5,2.6,4.6,3.0,1.0,2.0,2.0
2019-04-13-16,-999.0,-999.0,3.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-04-13-17,-999.0,-999.0,3.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-04-13-18,0.9,1.0,3.1,5.7,4.0,0.0,-999.0,1.0
2019-04-13-19,-999.0,-999.0,1.5,4.6,-999.0,-999.0,-999.0,-999.0
2019-04-13-20,-999.0,-999.0,2.6,3.6,-999.0,-999.0,-999.0,-999.0
2019-04-13-21,2.2,1.0,1.5,3.6,1.0,1.0,1.0,3.0
2019-04-13-22,-999.0,-999.0,1.0,4.6,-999.0,-999.0,-999.0,-999.0
2019-04-13-23,-999.0,-999.0,1.5,4.6,-999.0,-999.0,-999.0,-999.0
