,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-12-10-00,0.6,3.0,1.5,7.7,1.0,0.1,2.0,2.0
2019-12-10-01,-999.0,-999.0,2.1,8.8,-999.0,-999.0,-999.0,-999.0
2019-12-10-02,-999.0,-999.0,2.1,7.7,-999.0,-999.0,-999.0,-999.0
2019-12-10-03,1.1,4.1,2.6,8.8,0.9,2.3,1.6,2.0
2019-12-10-04,-999.0,-999.0,1.5,8.2,-999.0,-999.0,-999.0,-999.0
2019-12-10-05,-999.0,-999.0,1.5,7.2,-999.0,-999.0,-999.0,-999.0
2019-12-10-06,2.0,4.5,0.5,8.8,6.0,2.3,2.0,2.0
2019-12-10-07,-999.0,-999.0,1.0,6.7,-999.0,-999.0,-999.0,-999.0
2019-12-10-08,-999.0,-999.0,1.5,6.7,-999.0,-999.0,-999.0,-999.0
2019-12-10-09,1.1,1.5,1.5,5.1,4.8,1.4,2.2,3.7
2019-12-10-10,-999.0,-999.0,1.0,5.1,-999.0,-999.0,-999.0,-999.0
2019-12-10-11,-999.0,-999.0,2.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-12-10-12,1.1,1.5,1.5,6.2,4.0,0.8,2.0,2.0
2019-12-10-13,-999.0,-999.0,2.1,7.2,-999.0,-999.0,-999.0,-999.0
2019-12-10-14,-999.0,-999.0,2.6,5.7,-999.0,-999.0,-999.0,-999.0
2019-12-10-15,0.8,2.1,1.0,6.2,3.3,0.2,1.3,1.6
2019-12-10-16,-999.0,-999.0,0.5,5.1,-999.0,-999.0,-999.0,-999.0
2019-12-10-17,-999.0,-999.0,1.5,4.6,-999.0,-999.0,-999.0,-999.0
2019-12-10-18,2.4,2.0,1.5,3.1,2.0,0.9,2.0,2.0
2019-12-10-19,-999.0,-999.0,1.5,3.1,-999.0,-999.0,-999.0,-999.0
2019-12-10-20,-999.0,-999.0,1.5,3.1,-999.0,-999.0,-999.0,-999.0
2019-12-10-21,1.5,2.6,1.5,3.6,2.3,1.3,0.9,2.3
2019-12-10-22,-999.0,-999.0,2.1,3.1,-999.0,-999.0,-999.0,-999.0
2019-12-10-23,-999.0,-999.0,2.6,5.1,-999.0,-999.0,-999.0,-999.0
