,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-09-21-00,1.5,4.5,2.6,20.6,2.0,5.0,6.0,2.0
2019-09-21-01,-999.0,-999.0,1.5,24.2,-999.0,-999.0,-999.0,-999.0
2019-09-21-02,-999.0,-999.0,3.1,22.7,-999.0,-999.0,-999.0,-999.0
2019-09-21-03,1.6,5.1,3.1,20.1,4.0,7.0,4.0,2.0
2019-09-21-04,-999.0,-999.0,2.1,17.0,-999.0,-999.0,-999.0,-999.0
2019-09-21-05,-999.0,-999.0,3.1,18.5,-999.0,-999.0,-999.0,-999.0
2019-09-21-06,2.5,6.5,2.6,17.5,1.0,5.0,6.0,5.0
2019-09-21-07,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-09-21-08,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-09-21-09,1.8,7.6,-999.0,-999.0,3.0,4.0,1.0,2.0
2019-09-21-10,-999.0,-999.0,-999.0,15.4,-999.0,-999.0,-999.0,-999.0
2019-09-21-11,-999.0,-999.0,-999.0,14.9,-999.0,-999.0,-999.0,-999.0
2019-09-21-12,1.7,5.0,1.5,14.4,2.0,5.0,4.0,1.0
2019-09-21-13,-999.0,-999.0,2.6,14.4,-999.0,-999.0,-999.0,-999.0
2019-09-21-14,-999.0,-999.0,1.5,16.5,-999.0,-999.0,-999.0,-999.0
2019-09-21-15,1.6,9.8,1.5,12.9,2.0,5.0,4.0,3.0
2019-09-21-16,-999.0,-999.0,2.6,13.4,-999.0,-999.0,-999.0,-999.0
2019-09-21-17,-999.0,-999.0,2.1,11.3,-999.0,-999.0,-999.0,-999.0
2019-09-21-18,3.5,10.0,1.5,8.2,1.0,3.0,5.0,-999.0
2019-09-21-19,-999.0,-999.0,2.6,8.8,-999.0,-999.0,-999.0,-999.0
2019-09-21-20,-999.0,-999.0,2.1,9.8,-999.0,-999.0,-999.0,-999.0
2019-09-21-21,2.2,8.8,1.0,9.8,1.0,5.0,3.0,3.0
2019-09-21-22,-999.0,-999.0,1.5,7.2,-999.0,-999.0,-999.0,-999.0
2019-09-21-23,-999.0,-999.0,1.5,7.2,-999.0,-999.0,-999.0,-999.0
