,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-02-17-00,1.0,4.0,5.1,3.1,2.0,2.0,2.0,3.0
2019-02-17-01,-999.0,-999.0,4.6,5.7,-999.0,-999.0,-999.0,-999.0
2019-02-17-02,-999.0,-999.0,4.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-02-17-03,2.0,3.6,5.1,4.6,3.0,3.0,1.0,2.0
2019-02-17-04,-999.0,-999.0,4.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-02-17-05,-999.0,-999.0,5.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-02-17-06,3.2,4.0,3.1,5.7,2.0,2.0,1.0,3.0
2019-02-17-07,-999.0,-999.0,2.6,5.1,-999.0,-999.0,-999.0,-999.0
2019-02-17-08,-999.0,-999.0,4.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-02-17-09,1.8,3.1,4.1,4.1,2.0,2.0,1.0,2.0
2019-02-17-10,-999.0,-999.0,4.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-02-17-11,-999.0,-999.0,3.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-02-17-12,1.7,1.5,4.1,4.6,1.0,3.0,3.0,4.0
2019-02-17-13,-999.0,-999.0,3.1,3.1,-999.0,-999.0,-999.0,-999.0
2019-02-17-14,-999.0,-999.0,2.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-02-17-15,0.9,0.5,2.6,3.6,1.0,1.0,2.0,4.0
2019-02-17-16,-999.0,-999.0,2.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-02-17-17,-999.0,-999.0,3.1,2.1,-999.0,-999.0,-999.0,-999.0
2019-02-17-18,1.5,1.5,2.1,3.6,1.0,2.0,2.0,3.0
2019-02-17-19,-999.0,-999.0,2.6,3.6,-999.0,-999.0,-999.0,-999.0
2019-02-17-20,-999.0,-999.0,2.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-02-17-21,0.8,2.1,2.1,3.1,1.0,3.0,2.0,3.0
2019-02-17-22,-999.0,-999.0,2.6,3.1,-999.0,-999.0,-999.0,-999.0
2019-02-17-23,-999.0,-999.0,3.1,4.1,-999.0,-999.0,-999.0,-999.0
