,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-03-07-00,1.4,6.0,3.1,7.2,2.0,4.0,2.0,5.0
2019-03-07-01,-999.0,-999.0,2.6,7.2,-999.0,-999.0,-999.0,-999.0
2019-03-07-02,-999.0,-999.0,2.1,-999.0,-999.0,-999.0,-999.0,-999.0
2019-03-07-03,3.1,4.1,2.6,7.7,1.0,5.0,2.0,4.0
2019-03-07-04,-999.0,-999.0,3.1,8.8,-999.0,-999.0,-999.0,-999.0
2019-03-07-05,-999.0,-999.0,2.1,7.7,-999.0,-999.0,-999.0,-999.0
2019-03-07-06,3.2,4.0,2.6,7.7,5.0,5.0,3.0,3.0
2019-03-07-07,-999.0,-999.0,2.6,6.7,-999.0,-999.0,-999.0,-999.0
2019-03-07-08,-999.0,-999.0,3.1,8.2,-999.0,-999.0,-999.0,-999.0
2019-03-07-09,3.8,4.1,1.5,8.2,2.0,5.0,1.0,5.0
2019-03-07-10,-999.0,-999.0,1.5,7.7,-999.0,-999.0,-999.0,-999.0
2019-03-07-11,-999.0,-999.0,2.1,7.2,-999.0,-999.0,-999.0,-999.0
2019-03-07-12,3.0,3.5,1.0,6.2,2.0,3.0,3.0,3.0
2019-03-07-13,-999.0,-999.0,2.1,6.7,-999.0,-999.0,-999.0,-999.0
2019-03-07-14,-999.0,-999.0,3.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-03-07-15,1.4,1.5,6.7,4.1,2.0,1.0,2.0,3.0
2019-03-07-16,-999.0,-999.0,5.7,-999.0,-999.0,-999.0,-999.0,-999.0
2019-03-07-17,-999.0,-999.0,6.2,4.1,-999.0,-999.0,-999.0,-999.0
2019-03-07-18,1.7,1.5,4.6,3.1,2.0,2.0,2.0,5.0
2019-03-07-19,-999.0,-999.0,4.1,2.6,-999.0,-999.0,-999.0,-999.0
2019-03-07-20,-999.0,-999.0,5.7,2.6,-999.0,-999.0,-999.0,-999.0
2019-03-07-21,0.5,2.1,4.1,3.1,1.0,0.0,5.0,4.0
2019-03-07-22,-999.0,-999.0,5.7,3.6,-999.0,-999.0,-999.0,-999.0
2019-03-07-23,-999.0,-999.0,5.7,3.1,-999.0,-999.0,-999.0,-999.0
