,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-03-19-00,1.4,2.5,1.5,7.7,1.0,2.0,1.0,2.0
2019-03-19-01,-999.0,-999.0,2.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-03-19-02,-999.0,-999.0,2.6,7.7,-999.0,-999.0,-999.0,-999.0
2019-03-19-03,1.9,3.1,3.1,7.7,1.0,3.0,2.0,2.0
2019-03-19-04,-999.0,-999.0,2.1,7.2,-999.0,-999.0,-999.0,-999.0
2019-03-19-05,-999.0,-999.0,3.6,6.2,-999.0,-999.0,-999.0,-999.0
2019-03-19-06,2.3,4.5,1.5,7.7,3.0,4.0,2.0,3.0
2019-03-19-07,-999.0,-999.0,3.6,6.2,-999.0,-999.0,-999.0,-999.0
2019-03-19-08,-999.0,-999.0,3.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-03-19-09,2.3,3.1,2.6,5.7,4.0,4.0,3.0,5.0
2019-03-19-10,-999.0,-999.0,2.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-03-19-11,-999.0,-999.0,1.5,2.6,-999.0,-999.0,-999.0,-999.0
2019-03-19-12,1.5,1.5,1.0,1.5,3.0,5.0,2.0,4.0
2019-03-19-13,-999.0,-999.0,2.1,2.6,-999.0,-999.0,-999.0,-999.0
2019-03-19-14,-999.0,-999.0,2.1,2.6,-999.0,-999.0,-999.0,-999.0
2019-03-19-15,0.3,1.5,2.1,3.1,3.0,4.0,1.0,2.0
2019-03-19-16,-999.0,-999.0,2.6,2.1,-999.0,-999.0,-999.0,-999.0
2019-03-19-17,-999.0,-999.0,2.1,2.6,-999.0,-999.0,-999.0,-999.0
2019-03-19-18,1.3,1.5,2.1,2.6,2.0,7.0,1.0,1.0
2019-03-19-19,-999.0,-999.0,2.1,3.1,-999.0,-999.0,-999.0,-999.0
2019-03-19-20,-999.0,-999.0,2.6,-999.0,-999.0,-999.0,-999.0,-999.0
2019-03-19-21,0.7,2.6,1.5,2.6,2.0,7.0,1.0,2.0
2019-03-19-22,-999.0,-999.0,2.6,1.5,-999.0,-999.0,-999.0,-999.0
2019-03-19-23,-999.0,-999.0,2.1,1.5,-999.0,-999.0,-999.0,-999.0
