UTC,首爾,東京,北京
2019-02-22-00,0.695648193359375,8.060333251953125,0.88922119140625
2019-02-22-01,1.906982421875,9.2882080078125,3.0682373046875
2019-02-22-02,3.195220947265625,10.206085205078125,5.603729248046875
2019-02-22-03,4.81829833984375,11.280609130859375,7.3330078125
2019-02-22-04,6.848876953125,12.4940185546875,8.675628662109375
2019-02-22-05,8.384521484375,13.397918701171875,9.858612060546875
2019-02-22-06,9.4403076171875,13.872344970703125,10.68804931640625
2019-02-22-07,9.849945068359375,13.765167236328125,11.139190673828125
2019-02-22-08,9.589385986328125,13.09002685546875,11.217132568359375
2019-02-22-09,8.7056884765625,12.508514404296875,10.804412841796875
2019-02-22-10,6.62420654296875,12.0230712890625,9.272247314453125
2019-02-22-11,5.965423583984375,11.604705810546875,7.831390380859375
2019-02-22-12,4.80712890625,11.408447265625,6.6341552734375
2019-02-22-13,3.828541259765625,11.2638427734375,5.659117431640625
2019-02-22-14,3.1850717163085935,10.882641601562499,5.087723999023438
2019-02-22-15,2.5808258056640625,9.88214111328125,4.520027160644531
2019-02-22-16,1.977955017089844,8.730742797851564,4.133382873535156
2019-02-22-17,1.3965557861328124,7.997926635742187,3.2898858642578124
2019-02-22-18,0.8951568603515625,7.587432861328125,2.7445831298828125
2019-02-22-19,0.610966796875,7.235256958007812,2.2783538818359377
2019-02-22-20,0.25594635009765626,6.902502136230469,1.8349795532226563
2019-02-22-21,0.12680816650390625,6.638427734375,1.2982254028320312
2019-02-22-22,0.09191619873046875,6.671452636718749,0.7470623779296874
2019-02-22-23,0.999288330078125,7.435001220703126,0.47721435546875
