UTC,首爾,東京,北京
2019-12-26-00,2.09320068359375,10.15142822265625,-3.712677001953125
2019-12-26-01,2.063018798828125,11.841064453125,-3.077484130859375
2019-12-26-02,2.207244873046875,12.971923828125,-2.3486328125
2019-12-26-03,2.23382568359375,12.729248046875,-1.738311767578125
2019-12-26-04,2.258697509765625,12.925079345703125,-1.1962890625
2019-12-26-05,2.896209716796875,12.91064453125,-0.757232666015625
2019-12-26-06,3.11822509765625,12.50701904296875,-0.389068603515625
2019-12-26-07,2.640716552734375,11.81109619140625,0.066162109375
2019-12-26-08,1.670684814453125,11.073211669921875,0.288116455078125
2019-12-26-09,0.552734375,10.462738037109375,-0.752899169921875
2019-12-26-10,-0.69403076171875,10.10858154296875,-1.149078369140625
2019-12-26-11,-1.649169921875,9.8701171875,-1.27587890625
2019-12-26-12,-2.437744140625,9.6201171875,-1.501678466796875
2019-12-26-13,-2.70099365234375,9.671104736328125,-1.957451171875
2019-12-26-14,-2.927845458984375,9.720791931152343,-2.2627239990234376
2019-12-26-15,-3.1050338745117188,9.659912109375,-2.4631118774414062
2019-12-26-16,-3.2004840087890627,9.447261657714844,-2.6310766601562503
2019-12-26-17,-3.280445556640625,9.4555029296875,-2.8154815673828124
2019-12-26-18,-3.44598388671875,9.3240966796875,-3.0592803955078125
2019-12-26-19,-3.688011474609375,9.324286499023437,-3.1445977783203123
2019-12-26-20,-3.866040649414063,8.921262817382813,-3.1547659301757816
2019-12-26-21,-3.952239990234375,8.928153991699219,-3.1574630737304688
2019-12-26-22,-4.034718933105468,9.334401550292968,-3.134633178710937
2019-12-26-23,-4.0569287109375,10.87287109375,-3.27388427734375
