,首爾,濟州,東京,沖繩,北京,上海,福州,廈門
2019-07-25-12,19.72,19.0,45,1,26.0,38.0,28.0,15.0
2019-07-25-13,16.29,16.0,61,0,25.0,33.0,29.0,15.0
2019-07-25-14,13.24,20.5,47,2,27.0,29.0,27.0,12.0
2019-07-25-15,15.72,20.0,33,2,27.0,30.0,32.0,10.0
2019-07-25-16,24.11,19.5,32,0,26.0,27.0,27.0,9.0
2019-07-25-17,23.44,20.0,23,4,27.0,29.0,19.0,12.0
2019-07-25-18,18.29,22.0,-6,4,27.0,35.0,18.0,13.0
2019-07-25-19,16.06,18.0,-5,1,29.0,41.0,16.0,13.0
2019-07-25-20,17.29,22.5,-6,1,20.0,43.0,16.0,12.0
2019-07-25-21,23.5,14.0,2,1,19.0,40.0,16.0,13.0
2019-07-25-22,26.65,21.5,3,2,17.0,40.0,15.0,14.0
2019-07-25-23,27.28,23.0,12,2,18.0,45.0,15.0,12.0
2019-07-26-00,22.61,19.5,5,0,16.0,46.0,16.0,12.0
2019-07-26-01,21.33,23.0,12,2,16.0,44.0,17.0,13.0
2019-07-26-02,21.39,24.5,9,0,16.0,46.0,19.0,13.0
2019-07-26-03,21.22,23.5,6,2,15.0,47.0,21.0,17.0
2019-07-26-04,21.94,14.0,2,2,14.0,47.0,21.0,17.0
2019-07-26-05,21.28,24.5,-1,1,16.0,48.0,22.0,18.0
2019-07-26-06,17.83,22.5,-1,4,16.0,48.0,22.0,20.0
2019-07-26-07,10.24,21.0,1,3,15.0,49.0,22.0,24.0
2019-07-26-08,4.06,23.5,5,3,16.0,52.0,21.0,27.0
2019-07-26-09,4.17,22.5,10,3,19.0,52.0,22.0,27.0
2019-07-26-10,3.61,20.5,20,4,29.0,46.0,24.0,24.0
2019-07-26-11,4.76,14.5,15,3,33.0,44.0,29.0,24.0
2019-07-26-12,5.0,16.5,27,2,39.0,43.0,31.0,24.0
2019-07-26-13,7.76,13.0,37,4,44.0,41.0,34.0,22.0
2019-07-26-14,8.41,19.0,21,1,45.0,41.0,38.0,23.0
2019-07-26-15,8.18,15.0,16,0,46.0,42.0,41.0,22.0
2019-07-26-16,8.44,19.0,14,2,43.0,41.0,33.0,25.0
2019-07-26-17,7.94,17.0,-12,5,45.0,37.0,23.0,23.0
2019-07-26-18,10.06,21.5,-999,2,53.0,38.0,18.0,15.0
2019-07-26-19,14.94,22.5,-999,3,60.0,44.0,16.0,11.0
2019-07-26-20,17.28,22.5,-16,1,65.0,50.0,18.0,11.0
2019-07-26-21,18.78,22.0,-6,3,68.0,56.0,19.0,14.0
2019-07-26-22,18.41,21.0,-5,2,75.0,63.0,19.0,14.0
2019-07-26-23,19.19,18.0,-8,1,81.0,62.0,19.0,18.0
2019-07-27-00,17.06,18.0,-8,1,94.0,54.0,20.0,18.0
2019-07-27-01,14.28,21.0,-8,1,108.0,42.0,23.0,17.0
2019-07-27-02,7.82,18.5,5,1,112.0,33.0,24.0,18.0
2019-07-27-03,7.88,18.5,8,1,112.0,33.0,26.0,21.0
2019-07-27-04,7.71,18.5,9,2,113.0,31.0,26.0,23.0
2019-07-27-05,8.53,19.5,5,2,123.0,31.0,26.0,24.0
2019-07-27-06,9.17,20.0,6,2,131.0,34.0,27.0,25.0
2019-07-27-07,10.12,18.0,-10,2,130.0,37.0,28.0,27.0
2019-07-27-08,12.88,20.0,-1,0,138.0,40.0,33.0,31.0
2019-07-27-09,13.65,17.0,14,1,130.0,40.0,35.0,32.0
2019-07-27-10,11.76,18.0,11,1,123.0,41.0,39.0,44.0
2019-07-27-11,11.65,24.5,20,1,110.0,43.0,42.0,42.0
2019-07-27-12,10.47,10.0,21,3,90.0,45.0,44.0,36.0
2019-07-27-13,9.82,18.5,22,4,65.0,50.0,42.0,34.0
2019-07-27-14,10.76,24.0,23,3,58.0,54.0,36.0,29.0
2019-07-27-15,13.65,10.5,25,4,55.0,47.0,32.0,28.0
2019-07-27-16,17.5,11.5,23,6,59.0,27.0,17.0,24.0
2019-07-27-17,20.65,12.0,-1,6,60.0,22.0,11.0,12.0
2019-07-27-18,19.61,19.0,-12,7,53.0,25.0,10.0,9.0
2019-07-27-19,14.94,16.0,-10,8,47.0,25.0,8.0,10.0
2019-07-27-20,12.4,19.5,-5,7,35.0,26.0,8.0,11.0
2019-07-27-21,13.19,22.0,-3,5,30.0,28.0,8.0,12.0
2019-07-27-22,13.47,18.0,6,2,32.0,28.0,10.0,10.0
2019-07-27-23,13.59,16.0,7,0,33.0,25.0,10.0,8.0
2019-07-28-00,11.06,13.5,4,1,36.0,21.0,11.0,8.0
2019-07-28-01,10.41,14.5,5,2,39.0,17.0,10.0,7.0
2019-07-28-02,9.5,13.0,11,2,50.0,17.0,10.0,6.0
2019-07-28-03,9.59,13.0,16,1,51.0,22.0,10.0,9.0
2019-07-28-04,10.65,10.0,14,0,53.0,25.0,11.0,12.0
2019-07-28-05,10.41,12.0,8,-1,52.0,25.0,12.0,14.0
2019-07-28-06,11.29,12.0,6,1,54.0,23.0,11.0,18.0
2019-07-28-07,11.61,12.0,16,3,62.0,23.0,10.0,17.0
2019-07-28-08,10.65,14.5,14,3,68.0,22.0,12.0,21.0
2019-07-28-09,7.12,11.5,23,2,75.0,21.0,16.0,19.0
2019-07-28-10,7.56,13.5,26,1,79.0,20.0,15.0,22.0
2019-07-28-11,8.0,9.0,33,1,78.0,21.0,17.0,22.0
2019-07-28-12,6.83,12.0,46,1,78.0,22.0,19.0,18.0
2019-07-28-13,7.11,13.5,66,0,71.0,22.0,21.0,11.0
2019-07-28-14,9.71,11.0,74,-1,65.0,23.0,26.0,11.0
2019-07-28-15,10.53,7.0,42,0,64.0,24.0,24.0,10.0
2019-07-28-16,9.44,8.0,45,0,60.0,23.0,22.0,9.0
2019-07-28-17,7.81,10.0,26,0,62.0,22.0,19.0,9.0
2019-07-28-18,6.06,10.5,4,1,60.0,20.0,29.0,9.0
2019-07-28-19,6.12,14.0,5,1,62.0,19.0,22.0,9.0
2019-07-28-20,6.12,13.5,5,0,45.0,19.0,19.0,7.0
2019-07-28-21,7.17,16.5,11,2,25.0,17.0,18.0,7.0
2019-07-28-22,8.87,16.0,11,0,17.0,14.0,17.0,8.0
2019-07-28-23,7.94,13.0,15,1,19.0,12.0,17.0,9.0
2019-07-29-00,6.17,11.0,19,0,18.0,10.0,17.0,8.0
2019-07-29-01,5.71,13.5,8,1,17.0,9.0,16.0,6.0
2019-07-29-02,5.0,8.0,17,2,13.0,8.0,18.0,7.0
2019-07-29-03,4.94,12.5,20,0,12.0,8.0,20.0,7.0
2019-07-29-04,4.28,11.5,19,1,7.0,8.0,20.0,6.0
2019-07-29-05,5.24,13.5,20,1,11.0,8.0,20.0,9.0
2019-07-29-06,5.39,15.5,21,0,14.0,9.0,20.0,9.0
2019-07-29-07,5.5,13.5,16,2,17.0,10.0,21.0,12.0
2019-07-29-08,5.72,15.5,20,1,17.0,13.0,22.0,17.0
2019-07-29-09,6.83,15.0,21,1,16.0,15.0,20.0,18.0
2019-07-29-10,8.82,15.5,32,1,17.0,17.0,23.0,17.0
2019-07-29-11,10.12,14.5,33,0,19.0,18.0,24.0,16.0
2019-07-29-12,8.76,16.5,49,2,17.0,22.0,22.0,13.0
2019-07-29-13,7.47,14.5,64,1,16.0,24.0,18.0,12.0
2019-07-29-14,6.53,15.5,55,1,17.0,25.0,16.0,14.0
2019-07-29-15,8.33,16.5,33,0,11.0,26.0,16.0,15.0
2019-07-29-16,8.89,15.0,31,2,9.0,27.0,14.0,14.0
2019-07-29-17,8.22,12.5,7,0,8.0,25.0,10.0,13.0
2019-07-29-18,9.11,16.0,-12,1,6.0,23.0,11.0,11.0
2019-07-29-19,9.41,15.5,-16,1,9.0,18.0,10.0,10.0
2019-07-29-20,10.11,14.0,-9,2,11.0,16.0,8.0,9.0
2019-07-29-21,9.89,12.0,-4,0,14.0,15.0,7.0,8.0
2019-07-29-22,10.78,11.0,4,1,18.0,13.0,8.0,9.0
2019-07-29-23,8.83,14.5,9,2,22.0,12.0,7.0,10.0
2019-07-30-00,8.17,14.5,17,0,25.0,10.0,8.0,10.0
2019-07-30-01,7.29,16.0,15,0,26.0,10.0,10.0,15.0
2019-07-30-02,7.33,15.5,13,1,23.0,10.0,11.0,16.0
2019-07-30-03,7.56,12.0,8,1,23.0,9.0,11.0,14.0
2019-07-30-04,7.61,12.5,5,1,24.0,9.0,13.0,17.0
2019-07-30-05,6.94,11.5,7,2,25.0,8.0,14.0,20.0
2019-07-30-06,6.76,11.5,17,1,25.0,8.0,13.0,22.0
2019-07-30-07,6.35,10.5,16,2,27.0,8.0,13.0,24.0
2019-07-30-08,6.59,13.5,20,1,30.0,8.0,16.0,26.0
2019-07-30-09,7.0,11.0,33,3,34.0,8.0,19.0,23.0
2019-07-30-10,7.81,8.5,39,3,36.0,9.0,22.0,26.0
2019-07-30-11,8.53,7.5,41,1,35.0,14.0,21.0,17.0
2019-07-30-12,9.35,8.5,53,1,34.0,18.0,19.0,12.0
2019-07-30-13,11.28,12.5,44,2,31.0,22.0,16.0,12.0
2019-07-30-14,12.44,7.0,43,0,25.0,28.0,17.0,8.0
2019-07-30-15,13.17,8.5,38,0,21.0,27.0,18.0,10.0
2019-07-30-16,13.11,10.5,28,1,24.0,28.0,17.0,13.0
2019-07-30-17,12.72,10.0,6,1,26.0,25.0,16.0,13.0
2019-07-30-18,14.83,8.5,-12,2,27.0,24.0,14.0,13.0
2019-07-30-19,14.44,11.0,-12,1,30.0,20.0,13.0,15.0
2019-07-30-20,14.61,11.0,-9,2,28.0,17.0,14.0,12.0
2019-07-30-21,12.83,12.0,-3,2,27.0,14.0,11.0,11.0
2019-07-30-22,12.06,8.5,-4,3,25.0,12.0,8.0,14.0
2019-07-30-23,12.28,11.5,3,1,25.0,11.0,7.0,19.0
2019-07-31-00,11.33,9.5,7,1,24.0,10.0,6.0,23.0
2019-07-31-01,11.5,14.0,2,1,22.0,10.0,6.0,23.0
2019-07-31-02,11.22,12.0,13,1,21.0,10.0,6.0,21.0
2019-07-31-03,10.06,8.0,12,2,22.0,8.0,8.0,19.0
2019-07-31-04,9.28,6.5,11,0,23.0,7.0,7.0,20.0
2019-07-31-05,8.72,9.5,12,2,20.0,8.0,7.0,21.0
2019-07-31-06,10.33,10.0,7,1,22.0,8.0,5.0,27.0
2019-07-31-07,12.22,11.5,11,2,22.0,9.0,5.0,27.0
2019-07-31-08,8.78,7.5,14,3,22.0,11.0,5.0,30.0
2019-07-31-09,5.5,12.0,22,3,25.0,9.0,6.0,30.0
2019-07-31-10,3.5,9.5,35,2,21.0,10.0,9.0,31.0
2019-07-31-11,3.39,8.5,-999,0,21.0,13.0,10.0,34.0
2019-07-31-12,4.33,9.5,-999,1,18.0,16.0,10.0,30.0
2019-07-31-13,5.06,8.5,-999,4,19.0,17.0,12.0,24.0
2019-07-31-14,6.41,12.5,55,3,18.0,17.0,15.0,24.0
2019-07-31-15,8.78,12.0,51,4,18.0,17.0,13.0,19.0
2019-07-31-16,10.88,9.0,41,2,18.0,17.0,9.0,14.0
2019-07-31-17,10.82,11.0,20,3,21.0,16.0,8.0,13.0
2019-07-31-18,13.88,10.0,0,-999,21.0,15.0,7.0,12.0
2019-07-31-19,15.29,14.0,-6,2,21.0,14.0,6.0,18.0
2019-07-31-20,15.22,9.5,-7,1,24.0,12.0,4.0,14.0
2019-07-31-21,14.75,10.0,-6,2,25.0,10.0,2.0,11.0
2019-07-31-22,14.0,9.5,-5,3,26.0,9.0,2.0,10.0
2019-07-31-23,12.72,9.5,2,0,27.0,10.0,2.0,7.0
2019-08-01-00,11.83,9.0,4,2,26.0,7.0,3.0,6.0
2019-08-01-01,11.89,11.5,12,1,26.0,6.0,3.0,7.0
2019-08-01-02,8.67,13.5,10,1,22.0,7.0,3.0,7.0
2019-08-01-03,5.67,11.0,11,4,19.0,7.0,3.0,9.0
2019-08-01-04,3.11,11.5,12,3,20.0,7.0,3.0,9.0
2019-08-01-05,3.56,11.5,13,1,22.0,6.0,2.0,8.0
2019-08-01-06,4.44,11.0,11,1,26.0,7.0,2.0,8.0
2019-08-01-07,5.11,10.0,14,3,27.0,8.0,4.0,7.0
2019-08-01-08,7.11,11.5,26,5,24.0,7.0,4.0,7.0
2019-08-01-09,6.94,10.5,34,6,25.0,8.0,3.0,9.0
2019-08-01-10,3.72,8.5,40,4,24.0,8.0,5.0,7.0
2019-08-01-11,4.94,12.5,44,2,26.0,10.0,10.0,6.0
2019-08-01-12,8.81,11.0,48,2,25.0,11.0,14.0,7.0
2019-08-01-13,11.12,11.0,51,4,24.0,11.0,13.0,6.0
2019-08-01-14,11.5,12.5,35,1,24.0,11.0,13.0,8.0
2019-08-01-15,11.65,12.5,56,2,23.0,12.0,11.0,6.0
2019-08-01-16,10.38,11.5,59,2,23.0,14.0,11.0,8.0
2019-08-01-17,7.88,12.0,30,2,22.0,13.0,12.0,7.0
2019-08-01-18,9.18,12.0,12,4,22.0,11.0,12.0,9.0
2019-08-01-19,8.62,9.5,2,0,22.0,11.0,11.0,8.0
2019-08-01-20,9.83,10.5,-3,3,22.0,9.0,9.0,19.0
2019-08-01-21,9.67,10.0,1,4,26.0,10.0,6.0,15.0
2019-08-01-22,10.29,11.5,-4,3,34.0,9.0,5.0,6.0
2019-08-01-23,10.17,14.5,10,2,41.0,8.0,5.0,5.0
2019-08-02-00,9.47,11.0,3,4,40.0,7.0,8.0,5.0
2019-08-02-01,9.17,12.0,9,2,50.0,5.0,8.0,6.0
2019-08-02-02,9.11,10.5,12,4,57.0,7.0,9.0,4.0
2019-08-02-03,9.83,12.5,9,3,59.0,7.0,9.0,3.0
2019-08-02-04,9.94,11.5,13,3,36.0,6.0,9.0,5.0
2019-08-02-05,10.56,10.5,11,2,22.0,6.0,9.0,4.0
2019-08-02-06,10.78,15.5,13,3,20.0,6.0,8.0,5.0
2019-08-02-07,10.61,13.0,16,3,22.0,8.0,8.0,5.0
2019-08-02-08,10.94,14.5,25,3,23.0,9.0,8.0,9.0
2019-08-02-09,9.61,12.0,35,4,20.0,10.0,8.0,9.0
2019-08-02-10,9.72,15.5,44,5,22.0,10.0,8.0,6.0
2019-08-02-11,9.83,14.0,54,2,25.0,10.0,9.0,6.0
2019-08-02-12,10.83,13.0,54,3,26.0,10.0,9.0,7.0
2019-08-02-13,11.81,16.0,55,2,28.0,9.0,8.0,7.0
2019-08-02-14,12.18,20.0,69,1,27.0,10.0,7.0,8.0
2019-08-02-15,13.56,16.0,57,1,25.0,10.0,5.0,9.0
2019-08-02-16,15.35,23.0,49,0,25.0,9.0,6.0,12.0
2019-08-02-17,15.2,22.0,22,1,24.0,9.0,6.0,17.0
2019-08-02-18,13.88,18.0,-13,1,25.0,10.0,6.0,18.0
2019-08-02-19,14.0,20.0,-999,4,24.0,7.0,6.0,16.0
2019-08-02-20,12.89,20.0,-14,1,26.0,8.0,4.0,13.0
2019-08-02-21,12.06,17.5,-6,2,29.0,8.0,3.0,11.0
2019-08-02-22,11.24,16.0,9,2,32.0,7.0,3.0,11.0
2019-08-02-23,10.56,18.0,-1,2,33.0,8.0,3.0,15.0
2019-08-03-00,9.33,17.5,1,1,34.0,8.0,4.0,12.0
2019-08-03-01,9.94,16.5,0,1,35.0,8.0,6.0,12.0
2019-08-03-02,10.28,23.5,4,1,33.0,9.0,6.0,10.0
2019-08-03-03,9.89,25.5,8,1,34.0,10.0,5.0,8.0
2019-08-03-04,9.89,17.0,2,2,36.0,11.0,5.0,9.0
2019-08-03-05,10.94,17.0,1,1,38.0,12.0,6.0,8.0
2019-08-03-06,11.11,20.0,1,1,35.0,13.0,6.0,9.0
2019-08-03-07,10.17,16.0,2,1,37.0,17.0,7.0,8.0
2019-08-03-08,10.33,16.5,13,3,42.0,18.0,6.0,6.0
2019-08-03-09,10.94,8.0,27,3,49.0,20.0,6.0,5.0
2019-08-03-10,13.39,20.5,31,4,53.0,21.0,9.0,7.0
2019-08-03-11,15.11,31.5,42,2,51.0,19.0,10.0,8.0
2019-08-03-12,14.72,38.0,46,2,43.0,15.0,9.0,10.0
2019-08-03-13,15.28,40.5,61,3,42.0,13.0,11.0,12.0
2019-08-03-14,17.0,40.5,55,1,41.0,10.0,10.0,9.0
2019-08-03-15,19.53,33.0,44,2,35.0,13.0,11.0,7.0
2019-08-03-16,18.22,35.0,33,1,30.0,14.0,11.0,7.0
2019-08-03-17,15.61,33.0,8,0,26.0,12.0,10.0,10.0
2019-08-03-18,15.22,28.5,-999,0,25.0,12.0,10.0,9.0
2019-08-03-19,14.47,26.0,-999,1,23.0,10.0,10.0,11.0
2019-08-03-20,13.71,32.0,-999,1,22.0,11.0,9.0,10.0
2019-08-03-21,15.5,33.5,-12,2,22.0,10.0,8.0,10.0
2019-08-03-22,16.62,30.0,-7,2,23.0,9.0,7.0,11.0
2019-08-03-23,14.88,30.5,-4,4,24.0,8.0,7.0,12.0
2019-08-04-00,12.82,20.5,-2,2,23.0,6.0,6.0,11.0
2019-08-04-01,12.12,16.5,0,3,24.0,5.0,6.0,10.0
2019-08-04-02,12.53,12.5,1,3,28.0,5.0,7.0,9.0
2019-08-04-03,13.12,13.0,0,4,30.0,4.0,9.0,10.0
2019-08-04-04,12.76,16.0,4,0,32.0,3.0,9.0,11.0
2019-08-04-05,11.94,15.5,-3,5,34.0,3.0,11.0,14.0
2019-08-04-06,12.41,20.5,2,2,34.0,4.0,11.0,15.0
2019-08-04-07,12.47,20.5,1,2,37.0,4.0,11.0,15.0
2019-08-04-08,14.24,19.0,9,1,40.0,8.0,9.0,15.0
2019-08-04-09,15.65,29.5,17,3,39.0,7.0,8.0,15.0
2019-08-04-10,18.88,27.5,33,3,36.0,6.0,9.0,15.0
2019-08-04-11,24.29,26.5,31,0,38.0,7.0,11.0,16.0
2019-08-04-12,27.41,25.5,43,2,40.0,7.0,13.0,18.0
2019-08-04-13,32.12,33.0,54,2,37.0,7.0,13.0,19.0
2019-08-04-14,34.75,36.5,43,1,35.0,6.0,12.0,16.0
2019-08-04-15,35.75,32.0,36,3,39.0,6.0,13.0,16.0
2019-08-04-16,34.75,35.5,27,1,41.0,5.0,14.0,17.0
2019-08-04-17,32.0,38.0,8,8,40.0,5.0,12.0,14.0
2019-08-04-18,20.59,37.5,-999,3,52.0,5.0,12.0,11.0
2019-08-04-19,16.47,34.5,-999,3,59.0,7.0,10.0,12.0
2019-08-04-20,19.06,29.5,-999,3,51.0,8.0,9.0,11.0
2019-08-04-21,22.0,31.0,-6,3,44.0,9.0,7.0,11.0
2019-08-04-22,25.53,27.5,-14,3,49.0,8.0,7.0,11.0
2019-08-04-23,26.76,34.0,-8,3,49.0,8.0,7.0,11.0
2019-08-05-00,27.76,24.0,-12,2,47.0,8.0,7.0,12.0
2019-08-05-01,29.94,26.0,-9,2,41.0,8.0,7.0,14.0
2019-08-05-02,31.47,23.0,-2,2,40.0,7.0,6.0,14.0
2019-08-05-03,31.65,21.0,2,2,32.0,5.0,6.0,12.0
2019-08-05-04,31.35,23.5,-3,1,35.0,7.0,6.0,11.0
2019-08-05-05,32.59,20.0,-1,2,29.0,5.0,8.0,10.0
2019-08-05-06,30.65,23.0,-8,2,15.0,5.0,8.0,10.0
2019-08-05-07,30.59,22.5,-3,3,14.0,7.0,9.0,8.0
2019-08-05-08,30.94,27.0,2,3,-999.0,-999.0,-999.0,-999.0
2019-08-05-09,28.29,38.0,15,4,22.0,8.0,9.0,7.0
2019-08-05-10,27.0,39.5,22,2,19.0,8.0,8.0,10.0
2019-08-05-11,26.82,37.0,19,3,15.0,9.0,9.0,11.0
2019-08-05-12,26.89,36.5,43,2,19.0,13.0,9.0,13.0
2019-08-05-13,27.89,34.0,56,5,23.0,10.0,9.0,12.0
2019-08-05-14,27.44,36.0,52,4,-999.0,-999.0,-999.0,-999.0
2019-08-05-15,28.29,26.0,38,1,33.0,10.0,9.0,10.0
2019-08-05-16,29.29,32.0,15,2,33.0,11.0,9.0,10.0
2019-08-05-17,27.59,26.0,-5,1,36.0,12.0,9.0,10.0
2019-08-05-18,27.65,35.0,-999,1,38.0,9.0,8.0,14.0
2019-08-05-19,28.83,37.0,-999,2,42.0,11.0,13.0,28.0
2019-08-05-20,28.5,33.0,-999,3,40.0,9.0,5.0,11.0
2019-08-05-21,27.88,35.0,-16,4,37.0,10.0,4.0,9.0
2019-08-05-22,28.0,36.0,-11,1,38.0,12.0,4.0,9.0
2019-08-05-23,27.22,31.0,-9,2,42.0,14.0,5.0,7.0
2019-08-06-00,26.39,24.0,-3,1,38.0,13.0,5.0,8.0
2019-08-06-01,26.78,26.0,-5,2,41.0,11.0,5.0,7.0
2019-08-06-02,26.33,25.0,0,3,43.0,11.0,5.0,7.0
2019-08-06-03,25.89,25.0,-2,3,43.0,10.0,5.0,7.0
2019-08-06-04,25.72,25.0,4,2,42.0,12.0,4.0,6.0
2019-08-06-05,25.0,28.0,-1,4,42.0,12.0,5.0,6.0
2019-08-06-06,22.83,24.0,1,2,44.0,11.0,5.0,6.0
2019-08-06-07,21.56,25.0,4,4,43.0,12.0,4.0,7.0
2019-08-06-08,20.78,31.0,7,5,-999.0,-999.0,-999.0,-999.0
2019-08-06-09,19.44,27.0,14,4,-999.0,-999.0,-999.0,-999.0
2019-08-06-10,17.0,33.0,24,4,56.0,16.0,8.0,10.0
2019-08-06-11,18.33,39.0,23,1,53.0,16.0,9.0,8.0
2019-08-06-12,18.83,31.0,40,1,54.0,18.0,10.0,8.0
2019-08-06-13,18.94,30.0,56,2,48.0,20.0,9.0,12.0
2019-08-06-14,17.53,-999.0,41,4,43.0,23.0,9.0,10.0
2019-08-06-15,15.44,-999.0,31,2,41.0,22.0,8.0,9.0
2019-08-06-16,15.28,-999.0,-4,3,41.0,20.0,6.0,10.0
2019-08-06-17,15.56,-999.0,-16,2,42.0,18.0,7.0,10.0
2019-08-06-18,16.89,-999.0,-999,4,41.0,18.0,8.0,10.0
2019-08-06-19,17.67,-999.0,-999,4,41.0,19.0,10.0,8.0
2019-08-06-20,15.83,36.0,-999,3,41.0,19.0,11.0,8.0
2019-08-06-21,13.83,40.0,-16,3,45.0,24.0,11.0,9.0
2019-08-06-22,12.06,-999.0,-10,3,50.0,27.0,11.0,10.0
2019-08-06-23,10.11,30.0,-1,3,48.0,27.0,14.0,11.0
2019-08-07-00,9.44,-999.0,-6,6,41.0,28.0,14.0,10.0
2019-08-07-01,8.83,-999.0,7,5,24.0,27.0,12.0,12.0
2019-08-07-02,8.72,23.0,-2,4,12.0,28.0,12.0,10.0
2019-08-07-03,10.0,20.0,3,6,13.0,28.0,15.0,12.0
2019-08-07-04,10.06,21.0,1,7,16.0,27.0,17.0,13.0
2019-08-07-05,10.78,20.0,1,4,18.0,26.0,19.0,13.0
2019-08-07-06,10.72,18.0,3,5,18.0,29.0,18.0,15.0
2019-08-07-07,10.72,29.0,1,2,16.0,31.0,19.0,16.0
2019-08-07-08,12.0,34.0,6,5,16.0,30.0,23.0,18.0
2019-08-07-09,10.33,31.0,16,4,-999.0,-999.0,-999.0,-999.0
2019-08-07-10,10.28,-999.0,30,3,17.0,25.0,29.0,23.0
2019-08-07-11,10.39,26.0,25,6,15.0,26.0,31.0,26.0
2019-08-07-12,11.61,23.0,-999,6,16.0,26.0,31.0,29.0
2019-08-07-13,11.5,24.0,-999,10,15.0,27.0,27.0,30.0
2019-08-07-14,12.39,27.0,35,9,16.0,27.0,24.0,32.0
2019-08-07-15,14.06,18.0,32,3,17.0,20.0,23.0,29.0
2019-08-07-16,15.94,26.5,13,10,17.0,20.0,19.0,27.0
2019-08-07-17,16.53,24.0,-999,8,15.0,19.0,16.0,31.0
2019-08-07-18,15.65,22.0,-999,7,17.0,20.0,14.0,31.0
2019-08-07-19,18.47,18.5,-999,7,19.0,21.0,13.0,29.0
2019-08-07-20,20.41,17.0,-999,5,21.0,20.0,8.0,23.0
2019-08-07-21,24.0,21.5,-14,6,23.0,19.0,7.0,25.0
2019-08-07-22,28.59,22.0,-9,7,26.0,21.0,7.0,22.0
2019-08-07-23,35.39,22.0,-5,6,19.0,20.0,8.0,18.0
2019-08-08-00,40.56,18.5,-3,5,18.0,19.0,8.0,17.0
2019-08-08-01,41.61,23.5,-4,4,25.0,15.0,9.0,10.0
2019-08-08-02,40.53,19.5,-2,2,27.0,12.0,9.0,9.0
2019-08-08-03,39.89,19.5,-3,3,27.0,9.0,8.0,11.0
2019-08-08-04,38.5,20.5,-5,5,27.0,10.0,9.0,14.0
2019-08-08-05,37.72,18.0,-5,4,25.0,9.0,9.0,13.0
2019-08-08-06,35.61,18.0,-3,5,27.0,8.0,8.0,15.0
2019-08-08-07,36.94,19.5,4,2,29.0,8.0,9.0,17.0
2019-08-08-08,39.22,18.5,12,7,36.0,9.0,11.0,13.0
2019-08-08-09,38.33,17.5,18,7,41.0,9.0,11.0,12.0
2019-08-08-10,38.24,19.0,17,6,47.0,10.0,11.0,10.0
2019-08-08-11,35.59,18.5,19,3,41.0,12.0,12.0,12.0
2019-08-08-12,31.11,19.0,23,6,36.0,13.0,13.0,12.0
2019-08-08-13,26.0,21.5,31,4,34.0,12.0,13.0,11.0
2019-08-08-14,23.39,18.0,28,11,34.0,16.0,14.0,11.0
2019-08-08-15,22.28,18.5,16,7,34.0,13.0,14.0,10.0
2019-08-08-16,22.89,14.0,-15,7,31.0,14.0,15.0,9.0
2019-08-08-17,21.06,18.0,-999,8,30.0,13.0,13.0,11.0
2019-08-08-18,18.61,15.0,-999,5,30.0,13.0,8.0,11.0
2019-08-08-19,18.12,15.5,-999,2,31.0,13.0,8.0,14.0
2019-08-08-20,20.53,14.5,-999,4,32.0,13.0,7.0,13.0
2019-08-08-21,19.67,22.0,-13,4,34.0,13.0,7.0,11.0
2019-08-08-22,20.24,18.0,-6,9,40.0,12.0,9.0,8.0
2019-08-08-23,20.18,19.5,-4,8,44.0,12.0,9.0,8.0
2019-08-09-00,21.94,16.5,-3,8,45.0,12.0,9.0,7.0
2019-08-09-01,22.72,10.0,-5,9,50.0,10.0,7.0,6.0
2019-08-09-02,23.0,17.0,-3,12,52.0,12.0,6.0,5.0
2019-08-09-03,22.78,19.0,-4,9,57.0,12.0,7.0,9.0
2019-08-09-04,21.94,18.0,-3,8,61.0,11.0,7.0,10.0
2019-08-09-05,20.22,13.0,-2,11,60.0,11.0,7.0,11.0
2019-08-09-06,19.0,18.5,-2,14,62.0,10.0,6.0,11.0
2019-08-09-07,16.06,22.0,1,14,62.0,9.0,5.0,12.0
2019-08-09-08,17.11,18.0,5,13,60.0,10.0,5.0,13.0
2019-08-09-09,17.0,16.5,14,15,58.0,13.0,6.0,14.0
2019-08-09-10,15.5,11.0,19,15,54.0,14.0,6.0,14.0
2019-08-09-11,15.33,15.5,23,12,50.0,15.0,7.0,17.0
2019-08-09-12,17.17,11.0,35,14,44.0,15.0,8.0,14.0
2019-08-09-13,19.5,13.0,37,17,43.0,16.0,7.0,9.0
2019-08-09-14,20.11,10.0,32,14,43.0,14.0,6.0,9.0
2019-08-09-15,17.44,17.0,22,11,43.0,14.0,8.0,9.0
2019-08-09-16,16.17,18.0,8,13,42.0,14.0,8.0,7.0
2019-08-09-17,17.89,15.0,-999,15,25.0,11.0,9.0,10.0
2019-08-09-18,16.78,17.5,-999,13,-999.0,-999.0,-999.0,-999.0
2019-08-09-19,14.0,15.0,-999,11,17.0,8.0,9.0,18.0
2019-08-09-20,13.22,16.0,-999,8,11.0,6.0,8.0,19.0
2019-08-09-21,12.17,17.5,-999,10,14.0,7.0,7.0,18.0
2019-08-09-22,12.17,18.0,-12,12,-999.0,-999.0,-999.0,-999.0
2019-08-09-23,12.44,21.5,-9,12,15.0,7.0,5.0,13.0
2019-08-10-00,11.39,22.5,-2,11,15.0,6.0,4.0,12.0
