,首爾,濟州,東京,沖繩,北京,上海,福州,廈門
2019-03-28-04,75.5,34.0,7,11,21.0,70.0,56.0,44.0
2019-03-28-05,67.89,36.0,7,6,22.0,74.0,54.0,42.0
2019-03-28-06,62.83,36.5,6,9,23.0,78.0,51.0,40.0
2019-03-28-07,58.83,46.5,10,8,22.0,87.0,47.0,45.0
2019-03-28-08,53.89,45.0,10,11,23.0,89.0,50.0,52.0
2019-03-28-09,55.56,52.0,5,9,23.0,97.0,52.0,52.0
2019-03-28-10,59.61,62.5,3,7,-999.0,-999.0,-999.0,-999.0
2019-03-28-11,55.72,64.5,18,6,21.0,125.0,46.0,45.0
2019-03-28-12,43.5,66.5,26,5,20.0,108.0,41.0,34.0
2019-03-28-13,35.11,61.0,33,4,24.0,75.0,45.0,22.0
2019-03-28-14,33.72,62.5,37,6,28.0,53.0,42.0,16.0
2019-03-28-15,33.94,61.0,31,9,25.0,51.0,41.0,15.0
2019-03-28-16,33.0,62.0,-999,10,24.0,53.0,44.0,13.0
2019-03-28-17,28.0,66.0,-999,2,26.0,45.0,36.0,13.0
2019-03-28-18,27.24,65.0,-999,8,26.0,44.0,33.0,13.0
2019-03-28-19,25.35,67.5,-8,4,26.0,43.0,30.0,14.0
2019-03-28-20,23.67,63.0,-10,1,26.0,46.0,30.0,16.0
2019-03-28-21,24.83,63.0,-3,1,27.0,47.0,31.0,18.0
2019-03-28-22,25.06,68.5,-5,1,24.0,42.0,30.0,31.0
2019-03-28-23,22.5,61.0,-4,1,25.0,38.0,29.0,24.0
2019-03-29-00,20.94,51.5,-3,1,24.0,37.0,28.0,19.0
2019-03-29-01,20.83,51.5,-8,1,20.0,47.0,26.0,23.0
2019-03-29-02,19.44,66.0,2,0,19.0,69.0,22.0,28.0
2019-03-29-03,16.83,64.0,0,-1,19.0,76.0,20.0,30.0
2019-03-29-04,14.67,61.0,1,0,20.0,69.0,15.0,30.0
2019-03-29-05,12.67,57.0,0,0,20.0,68.0,13.0,32.0
2019-03-29-06,13.39,53.5,2,1,25.0,64.0,14.0,34.0
2019-03-29-07,12.72,34.0,1,1,28.0,58.0,15.0,34.0
2019-03-29-08,13.61,37.0,-4,2,32.0,52.0,17.0,47.0
2019-03-29-09,15.28,34.0,-2,2,31.0,49.0,21.0,44.0
2019-03-29-10,18.17,31.0,-7,4,33.0,49.0,26.0,38.0
2019-03-29-11,18.0,27.0,-3,3,30.0,46.0,28.0,37.0
2019-03-29-12,19.28,30.0,-3,2,28.0,35.0,31.0,27.0
2019-03-29-13,20.28,32.5,1,5,30.0,33.0,32.0,16.0
2019-03-29-14,21.89,23.5,-1,1,33.0,33.0,27.0,20.0
2019-03-29-15,26.61,21.5,3,3,34.0,33.0,24.0,21.0
2019-03-29-16,26.83,16.5,5,5,24.0,31.0,25.0,23.0
2019-03-29-17,23.72,17.5,4,5,21.0,33.0,18.0,23.0
2019-03-29-18,23.24,19.0,7,2,23.0,29.0,12.0,25.0
2019-03-29-19,20.65,19.0,7,2,18.0,29.0,11.0,26.0
2019-03-29-20,20.82,22.5,7,2,9.0,31.0,9.0,20.0
2019-03-29-21,19.35,19.5,5,6,7.0,35.0,8.0,14.0
2019-03-29-22,21.61,20.5,4,4,5.0,38.0,6.0,10.0
2019-03-29-23,20.17,25.5,4,4,5.0,38.0,7.0,11.0
2019-03-30-00,21.06,28.5,3,3,6.0,40.0,9.0,13.0
2019-03-30-01,21.44,29.0,11,2,5.0,43.0,10.0,14.0
2019-03-30-02,21.94,29.0,8,2,4.0,44.0,14.0,18.0
2019-03-30-03,21.11,31.5,3,1,6.0,47.0,16.0,21.0
2019-03-30-04,22.06,27.0,6,2,5.0,48.0,19.0,24.0
2019-03-30-05,21.22,23.5,5,4,6.0,50.0,19.0,27.0
2019-03-30-06,21.94,22.0,7,3,5.0,52.0,22.0,30.0
2019-03-30-07,24.78,18.5,4,10,4.0,58.0,20.0,31.0
2019-03-30-08,28.67,17.5,7,12,5.0,67.0,20.0,36.0
2019-03-30-09,29.28,19.0,10,5,6.0,80.0,18.0,36.0
2019-03-30-10,28.94,21.5,10,4,6.0,94.0,11.0,37.0
2019-03-30-11,29.0,19.0,11,3,7.0,104.0,8.0,31.0
2019-03-30-12,30.94,19.0,-999,4,7.0,116.0,8.0,33.0
2019-03-30-13,29.44,20.0,19,0,6.0,127.0,9.0,32.0
2019-03-30-14,22.28,19.5,11,4,4.0,71.0,8.0,30.0
2019-03-30-15,12.22,20.5,10,4,4.0,59.0,7.0,22.0
2019-03-30-16,12.56,23.0,12,6,4.0,66.0,9.0,12.0
2019-03-30-17,15.56,26.5,9,3,5.0,66.0,10.0,11.0
2019-03-30-18,19.06,25.5,11,5,5.0,50.0,11.0,10.0
2019-03-30-19,25.33,23.0,7,4,4.0,34.0,13.0,10.0
2019-03-30-20,29.22,17.0,7,3,5.0,23.0,12.0,9.0
2019-03-30-21,30.12,13.0,9,6,6.0,18.0,11.0,12.0
2019-03-30-22,29.67,15.5,3,7,6.0,16.0,12.0,14.0
2019-03-30-23,27.72,17.0,7,4,7.0,15.0,13.0,16.0
2019-03-31-00,27.56,14.5,5,2,8.0,16.0,13.0,18.0
2019-03-31-01,27.89,14.0,5,4,10.0,14.0,14.0,20.0
2019-03-31-02,27.0,11.5,7,4,12.0,14.0,19.0,18.0
2019-03-31-03,27.06,12.0,7,3,11.0,13.0,22.0,17.0
2019-03-31-04,27.39,10.5,6,3,9.0,15.0,47.0,15.0
2019-03-31-05,29.78,13.0,9,3,8.0,11.0,75.0,16.0
2019-03-31-06,33.22,11.0,12,3,8.0,11.0,72.0,20.0
2019-03-31-07,34.39,11.0,4,3,9.0,13.0,63.0,31.0
2019-03-31-08,34.78,10.0,9,6,14.0,15.0,45.0,41.0
2019-03-31-09,35.39,11.0,8,5,12.0,12.0,35.0,49.0
2019-03-31-10,36.67,8.5,10,3,9.0,14.0,30.0,51.0
2019-03-31-11,38.39,9.0,13,3,7.0,14.0,29.0,51.0
2019-03-31-12,39.22,9.5,13,4,5.0,16.0,25.0,48.0
2019-03-31-13,36.28,10.0,15,4,7.0,16.0,19.0,44.0
2019-03-31-14,36.11,10.5,14,7,6.0,19.0,16.0,38.0
2019-03-31-15,26.06,13.0,16,2,9.0,19.0,15.0,39.0
2019-03-31-16,14.44,10.0,14,1,8.0,18.0,16.0,33.0
2019-03-31-17,10.67,10.5,18,4,7.0,19.0,16.0,29.0
2019-03-31-18,10.22,10.0,14,4,7.0,18.0,16.0,27.0
2019-03-31-19,11.18,11.5,10,4,7.0,17.0,15.0,23.0
2019-03-31-20,10.33,11.5,10,3,8.0,14.0,15.0,23.0
2019-03-31-21,10.94,10.5,8,3,7.0,12.0,15.0,22.0
2019-03-31-22,14.12,10.0,14,5,9.0,12.0,14.0,21.0
2019-03-31-23,15.11,9.5,12,4,8.0,13.0,13.0,18.0
2019-04-01-00,14.89,10.0,12,3,7.0,14.0,11.0,17.0
2019-04-01-01,13.17,10.0,5,3,7.0,14.0,12.0,16.0
2019-04-01-02,12.5,9.0,-5,3,8.0,14.0,13.0,17.0
2019-04-01-03,10.39,10.5,0,6,8.0,14.0,16.0,19.0
2019-04-01-04,10.83,10.0,-2,6,7.0,12.0,17.0,19.0
2019-04-01-05,11.22,11.0,3,7,8.0,12.0,18.0,16.0
2019-04-01-06,12.56,10.5,4,7,7.0,15.0,17.0,16.0
2019-04-01-07,12.0,12.0,3,10,7.0,17.0,19.0,16.0
2019-04-01-08,13.28,9.5,1,10,12.0,18.0,18.0,15.0
2019-04-01-09,13.83,10.0,8,8,11.0,21.0,15.0,15.0
2019-04-01-10,12.67,13.0,7,8,10.0,23.0,11.0,17.0
2019-04-01-11,10.61,11.5,19,12,9.0,26.0,11.0,16.0
2019-04-01-12,9.39,14.0,30,7,8.0,27.0,10.0,15.0
2019-04-01-13,9.94,13.5,36,4,11.0,29.0,9.0,15.0
2019-04-01-14,10.29,13.5,14,6,9.0,30.0,9.0,18.0
2019-04-01-15,10.29,13.5,-13,2,10.0,29.0,10.0,19.0
2019-04-01-16,12.65,15.5,-7,4,11.0,31.0,13.0,18.0
2019-04-01-17,10.18,12.5,1,6,12.0,36.0,11.0,18.0
2019-04-01-18,11.29,19.5,7,6,15.0,40.0,9.0,19.0
2019-04-01-19,12.53,23.5,9,6,17.0,37.0,10.0,18.0
2019-04-01-20,14.44,26.5,3,4,20.0,39.0,11.0,22.0
2019-04-01-21,13.11,25.5,5,3,25.0,34.0,11.0,19.0
2019-04-01-22,12.83,28.0,-5,3,29.0,32.0,12.0,16.0
2019-04-01-23,11.89,26.5,3,3,30.0,28.0,12.0,21.0
2019-04-02-00,12.17,30.0,2,3,30.0,28.0,13.0,21.0
2019-04-02-01,12.11,33.5,6,1,30.0,27.0,15.0,20.0
2019-04-02-02,12.76,39.5,7,3,30.0,27.0,15.0,17.0
2019-04-02-03,13.72,45.5,7,6,31.0,28.0,17.0,18.0
2019-04-02-04,15.94,49.5,9,5,31.0,30.0,17.0,17.0
2019-04-02-05,16.0,45.5,6,7,32.0,31.0,18.0,24.0
2019-04-02-06,16.28,37.0,7,7,35.0,32.0,18.0,24.0
2019-04-02-07,16.44,20.0,8,7,36.0,34.0,19.0,17.0
2019-04-02-08,17.83,17.0,14,9,35.0,36.0,20.0,16.0
2019-04-02-09,17.72,15.5,5,8,40.0,35.0,24.0,18.0
2019-04-02-10,16.28,12.0,15,8,39.0,34.0,24.0,20.0
2019-04-02-11,18.61,14.5,18,11,41.0,31.0,23.0,23.0
2019-04-02-12,20.5,12.5,30,10,26.0,29.0,21.0,24.0
2019-04-02-13,20.11,13.5,32,11,19.0,29.0,21.0,26.0
2019-04-02-14,18.06,14.0,18,8,14.0,30.0,21.0,28.0
2019-04-02-15,15.67,12.5,6,9,15.0,29.0,20.0,29.0
2019-04-02-16,17.5,13.0,4,10,12.0,28.0,21.0,29.0
2019-04-02-17,19.56,14.0,7,10,11.0,29.0,23.0,30.0
2019-04-02-18,19.76,14.5,-3,11,10.0,27.0,24.0,31.0
2019-04-02-19,18.65,16.5,-3,11,12.0,24.0,26.0,34.0
2019-04-02-20,18.5,17.0,3,12,24.0,29.0,27.0,32.0
2019-04-02-21,17.28,20.5,1,11,35.0,31.0,26.0,30.0
2019-04-02-22,17.72,13.5,6,14,41.0,32.0,24.0,25.0
2019-04-02-23,17.17,14.0,4,11,55.0,34.0,26.0,21.0
2019-04-03-00,18.56,13.5,7,11,55.0,32.0,27.0,20.0
2019-04-03-01,18.83,11.0,10,12,51.0,31.0,23.0,19.0
2019-04-03-02,19.89,12.5,7,14,43.0,33.0,24.0,23.0
2019-04-03-03,19.72,13.0,9,12,37.0,35.0,28.0,24.0
2019-04-03-04,21.94,14.5,8,12,34.0,41.0,26.0,29.0
2019-04-03-05,22.0,15.0,8,12,35.0,41.0,22.0,34.0
2019-04-03-06,23.39,18.0,6,13,37.0,47.0,19.0,42.0
2019-04-03-07,25.56,21.0,8,12,40.0,54.0,26.0,49.0
2019-04-03-08,29.61,15.0,10,14,41.0,58.0,29.0,48.0
2019-04-03-09,31.33,13.5,6,13,44.0,64.0,28.0,42.0
2019-04-03-10,29.56,11.5,14,15,49.0,59.0,23.0,32.0
2019-04-03-11,28.65,14.5,-999,16,56.0,57.0,20.0,31.0
2019-04-03-12,29.28,12.5,-999,15,68.0,58.0,19.0,37.0
2019-04-03-13,26.47,10.5,37,16,64.0,61.0,14.0,34.0
2019-04-03-14,20.76,9.5,25,15,70.0,63.0,9.0,29.0
2019-04-03-15,18.44,11.0,20,13,80.0,62.0,8.0,35.0
2019-04-03-16,18.87,14.5,10,15,80.0,61.0,8.0,30.0
2019-04-03-17,19.28,11.0,12,18,79.0,53.0,7.0,28.0
2019-04-03-18,20.53,11.5,-2,20,70.0,46.0,6.0,24.0
2019-04-03-19,21.65,18.0,-4,21,61.0,39.0,5.0,21.0
2019-04-03-20,20.41,21.0,-2,20,62.0,37.0,5.0,18.0
2019-04-03-21,19.33,20.5,7,19,69.0,38.0,7.0,13.0
2019-04-03-22,19.22,19.5,4,15,74.0,39.0,6.0,9.0
2019-04-03-23,18.28,19.5,9,17,74.0,40.0,6.0,7.0
2019-04-04-00,18.89,19.5,11,13,72.0,42.0,7.0,7.0
2019-04-04-01,18.33,15.0,10,13,74.0,45.0,8.0,8.0
2019-04-04-02,19.67,14.5,9,10,75.0,44.0,8.0,7.0
2019-04-04-03,20.11,15.5,12,11,78.0,44.0,11.0,4.0
2019-04-04-04,24.28,16.0,10,11,81.0,40.0,13.0,4.0
2019-04-04-05,25.17,16.5,10,12,81.0,43.0,14.0,4.0
2019-04-04-06,27.72,16.5,9,13,82.0,41.0,15.0,5.0
2019-04-04-07,29.61,19.0,13,14,84.0,44.0,15.0,6.0
2019-04-04-08,29.94,21.5,10,19,84.0,47.0,15.0,6.0
2019-04-04-09,30.67,18.5,13,18,92.0,46.0,16.0,5.0
2019-04-04-10,27.67,15.0,16,17,102.0,49.0,16.0,11.0
2019-04-04-11,22.29,19.5,26,18,111.0,48.0,15.0,13.0
2019-04-04-12,16.65,17.0,39,15,114.0,44.0,17.0,14.0
2019-04-04-13,14.12,19.0,41,15,116.0,44.0,21.0,14.0
2019-04-04-14,11.65,18.0,31,13,106.0,40.0,20.0,19.0
2019-04-04-15,11.61,14.0,19,12,96.0,36.0,17.0,20.0
2019-04-04-16,12.61,14.5,19,10,80.0,32.0,16.0,21.0
2019-04-04-17,13.0,12.0,15,12,74.0,28.0,17.0,22.0
2019-04-04-18,16.25,11.0,1,9,64.0,27.0,20.0,20.0
2019-04-04-19,18.12,14.0,-3,10,20.0,26.0,26.0,17.0
2019-04-04-20,18.83,18.5,3,10,11.0,24.0,29.0,19.0
2019-04-04-21,15.0,13.0,8,14,8.0,26.0,33.0,22.0
2019-04-04-22,14.72,13.0,15,12,7.0,30.0,33.0,21.0
2019-04-04-23,16.72,23.5,16,11,8.0,36.0,35.0,21.0
2019-04-05-00,18.67,34.5,9,10,7.0,39.0,37.0,18.0
2019-04-05-01,19.17,21.0,14,12,7.0,42.0,41.0,19.0
2019-04-05-02,20.06,20.0,16,11,6.0,42.0,41.0,19.0
2019-04-05-03,21.61,25.5,19,11,7.0,45.0,41.0,21.0
2019-04-05-04,24.33,23.5,14,11,9.0,51.0,42.0,25.0
2019-04-05-05,27.44,30.5,22,11,10.0,59.0,40.0,25.0
2019-04-05-06,33.22,35.5,15,12,11.0,65.0,39.0,29.0
2019-04-05-07,39.83,37.5,13,9,13.0,72.0,42.0,34.0
2019-04-05-08,47.0,39.5,10,10,19.0,79.0,49.0,36.0
2019-04-05-09,51.0,43.5,24,9,19.0,82.0,42.0,40.0
2019-04-05-10,49.11,44.5,26,10,26.0,79.0,32.0,30.0
2019-04-05-11,33.72,40.5,34,9,50.0,74.0,24.0,29.0
2019-04-05-12,28.5,47.0,39,10,79.0,70.0,19.0,25.0
2019-04-05-13,22.28,44.5,32,7,86.0,62.0,15.0,25.0
2019-04-05-14,20.22,50.5,27,5,84.0,61.0,12.0,27.0
2019-04-05-15,18.24,53.5,30,6,72.0,63.0,9.0,14.0
2019-04-05-16,12.06,49.5,14,7,68.0,67.0,9.0,14.0
2019-04-05-17,11.12,59.0,9,4,67.0,71.0,11.0,16.0
2019-04-05-18,12.56,66.5,-5,2,65.0,71.0,18.0,18.0
2019-04-05-19,16.06,71.5,-6,1,56.0,74.0,26.0,20.0
2019-04-05-20,17.71,86.5,-1,3,50.0,74.0,30.0,24.0
2019-04-05-21,14.18,93.0,7,4,39.0,75.0,28.0,27.0
2019-04-05-22,13.82,90.5,8,4,34.0,77.0,29.0,29.0
2019-04-05-23,13.53,91.5,9,5,36.0,81.0,31.0,34.0
2019-04-06-00,14.17,94.5,8,6,45.0,83.0,28.0,34.0
2019-04-06-01,14.61,92.5,4,3,47.0,82.0,29.0,42.0
2019-04-06-02,15.39,85.5,5,2,42.0,88.0,27.0,51.0
2019-04-06-03,14.89,70.5,4,4,43.0,94.0,29.0,43.0
2019-04-06-04,15.61,49.5,5,3,33.0,97.0,30.0,32.0
2019-04-06-05,16.06,42.0,6,3,28.0,98.0,32.0,28.0
2019-04-06-06,16.44,38.5,10,4,43.0,96.0,31.0,30.0
2019-04-06-07,17.72,51.0,11,4,43.0,91.0,30.0,26.0
2019-04-06-08,20.17,80.0,13,7,47.0,81.0,28.0,30.0
2019-04-06-09,22.39,79.0,16,6,46.0,67.0,27.0,24.0
2019-04-06-10,23.89,74.5,20,7,45.0,57.0,31.0,21.0
2019-04-06-11,24.72,75.5,32,2,42.0,51.0,34.0,16.0
2019-04-06-12,23.78,71.0,48,4,42.0,43.0,37.0,14.0
2019-04-06-13,25.0,64.0,45,4,39.0,37.0,32.0,15.0
2019-04-06-14,28.33,61.5,40,4,37.0,31.0,27.0,11.0
2019-04-06-15,30.28,56.0,38,3,46.0,29.0,25.0,11.0
2019-04-06-16,26.41,55.0,32,6,42.0,27.0,27.0,14.0
2019-04-06-17,23.83,62.5,17,3,35.0,35.0,33.0,20.0
2019-04-06-18,20.83,67.5,7,2,32.0,43.0,36.0,21.0
2019-04-06-19,20.0,76.5,-2,3,30.0,41.0,34.0,26.0
2019-04-06-20,18.83,82.5,0,2,31.0,40.0,32.0,30.0
2019-04-06-21,15.89,78.5,2,4,41.0,47.0,33.0,37.0
2019-04-06-22,15.78,76.0,8,5,43.0,55.0,35.0,39.0
2019-04-06-23,13.67,82.5,4,5,39.0,65.0,36.0,40.0
2019-04-07-00,14.71,84.0,1,2,40.0,71.0,38.0,42.0
2019-04-07-01,16.4,74.0,-5,3,40.0,79.0,38.0,45.0
2019-04-07-02,17.56,74.0,6,4,44.0,85.0,39.0,52.0
2019-04-07-03,19.44,70.0,5,2,48.0,88.0,44.0,55.0
2019-04-07-04,22.28,63.5,7,2,48.0,89.0,44.0,55.0
2019-04-07-05,23.06,71.0,9,4,47.0,89.0,43.0,56.0
2019-04-07-06,24.17,67.0,7,4,49.0,88.0,45.0,57.0
2019-04-07-07,24.24,61.0,12,5,58.0,89.0,46.0,58.0
2019-04-07-08,24.39,63.5,10,6,50.0,86.0,48.0,61.0
2019-04-07-09,21.11,53.0,16,7,43.0,77.0,52.0,65.0
2019-04-07-10,20.78,49.0,14,6,33.0,59.0,57.0,63.0
2019-04-07-11,19.94,43.5,29,7,34.0,44.0,58.0,57.0
2019-04-07-12,16.28,42.0,32,1,39.0,40.0,63.0,45.0
2019-04-07-13,14.44,39.5,35,3,37.0,44.0,60.0,44.0
2019-04-07-14,11.83,37.5,39,6,35.0,41.0,57.0,49.0
2019-04-07-15,10.72,34.0,33,4,36.0,39.0,45.0,51.0
2019-04-07-16,10.5,32.5,28,4,37.0,40.0,34.0,38.0
2019-04-07-17,11.72,18.5,25,4,44.0,66.0,31.0,36.0
2019-04-07-18,13.61,25.0,5,3,37.0,106.0,26.0,35.0
2019-04-07-19,13.83,28.0,0,5,34.0,134.0,35.0,41.0
2019-04-07-20,13.0,25.5,8,7,37.0,146.0,48.0,46.0
2019-04-07-21,13.0,24.0,8,7,35.0,151.0,46.0,50.0
2019-04-07-22,14.35,24.5,13,7,33.0,130.0,45.0,46.0
2019-04-07-23,14.44,21.0,14,9,32.0,117.0,41.0,48.0
2019-04-08-00,13.35,25.5,17,11,34.0,115.0,42.0,55.0
2019-04-08-01,12.67,20.5,16,10,32.0,122.0,45.0,45.0
2019-04-08-02,12.89,25.0,13,12,34.0,125.0,35.0,46.0
2019-04-08-03,12.28,28.5,11,13,39.0,122.0,33.0,50.0
2019-04-08-04,11.78,19.0,7,15,41.0,114.0,30.0,44.0
2019-04-08-05,11.5,17.5,3,9,46.0,104.0,27.0,46.0
2019-04-08-06,13.22,20.0,3,11,44.0,100.0,27.0,48.0
2019-04-08-07,12.5,22.5,3,13,44.0,95.0,30.0,35.0
2019-04-08-08,15.0,28.5,7,16,46.0,89.0,31.0,32.0
2019-04-08-09,14.28,30.5,0,25,43.0,81.0,32.0,37.0
2019-04-08-10,14.22,29.0,3,26,38.0,79.0,34.0,41.0
2019-04-08-11,11.83,25.0,7,23,33.0,82.0,38.0,42.0
2019-04-08-12,10.76,24.0,8,27,32.0,75.0,48.0,31.0
2019-04-08-13,9.0,22.0,9,22,27.0,62.0,50.0,30.0
2019-04-08-14,9.44,18.0,16,24,27.0,57.0,59.0,24.0
2019-04-08-15,8.56,19.0,29,24,28.0,55.0,58.0,20.0
2019-04-08-16,10.11,21.5,10,17,28.0,58.0,59.0,22.0
2019-04-08-17,12.22,18.0,6,22,23.0,54.0,52.0,24.0
2019-04-08-18,14.94,20.5,6,22,22.0,44.0,49.0,23.0
2019-04-08-19,13.94,23.0,-1,23,19.0,42.0,49.0,26.0
2019-04-08-20,15.12,20.0,3,22,15.0,38.0,56.0,44.0
2019-04-08-21,13.69,25.0,9,22,15.0,41.0,55.0,31.0
2019-04-08-22,14.06,20.5,9,19,13.0,41.0,57.0,18.0
2019-04-08-23,14.59,20.5,7,18,11.0,48.0,51.0,17.0
2019-04-09-00,14.67,13.5,7,21,10.0,49.0,52.0,17.0
2019-04-09-01,14.94,17.0,17,21,10.0,52.0,56.0,22.0
2019-04-09-02,16.22,21.5,11,16,14.0,49.0,57.0,23.0
2019-04-09-03,15.0,22.0,10,16,14.0,48.0,61.0,19.0
2019-04-09-04,14.72,19.5,10,14,29.0,47.0,62.0,17.0
2019-04-09-05,14.0,21.0,6,17,25.0,47.0,58.0,14.0
2019-04-09-06,13.28,20.0,1,19,24.0,41.0,53.0,14.0
2019-04-09-07,10.89,17.5,2,18,24.0,39.0,52.0,13.0
2019-04-09-08,10.44,15.0,-4,19,24.0,38.0,51.0,12.0
2019-04-09-09,9.88,17.0,9,16,24.0,37.0,50.0,12.0
2019-04-09-10,9.53,17.5,4,17,26.0,35.0,42.0,14.0
2019-04-09-11,9.0,18.0,13,14,27.0,40.0,29.0,14.0
2019-04-09-12,9.38,18.5,22,13,30.0,37.0,25.0,15.0
2019-04-09-13,8.83,19.5,20,13,27.0,38.0,21.0,17.0
2019-04-09-14,8.72,16.5,26,11,26.0,39.0,18.0,13.0
2019-04-09-15,8.89,16.0,10,11,23.0,23.0,24.0,13.0
2019-04-09-16,9.17,16.5,7,12,21.0,15.0,19.0,14.0
2019-04-09-17,9.94,19.5,7,11,23.0,12.0,25.0,24.0
2019-04-09-18,9.76,15.5,-9,12,22.0,16.0,26.0,19.0
2019-04-09-19,9.28,11.5,-15,10,23.0,32.0,25.0,18.0
2019-04-09-20,9.39,8.0,-8,10,26.0,38.0,24.0,21.0
2019-04-09-21,6.56,5.5,-2,11,29.0,33.0,24.0,22.0
2019-04-09-22,5.35,7.5,1,11,28.0,32.0,26.0,24.0
2019-04-09-23,4.18,7.5,4,9,26.0,27.0,21.0,26.0
2019-04-10-00,4.17,7.0,3,7,26.0,22.0,21.0,26.0
2019-04-10-01,3.0,8.5,4,9,25.0,15.0,21.0,30.0
2019-04-10-02,2.89,8.5,4,8,27.0,15.0,23.0,32.0
2019-04-10-03,2.22,7.5,9,8,28.0,17.0,26.0,35.0
2019-04-10-04,2.0,10.0,6,8,28.0,16.0,29.0,35.0
2019-04-10-05,1.89,9.0,7,6,31.0,14.0,31.0,36.0
2019-04-10-06,1.83,6.5,6,6,31.0,13.0,32.0,36.0
2019-04-10-07,1.83,6.0,7,7,36.0,12.0,35.0,36.0
2019-04-10-08,2.94,6.5,2,5,41.0,11.0,36.0,38.0
2019-04-10-09,4.67,7.5,7,8,42.0,13.0,35.0,39.0
2019-04-10-10,4.67,8.0,7,7,35.0,16.0,41.0,33.0
2019-04-10-11,5.33,7.0,7,7,23.0,20.0,33.0,31.0
2019-04-10-12,5.56,14.0,7,7,17.0,22.0,31.0,31.0
2019-04-10-13,5.0,11.5,-999,13,15.0,29.0,30.0,33.0
2019-04-10-14,6.17,7.0,10,12,13.0,31.0,27.0,37.0
2019-04-10-15,6.17,9.0,5,9,13.0,33.0,24.0,33.0
2019-04-10-16,6.0,11.0,4,8,14.0,34.0,22.0,30.0
2019-04-10-17,6.28,15.5,1,8,14.0,33.0,12.0,29.0
2019-04-10-18,5.88,14.5,5,7,16.0,25.0,10.0,32.0
2019-04-10-19,7.44,15.5,2,7,17.0,22.0,7.0,41.0
2019-04-10-20,6.89,12.0,1,7,20.0,18.0,6.0,31.0
2019-04-10-21,6.89,12.5,4,5,30.0,18.0,5.0,19.0
2019-04-10-22,7.69,13.5,3,6,34.0,19.0,7.0,14.0
2019-04-10-23,9.72,12.0,1,5,36.0,16.0,7.0,13.0
2019-04-11-00,10.19,12.0,1,4,36.0,15.0,8.0,11.0
2019-04-11-01,12.0,14.0,4,6,40.0,13.0,8.0,16.0
2019-04-11-02,12.61,15.0,2,3,41.0,15.0,9.0,15.0
2019-04-11-03,11.44,17.5,3,6,46.0,13.0,11.0,12.0
2019-04-11-04,11.5,20.5,1,4,52.0,16.0,10.0,13.0
2019-04-11-05,11.94,20.0,4,5,56.0,18.0,7.0,14.0
2019-04-11-06,14.47,23.5,-1,4,59.0,16.0,6.0,14.0
2019-04-11-07,16.35,24.5,5,4,61.0,18.0,5.0,29.0
2019-04-11-08,20.28,33.0,-2,5,62.0,18.0,5.0,8.0
2019-04-11-09,20.61,24.5,7,6,68.0,18.0,4.0,8.0
2019-04-11-10,19.11,21.0,5,7,68.0,19.0,4.0,7.0
2019-04-11-11,20.28,19.0,14,7,57.0,20.0,4.0,10.0
2019-04-11-12,22.28,20.0,14,6,52.0,23.0,4.0,14.0
2019-04-11-13,23.72,15.0,20,8,50.0,26.0,4.0,14.0
2019-04-11-14,25.5,14.5,12,8,-999.0,-999.0,2.0,-999.0
2019-04-11-15,22.0,12.0,9,8,36.0,32.0,4.0,26.0
2019-04-11-16,18.18,9.5,0,7,37.0,35.0,5.0,31.0
2019-04-11-17,18.71,16.5,-8,8,37.0,32.0,7.0,30.0
2019-04-11-18,19.06,12.0,-7,5,40.0,33.0,10.0,22.0
2019-04-11-19,17.81,15.0,-8,6,39.0,34.0,11.0,14.0
2019-04-11-20,18.41,11.0,-6,5,43.0,35.0,13.0,16.0
2019-04-11-21,20.11,15.0,1,7,42.0,35.0,12.0,14.0
2019-04-11-22,20.28,11.5,-1,2,42.0,36.0,14.0,14.0
2019-04-11-23,21.56,14.5,7,2,37.0,36.0,16.0,12.0
2019-04-12-00,24.67,12.5,4,0,39.0,39.0,16.0,9.0
2019-04-12-01,26.94,15.0,5,0,45.0,41.0,16.0,6.0
2019-04-12-02,30.59,15.0,4,0,47.0,44.0,17.0,9.0
2019-04-12-03,33.72,17.0,4,0,50.0,50.0,20.0,11.0
2019-04-12-04,36.0,12.5,2,0,52.0,50.0,21.0,10.0
2019-04-12-05,37.5,14.5,4,0,51.0,50.0,20.0,12.0
2019-04-12-06,40.56,18.0,5,0,50.0,54.0,18.0,13.0
2019-04-12-07,40.67,18.0,2,1,57.0,57.0,20.0,13.0
2019-04-12-08,41.17,15.0,8,0,64.0,68.0,19.0,17.0
2019-04-12-09,38.5,17.5,8,2,75.0,75.0,16.0,25.0
2019-04-12-10,35.72,15.0,7,3,75.0,74.0,17.0,22.0
2019-04-12-11,32.17,16.5,13,2,84.0,70.0,17.0,19.0
2019-04-12-12,31.89,20.0,13,1,79.0,68.0,21.0,21.0
2019-04-12-13,30.06,18.5,8,2,61.0,64.0,24.0,25.0
2019-04-12-14,28.0,22.5,7,3,53.0,69.0,21.0,28.0
2019-04-12-15,24.72,24.5,12,4,39.0,67.0,23.0,30.0
2019-04-12-16,23.53,28.0,14,3,36.0,65.0,23.0,36.0
2019-04-12-17,24.89,27.5,5,1,44.0,53.0,19.0,40.0
2019-04-12-18,26.28,24.5,6,1,50.0,42.0,31.0,39.0
2019-04-12-19,27.88,28.0,0,4,73.0,33.0,25.0,39.0
