,首爾,濟州,東京,沖繩,北京,上海,福州,廈門
2019-02-14-07,5.06,2.5,0,1,3.44,1.91,1.53,1.91
2019-02-14-08,5.56,2.5,0,0,3.06,1.91,1.53,1.91
2019-02-14-09,5.11,3.0,0,1,2.67,1.91,1.53,2.29
2019-02-14-10,4.83,3.0,0,0,2.67,1.91,1.53,1.91
2019-02-14-11,4.67,3.5,1,0,4.2,1.91,1.53,1.91
2019-02-14-12,4.39,3.5,1,1,2.29,1.91,1.53,1.91
2019-02-14-13,4.11,3.5,1,0,1.53,1.91,1.53,1.91
2019-02-14-14,4.39,3.5,1,1,1.53,1.91,1.53,1.53
2019-02-14-15,5.24,3.5,1,0,1.15,1.91,1.53,1.53
2019-02-14-16,6.8,3.5,2,0,1.15,1.91,1.53,1.91
2019-02-14-17,7.62,4.5,1,0,1.15,1.91,1.53,1.91
2019-02-14-18,6.94,3.0,1,0,0.76,1.91,1.53,1.91
2019-02-14-19,6.56,2.5,1,0,0.76,1.91,1.53,1.53
2019-02-14-20,6.33,2.5,1,1,0.76,1.91,1.53,1.53
2019-02-14-21,7.0,2.5,0,0,0.76,1.91,1.53,1.53
2019-02-14-22,7.28,2.5,0,1,0.76,1.91,1.53,1.53
2019-02-14-23,6.11,2.5,0,0,0.76,1.91,1.53,1.91
2019-02-15-00,6.11,2.5,1,1,0.76,1.91,1.91,1.53
2019-02-15-01,5.94,2.5,1,0,0.76,1.91,1.91,1.53
2019-02-15-02,6.39,2.5,1,0,0.76,1.91,1.53,1.53
2019-02-15-03,6.17,2.5,0,0,0.76,1.91,1.53,1.53
2019-02-15-04,5.28,2.5,0,1,0.76,1.91,1.53,1.53
2019-02-15-05,4.33,2.5,0,0,0.76,1.91,1.53,1.53
2019-02-15-06,3.72,3.0,0,0,1.15,1.53,1.53,1.53
2019-02-15-07,3.67,3.0,0,1,1.15,1.91,1.53,1.53
2019-02-15-08,3.72,2.5,0,1,0.76,1.91,1.53,1.53
2019-02-15-09,3.72,2.5,0,1,1.15,1.91,1.53,1.53
2019-02-15-10,3.61,2.5,0,0,1.15,1.91,1.53,1.91
2019-02-15-11,3.71,2.5,0,0,1.15,1.91,1.91,1.91
2019-02-15-12,3.71,2.0,0,0,0.76,1.91,1.91,1.91
2019-02-15-13,3.67,2.5,0,0,0.76,1.91,1.53,1.91
2019-02-15-14,3.61,2.0,0,1,0.76,1.91,1.53,1.91
2019-02-15-15,3.67,2.5,1,0,0.76,1.53,1.53,2.29
2019-02-15-16,3.72,2.5,3,1,0.76,1.53,1.91,1.53
2019-02-15-17,3.78,2.5,6,0,1.15,1.91,1.91,1.53
2019-02-15-18,3.89,2.5,5,0,0.76,1.91,2.29,1.53
2019-02-15-19,3.94,2.5,5,0,1.15,1.91,2.29,1.53
2019-02-15-20,3.72,2.5,4,1,1.15,1.91,2.29,1.91
2019-02-15-21,3.72,1.5,2,1,1.15,1.91,2.29,1.53
2019-02-15-22,3.56,1.5,1,0,1.15,1.91,1.91,1.91
2019-02-15-23,3.56,1.5,1,1,1.15,1.91,1.91,1.53
2019-02-16-00,3.5,1.5,1,0,1.53,1.91,1.53,1.15
2019-02-16-01,3.61,2.5,1,0,1.53,1.91,1.53,1.53
2019-02-16-02,3.61,2.5,0,0,1.15,1.91,1.53,1.53
2019-02-16-03,3.72,2.5,1,0,1.15,1.91,1.53,2.29
2019-02-16-04,3.56,2.0,1,0,1.15,2.29,1.53,1.91
2019-02-16-05,3.78,1.5,1,0,1.15,2.29,1.53,1.53
2019-02-16-06,3.67,1.5,1,0,1.15,2.29,1.53,1.15
2019-02-16-07,3.78,1.5,0,0,1.15,2.29,1.53,1.15
2019-02-16-08,4.11,1.5,1,0,1.15,2.29,1.53,1.53
2019-02-16-09,4.72,1.5,0,0,1.15,2.29,1.53,1.15
2019-02-16-10,5.11,2.5,0,0,1.15,2.29,1.53,1.15
2019-02-16-11,5.06,2.5,0,0,1.15,2.29,1.53,1.53
2019-02-16-12,4.94,2.5,0,0,1.15,2.29,1.53,1.53
2019-02-16-13,5.11,2.5,0,0,1.15,2.67,1.53,1.53
2019-02-16-14,5.5,2.5,0,1,0.76,2.67,1.53,1.15
2019-02-16-15,5.5,2.5,0,0,0.76,2.29,1.53,1.53
2019-02-16-16,5.5,1.5,0,0,0.76,2.29,1.53,1.15
2019-02-16-17,5.56,2.5,0,0,0.76,2.29,1.53,1.53
2019-02-16-18,5.11,2.5,0,0,0.76,2.29,1.53,1.15
2019-02-16-19,4.94,2.0,0,0,1.15,2.29,1.53,1.15
2019-02-16-20,5.0,2.0,0,0,1.15,1.91,1.53,1.15
2019-02-16-21,4.56,2.0,0,0,1.53,1.91,1.53,1.15
2019-02-16-22,4.61,2.5,0,0,1.53,1.91,1.53,1.15
2019-02-16-23,4.29,2.0,0,0,1.91,1.91,1.53,1.53
2019-02-17-00,3.89,1.5,0,1,1.53,1.91,1.53,1.15
2019-02-17-01,3.94,1.5,0,0,1.53,2.67,1.53,1.15
2019-02-17-02,4.11,1.5,0,0,1.53,2.67,1.53,1.15
2019-02-17-03,4.06,1.5,0,0,1.53,3.06,1.15,1.15
2019-02-17-04,4.44,2.0,0,0,1.53,2.29,1.53,1.53
2019-02-17-05,4.67,2.0,0,1,1.53,2.67,1.53,1.53
2019-02-17-06,4.83,1.5,0,0,1.53,2.67,1.53,1.53
2019-02-17-07,4.94,2.0,0,1,1.91,2.29,1.53,1.53
2019-02-17-08,5.44,1.5,0,0,2.29,2.29,1.15,1.53
2019-02-17-09,5.83,1.5,0,0,1.91,2.29,1.15,1.15
2019-02-17-10,5.89,1.5,0,0,1.91,2.67,1.53,1.53
2019-02-17-11,4.89,1.5,0,-999,1.53,3.06,1.53,1.15
2019-02-17-12,4.56,1.5,0,-999,1.53,3.06,1.53,1.53
2019-02-17-13,4.67,1.5,0,-999,1.15,3.06,1.53,1.53
2019-02-17-14,4.94,2.0,0,-999,1.15,3.06,1.53,1.53
2019-02-17-15,5.17,2.0,1,0,1.15,2.67,1.53,1.53
2019-02-17-16,5.0,2.0,1,1,1.15,2.67,1.53,1.53
2019-02-17-17,5.06,2.0,1,1,1.15,2.29,1.53,1.53
2019-02-17-18,5.0,2.5,0,0,0.76,2.29,1.53,1.15
2019-02-17-19,4.89,2.0,0,0,1.15,2.29,1.53,1.53
2019-02-17-20,4.89,1.5,0,0,1.15,2.29,1.53,1.53
2019-02-17-21,4.83,2.0,0,1,1.53,2.29,1.53,1.53
2019-02-17-22,5.06,2.0,0,0,1.91,2.29,1.53,1.91
2019-02-17-23,4.72,2.0,0,1,1.91,1.91,1.53,1.53
2019-02-18-00,4.61,2.0,0,0,1.91,2.29,1.53,1.53
2019-02-18-01,4.44,2.0,0,1,1.91,1.91,1.53,1.53
2019-02-18-02,4.17,2.0,0,0,2.29,1.91,1.53,1.53
2019-02-18-03,4.22,2.0,0,0,2.29,1.91,1.53,1.53
2019-02-18-04,4.11,2.0,0,0,1.91,1.91,1.53,1.53
2019-02-18-05,4.17,2.0,0,0,1.91,1.91,1.53,1.15
2019-02-18-06,4.28,2.0,0,0,1.91,1.91,1.53,1.15
2019-02-18-07,4.5,2.0,0,1,1.53,1.91,1.53,1.53
2019-02-18-08,5.06,2.5,0,0,1.91,1.91,1.53,1.53
2019-02-18-09,5.33,2.5,1,0,2.29,1.91,1.53,1.15
2019-02-18-10,4.89,4.0,1,1,2.29,1.91,1.53,1.53
2019-02-18-11,5.06,4.5,1,1,2.29,2.29,1.53,1.53
2019-02-18-12,4.89,4.0,0,0,2.29,2.29,1.53,1.53
2019-02-18-13,4.94,3.5,0,1,2.29,1.91,1.53,1.53
2019-02-18-14,4.89,3.0,0,1,2.67,1.91,1.53,1.53
2019-02-18-15,4.94,2.5,0,1,2.67,1.91,1.53,1.53
2019-02-18-16,5.0,2.5,1,0,2.67,1.91,1.53,1.53
2019-02-18-17,4.83,2.0,1,0,3.06,1.91,1.53,1.53
2019-02-18-18,4.78,2.0,0,0,3.44,1.91,1.53,1.53
2019-02-18-19,4.89,2.0,0,1,3.06,1.91,1.91,1.53
2019-02-18-20,4.83,2.0,0,0,3.06,1.91,1.53,1.53
2019-02-18-21,4.89,1.5,0,0,3.06,1.91,1.53,1.15
2019-02-18-22,5.22,1.5,0,0,3.44,1.91,1.53,1.15
2019-02-18-23,5.17,1.5,0,1,4.2,1.91,1.53,1.53
2019-02-19-00,5.22,1.5,0,0,4.2,1.91,1.53,1.15
2019-02-19-01,5.11,2.0,-999,-999,3.44,1.91,1.53,1.53
2019-02-19-02,5.17,2.0,0,1,3.06,1.91,1.91,1.53
2019-02-19-03,4.0,1.5,0,1,1.53,1.91,1.91,1.53
2019-02-19-04,3.72,1.5,0,0,1.53,2.29,1.53,1.91
2019-02-19-05,3.78,2.5,0,0,1.15,2.29,1.53,1.53
2019-02-19-06,3.61,2.5,0,0,1.15,2.29,1.53,1.53
2019-02-19-07,3.61,2.5,0,0,1.15,2.29,1.53,1.53
2019-02-19-08,3.83,2.0,0,0,1.15,2.29,1.53,1.53
2019-02-19-09,3.72,2.0,1,0,1.15,2.29,1.53,1.53
2019-02-19-10,3.72,2.0,-999,0,1.91,2.29,1.53,1.53
2019-02-19-11,3.83,3.5,0,0,2.29,2.29,1.53,1.53
2019-02-19-12,4.0,3.0,0,1,3.06,2.29,1.91,1.53
2019-02-19-13,3.82,1.5,0,1,3.06,1.91,1.91,1.91
2019-02-19-14,3.83,1.5,1,1,3.06,1.91,2.67,1.91
2019-02-19-15,3.88,1.5,1,1,2.67,2.29,1.91,1.53
2019-02-19-16,3.94,1.5,1,1,2.29,2.29,1.53,1.53
2019-02-19-17,3.67,2.0,1,1,1.91,2.29,1.91,1.53
2019-02-19-18,3.78,1.5,1,0,1.15,2.29,1.91,1.53
2019-02-19-19,3.94,1.5,1,1,1.15,2.67,2.67,1.53
2019-02-19-20,3.89,1.5,1,0,1.15,3.06,2.67,1.53
2019-02-19-21,4.22,1.5,1,1,1.53,2.29,2.29,1.15
2019-02-19-22,4.06,1.5,1,0,1.53,2.29,1.91,1.53
2019-02-19-23,3.94,1.5,1,0,1.53,1.91,1.91,1.91
2019-02-20-00,4.06,2.0,0,1,1.53,1.91,1.91,1.53
2019-02-20-01,3.83,1.5,1,0,1.53,1.91,1.91,1.91
2019-02-20-02,3.94,1.5,1,0,1.53,2.29,1.91,2.67
2019-02-20-03,3.67,1.5,1,0,1.53,1.91,1.91,2.29
2019-02-20-04,3.61,1.5,1,0,1.53,2.29,1.91,2.29
2019-02-20-05,3.67,1.5,1,1,1.15,2.29,1.91,2.29
2019-02-20-06,3.56,1.5,1,0,1.15,2.29,1.53,2.29
2019-02-20-07,4.06,2.0,1,0,1.15,1.91,1.53,2.29
2019-02-20-08,3.78,3.0,1,0,1.15,2.29,1.53,2.67
2019-02-20-09,4.22,2.0,1,0,1.53,2.29,1.53,2.29
2019-02-20-10,4.61,2.0,1,0,2.67,1.91,1.53,2.29
2019-02-20-11,4.41,2.0,1,0,2.67,1.91,1.53,2.29
2019-02-20-12,4.28,2.5,1,1,2.29,1.91,1.53,2.29
2019-02-20-13,4.29,1.5,1,1,2.29,2.29,1.53,2.29
2019-02-20-14,4.53,2.0,1,1,2.29,2.29,1.53,2.29
2019-02-20-15,4.44,2.0,1,0,2.29,1.91,1.53,2.29
2019-02-20-16,4.44,2.0,1,0,1.91,1.91,1.53,1.91
2019-02-20-17,4.56,2.5,1,1,1.91,2.29,1.53,1.91
2019-02-20-18,4.72,2.5,1,0,1.53,1.91,1.91,1.91
2019-02-20-19,4.5,2.5,1,1,1.53,1.91,1.53,1.91
2019-02-20-20,4.89,2.5,1,1,1.53,1.91,1.53,1.91
2019-02-20-21,5.0,2.5,0,0,1.53,1.91,1.53,3.06
2019-02-20-22,4.61,2.5,0,0,1.53,1.91,1.53,2.67
2019-02-20-23,4.72,2.5,0,0,1.15,1.91,1.53,1.53
2019-02-21-00,4.44,2.5,0,1,1.15,1.91,1.53,1.53
2019-02-21-01,4.33,2.5,0,0,1.15,1.91,1.53,1.15
2019-02-21-02,4.33,2.5,0,0,0.76,1.91,1.53,1.15
2019-02-21-03,4.39,2.5,1,0,1.15,2.29,1.53,1.15
2019-02-21-04,4.56,2.5,1,0,1.91,1.91,1.53,1.53
2019-02-21-05,4.67,3.5,1,0,1.91,2.29,1.53,1.53
2019-02-21-06,4.5,2.5,1,0,1.53,2.29,1.53,1.15
2019-02-21-07,4.61,2.5,1,0,1.53,2.29,1.53,1.53
2019-02-21-08,4.78,3.0,1,0,1.91,2.29,1.53,1.53
2019-02-21-09,5.44,3.5,1,1,2.67,2.29,1.53,1.53
2019-02-21-10,5.44,4.0,-999,0,2.67,2.29,1.53,1.53
2019-02-21-11,5.39,4.0,-999,1,3.44,2.29,1.53,1.53
2019-02-21-12,5.56,4.5,1,1,3.06,2.29,1.53,1.15
2019-02-21-13,5.5,4.0,1,1,2.67,2.29,1.53,1.15
2019-02-21-14,5.33,4.5,2,1,2.29,2.29,1.91,1.53
2019-02-21-15,5.06,4.0,3,0,2.29,2.29,2.29,1.53
2019-02-21-16,5.11,4.5,3,0,2.29,1.91,1.53,1.53
2019-02-21-17,5.17,5.5,2,0,2.29,1.91,1.53,1.15
2019-02-21-18,5.0,3.5,1,-999,2.67,1.91,1.53,1.53
2019-02-21-19,5.72,5.0,1,1,2.67,1.91,1.53,1.53
2019-02-21-20,5.24,5.0,1,0,2.29,1.91,1.53,1.53
2019-02-21-21,5.47,4.5,1,0,1.91,1.91,1.53,1.15
2019-02-21-22,5.78,3.5,1,0,1.53,1.91,1.53,1.53
2019-02-21-23,5.78,3.5,1,0,1.53,1.91,1.53,1.53
2019-02-22-00,5.17,3.5,1,1,1.53,1.53,1.53,1.15
2019-02-22-01,5.0,2.5,0,0,1.53,1.91,1.53,1.15
2019-02-22-02,5.0,2.5,0,0,1.53,1.91,1.53,1.15
2019-02-22-03,4.72,2.5,0,1,1.15,1.91,1.53,1.15
2019-02-22-04,4.72,2.5,0,0,1.15,1.91,1.53,1.15
2019-02-22-05,4.67,4.0,0,0,1.53,1.91,1.53,1.15
2019-02-22-06,4.83,3.5,0,0,1.53,1.91,1.53,1.15
2019-02-22-07,4.83,3.0,0,0,1.15,1.91,1.53,1.15
2019-02-22-08,5.28,3.5,0,1,1.53,1.53,1.53,1.53
2019-02-22-09,5.44,3.5,1,0,2.29,1.91,1.53,1.53
2019-02-22-10,5.5,3.5,1,0,3.44,1.91,1.53,1.91
2019-02-22-11,5.67,4.5,1,1,3.82,1.91,1.53,1.91
2019-02-22-12,5.5,5.0,1,1,3.06,1.91,1.53,1.91
2019-02-22-13,5.56,6.5,0,0,2.67,1.91,1.53,1.91
2019-02-22-14,5.35,8.5,0,0,2.29,1.91,1.53,1.91
2019-02-22-15,5.0,8.5,0,1,2.29,1.91,1.53,1.91
2019-02-22-16,5.28,5.0,0,1,1.91,1.53,1.53,1.53
2019-02-22-17,5.33,4.0,0,1,2.29,1.53,1.53,1.91
2019-02-22-18,5.5,3.0,0,0,2.67,1.53,1.53,1.53
2019-02-22-19,6.06,2.0,0,1,3.06,1.53,1.53,1.91
2019-02-22-20,6.39,2.5,0,0,-999.0,-999.0,-999.0,-999.0
2019-02-22-21,6.67,3.5,0,0,3.44,1.53,1.53,1.53
2019-02-22-22,7.11,3.5,0,0,3.44,1.53,1.53,1.53
2019-02-22-23,6.94,3.5,0,0,3.06,1.53,1.53,1.53
2019-02-23-00,6.56,3.0,0,0,3.06,1.91,1.53,1.91
2019-02-23-01,5.83,2.5,0,1,3.06,1.91,1.53,1.91
2019-02-23-02,5.44,2.5,0,1,2.67,2.29,1.53,1.91
2019-02-23-03,5.39,2.5,0,1,2.67,2.29,1.53,1.91
2019-02-23-04,5.17,2.5,0,1,3.44,2.67,1.53,1.91
2019-02-23-05,5.22,2.5,0,1,3.44,2.67,1.53,1.53
2019-02-23-06,5.22,3.0,0,1,3.44,2.67,1.53,1.53
2019-02-23-07,5.06,2.5,0,0,3.06,2.67,1.53,1.53
2019-02-23-08,5.28,2.5,0,0,2.67,2.67,1.53,1.53
2019-02-23-09,5.83,3.5,1,1,2.67,3.44,1.53,1.91
2019-02-23-10,5.44,4.5,0,1,3.44,4.2,1.53,1.91
2019-02-23-11,4.56,6.5,0,1,4.2,4.97,1.53,1.91
2019-02-23-12,4.78,6.0,0,1,4.58,4.97,1.53,1.91
2019-02-23-13,4.17,5.5,0,0,4.2,4.58,1.53,1.91
2019-02-23-14,4.06,5.0,0,1,3.82,4.58,1.53,1.91
2019-02-23-15,4.11,3.5,1,1,3.44,4.58,1.53,1.91
2019-02-23-16,4.0,2.0,1,1,3.06,4.58,1.53,1.91
2019-02-23-17,4.28,2.5,0,1,3.06,4.58,1.53,1.91
2019-02-23-18,5.11,2.5,0,0,3.44,4.2,1.53,1.91
2019-02-23-19,6.44,2.5,0,1,3.44,3.82,1.53,1.91
2019-02-23-20,7.39,2.0,0,1,3.44,3.44,1.53,1.53
2019-02-23-21,7.17,2.0,0,0,3.44,3.44,1.53,1.53
2019-02-23-22,6.67,2.0,0,0,3.44,3.44,1.53,1.53
2019-02-23-23,6.11,2.0,0,0,3.44,3.06,1.53,1.53
2019-02-24-00,5.72,2.0,1,0,3.06,3.44,1.53,1.53
2019-02-24-01,5.78,1.5,0,0,3.06,3.06,1.53,1.15
2019-02-24-02,5.22,1.5,0,-999,3.06,3.06,1.53,1.15
2019-02-24-03,5.28,1.5,0,-999,3.06,3.06,1.53,1.15
2019-02-24-04,5.11,1.5,0,-999,3.44,3.06,1.53,1.15
2019-02-24-05,5.0,2.0,0,-999,3.06,3.44,1.53,1.53
2019-02-24-06,4.89,1.5,0,-999,2.29,3.82,1.53,1.53
2019-02-24-07,4.83,2.0,0,-999,2.67,3.82,1.53,1.15
2019-02-24-08,5.33,2.0,0,-999,3.06,4.58,1.53,1.15
2019-02-24-09,6.11,2.5,0,-999,3.44,5.73,1.53,1.15
2019-02-24-10,7.0,2.0,0,-999,2.67,5.35,1.53,1.15
2019-02-24-11,8.44,2.5,0,-999,1.91,4.58,1.53,1.53
2019-02-24-12,8.28,2.5,1,-999,1.53,4.97,1.53,1.53
2019-02-24-13,7.67,3.5,2,-999,1.15,4.97,1.53,1.53
2019-02-24-14,7.11,3.5,2,-999,1.15,4.97,1.53,1.53
2019-02-24-15,6.44,4.0,2,-999,0.76,4.58,1.53,1.53
2019-02-24-16,6.72,3.0,2,-999,0.76,4.58,1.53,1.53
2019-02-24-17,6.17,2.5,1,-999,0.76,4.58,1.53,1.53
2019-02-24-18,5.94,2.5,2,-999,0.76,3.82,1.53,1.53
2019-02-24-19,5.72,3.0,1,-999,0.76,3.44,1.53,1.53
2019-02-24-20,5.83,2.0,1,-999,1.15,2.29,1.53,1.15
2019-02-24-21,5.78,2.0,1,-999,1.15,2.67,1.53,1.15
2019-02-24-22,5.56,2.5,0,-999,1.53,2.67,1.53,1.15
2019-02-24-23,5.0,2.0,0,-999,2.67,2.67,1.53,1.15
2019-02-25-00,5.0,2.0,0,-999,4.2,2.67,1.53,1.53
2019-02-25-01,4.67,1.5,-999,-999,4.97,2.67,1.53,1.53
2019-02-25-02,4.5,1.5,1,-999,4.97,2.29,1.53,1.53
2019-02-25-03,4.33,1.5,0,-999,4.97,2.29,1.53,1.91
2019-02-25-04,4.28,2.0,1,-999,5.35,2.29,1.53,1.53
2019-02-25-05,4.17,2.0,1,-999,6.11,2.29,1.53,1.91
2019-02-25-06,4.44,2.0,0,-999,5.35,2.67,1.53,1.91
2019-02-25-07,4.39,2.5,0,-999,4.58,3.06,1.53,1.53
2019-02-25-08,4.5,2.5,1,-999,4.2,4.2,1.53,1.53
2019-02-25-09,4.39,3.5,1,-999,3.06,4.58,1.53,2.29
2019-02-25-10,4.94,2.5,1,-999,2.29,4.2,1.53,3.06
2019-02-25-11,5.56,2.5,1,-999,1.53,3.44,1.53,2.67
2019-02-25-12,6.0,2.5,1,-999,1.53,2.67,1.53,2.67
2019-02-25-13,5.47,5.0,1,-999,1.15,2.29,1.91,2.29
2019-02-25-14,5.33,5.0,2,-999,1.15,2.67,1.91,2.29
2019-02-25-15,5.18,4.0,3,-999,1.53,2.29,1.53,2.29
2019-02-25-16,5.38,4.0,5,-999,1.91,2.29,1.53,2.29
2019-02-25-17,5.18,4.0,6,0,2.67,2.29,1.53,2.29
2019-02-25-18,5.11,4.5,4,0,3.82,2.29,1.53,2.67
2019-02-25-19,5.28,4.5,3,0,4.97,2.29,1.53,2.29
2019-02-25-20,5.11,4.0,1,0,5.35,2.29,1.53,2.29
2019-02-25-21,4.94,4.0,1,0,4.2,2.29,1.53,2.29
2019-02-25-22,4.61,3.0,1,0,3.06,2.29,1.53,1.91
2019-02-25-23,4.28,3.0,1,0,3.06,1.91,1.53,2.29
2019-02-26-00,4.5,2.5,1,0,3.06,1.91,1.53,1.91
2019-02-26-01,4.44,2.5,0,-999,3.06,1.91,1.53,2.29
2019-02-26-02,4.61,2.0,0,0,3.06,1.91,1.53,2.29
2019-02-26-03,4.56,2.0,0,0,3.06,1.91,1.53,2.29
2019-02-26-04,4.67,2.0,0,0,3.44,1.91,1.53,2.29
2019-02-26-05,4.72,2.0,0,0,3.82,2.29,1.53,2.67
2019-02-26-06,4.94,2.0,0,0,4.2,2.29,1.53,2.29
2019-02-26-07,5.0,2.5,0,0,4.2,2.29,1.53,2.29
2019-02-26-08,5.44,3.0,0,0,4.58,2.29,1.53,1.91
2019-02-26-09,5.61,2.5,0,0,4.58,2.29,1.91,1.53
2019-02-26-10,5.65,3.0,-999,0,4.58,2.29,1.91,1.91
2019-02-26-11,5.53,2.5,0,0,4.97,2.29,1.91,1.91
2019-02-26-12,4.94,2.0,0,0,4.58,2.29,1.91,2.29
2019-02-26-13,4.61,3.0,0,0,4.58,2.29,1.91,1.91
2019-02-26-14,4.72,2.0,0,0,3.82,2.29,1.91,1.91
2019-02-26-15,4.83,3.0,1,0,3.82,2.29,1.53,1.91
2019-02-26-16,4.89,5.5,0,0,3.82,2.29,1.53,1.91
2019-02-26-17,5.06,7.0,0,0,3.44,2.29,1.91,2.29
2019-02-26-18,5.06,4.5,0,0,3.44,2.29,1.91,2.29
2019-02-26-19,5.28,3.5,0,0,3.44,2.29,1.91,1.91
2019-02-26-20,5.5,3.0,0,0,3.82,1.91,1.91,2.29
2019-02-26-21,5.67,3.5,0,0,3.82,1.91,1.91,2.29
2019-02-26-22,5.28,3.0,0,0,3.44,1.91,1.91,2.29
2019-02-26-23,5.83,3.0,0,0,3.44,1.91,1.91,2.29
2019-02-27-00,5.72,3.0,0,1,3.44,1.91,1.91,2.67
2019-02-27-01,5.33,3.0,0,1,3.44,1.91,1.91,2.29
2019-02-27-02,5.11,3.0,0,0,3.06,1.91,1.91,2.29
2019-02-27-03,5.22,3.0,0,0,2.67,2.29,1.91,2.29
2019-02-27-04,5.28,3.0,0,0,2.29,2.29,1.91,2.67
2019-02-27-05,5.44,3.0,0,1,1.91,2.29,1.91,2.67
2019-02-27-06,5.22,3.0,0,1,1.91,2.29,1.91,3.06
2019-02-27-07,5.44,3.0,0,0,1.91,2.29,1.53,3.06
2019-02-27-08,6.0,3.0,0,1,1.91,2.29,1.91,3.06
2019-02-27-09,6.0,3.0,0,0,3.44,2.29,1.91,3.06
2019-02-27-10,5.94,2.0,1,0,4.97,2.29,1.91,3.06
2019-02-27-11,5.71,2.0,1,0,4.97,2.29,1.91,2.67
2019-02-27-12,5.56,2.0,1,-999,4.97,2.29,2.29,2.29
2019-02-27-13,6.17,2.0,1,-999,4.2,2.29,2.29,2.29
2019-02-27-14,6.44,2.0,0,-999,3.44,1.91,1.91,2.29
2019-02-27-15,8.61,2.0,1,-999,3.06,1.91,2.29,2.29
2019-02-27-16,8.67,2.0,1,-999,3.06,1.91,2.29,2.29
2019-02-27-17,9.61,2.0,0,-999,3.06,1.91,2.29,1.91
2019-02-27-18,9.39,2.0,0,-999,3.06,1.91,2.29,1.91
2019-02-27-19,8.56,2.0,0,1,3.44,1.91,2.29,1.91
2019-02-27-20,8.17,2.0,0,1,3.44,1.91,2.29,2.29
2019-02-27-21,7.67,2.0,0,1,3.44,1.91,1.91,1.91
2019-02-27-22,7.67,2.5,0,1,3.06,1.91,1.91,1.91
2019-02-27-23,7.39,2.5,0,1,3.06,1.91,1.91,1.53
2019-02-28-00,7.0,2.5,0,0,2.29,1.91,1.91,1.53
2019-02-28-01,6.28,2.5,0,0,2.29,1.91,1.53,1.53
2019-02-28-02,6.44,2.0,0,0,1.91,2.29,1.91,1.53
2019-02-28-03,6.0,2.0,0,0,1.53,2.29,1.91,3.06
2019-02-28-04,5.94,3.0,0,0,1.53,2.29,1.53,4.2
2019-02-28-05,5.5,3.0,0,1,1.53,2.29,1.53,2.29
2019-02-28-06,5.28,3.5,0,1,1.53,2.29,1.53,2.29
2019-02-28-07,5.83,3.0,1,0,1.53,2.29,1.53,2.67
2019-02-28-08,6.22,3.0,0,0,1.91,2.29,1.53,1.91
2019-02-28-09,6.78,3.0,1,0,2.29,2.29,1.53,1.91
2019-02-28-10,7.11,3.0,1,1,2.29,2.67,1.53,2.29
2019-02-28-11,6.94,3.0,1,1,1.91,2.67,1.53,1.91
2019-02-28-12,6.47,3.5,0,1,1.53,2.67,2.67,1.91
2019-02-28-13,6.44,3.5,0,0,1.15,3.06,1.53,2.29
2019-02-28-14,5.56,3.5,1,1,1.15,3.44,1.53,2.29
2019-02-28-15,5.35,3.5,1,0,1.91,3.44,1.53,2.29
2019-02-28-16,5.41,3.0,1,0,2.67,3.06,1.53,2.29
2019-02-28-17,5.59,3.5,1,0,2.67,3.06,1.53,2.29
2019-02-28-18,5.5,3.5,1,0,3.06,2.67,1.53,2.29
2019-02-28-19,5.61,4.5,2,0,4.97,2.67,1.53,1.91
2019-02-28-20,5.89,4.5,1,0,5.73,2.67,1.53,1.91
2019-02-28-21,6.0,3.5,1,0,5.35,2.67,1.53,1.91
2019-02-28-22,5.61,3.5,2,0,4.58,2.67,1.53,1.91
2019-02-28-23,5.56,3.0,2,0,3.82,2.67,1.53,2.29
2019-03-01-00,5.5,3.5,2,0,3.82,2.67,1.53,2.67
2019-03-01-01,5.39,3.5,0,0,3.06,2.67,1.53,2.29
2019-03-01-02,5.0,3.5,0,0,3.44,2.67,1.53,2.29
2019-03-01-03,4.89,4.0,0,0,3.44,2.67,1.53,2.29
2019-03-01-04,4.83,4.0,1,0,2.67,2.67,1.53,2.67
2019-03-01-05,4.83,4.0,1,0,2.29,2.67,1.53,2.29
2019-03-01-06,5.0,3.5,1,0,2.29,3.06,1.53,2.67
2019-03-01-07,5.29,3.0,1,0,2.29,3.06,1.53,2.29
2019-03-01-08,5.78,3.5,1,0,2.67,3.06,1.53,1.91
2019-03-01-09,6.53,5.0,1,0,3.06,3.44,1.53,1.91
2019-03-01-10,6.89,5.0,1,0,3.06,3.82,1.53,2.29
2019-03-01-11,7.41,5.0,1,0,3.06,4.2,1.53,2.29
2019-03-01-12,7.56,5.0,0,0,2.67,3.82,1.53,2.29
2019-03-01-13,7.56,4.5,0,0,3.06,3.44,1.91,2.29
2019-03-01-14,7.44,5.0,1,0,3.82,3.44,1.53,1.91
2019-03-01-15,7.56,5.0,1,0,3.82,3.44,1.53,1.91
2019-03-01-16,7.33,4.5,2,0,3.82,3.06,1.53,2.29
2019-03-01-17,7.39,4.5,3,0,3.82,3.06,1.53,2.29
2019-03-01-18,7.33,5.0,3,0,4.58,3.06,1.53,2.29
2019-03-01-19,7.22,4.5,3,0,4.58,3.06,1.53,2.29
2019-03-01-20,6.94,5.0,2,0,3.82,3.06,1.53,2.29
2019-03-01-21,6.72,4.5,2,0,3.44,3.06,1.53,2.29
