,首爾,濟州,東京,沖繩,北京,上海,福州,廈門
2019-08-02-14,3.39,5.5,4,0,1.15,1.91,1.53,1.15
2019-08-02-15,3.47,5.5,4,0,0.76,1.91,1.15,1.15
2019-08-02-16,3.47,5.0,4,0,0.76,1.91,1.15,1.15
2019-08-02-17,3.47,8.0,2,0,0.76,1.53,1.15,1.53
2019-08-02-18,3.33,6.5,2,0,0.76,1.53,1.15,1.15
2019-08-02-19,3.33,4.5,2,0,13.37,1.53,1.15,1.15
2019-08-02-20,3.11,3.5,1,0,11.08,1.91,1.15,1.15
2019-08-02-21,3.33,4.0,1,0,1.15,1.91,1.53,1.53
2019-08-02-22,3.28,4.5,2,0,1.15,1.91,1.53,1.53
2019-08-02-23,3.22,4.5,2,0,1.15,1.91,1.53,2.29
2019-08-03-00,3.17,3.5,1,0,1.15,1.91,1.53,3.06
2019-08-03-01,3.33,3.5,1,0,1.15,2.29,1.15,1.91
2019-08-03-02,3.17,3.5,2,0,1.15,2.29,1.53,0.76
2019-08-03-03,3.17,3.5,1,0,1.15,2.67,1.53,1.15
2019-08-03-04,3.22,2.5,1,0,1.15,2.67,1.53,1.15
2019-08-03-05,3.33,2.0,1,0,1.15,2.67,1.53,1.15
2019-08-03-06,3.5,2.5,1,0,1.15,3.06,1.53,1.15
2019-08-03-07,3.44,2.5,1,0,1.15,3.44,1.53,0.76
2019-08-03-08,3.33,2.0,3,0,1.15,3.44,1.53,1.15
2019-08-03-09,3.44,2.5,4,0,1.15,2.67,1.53,0.76
2019-08-03-10,3.44,5.0,6,0,1.15,2.29,1.53,0.76
2019-08-03-11,3.44,6.0,6,0,1.15,2.29,1.53,1.53
2019-08-03-12,3.5,4.0,5,1,1.15,2.29,1.53,1.53
2019-08-03-13,3.5,3.5,5,0,1.15,2.29,1.53,1.15
2019-08-03-14,3.5,3.5,4,0,0.76,2.29,1.53,1.15
2019-08-03-15,3.44,3.0,5,0,1.15,2.29,1.15,1.15
2019-08-03-16,3.28,3.5,3,0,1.15,1.91,1.15,1.15
2019-08-03-17,3.17,3.0,3,0,1.15,1.91,1.53,1.15
2019-08-03-18,3.17,3.0,2,1,1.15,1.91,1.15,1.53
2019-08-03-19,3.11,3.0,2,0,1.15,1.91,1.15,1.53
2019-08-03-20,3.17,3.0,1,0,1.15,1.91,1.15,1.53
2019-08-03-21,3.5,2.5,2,0,1.15,1.91,1.15,1.91
2019-08-03-22,3.28,2.5,3,0,1.15,1.91,1.53,1.15
2019-08-03-23,3.39,2.5,3,0,1.15,1.91,1.53,1.53
2019-08-04-00,3.33,2.0,2,0,1.15,1.91,1.53,1.91
2019-08-04-01,3.22,2.0,1,0,1.15,1.53,1.53,1.91
2019-08-04-02,3.33,2.5,1,0,1.15,1.53,1.53,1.53
2019-08-04-03,3.22,2.0,1,0,1.15,1.53,1.53,1.53
2019-08-04-04,3.22,2.5,1,0,1.15,1.53,1.53,1.91
2019-08-04-05,3.06,2.5,1,0,1.15,1.53,1.53,3.44
2019-08-04-06,3.28,2.5,1,0,0.76,1.91,1.53,4.2
2019-08-04-07,3.33,3.0,2,0,1.15,1.91,1.91,3.44
2019-08-04-08,3.28,3.0,2,0,0.76,1.91,1.91,2.67
2019-08-04-09,3.44,3.0,2,0,1.15,1.91,1.91,2.29
2019-08-04-10,3.61,3.5,4,1,1.15,1.91,1.91,1.91
2019-08-04-11,3.61,3.0,4,0,1.15,1.91,1.53,2.67
2019-08-04-12,3.78,3.5,3,0,0.76,1.91,1.91,2.29
2019-08-04-13,4.0,3.0,3,0,0.76,1.91,1.53,1.53
2019-08-04-14,4.11,3.0,3,0,0.76,1.53,1.53,1.53
2019-08-04-15,3.94,3.0,2,0,0.76,1.53,1.53,1.53
2019-08-04-16,3.89,3.0,3,0,0.76,1.53,1.53,1.53
2019-08-04-17,3.56,4.5,3,1,1.15,1.53,1.53,1.15
2019-08-04-18,3.17,5.0,3,0,0.76,1.53,1.53,1.15
2019-08-04-19,3.17,5.5,3,0,0.76,1.53,1.53,0.76
2019-08-04-20,3.39,5.0,4,0,1.15,1.53,1.15,1.15
2019-08-04-21,3.22,6.5,3,0,1.15,1.53,1.15,1.15
2019-08-04-22,3.22,5.0,2,0,0.76,1.53,1.15,1.53
2019-08-04-23,3.5,5.5,2,0,1.15,1.53,1.15,1.53
2019-08-05-00,3.33,4.0,1,0,1.15,1.53,1.15,1.53
2019-08-05-01,3.44,3.5,1,0,1.15,1.91,1.15,1.91
2019-08-05-02,3.28,3.5,1,0,1.91,1.91,1.15,2.29
2019-08-05-03,3.28,3.0,2,0,1.15,1.91,1.15,2.29
2019-08-05-04,3.22,3.5,1,0,1.15,1.91,1.15,2.29
2019-08-05-05,3.22,3.5,1,1,1.15,1.91,1.15,0.76
2019-08-05-06,3.5,3.0,1,0,1.15,1.91,1.15,0.76
2019-08-05-07,3.72,2.5,1,0,1.15,1.91,1.15,0.76
2019-08-05-08,3.72,3.0,2,0,-999.0,-999.0,-999.0,-999.0
2019-08-05-09,3.94,3.5,2,0,1.15,1.91,1.53,0.76
2019-08-05-10,3.94,4.0,1,0,1.15,1.91,1.53,0.76
2019-08-05-11,3.5,4.5,2,0,1.15,1.91,1.53,0.76
2019-08-05-12,3.61,5.0,2,0,1.15,1.91,1.53,1.15
2019-08-05-13,3.5,6.0,3,0,1.15,1.91,1.53,1.15
2019-08-05-14,3.56,4.0,4,0,-999.0,-999.0,-999.0,-999.0
2019-08-05-15,3.47,2.0,3,0,1.15,1.91,1.15,1.15
2019-08-05-16,3.53,2.0,3,0,1.15,1.91,1.15,1.15
2019-08-05-17,3.67,3.0,4,0,1.15,1.91,1.15,1.15
2019-08-05-18,3.5,2.0,2,0,1.15,1.91,1.15,1.53
2019-08-05-19,3.44,2.0,2,0,1.15,1.91,1.15,1.15
2019-08-05-20,3.5,2.0,2,0,1.15,1.91,1.15,1.15
2019-08-05-21,3.61,2.0,2,0,1.15,1.91,1.15,1.15
2019-08-05-22,3.78,3.0,1,0,1.15,2.29,1.15,1.15
2019-08-05-23,3.83,3.0,1,0,1.15,2.29,1.15,1.53
2019-08-06-00,3.94,4.0,1,0,1.15,2.29,1.15,1.91
2019-08-06-01,3.56,4.0,1,0,0.76,1.91,1.15,1.53
2019-08-06-02,3.44,2.0,1,0,1.15,2.29,1.53,1.53
2019-08-06-03,3.33,2.0,1,0,1.15,2.29,1.53,0.76
2019-08-06-04,3.22,3.0,1,0,0.76,2.29,1.15,0.76
2019-08-06-05,3.61,3.0,1,0,0.76,2.29,1.15,0.76
2019-08-06-06,3.61,3.0,1,0,0.76,2.29,1.15,0.76
2019-08-06-07,3.5,4.0,1,0,0.76,2.29,1.15,0.76
2019-08-06-08,3.61,4.0,1,0,-999.0,-999.0,-999.0,-999.0
2019-08-06-09,3.67,3.0,1,0,-999.0,-999.0,-999.0,-999.0
2019-08-06-10,3.78,4.0,1,0,1.15,2.29,1.15,1.53
2019-08-06-11,3.83,6.0,1,0,0.76,2.67,1.53,1.15
2019-08-06-12,3.61,5.0,2,0,0.76,2.67,1.53,1.15
2019-08-06-13,3.56,5.0,2,0,1.15,2.67,1.15,1.53
2019-08-06-14,3.72,-999.0,2,0,0.76,2.29,1.53,1.15
2019-08-06-15,3.78,-999.0,2,0,0.76,2.29,1.53,1.15
2019-08-06-16,3.72,-999.0,2,0,0.76,2.29,1.53,1.15
2019-08-06-17,3.44,-999.0,2,0,0.76,2.29,1.53,1.15
2019-08-06-18,3.33,-999.0,1,0,0.76,2.29,1.53,1.53
2019-08-06-19,3.28,-999.0,1,0,1.15,2.29,1.53,1.53
2019-08-06-20,3.5,4.0,1,0,0.76,2.29,1.53,1.15
2019-08-06-21,3.33,2.0,1,0,0.76,1.91,1.53,1.15
2019-08-06-22,3.39,3.0,1,0,0.76,1.91,1.53,1.15
2019-08-06-23,3.44,1.0,1,0,0.76,1.91,1.53,1.91
2019-08-07-00,3.33,1.0,1,0,0.76,1.91,1.53,2.29
2019-08-07-01,3.61,11.0,-999,-999,0.76,1.91,1.91,1.53
2019-08-07-02,3.22,5.0,1,0,1.15,1.91,1.53,1.15
2019-08-07-03,3.33,1.0,1,0,1.15,1.91,1.53,0.76
2019-08-07-04,3.28,1.0,1,0,1.15,1.91,1.53,0.76
2019-08-07-05,3.11,1.0,1,0,1.15,1.91,1.53,1.15
2019-08-07-06,3.17,1.0,1,0,1.15,1.91,1.53,1.15
2019-08-07-07,3.17,1.0,1,0,1.15,1.91,1.91,1.15
2019-08-07-08,3.22,2.0,1,0,1.15,1.91,2.29,1.15
2019-08-07-09,3.28,2.0,1,0,-999.0,-999.0,-999.0,-999.0
2019-08-07-10,3.39,3.0,1,0,1.15,1.91,1.91,1.15
2019-08-07-11,3.39,4.0,-999,0,1.15,1.91,1.91,1.15
2019-08-07-12,3.35,2.0,5,0,1.15,1.91,1.91,1.15
2019-08-07-13,3.56,4.0,5,0,1.15,1.91,1.53,1.15
2019-08-07-14,3.82,5.0,4,0,1.15,1.91,1.53,1.15
2019-08-07-15,4.0,3.0,3,0,1.15,1.91,1.53,1.15
2019-08-07-16,4.29,2.0,2,0,1.15,1.91,1.53,1.15
2019-08-07-17,4.18,2.0,2,0,1.15,1.91,1.53,1.53
2019-08-07-18,4.28,2.0,2,0,1.15,1.91,1.53,1.15
2019-08-07-19,4.39,3.0,2,0,1.15,1.91,1.53,1.53
2019-08-07-20,4.67,2.5,2,0,1.15,1.91,1.53,1.53
2019-08-07-21,5.17,1.5,2,0,1.15,1.91,1.53,1.53
2019-08-07-22,4.61,2.5,2,0,1.15,1.91,1.53,1.53
2019-08-07-23,4.17,2.0,1,0,1.15,1.91,1.53,2.29
2019-08-08-00,3.89,2.0,1,0,1.15,1.91,1.53,2.67
2019-08-08-01,3.89,2.5,1,0,1.15,1.91,1.91,1.15
2019-08-08-02,3.94,3.0,1,0,1.15,2.29,1.53,1.15
2019-08-08-03,4.06,2.5,1,0,0.76,2.29,1.91,0.76
2019-08-08-04,3.94,2.5,1,0,0.76,2.29,1.91,0.76
2019-08-08-05,3.94,2.5,1,0,1.15,1.91,1.91,1.15
2019-08-08-06,3.78,2.5,1,0,1.15,2.29,1.91,1.15
2019-08-08-07,4.11,2.5,1,0,0.76,1.91,1.91,1.15
2019-08-08-08,4.61,2.5,1,0,0.76,1.91,1.91,1.15
2019-08-08-09,4.67,2.5,1,1,0.76,1.91,1.53,1.15
2019-08-08-10,4.82,2.5,1,0,0.76,1.91,1.53,0.76
2019-08-08-11,4.29,2.5,1,0,1.15,1.91,1.91,0.76
2019-08-08-12,4.06,2.5,2,0,0.76,1.91,1.91,0.76
2019-08-08-13,4.06,2.5,2,0,1.15,1.91,1.53,1.15
2019-08-08-14,3.94,2.0,2,0,1.15,1.91,1.53,0.76
2019-08-08-15,3.94,2.0,1,0,0.76,1.91,1.53,1.15
2019-08-08-16,3.94,2.0,2,0,0.76,1.91,1.53,0.76
2019-08-08-17,3.67,2.5,2,0,0.76,1.91,1.15,1.15
2019-08-08-18,3.78,2.5,1,0,0.76,1.91,1.53,1.53
2019-08-08-19,3.56,2.0,2,0,0.76,1.91,1.53,1.53
2019-08-08-20,3.72,2.0,2,0,0.76,1.91,1.15,0.76
2019-08-08-21,3.83,2.5,2,0,1.15,1.91,1.15,1.15
2019-08-08-22,3.72,2.5,3,0,1.15,1.91,1.53,1.15
2019-08-08-23,3.56,2.5,3,0,1.15,1.91,1.15,2.67
2019-08-09-00,3.78,2.5,3,0,1.15,1.91,1.53,3.44
2019-08-09-01,3.94,2.5,1,0,0.76,1.91,1.53,1.53
2019-08-09-02,3.78,2.5,1,0,1.15,1.91,1.15,1.53
2019-08-09-03,4.0,2.5,1,0,1.15,1.91,1.15,3.44
2019-08-09-04,4.28,2.5,1,0,1.15,1.91,1.53,4.58
2019-08-09-05,4.33,2.5,1,1,1.15,1.91,1.53,3.82
2019-08-09-06,4.11,3.5,1,0,1.15,1.91,1.15,4.2
2019-08-09-07,4.17,3.0,1,0,1.15,2.29,1.53,3.82
2019-08-09-08,4.61,2.5,1,1,0.76,1.91,1.53,4.58
2019-08-09-09,4.56,2.5,1,1,0.76,1.91,1.53,3.44
2019-08-09-10,4.5,2.0,1,0,0.76,1.91,1.53,2.67
2019-08-09-11,4.28,2.0,1,1,0.76,1.91,1.53,2.29
2019-08-09-12,4.0,2.0,3,1,0.76,1.91,1.53,1.53
2019-08-09-13,4.17,2.5,4,1,0.76,1.91,1.53,1.15
2019-08-09-14,4.44,2.5,4,1,0.76,1.91,1.53,0.76
2019-08-09-15,4.39,2.5,5,0,0.76,1.91,1.53,0.76
2019-08-09-16,4.61,2.5,3,0,0.76,1.91,1.53,1.15
2019-08-09-17,4.78,2.5,3,0,1.15,1.91,1.15,1.15
2019-08-09-18,4.33,2.5,1,0,-999.0,-999.0,-999.0,-999.0
2019-08-09-19,4.22,2.5,1,0,1.15,1.53,1.15,1.53
2019-08-09-20,3.94,2.5,2,0,1.15,1.53,1.53,1.53
2019-08-09-21,3.83,2.5,2,0,1.15,1.53,1.53,2.29
2019-08-09-22,3.83,2.5,2,0,-999.0,-999.0,-999.0,-999.0
2019-08-09-23,3.89,2.5,1,0,0.76,1.53,1.53,2.67
2019-08-10-00,3.56,2.5,1,0,0.76,1.53,1.53,2.29
2019-08-10-01,3.78,3.5,1,0,1.15,1.53,1.53,1.91
2019-08-10-02,3.83,5.5,1,0,0.76,1.53,1.53,1.53
2019-08-10-03,3.44,4.5,1,0,0.76,1.53,1.53,1.91
2019-08-10-04,3.61,3.0,1,1,0.76,1.53,1.53,2.29
2019-08-10-05,3.5,2.5,1,0,0.76,1.53,1.53,1.91
2019-08-10-06,3.5,2.5,1,0,1.15,1.53,1.53,1.53
2019-08-10-07,3.56,2.5,1,0,1.15,1.53,1.53,1.53
2019-08-10-08,3.56,2.5,1,0,1.15,1.53,1.53,1.53
2019-08-10-09,3.72,2.5,1,0,1.15,1.53,1.53,1.53
2019-08-10-10,3.67,3.0,2,0,1.15,1.53,1.53,1.53
2019-08-10-11,3.56,2.5,4,0,0.76,1.53,1.53,1.15
2019-08-10-12,3.56,2.5,5,0,1.15,1.53,1.53,1.15
2019-08-10-13,3.5,2.5,4,0,-999.0,-999.0,-999.0,-999.0
2019-08-10-14,3.61,2.0,3,0,1.15,1.53,1.53,1.15
2019-08-10-15,3.35,2.0,2,0,1.15,1.53,1.53,1.15
2019-08-10-16,3.41,2.0,2,0,1.15,1.53,1.53,0.76
2019-08-10-17,3.39,1.5,2,0,1.15,1.53,1.53,0.76
2019-08-10-18,3.56,2.0,1,0,1.15,1.53,1.53,1.15
2019-08-10-19,3.78,1.5,2,0,1.15,1.53,1.53,1.15
2019-08-10-20,4.17,1.5,2,0,1.15,1.53,1.53,1.15
2019-08-10-21,4.33,1.5,2,0,0.76,1.53,1.53,1.53
2019-08-10-22,3.94,1.5,2,0,0.76,1.53,1.53,1.15
2019-08-10-23,3.78,1.5,1,0,1.15,1.53,1.53,1.15
2019-08-11-00,3.5,1.5,1,0,1.15,1.53,1.53,1.15
2019-08-11-01,3.39,1.5,1,0,1.15,1.53,1.53,2.29
2019-08-11-02,3.33,3.0,1,0,0.76,1.53,1.53,1.91
2019-08-11-03,3.33,3.0,1,0,0.76,1.53,1.53,1.91
2019-08-11-04,3.17,2.5,1,0,0.76,1.53,1.53,1.53
2019-08-11-05,3.11,2.0,1,0,0.76,1.53,1.53,1.15
2019-08-11-06,3.17,2.0,1,0,0.76,1.53,1.53,1.15
2019-08-11-07,3.06,2.0,1,0,0.76,1.53,1.53,1.53
2019-08-11-08,3.22,1.5,2,0,1.15,1.53,1.91,1.53
2019-08-11-09,3.33,1.5,3,0,1.15,1.53,1.53,2.29
2019-08-11-10,3.28,2.5,2,0,1.15,1.53,1.91,1.53
2019-08-11-11,3.39,1.5,2,0,1.15,1.53,1.91,1.53
2019-08-11-12,3.39,1.5,2,0,0.76,1.91,1.53,1.15
2019-08-11-13,3.39,1.5,2,0,0.76,1.53,1.53,1.15
2019-08-11-14,3.44,1.5,2,0,0.76,1.53,1.53,1.15
2019-08-11-15,3.61,1.5,2,0,0.76,1.53,1.53,1.15
2019-08-11-16,3.56,1.5,2,0,0.76,1.53,1.91,0.76
2019-08-11-17,3.56,1.5,2,0,0.76,1.53,1.53,1.15
2019-08-11-18,3.33,1.5,2,0,0.76,1.53,1.53,1.53
2019-08-11-19,3.33,1.5,2,0,0.76,1.53,1.53,2.29
2019-08-11-20,3.33,1.5,2,0,0.76,1.91,1.15,1.53
2019-08-11-21,3.44,1.5,2,0,0.76,1.91,1.53,1.91
2019-08-11-22,3.5,1.5,2,0,0.76,1.91,1.53,1.53
2019-08-11-23,3.22,1.5,2,0,0.76,1.91,1.53,1.53
2019-08-12-00,3.28,1.5,1,0,0.76,1.91,1.53,3.06
2019-08-12-01,3.22,1.5,1,0,0.76,1.91,1.91,4.97
2019-08-12-02,3.33,1.5,1,0,0.76,1.91,1.53,4.58
2019-08-12-03,3.33,1.5,1,0,1.15,1.91,1.53,5.35
2019-08-12-04,3.39,1.5,1,0,0.76,1.91,1.53,5.35
2019-08-12-05,3.11,1.5,1,1,1.15,2.29,1.53,5.35
2019-08-12-06,3.06,1.5,1,0,1.15,1.91,1.53,4.97
2019-08-12-07,3.17,1.5,1,0,1.15,2.29,1.53,4.2
2019-08-12-08,3.17,1.5,1,0,0.76,2.29,1.53,3.06
2019-08-12-09,3.0,2.5,1,0,0.76,1.91,1.91,3.82
2019-08-12-10,3.22,3.5,1,0,1.15,1.91,1.91,3.44
2019-08-12-11,3.22,2.5,1,0,1.15,1.91,1.91,2.29
2019-08-12-12,3.11,2.5,1,0,1.15,1.91,1.53,2.67
2019-08-12-13,3.22,2.0,1,0,1.15,1.91,1.91,1.91
2019-08-12-14,3.17,4.0,1,0,1.15,2.29,1.91,1.53
2019-08-12-15,3.17,3.0,1,0,0.76,2.29,1.53,3.06
2019-08-12-16,3.56,7.0,1,1,0.76,1.91,1.53,2.29
2019-08-12-17,3.56,4.0,2,0,0.76,1.91,1.91,0.76
2019-08-12-18,3.61,4.0,2,1,0.76,1.91,1.91,1.15
2019-08-12-19,3.61,3.0,2,0,0.76,1.91,1.53,1.15
2019-08-12-20,3.56,2.5,4,1,0.76,1.91,1.91,1.53
2019-08-12-21,3.39,2.5,3,0,-999.0,-999.0,-999.0,-999.0
2019-08-12-22,3.33,2.5,4,0,0.76,1.91,1.53,1.15
2019-08-12-23,3.44,2.5,3,0,0.76,1.91,1.91,1.15
2019-08-13-00,3.39,1.5,2,0,0.76,1.91,1.91,1.15
2019-08-13-01,3.44,1.5,-999,0,0.76,1.91,1.91,2.29
2019-08-13-02,3.5,1.5,3,0,1.15,1.91,1.53,1.91
2019-08-13-03,3.33,1.5,2,0,1.15,2.29,1.53,1.91
2019-08-13-04,3.44,1.5,1,1,1.15,2.29,1.53,1.91
2019-08-13-05,3.67,1.5,1,0,1.15,2.29,1.53,2.29
2019-08-13-06,3.89,1.5,1,0,1.15,2.29,1.53,2.29
2019-08-13-07,3.83,1.5,1,0,1.15,2.29,1.53,3.44
2019-08-13-08,4.06,2.0,1,0,1.15,2.67,1.91,3.82
2019-08-13-09,4.06,9.0,1,0,1.15,2.67,1.91,3.44
2019-08-13-10,4.11,3.5,1,0,1.15,2.67,1.91,3.82
2019-08-13-11,3.83,3.0,1,0,-999.0,-999.0,-999.0,-999.0
2019-08-13-12,3.67,3.5,1,0,-999.0,-999.0,-999.0,-999.0
2019-08-13-13,3.39,3.5,1,0,1.15,2.29,1.91,3.06
2019-08-13-14,3.71,5.5,1,0,1.15,1.91,1.91,1.91
2019-08-13-15,3.76,5.0,2,0,-999.0,-999.0,-999.0,-999.0
2019-08-13-16,3.41,4.5,2,0,-999.0,-999.0,-999.0,-999.0
2019-08-13-17,3.72,2.5,1,0,-999.0,-999.0,-999.0,-999.0
2019-08-13-18,3.72,2.0,3,1,-999.0,-999.0,-999.0,-999.0
2019-08-13-19,3.83,2.0,3,1,-999.0,-999.0,-999.0,-999.0
2019-08-13-20,3.83,1.5,4,0,-999.0,-999.0,-999.0,-999.0
2019-08-13-21,3.78,1.5,3,0,1.15,1.91,1.53,1.15
2019-08-13-22,3.28,2.0,4,0,1.15,1.91,1.53,1.91
2019-08-13-23,3.28,2.5,4,0,1.15,1.91,1.15,1.53
2019-08-14-00,3.44,2.0,4,0,0.76,1.91,1.53,1.91
2019-08-14-01,3.67,3.0,3,-999,0.76,1.91,1.53,2.67
2019-08-14-02,3.33,3.0,2,1,1.15,1.91,1.15,3.44
2019-08-14-03,3.44,3.5,2,0,1.15,1.91,1.15,2.29
2019-08-14-04,3.56,2.5,2,0,0.76,1.91,1.53,3.06
2019-08-14-05,3.39,2.5,2,0,0.76,2.29,1.53,3.44
2019-08-14-06,3.39,4.0,2,1,1.15,2.29,1.53,3.44
2019-08-14-07,3.28,3.0,2,0,0.76,2.29,1.53,4.97
2019-08-14-08,3.44,2.0,1,0,0.76,2.29,1.53,4.58
2019-08-14-09,3.67,3.0,1,0,0.76,2.67,1.91,4.58
2019-08-14-10,3.61,2.0,-999,0,0.76,2.67,1.53,4.2
2019-08-14-11,3.72,3.0,1,1,-999.0,-999.0,-999.0,-999.0
2019-08-14-12,3.72,3.0,1,0,1.15,3.06,1.53,1.91
2019-08-14-13,3.61,3.0,2,0,1.15,3.44,1.53,1.91
2019-08-14-14,3.61,2.5,1,0,0.76,3.44,1.53,2.67
2019-08-14-15,3.33,3.0,1,0,0.76,3.06,1.53,4.97
2019-08-14-16,3.67,2.5,1,0,0.76,3.06,1.53,2.29
2019-08-14-17,3.72,2.5,2,0,0.76,2.29,1.15,1.53
2019-08-14-18,3.44,2.0,2,0,0.76,2.29,1.15,1.15
2019-08-14-19,3.39,2.5,2,0,0.76,2.29,1.53,1.53
2019-08-14-20,3.44,2.0,2,0,-999.0,-999.0,-999.0,-999.0
2019-08-14-21,3.22,1.5,2,0,-999.0,-999.0,-999.0,-999.0
2019-08-14-22,3.28,1.5,3,0,0.76,1.91,1.53,1.15
2019-08-14-23,3.39,1.5,2,0,0.76,2.29,1.53,1.53
2019-08-15-00,3.39,1.5,2,0,0.76,1.91,1.53,2.29
2019-08-15-01,3.28,2.5,1,0,0.76,2.29,1.53,2.67
2019-08-15-02,3.17,2.5,1,1,0.76,2.29,1.53,2.29
2019-08-15-03,3.11,2.0,1,0,1.15,2.29,1.53,3.44
2019-08-15-04,3.22,2.5,1,0,0.76,2.29,1.91,3.82
2019-08-15-05,3.28,2.5,1,0,0.76,1.91,1.91,3.82
2019-08-15-06,3.33,2.0,1,0,1.15,1.91,1.91,3.82
2019-08-15-07,3.22,1.5,2,0,0.76,2.29,1.91,4.97
2019-08-15-08,3.28,2.5,1,0,0.76,3.06,2.29,4.2
2019-08-15-09,3.22,2.0,1,0,0.76,5.73,2.29,4.2
2019-08-15-10,3.28,2.0,2,1,0.76,4.58,2.67,3.44
2019-08-15-11,3.33,2.0,2,1,0.76,3.06,2.29,2.29
2019-08-15-12,3.33,2.0,1,0,0.76,2.29,1.91,1.91
2019-08-15-13,3.44,2.0,2,1,0.76,2.29,1.91,1.53
2019-08-15-14,3.33,1.5,2,0,0.76,2.29,1.53,1.53
2019-08-15-15,3.5,1.5,2,0,0.76,2.29,1.91,3.82
2019-08-15-16,3.56,2.0,1,0,0.76,2.29,1.53,1.15
2019-08-15-17,3.61,2.0,1,1,0.76,2.29,1.15,1.15
2019-08-15-18,3.44,2.0,1,0,0.76,2.29,1.15,1.53
2019-08-15-19,3.33,2.0,1,1,0.76,2.29,1.53,1.15
2019-08-15-20,3.5,2.0,1,0,0.76,2.67,1.53,1.15
2019-08-15-21,3.5,2.0,1,1,1.15,3.06,1.53,1.91
2019-08-15-22,3.56,2.0,1,0,1.15,2.67,1.53,1.91
2019-08-15-23,3.44,2.5,1,0,1.15,2.29,1.53,1.53
2019-08-16-00,3.17,1.5,1,0,1.15,2.29,1.53,1.91
2019-08-16-01,3.11,1.5,1,0,1.15,2.29,1.53,2.67
2019-08-16-02,3.22,1.5,1,0,1.15,1.91,1.53,3.82
2019-08-16-03,3.17,1.5,1,0,1.15,1.91,1.53,3.82
2019-08-16-04,3.28,1.5,1,0,1.15,1.91,1.53,4.2
2019-08-16-05,3.28,1.5,1,0,1.15,1.91,1.53,5.35
2019-08-16-06,3.17,1.5,1,0,1.15,1.91,1.53,5.35
2019-08-16-07,3.33,1.5,1,1,1.15,1.91,1.91,3.06
2019-08-16-08,3.67,1.5,1,0,1.15,2.29,2.29,3.06
2019-08-16-09,3.61,1.5,1,0,1.15,2.67,1.91,2.29
2019-08-16-10,3.56,1.5,1,0,1.15,2.67,1.91,2.67
2019-08-16-11,3.39,1.5,1,0,0.76,2.29,1.91,1.91
2019-08-16-12,3.56,2.0,1,1,0.76,2.29,1.53,1.53
2019-08-16-13,3.47,2.0,1,1,1.15,3.06,1.53,1.15
2019-08-16-14,3.35,2.0,1,1,0.76,3.06,1.91,1.91
2019-08-16-15,3.67,2.0,1,1,1.15,3.06,1.53,2.29
2019-08-16-16,3.67,2.0,1,0,1.15,3.06,1.53,0.76
2019-08-16-17,3.72,2.0,1,2,0.76,2.67,1.53,0.76
2019-08-16-18,3.72,2.0,1,1,0.76,2.29,1.15,0.76
2019-08-16-19,3.67,1.5,1,1,0.76,2.29,1.53,1.15
2019-08-16-20,3.56,1.5,1,0,0.76,2.29,1.53,0.76
2019-08-16-21,4.39,1.5,1,0,0.76,2.29,1.53,1.15
2019-08-16-22,4.28,1.5,0,1,0.76,1.91,1.53,1.15
2019-08-16-23,4.33,1.5,1,0,1.15,3.44,1.53,1.53
2019-08-17-00,4.39,1.5,0,0,0.76,4.97,1.53,1.15
2019-08-17-01,4.39,1.5,1,0,1.15,3.82,1.53,1.53
2019-08-17-02,4.22,1.5,1,0,1.15,3.06,1.53,2.67
2019-08-17-03,3.89,1.5,0,1,1.15,2.67,1.53,2.67
2019-08-17-04,3.67,1.5,0,0,1.15,2.29,1.53,4.2
2019-08-17-05,3.72,1.5,0,1,1.15,2.67,1.15,4.2
2019-08-17-06,3.94,1.5,1,0,1.15,2.67,1.53,3.44
2019-08-17-07,4.17,1.5,1,0,1.15,2.67,1.53,2.67
2019-08-17-08,4.61,1.5,1,0,1.15,3.06,1.91,2.67
2019-08-17-09,4.67,1.5,1,0,0.76,2.67,2.29,2.29
2019-08-17-10,4.67,2.0,1,1,0.76,2.67,1.91,2.67
2019-08-17-11,4.33,2.0,1,0,0.76,2.67,1.91,2.67
2019-08-17-12,4.56,2.5,1,0,0.76,3.06,1.91,1.91
2019-08-17-13,4.28,2.0,1,0,0.76,3.44,1.53,1.53
2019-08-17-14,4.22,2.5,2,0,1.15,3.44,1.53,3.82
2019-08-17-15,3.83,2.0,2,0,0.76,3.06,1.53,1.53
2019-08-17-16,3.89,2.0,3,0,0.76,2.67,1.53,1.15
2019-08-17-17,3.94,1.5,5,1,1.15,2.29,1.53,1.15
2019-08-17-18,4.06,2.5,6,0,1.15,2.29,1.53,1.15
2019-08-17-19,3.94,2.5,6,0,1.15,2.29,1.53,1.15
2019-08-17-20,4.0,1.5,5,0,1.15,2.29,1.53,1.15
2019-08-17-21,4.0,1.5,7,0,1.15,2.29,1.53,1.15
2019-08-17-22,3.94,1.5,4,0,0.76,2.29,1.53,0.76
2019-08-17-23,3.78,1.5,2,0,0.76,2.29,1.53,1.15
2019-08-18-00,3.56,1.5,1,0,0.76,2.29,1.53,1.53
2019-08-18-01,3.44,1.5,1,0,1.15,1.91,1.53,1.15
2019-08-18-02,3.44,1.5,2,0,1.15,2.29,1.91,1.91
2019-08-18-03,3.39,1.5,2,0,1.15,2.29,1.91,1.91
2019-08-18-04,3.44,1.5,2,0,1.15,2.29,1.91,1.53
