,首爾,濟州,東京,沖繩,北京,上海,福州,廈門
2019-06-13-21,21.33,15.0,10,2,16.99,20.18,16.99,16.99
2019-06-13-22,20.83,17.0,12,2,17.52,15.4,19.12,19.12
2019-06-13-23,23.44,16.5,13,2,20.18,12.74,17.52,24.96
2019-06-14-00,25.61,10.5,16,2,20.71,11.68,14.34,29.2
2019-06-14-01,25.06,7.0,-999,3,24.43,11.15,13.81,34.52
2019-06-14-02,21.39,5.5,23,2,24.96,9.56,12.74,32.92
2019-06-14-03,19.61,4.5,22,3,32.92,8.5,13.81,29.74
2019-06-14-04,22.61,5.0,17,1,38.23,7.43,12.21,27.08
2019-06-14-05,31.83,6.0,21,1,40.89,9.56,15.4,25.49
2019-06-14-06,36.83,7.5,25,2,37.7,14.87,14.87,26.02
2019-06-14-07,35.83,12.0,21,4,32.39,20.18,12.21,23.36
2019-06-14-08,34.5,19.0,21,6,22.3,20.71,11.68,21.24
2019-06-14-09,32.83,19.5,19,9,14.87,12.21,10.62,19.65
2019-06-14-10,28.33,10.0,28,6,8.5,10.62,10.62,15.4
2019-06-14-11,25.06,11.0,18,3,5.31,9.56,9.03,6.9
2019-06-14-12,17.83,16.5,15,5,5.31,9.03,4.78,2.66
2019-06-14-13,15.61,12.5,22,4,4.78,8.5,3.19,2.12
2019-06-14-14,14.72,15.0,16,5,4.78,8.5,6.37,1.59
2019-06-14-15,15.67,15.5,17,5,5.31,9.03,5.84,1.59
2019-06-14-16,17.33,14.0,16,4,6.37,8.5,6.37,2.66
2019-06-14-17,19.33,12.0,18,4,7.43,10.09,5.84,2.66
2019-06-14-18,22.56,13.0,14,5,8.5,11.68,7.43,3.19
2019-06-14-19,23.11,10.0,13,3,10.09,13.28,6.37,4.78
2019-06-14-20,22.61,6.5,13,2,15.4,12.74,5.84,7.43
2019-06-14-21,22.39,8.0,17,3,19.65,14.87,6.9,9.03
2019-06-14-22,22.39,9.5,20,2,18.05,16.46,6.9,6.37
2019-06-14-23,21.67,7.5,17,2,12.21,16.99,6.9,5.84
2019-06-15-00,18.83,8.0,8,2,10.62,18.05,6.37,5.31
2019-06-15-01,17.61,8.0,11,2,12.74,19.65,7.97,3.72
2019-06-15-02,15.33,7.0,9,2,15.4,21.24,6.9,5.31
2019-06-15-03,13.33,8.0,9,1,19.12,23.36,10.09,4.78
2019-06-15-04,10.56,7.0,7,1,23.9,25.49,12.74,4.78
2019-06-15-05,11.44,9.0,5,1,24.96,27.61,13.28,5.31
2019-06-15-06,14.39,12.0,5,2,23.9,29.74,11.68,6.37
2019-06-15-07,13.94,12.0,7,2,21.77,28.14,9.56,7.43
2019-06-15-08,13.44,11.5,10,2,18.05,24.96,7.43,8.5
2019-06-15-09,13.28,10.5,9,2,16.99,23.36,5.31,6.9
2019-06-15-10,13.33,9.0,8,3,13.28,22.3,4.78,6.9
2019-06-15-11,12.56,7.5,10,2,10.09,19.12,5.31,3.72
2019-06-15-12,10.22,7.0,11,2,9.03,16.99,4.25,2.66
2019-06-15-13,11.0,8.0,8,2,7.97,15.93,4.25,2.12
2019-06-15-14,11.67,7.5,9,2,6.37,16.99,4.78,2.12
2019-06-15-15,11.33,8.0,8,2,6.9,15.93,6.37,2.66
2019-06-15-16,13.17,8.0,7,3,6.9,15.4,6.9,3.19
2019-06-15-17,14.0,8.5,8,3,6.9,18.58,8.5,3.72
2019-06-15-18,13.72,8.0,9,3,7.97,23.9,10.09,4.25
2019-06-15-19,19.83,8.5,7,4,10.09,23.9,10.62,6.37
2019-06-15-20,21.61,9.0,7,7,13.81,23.36,11.15,6.9
2019-06-15-21,19.33,8.5,7,5,14.87,26.02,14.34,6.9
2019-06-15-22,19.28,8.0,7,6,16.46,28.67,20.71,11.15
2019-06-15-23,18.06,6.0,8,7,13.28,24.43,28.14,10.62
2019-06-16-00,19.61,6.0,10,9,9.03,21.24,22.3,9.03
2019-06-16-01,16.72,5.5,12,5,9.56,21.24,18.58,6.9
2019-06-16-02,12.89,5.0,12,5,10.62,21.24,19.12,9.03
2019-06-16-03,11.0,5.0,11,4,11.15,20.71,14.34,10.62
2019-06-16-04,10.89,5.0,12,3,12.21,17.52,12.21,9.03
2019-06-16-05,13.83,6.5,14,6,11.15,15.93,9.03,11.68
2019-06-16-06,14.44,8.0,11,10,11.15,16.99,10.09,19.12
2019-06-16-07,12.28,9.0,9,12,12.74,20.18,12.21,23.9
2019-06-16-08,10.28,9.5,9,4,14.34,23.36,11.15,16.99
2019-06-16-09,9.11,7.0,8,3,13.81,22.3,7.43,12.74
2019-06-16-10,8.44,6.5,8,2,13.28,22.83,6.9,7.43
2019-06-16-11,8.78,6.5,5,2,12.21,20.71,9.03,5.84
2019-06-16-12,9.5,8.0,6,1,13.28,18.58,7.43,4.78
2019-06-16-13,10.33,7.0,7,2,11.15,15.93,6.9,3.72
2019-06-16-14,11.06,7.5,6,2,9.56,15.4,4.78,3.72
2019-06-16-15,12.11,8.0,7,2,8.5,15.93,4.78,3.72
2019-06-16-16,12.94,8.0,6,2,8.5,16.46,4.25,6.37
2019-06-16-17,14.06,10.5,5,3,10.09,20.18,4.78,9.03
2019-06-16-18,16.78,9.5,5,4,11.68,23.36,5.31,8.5
2019-06-16-19,20.33,9.0,4,4,13.81,24.96,5.31,8.5
2019-06-16-20,23.39,10.0,4,3,14.87,28.67,5.31,6.9
2019-06-16-21,26.78,11.5,5,2,14.34,27.61,6.9,6.37
2019-06-16-22,28.67,11.5,4,2,16.46,31.86,5.84,6.37
2019-06-16-23,28.11,9.0,5,2,16.46,35.58,7.43,6.37
2019-06-17-00,24.72,7.5,5,1,16.46,32.92,7.43,5.84
2019-06-17-01,21.06,6.0,4,2,15.4,23.36,9.56,3.19
2019-06-17-02,15.11,5.5,5,2,18.05,18.05,5.84,4.25
2019-06-17-03,11.5,5.5,4,2,18.58,14.87,6.37,8.5
2019-06-17-04,10.94,5.5,6,1,18.05,14.34,5.84,9.03
2019-06-17-05,15.67,9.0,7,1,18.58,15.4,7.43,10.62
2019-06-17-06,18.94,16.0,7,2,19.12,18.58,7.43,12.74
2019-06-17-07,20.89,17.0,7,5,19.65,23.9,7.97,17.52
2019-06-17-08,21.33,15.5,6,4,20.71,30.27,8.5,13.28
2019-06-17-09,19.56,20.5,5,4,20.18,30.27,6.37,12.21
2019-06-17-10,16.47,17.5,6,4,19.12,19.12,5.84,7.97
2019-06-17-11,15.22,15.0,7,6,19.65,12.74,7.97,7.43
2019-06-17-12,13.35,9.5,4,4,16.99,10.09,7.97,8.5
2019-06-17-13,14.4,10.5,4,5,12.21,10.09,5.84,9.03
2019-06-17-14,15.38,10.5,4,8,10.09,10.62,3.19,4.25
2019-06-17-15,16.11,11.5,4,8,8.5,13.81,3.19,8.5
2019-06-17-16,17.94,13.0,4,7,7.97,14.87,3.19,5.84
2019-06-17-17,20.06,14.0,4,11,8.5,13.81,3.72,5.31
2019-06-17-18,24.11,17.5,4,7,10.62,14.87,5.84,7.97
2019-06-17-19,25.89,23.0,5,8,13.28,15.4,5.84,9.03
2019-06-17-20,25.61,16.0,13,4,15.93,13.28,6.9,12.21
2019-06-17-21,26.06,17.0,10,5,18.05,11.15,7.43,11.15
2019-06-17-22,27.56,23.0,14,5,21.24,10.09,6.37,11.15
2019-06-17-23,26.72,24.5,13,5,22.83,9.03,7.43,9.56
2019-06-18-00,25.06,22.0,25,2,24.96,6.37,6.9,7.43
2019-06-18-01,23.0,20.0,20,3,22.83,6.37,5.31,7.43
2019-06-18-02,20.22,14.5,16,1,20.71,7.43,5.31,7.97
2019-06-18-03,18.28,10.5,15,4,16.99,9.03,6.37,8.5
2019-06-18-04,19.39,12.0,15,3,14.34,10.09,9.03,12.74
2019-06-18-05,23.5,14.0,14,1,16.99,6.9,11.68,10.62
2019-06-18-06,27.83,19.5,14,3,20.18,6.37,10.09,8.5
2019-06-18-07,32.17,20.0,14,5,20.18,10.62,10.62,12.74
2019-06-18-08,31.22,27.5,17,6,21.24,13.81,12.21,15.93
2019-06-18-09,31.67,29.5,15,5,18.05,14.87,13.28,13.28
2019-06-18-10,30.94,33.0,23,5,15.4,14.34,12.21,11.68
2019-06-18-11,28.67,28.5,26,5,12.74,14.34,10.09,10.62
2019-06-18-12,24.83,25.0,24,4,11.15,15.93,5.31,4.78
2019-06-18-13,22.94,19.5,22,3,10.62,19.12,5.31,9.03
2019-06-18-14,21.94,18.5,23,4,9.56,22.83,3.19,2.12
2019-06-18-15,22.56,18.5,24,3,9.56,24.96,2.66,1.59
2019-06-18-16,23.0,12.0,20,4,9.56,26.55,5.31,1.59
2019-06-18-17,20.53,12.0,15,4,9.56,25.49,7.43,1.59
2019-06-18-18,20.67,15.5,17,6,10.09,28.67,8.5,3.19
2019-06-18-19,20.28,15.5,16,6,12.21,30.27,8.5,4.78
2019-06-18-20,21.06,11.0,16,8,14.87,32.39,10.09,6.9
2019-06-18-21,19.33,12.5,14,10,16.99,31.86,11.68,10.09
2019-06-18-22,19.89,16.0,16,11,18.58,31.33,12.74,7.97
2019-06-18-23,18.22,7.0,15,6,16.46,29.74,10.62,9.56
2019-06-19-00,14.89,6.0,12,3,11.68,28.14,9.03,6.37
2019-06-19-01,11.11,5.0,8,3,9.56,26.55,11.15,4.25
2019-06-19-02,10.11,5.0,10,1,9.56,22.3,14.87,5.31
2019-06-19-03,8.61,4.0,12,1,9.56,17.52,14.34,5.84
2019-06-19-04,8.28,4.5,15,1,11.15,18.05,13.81,5.84
2019-06-19-05,11.06,8.5,19,2,11.15,15.93,13.28,6.9
2019-06-19-06,16.11,13.5,18,1,10.09,15.93,11.15,5.84
2019-06-19-07,20.94,11.5,18,2,11.68,16.46,9.56,5.31
2019-06-19-08,24.39,12.5,15,4,11.15,15.4,9.56,5.84
2019-06-19-09,26.12,14.5,11,4,12.21,12.74,8.5,4.25
2019-06-19-10,23.71,10.5,14,3,11.15,13.28,5.31,4.25
2019-06-19-11,23.11,18.0,13,3,11.15,14.34,4.25,5.31
2019-06-19-12,18.67,11.0,20,2,9.56,13.81,3.19,4.25
2019-06-19-13,18.88,9.0,-999,2,9.03,13.81,1.06,3.19
2019-06-19-14,19.88,7.0,20,2,7.97,16.99,2.12,3.72
2019-06-19-15,23.17,-999.0,22,2,7.97,16.99,3.72,3.19
2019-06-19-16,27.06,12.0,21,2,7.97,17.52,4.25,2.66
2019-06-19-17,23.89,14.0,21,3,8.5,18.05,6.37,5.84
2019-06-19-18,20.94,17.0,18,5,10.62,17.52,6.37,7.97
2019-06-19-19,20.22,18.5,16,3,12.21,16.99,8.5,10.09
2019-06-19-20,17.78,15.5,14,3,13.28,13.81,9.03,8.5
2019-06-19-21,13.67,14.5,15,4,15.4,12.74,10.62,11.15
2019-06-19-22,12.94,14.0,17,4,14.87,14.87,13.28,12.21
2019-06-19-23,12.5,10.5,25,3,15.93,14.87,15.4,11.68
2019-06-20-00,11.89,8.5,26,3,16.99,13.28,18.05,9.03
2019-06-20-01,9.94,8.0,-999,-999,17.52,10.62,19.12,11.15
2019-06-20-02,8.44,7.0,21,1,18.05,9.03,17.52,13.28
2019-06-20-03,7.56,8.5,12,1,20.71,9.56,13.81,13.81
2019-06-20-04,7.83,8.0,7,1,22.83,11.68,12.74,11.68
2019-06-20-05,13.28,10.0,6,1,19.65,12.74,12.21,13.28
2019-06-20-06,20.72,16.0,7,2,19.12,13.28,10.09,17.52
2019-06-20-07,20.5,21.5,12,3,18.58,14.87,9.56,15.4
2019-06-20-08,19.94,30.0,15,5,21.24,15.4,10.62,13.28
2019-06-20-09,20.72,16.0,14,5,20.18,15.93,11.68,7.97
2019-06-20-10,21.44,15.0,10,4,17.52,14.87,11.68,5.84
2019-06-20-11,21.47,16.0,12,4,15.4,14.87,9.03,4.25
2019-06-20-12,19.44,14.0,9,5,13.28,18.05,5.84,3.72
2019-06-20-13,19.22,12.0,9,4,11.68,14.87,4.78,3.72
2019-06-20-14,21.5,14.5,14,6,10.62,12.74,5.84,4.25
2019-06-20-15,20.67,15.0,18,6,10.09,11.68,6.37,5.84
2019-06-20-16,20.72,22.0,16,4,9.56,14.34,6.37,3.72
2019-06-20-17,22.89,25.5,24,5,-999.0,-999.0,-999.0,-999.0
2019-06-20-18,25.28,29.5,29,6,9.03,23.36,11.15,3.72
2019-06-20-19,27.11,25.5,17,4,12.21,20.71,13.81,5.31
2019-06-20-20,23.67,19.5,13,4,14.87,18.05,15.93,4.78
2019-06-20-21,21.39,19.5,16,6,19.12,15.4,17.52,5.84
2019-06-20-22,18.11,19.5,20,5,24.43,13.81,16.46,6.37
2019-06-20-23,16.17,21.0,22,2,17.52,13.28,13.81,7.43
2019-06-21-00,14.28,20.5,15,3,15.93,13.28,13.28,8.5
2019-06-21-01,10.44,17.0,20,3,17.52,14.34,14.87,10.62
2019-06-21-02,8.39,13.5,19,3,20.71,15.4,16.46,7.43
2019-06-21-03,7.33,11.5,15,1,21.24,10.62,15.4,7.97
2019-06-21-04,8.78,8.0,11,1,20.71,7.97,14.34,6.9
2019-06-21-05,13.17,11.0,12,3,18.05,9.56,14.34,7.43
2019-06-21-06,19.06,18.0,24,2,13.28,10.62,12.21,8.5
2019-06-21-07,23.11,15.5,31,4,13.28,12.21,8.5,7.97
2019-06-21-08,28.28,20.0,33,3,12.74,13.81,7.97,6.9
2019-06-21-09,31.44,27.5,28,4,14.34,13.28,10.09,4.78
2019-06-21-10,31.33,22.5,22,4,15.93,13.28,10.09,3.72
2019-06-21-11,23.89,15.5,16,4,15.93,11.68,6.9,4.78
2019-06-21-12,20.56,12.5,27,3,11.68,9.03,4.25,5.31
2019-06-21-13,21.56,11.0,23,3,9.56,8.5,2.66,4.25
2019-06-21-14,18.24,12.5,18,3,8.5,9.03,3.19,3.19
2019-06-21-15,19.53,11.5,15,3,7.43,9.03,4.78,3.19
2019-06-21-16,20.65,12.0,14,3,8.5,9.56,4.25,3.19
2019-06-21-17,20.12,15.5,14,4,9.03,9.56,7.43,3.72
2019-06-21-18,20.56,16.5,13,6,10.09,11.68,9.03,5.31
2019-06-21-19,21.11,17.0,12,4,11.15,13.81,11.15,9.56
2019-06-21-20,22.89,16.0,12,5,12.21,13.81,9.56,13.28
2019-06-21-21,20.44,13.0,18,3,14.87,13.28,14.34,10.09
2019-06-21-22,17.44,13.0,18,3,19.65,12.21,12.21,9.56
2019-06-21-23,13.33,9.0,15,2,21.77,13.81,15.4,9.56
2019-06-22-00,9.72,8.0,12,2,23.36,14.34,21.24,10.09
2019-06-22-01,7.72,7.5,12,1,26.55,13.81,21.24,10.62
2019-06-22-02,7.11,7.0,11,1,28.14,12.74,19.65,7.43
2019-06-22-03,7.44,8.0,13,1,26.55,12.21,19.12,7.97
2019-06-22-04,9.0,9.0,17,1,28.67,13.28,16.99,9.56
2019-06-22-05,12.5,7.0,11,1,32.39,14.87,14.87,9.56
2019-06-22-06,16.22,9.0,10,1,28.67,17.52,12.21,10.62
2019-06-22-07,16.17,9.5,14,2,24.43,15.4,11.68,7.97
2019-06-22-08,15.28,11.5,15,3,21.24,10.62,11.68,7.97
2019-06-22-09,15.61,18.5,16,4,19.65,7.97,11.68,9.03
2019-06-22-10,15.33,18.5,14,5,15.93,7.97,12.21,4.25
2019-06-22-11,14.11,16.0,15,4,12.74,8.5,12.74,3.19
2019-06-22-12,12.5,18.0,17,3,10.09,8.5,11.15,2.66
2019-06-22-13,11.94,6.0,14,4,7.97,9.03,8.5,3.72
2019-06-22-14,12.67,8.5,15,5,5.84,10.09,5.31,4.78
2019-06-22-15,14.44,7.0,16,4,5.84,11.68,7.97,3.19
2019-06-22-16,13.72,6.0,12,6,6.37,13.28,11.15,3.72
2019-06-22-17,14.94,6.0,6,5,7.43,14.34,10.62,4.78
2019-06-22-18,16.67,7.0,6,8,8.5,15.4,8.5,5.84
2019-06-22-19,15.83,7.5,7,5,9.56,18.58,7.97,7.97
2019-06-22-20,16.5,9.0,8,5,12.21,18.58,7.43,6.9
2019-06-22-21,14.83,8.5,6,9,15.4,13.81,6.9,8.5
2019-06-22-22,15.22,6.0,7,8,17.52,12.21,6.9,11.15
2019-06-22-23,13.67,5.5,8,8,19.12,11.68,9.03,11.15
2019-06-23-00,9.5,5.5,6,5,18.05,10.62,7.97,9.56
2019-06-23-01,8.0,5.5,6,5,16.99,11.15,6.9,7.97
2019-06-23-02,6.94,5.5,7,5,23.9,11.68,5.84,6.37
2019-06-23-03,6.56,5.5,7,3,35.58,11.15,4.78,8.5
2019-06-23-04,6.72,6.0,7,3,35.05,9.03,4.25,6.9
2019-06-23-05,9.28,6.0,8,2,36.11,9.56,4.25,7.43
2019-06-23-06,12.39,7.0,8,3,31.86,13.28,4.78,6.9
2019-06-23-07,10.78,5.5,11,2,26.02,12.21,5.84,9.56
2019-06-23-08,8.67,6.0,10,1,22.3,10.62,7.97,11.68
2019-06-23-09,8.22,6.0,10,1,19.65,9.56,9.56,12.74
2019-06-23-10,8.06,7.5,14,2,18.58,7.43,10.09,10.62
2019-06-23-11,7.94,6.5,26,2,16.46,6.9,9.56,11.15
2019-06-23-12,8.33,6.0,29,2,14.34,6.37,9.56,10.09
2019-06-23-13,8.83,7.0,22,2,11.68,5.84,9.03,9.56
2019-06-23-14,8.78,6.5,16,3,9.56,6.37,6.9,7.97
2019-06-23-15,8.5,9.5,12,3,9.03,7.43,6.9,7.97
2019-06-23-16,9.78,7.5,5,2,8.5,7.97,7.97,7.43
2019-06-23-17,11.22,15.5,6,2,8.5,9.56,8.5,7.97
2019-06-23-18,14.11,11.5,9,3,10.09,10.09,10.62,6.9
2019-06-23-19,15.94,9.5,10,3,12.21,11.68,11.68,6.37
2019-06-23-20,15.78,8.5,8,4,15.93,12.74,9.03,5.31
2019-06-23-21,16.39,10.5,8,5,15.4,12.74,9.56,5.84
2019-06-23-22,20.11,8.0,7,4,16.46,12.21,10.62,6.9
2019-06-23-23,22.11,9.0,5,2,17.52,13.28,9.56,6.37
2019-06-24-00,22.33,9.0,4,2,18.58,15.4,6.9,5.84
2019-06-24-01,23.06,7.5,5,2,22.3,14.34,5.31,5.84
2019-06-24-02,22.11,6.0,4,1,29.2,12.74,3.19,7.43
2019-06-24-03,17.67,6.0,5,1,25.49,12.21,3.72,5.84
2019-06-24-04,17.56,7.0,3,1,23.36,10.62,2.66,4.78
2019-06-24-05,23.72,10.5,3,0,27.61,10.09,2.66,5.84
2019-06-24-06,25.72,16.0,4,1,27.61,12.74,3.19,6.37
2019-06-24-07,22.67,17.5,6,2,26.02,15.4,5.84,5.84
2019-06-24-08,21.56,13.5,8,4,21.24,13.28,10.09,9.03
2019-06-24-09,22.28,14.5,9,6,19.12,10.62,9.03,10.09
2019-06-24-10,23.28,8.0,10,6,18.58,9.03,10.09,11.15
2019-06-24-11,24.18,9.0,12,6,16.46,8.5,11.15,13.28
2019-06-24-12,22.22,10.0,13,4,14.34,6.9,11.68,12.21
2019-06-24-13,22.94,10.0,12,4,10.62,6.9,10.09,11.15
2019-06-24-14,23.47,8.5,11,5,7.97,6.9,9.56,10.62
2019-06-24-15,23.18,12.5,10,5,7.97,6.9,9.56,11.68
2019-06-24-16,24.06,16.0,8,4,8.5,7.43,11.15,16.46
2019-06-24-17,24.94,20.0,11,7,8.5,8.5,14.34,20.18
2019-06-24-18,27.67,19.0,9,6,9.03,9.56,15.4,21.24
2019-06-24-19,28.78,20.5,10,6,10.62,9.56,13.81,22.83
2019-06-24-20,26.61,17.5,14,6,13.81,10.62,12.74,23.36
2019-06-24-21,25.67,15.0,16,9,17.52,11.15,10.62,23.9
2019-06-24-22,25.83,14.0,16,12,20.18,10.62,11.68,19.12
2019-06-24-23,24.28,12.0,16,12,17.52,10.09,13.28,17.52
2019-06-25-00,19.94,10.0,18,5,17.52,9.56,13.28,13.28
2019-06-25-01,17.78,9.0,16,3,18.05,7.97,9.03,12.74
2019-06-25-02,16.94,7.5,14,3,16.99,6.9,9.03,9.56
2019-06-25-03,18.22,7.5,18,2,18.05,6.9,8.5,9.56
2019-06-25-04,18.78,10.0,21,8,17.52,6.9,9.56,10.62
2019-06-25-05,24.72,5.5,22,6,28.14,7.97,9.03,9.03
2019-06-25-06,30.94,8.0,20,9,25.49,9.56,7.97,7.97
2019-06-25-07,29.17,9.0,20,8,-999.0,-999.0,-999.0,-999.0
2019-06-25-08,28.39,9.0,19,11,25.49,10.62,10.62,13.81
2019-06-25-09,30.11,8.0,23,7,23.36,9.03,9.56,17.52
2019-06-25-10,30.5,7.0,28,8,22.3,9.03,12.21,15.4
2019-06-25-11,29.67,6.5,29,9,19.65,9.56,13.28,20.71
2019-06-25-12,25.72,6.0,29,6,16.46,8.5,11.15,21.24
2019-06-25-13,25.39,6.0,30,3,11.68,8.5,12.21,21.24
2019-06-25-14,26.06,7.0,29,3,9.03,8.5,12.74,20.71
2019-06-25-15,27.78,6.5,27,3,7.97,11.15,14.87,22.3
2019-06-25-16,29.82,7.0,29,4,7.97,12.74,17.52,19.65
2019-06-25-17,30.0,7.0,30,4,7.43,13.28,18.58,16.46
2019-06-25-18,30.61,8.0,19,3,9.03,14.34,21.77,21.24
2019-06-25-19,32.17,9.5,16,3,11.15,15.4,22.83,22.83
2019-06-25-20,30.94,14.0,11,9,14.34,19.12,26.55,22.83
2019-06-25-21,30.44,12.5,14,5,12.74,15.4,27.61,14.87
2019-06-25-22,31.89,10.5,12,4,11.68,14.87,27.08,11.15
2019-06-25-23,34.83,5.5,17,4,12.21,14.34,25.49,12.21
2019-06-26-00,32.44,5.0,20,2,13.28,13.81,23.36,13.28
2019-06-26-01,28.33,4.0,-999,2,13.81,13.81,23.36,10.09
2019-06-26-02,29.28,3.5,14,3,14.34,12.21,22.83,17.52
2019-06-26-03,29.89,4.0,13,1,14.34,12.74,24.43,13.81
2019-06-26-04,32.0,4.5,14,1,13.81,11.68,22.3,13.81
2019-06-26-05,35.17,5.0,11,1,14.87,11.15,19.65,13.81
2019-06-26-06,37.83,5.5,9,1,15.93,11.68,18.05,12.74
2019-06-26-07,40.83,11.0,11,2,15.4,15.4,15.4,15.4
2019-06-26-08,43.22,11.5,12,3,14.87,23.36,14.87,16.46
2019-06-26-09,43.0,16.5,17,3,14.34,26.02,14.34,15.4
2019-06-26-10,41.28,23.0,-999,2,14.87,24.43,11.68,14.87
2019-06-26-11,38.0,24.5,37,3,14.34,20.18,9.03,10.62
2019-06-26-12,38.06,27.0,24,3,13.28,15.93,8.5,6.37
2019-06-26-13,30.28,25.5,16,2,11.15,12.74,6.37,8.5
2019-06-26-14,22.89,18.0,17,3,10.09,13.28,6.37,7.43
2019-06-26-15,21.88,20.0,17,3,9.56,12.21,6.37,5.31
2019-06-26-16,21.82,18.0,13,2,9.56,13.28,7.43,3.72
2019-06-26-17,23.31,15.5,11,3,10.62,15.93,7.43,5.84
2019-06-26-18,28.82,22.5,9,3,12.74,20.71,7.97,4.78
2019-06-26-19,30.11,22.5,10,4,15.4,23.9,6.9,7.97
2019-06-26-20,26.11,13.0,10,3,15.93,24.96,8.5,13.28
2019-06-26-21,23.56,13.5,10,3,14.87,29.74,11.68,16.46
2019-06-26-22,19.94,10.0,8,3,15.4,35.05,15.93,6.9
2019-06-26-23,15.44,7.5,11,3,12.21,32.92,16.99,6.37
2019-06-27-00,13.67,8.5,10,3,12.74,32.39,17.52,7.43
2019-06-27-01,11.17,7.5,9,-999,14.34,25.49,18.05,15.4
2019-06-27-02,9.33,8.0,8,6,15.4,15.4,17.52,21.77
2019-06-27-03,8.83,7.5,9,3,14.87,12.74,18.58,16.46
2019-06-27-04,9.67,9.5,11,2,14.34,11.68,18.05,12.21
2019-06-27-05,12.88,10.5,15,2,15.4,12.21,18.58,11.68
2019-06-27-06,16.88,8.0,16,3,18.58,15.93,16.99,13.28
2019-06-27-07,17.82,10.5,16,6,20.18,18.58,14.87,14.34
2019-06-27-08,19.35,12.5,12,6,17.52,20.71,15.4,17.52
2019-06-27-09,18.18,12.5,13,6,16.46,21.24,13.81,14.34
2019-06-27-10,16.0,11.5,12,8,16.99,20.18,14.34,16.99
2019-06-27-11,15.59,10.0,12,5,14.87,19.12,10.09,12.74
2019-06-27-12,14.0,8.5,12,4,13.28,14.87,6.37,4.25
2019-06-27-13,15.72,9.0,10,3,13.28,13.28,4.25,3.19
2019-06-27-14,20.11,9.5,10,3,13.28,14.87,2.66,4.78
2019-06-27-15,28.61,10.0,8,4,10.62,17.52,4.25,4.25
2019-06-27-16,30.94,10.5,9,8,9.56,14.87,4.78,4.78
2019-06-27-17,31.0,11.0,8,6,9.03,14.34,4.78,6.37
2019-06-27-18,32.06,13.5,9,5,10.62,15.93,5.84,7.97
2019-06-27-19,33.17,13.0,8,3,12.74,17.52,7.43,6.37
2019-06-27-20,31.28,9.5,8,3,14.34,18.05,8.5,6.37
2019-06-27-21,27.56,13.5,7,3,16.46,17.52,10.62,4.78
2019-06-27-22,26.44,10.0,6,2,20.18,15.4,9.03,4.78
2019-06-27-23,26.22,8.5,4,2,16.46,13.81,9.03,6.37
2019-06-28-00,23.28,7.0,5,2,9.03,13.81,10.62,6.37
2019-06-28-01,21.67,5.5,4,2,7.97,12.74,9.56,5.84
2019-06-28-02,18.89,6.5,3,1,8.5,12.21,11.68,7.43
2019-06-28-03,19.17,6.5,3,1,10.09,11.68,13.81,7.43
2019-06-28-04,18.78,7.5,4,1,11.15,13.81,14.34,7.43
2019-06-28-05,21.89,8.0,5,1,10.62,13.81,15.4,5.84
2019-06-28-06,28.11,11.0,7,2,10.09,17.52,16.99,6.37
2019-06-28-07,33.72,9.0,7,3,11.68,20.18,14.34,6.9
2019-06-28-08,35.72,11.5,9,5,12.21,19.65,14.87,6.37
2019-06-28-09,34.67,10.5,8,4,11.68,18.58,12.74,5.31
2019-06-28-10,37.0,11.0,11,5,10.09,19.65,10.09,6.37
2019-06-28-11,37.12,11.0,12,6,8.5,18.05,5.84,5.31
2019-06-28-12,33.94,9.0,11,3,6.9,13.81,4.78,4.78
2019-06-28-13,28.39,15.5,10,4,5.84,11.15,2.12,3.72
2019-06-28-14,26.11,15.5,22,4,6.37,11.15,2.66,3.19
2019-06-28-15,23.5,14.0,40,5,6.9,11.15,3.19,2.66
2019-06-28-16,27.89,12.0,39,6,6.9,11.68,3.19,3.72
2019-06-28-17,29.17,11.5,52,4,7.43,13.81,5.31,2.12
2019-06-28-18,33.17,12.0,49,3,8.5,16.46,6.37,2.66
2019-06-28-19,36.17,16.5,49,3,8.5,23.9,7.97,2.12
2019-06-28-20,30.67,14.0,21,2,10.09,28.14,8.5,3.19
2019-06-28-21,28.89,15.5,8,3,10.62,29.74,12.21,5.31
2019-06-28-22,26.44,21.0,6,3,12.74,28.67,15.93,7.97
2019-06-28-23,25.06,20.0,6,1,11.68,22.3,14.34,6.9
2019-06-29-00,23.11,17.5,5,2,11.68,21.77,13.28,8.5
2019-06-29-01,17.33,13.0,7,1,10.62,20.71,14.87,6.9
2019-06-29-02,14.72,11.5,5,1,15.4,17.52,17.52,6.9
2019-06-29-03,15.5,7.5,5,1,14.34,14.34,16.46,8.5
2019-06-29-04,17.22,7.5,4,1,14.34,15.4,14.87,9.03
2019-06-29-05,19.0,9.0,4,1,10.09,18.58,13.81,7.97
2019-06-29-06,22.0,13.0,4,1,10.09,20.71,11.68,8.5
2019-06-29-07,28.22,23.0,8,2,14.34,24.43,10.62,12.74
2019-06-29-08,30.33,38.5,10,2,13.81,24.96,10.62,14.87
2019-06-29-09,31.67,30.5,11,3,12.21,23.36,10.09,14.34
2019-06-29-10,29.17,19.5,11,3,7.97,22.3,6.37,7.43
2019-06-29-11,23.44,18.0,13,3,5.31,22.83,4.25,4.25
2019-06-29-12,19.39,15.0,12,2,4.25,23.36,2.66,3.72
2019-06-29-13,17.44,15.0,12,2,3.72,21.24,2.12,2.66
