,首爾,濟州,東京,沖繩,北京,上海,福州,廈門
2019-03-13-01,15.56,6.0,14,2,8.5,14.34,31.33,21.24
2019-03-13-02,15.72,6.0,16,2,11.15,14.34,27.08,36.64
2019-03-13-03,15.67,6.0,17,2,13.28,15.93,23.9,44.6
2019-03-13-04,17.06,6.5,14,1,15.93,18.58,20.18,44.07
2019-03-13-05,26.72,10.0,12,3,15.93,21.24,19.65,40.89
2019-03-13-06,39.44,22.0,14,1,20.18,23.36,18.05,40.89
2019-03-13-07,40.28,32.5,15,5,26.55,29.74,21.24,35.05
2019-03-13-08,31.33,25.0,24,4,29.2,27.08,22.3,29.74
2019-03-13-09,23.06,13.0,24,6,18.05,22.3,19.65,28.67
2019-03-13-10,14.94,11.5,24,6,11.68,19.65,17.52,22.3
2019-03-13-11,12.28,10.5,31,6,6.9,18.05,19.65,16.99
2019-03-13-12,10.56,10.0,33,6,5.31,17.52,16.46,11.68
2019-03-13-13,10.94,11.0,14,6,4.25,16.99,12.21,7.43
2019-03-13-14,12.11,10.5,11,8,4.78,15.4,8.5,12.74
2019-03-13-15,13.5,11.5,13,7,4.25,15.93,5.84,5.31
2019-03-13-16,14.89,12.5,12,8,4.25,19.12,6.37,4.78
2019-03-13-17,18.17,14.0,14,8,5.31,20.71,7.43,6.37
2019-03-13-18,22.5,16.5,16,4,8.5,25.49,10.09,8.5
2019-03-13-19,25.5,15.5,19,6,12.74,27.61,11.15,12.21
2019-03-13-20,25.0,15.0,16,14,14.34,25.49,11.15,11.68
2019-03-13-21,26.28,14.0,17,28,12.21,22.83,10.09,16.46
2019-03-13-22,25.5,11.0,28,26,13.28,21.77,10.62,22.83
2019-03-13-23,25.83,9.5,35,32,10.09,21.77,7.43,15.93
2019-03-14-00,25.17,8.5,24,30,11.15,20.71,6.37,16.46
2019-03-14-01,22.17,10.5,17,28,8.5,19.12,6.37,15.93
2019-03-14-02,23.22,16.5,17,26,12.21,19.12,6.37,16.46
2019-03-14-03,25.5,10.5,7,24,15.93,22.3,7.97,12.21
2019-03-14-04,31.5,9.5,4,17,21.24,27.08,6.37,12.21
2019-03-14-05,41.61,11.5,5,4,22.83,29.2,6.37,15.4
2019-03-14-06,51.67,17.5,5,5,29.2,29.74,10.62,16.99
2019-03-14-07,56.17,28.5,5,3,32.39,37.7,12.21,19.12
2019-03-14-08,49.33,35.0,8,3,31.33,37.17,20.18,26.02
2019-03-14-09,37.67,26.0,8,5,25.49,24.96,17.52,23.9
2019-03-14-10,27.44,18.5,11,5,14.34,24.43,16.46,20.18
2019-03-14-11,26.11,15.5,9,3,7.97,20.18,9.56,28.67
2019-03-14-12,21.17,12.5,8,3,6.37,18.58,10.62,28.67
2019-03-14-13,20.61,14.0,9,4,5.31,16.99,10.62,24.96
2019-03-14-14,23.72,12.5,11,4,4.25,17.52,13.28,21.24
2019-03-14-15,26.28,12.0,13,3,3.72,18.05,10.62,24.96
2019-03-14-16,26.56,13.0,17,4,3.72,20.18,12.21,16.46
2019-03-14-17,24.72,16.0,19,4,3.72,21.77,12.21,10.62
2019-03-14-18,30.06,20.0,20,4,4.78,21.77,13.81,12.21
2019-03-14-19,36.39,22.0,17,4,6.37,22.83,12.74,14.87
2019-03-14-20,30.06,19.0,13,4,7.97,25.49,12.74,12.21
2019-03-14-21,26.83,17.0,9,4,5.31,27.08,11.15,10.09
2019-03-14-22,25.83,17.0,9,5,5.84,28.14,9.03,9.03
2019-03-14-23,24.06,15.5,8,4,6.9,28.67,8.5,7.43
2019-03-15-00,23.22,11.5,12,3,5.84,25.49,8.5,7.43
2019-03-15-01,21.83,9.5,10,3,6.9,23.36,9.03,7.43
2019-03-15-02,22.39,10.0,12,3,7.97,23.9,9.56,5.84
2019-03-15-03,22.0,15.0,13,3,7.43,24.43,9.03,4.78
2019-03-15-04,23.67,14.5,12,2,5.84,23.9,9.03,5.31
2019-03-15-05,27.33,11.0,12,2,4.25,26.02,10.62,5.84
2019-03-15-06,38.17,10.0,13,3,3.72,30.8,10.62,5.84
2019-03-15-07,46.17,15.5,10,4,4.25,35.05,10.62,9.03
2019-03-15-08,44.94,18.5,8,4,-999.0,-999.0,-999.0,-999.0
2019-03-15-09,41.39,14.0,6,3,4.25,38.76,13.81,26.02
2019-03-15-10,39.39,13.0,5,2,4.25,39.83,11.15,24.96
2019-03-15-11,39.56,13.0,4,2,3.72,35.05,12.74,21.77
2019-03-15-12,32.12,11.5,5,2,4.25,31.33,14.34,18.05
2019-03-15-13,25.59,12.5,5,2,4.78,31.33,10.09,15.4
2019-03-15-14,20.5,12.5,7,3,5.31,22.83,11.15,10.62
2019-03-15-15,21.11,13.0,11,3,6.9,23.9,11.15,11.15
2019-03-15-16,24.0,15.0,15,3,7.43,27.61,12.21,9.56
2019-03-15-17,22.39,16.5,12,3,9.03,22.3,14.87,10.62
2019-03-15-18,30.78,18.5,14,4,10.62,25.49,18.05,12.21
2019-03-15-19,35.44,18.0,13,5,11.68,36.11,25.49,17.52
2019-03-15-20,39.94,13.5,13,6,13.81,38.76,29.2,27.61
2019-03-15-21,36.06,10.0,17,6,16.99,26.55,34.52,37.17
2019-03-15-22,33.72,8.5,15,6,20.18,26.55,41.42,37.7
2019-03-15-23,31.61,7.0,16,5,20.71,26.02,36.64,39.83
2019-03-16-00,33.28,6.0,20,4,23.9,22.3,34.52,44.6
2019-03-16-01,30.89,6.0,-999,3,24.96,19.12,32.92,48.32
2019-03-16-02,24.78,5.5,13,2,30.27,18.58,31.33,47.26
2019-03-16-03,25.28,6.0,13,3,31.86,22.83,28.67,39.83
2019-03-16-04,24.67,6.0,13,3,33.98,28.67,24.96,39.29
2019-03-16-05,30.5,8.0,14,3,32.92,30.8,22.83,38.76
2019-03-16-06,36.56,10.5,14,5,32.92,32.92,22.3,27.08
2019-03-16-07,36.61,15.5,18,6,32.92,38.23,21.77,34.52
2019-03-16-08,32.67,15.0,21,7,30.8,36.11,23.9,36.64
2019-03-16-09,30.06,12.0,44,5,28.67,30.8,22.83,25.49
2019-03-16-10,27.56,10.0,18,4,24.96,28.14,20.18,12.74
2019-03-16-11,25.61,12.0,19,4,24.96,27.08,11.68,8.5
2019-03-16-12,21.44,11.5,7,4,23.36,22.83,7.97,7.97
2019-03-16-13,17.11,13.0,4,4,18.05,22.83,7.97,7.43
2019-03-16-14,17.22,12.5,13,4,11.15,22.83,6.37,6.37
2019-03-16-15,16.89,10.5,14,4,7.43,21.77,5.84,6.37
2019-03-16-16,17.94,12.0,7,4,4.78,22.83,6.9,8.5
2019-03-16-17,22.33,14.5,9,4,3.72,28.67,9.03,10.09
2019-03-16-18,25.61,17.0,5,5,5.31,36.64,9.03,10.62
2019-03-16-19,27.83,17.0,5,6,7.43,35.58,8.5,10.62
2019-03-16-20,26.28,11.0,5,9,12.74,38.76,10.09,10.62
2019-03-16-21,26.17,10.5,5,7,17.52,41.95,11.15,12.21
2019-03-16-22,28.89,9.5,5,9,13.81,38.23,10.62,13.28
2019-03-16-23,32.0,8.5,5,10,13.81,31.33,16.46,12.74
2019-03-17-00,33.67,8.0,6,8,21.77,28.67,16.46,12.21
2019-03-17-01,33.06,9.5,5,4,27.08,28.67,14.87,10.62
2019-03-17-02,32.5,9.0,4,4,29.74,32.92,12.21,8.5
2019-03-17-03,33.33,8.5,5,7,31.33,31.86,13.28,8.5
2019-03-17-04,31.17,8.5,4,10,33.98,33.98,11.15,8.5
2019-03-17-05,33.5,12.0,7,15,34.52,33.45,11.68,8.5
2019-03-17-06,37.5,16.5,9,15,33.98,39.29,12.21,11.68
2019-03-17-07,37.89,24.5,12,26,36.11,46.73,13.28,18.58
2019-03-17-08,32.28,18.5,15,33,36.64,52.57,16.46,32.39
2019-03-17-09,22.56,12.5,14,13,33.98,55.76,17.52,25.49
2019-03-17-10,16.06,12.0,15,7,32.92,54.16,16.46,32.39
2019-03-17-11,12.83,10.5,22,6,32.39,49.38,15.4,21.24
2019-03-17-12,11.06,9.0,32,5,30.8,33.45,14.34,20.18
2019-03-17-13,10.72,9.0,29,4,26.02,27.08,14.87,18.05
2019-03-17-14,11.06,9.5,16,4,20.71,30.27,16.99,15.93
2019-03-17-15,11.61,10.0,15,4,15.4,32.92,22.3,15.4
2019-03-17-16,12.67,10.0,17,3,13.81,31.33,23.36,16.46
2019-03-17-17,16.67,10.0,15,3,12.74,33.45,21.24,19.12
2019-03-17-18,23.22,12.0,13,4,13.81,31.33,16.99,18.58
2019-03-17-19,27.83,15.0,26,5,16.99,24.43,18.58,20.18
2019-03-17-20,28.5,27.0,27,7,23.36,22.83,16.46,15.4
2019-03-17-21,32.06,20.0,15,7,26.55,22.83,14.87,10.09
2019-03-17-22,36.44,22.5,17,7,29.74,24.43,15.4,12.74
2019-03-17-23,41.67,15.0,19,11,29.74,24.96,13.81,12.21
2019-03-18-00,42.0,14.0,16,16,28.67,21.24,12.74,12.21
2019-03-18-01,38.67,13.5,23,9,29.2,18.05,13.81,13.28
2019-03-18-02,39.17,10.5,19,5,32.39,15.4,14.87,12.21
2019-03-18-03,40.0,10.5,17,4,37.17,15.4,14.87,13.28
2019-03-18-04,40.83,10.0,13,3,40.89,16.46,10.09,21.77
2019-03-18-05,44.72,16.0,14,3,43.54,18.58,10.09,24.96
2019-03-18-06,50.67,30.0,13,6,45.67,22.83,9.56,26.55
2019-03-18-07,54.17,41.5,16,12,46.2,19.65,12.21,25.49
2019-03-18-08,52.56,47.0,14,17,43.54,18.58,16.99,29.74
2019-03-18-09,46.22,27.5,15,18,41.95,21.77,18.05,26.55
2019-03-18-10,40.72,22.5,-999,17,41.95,22.3,16.99,25.49
2019-03-18-11,38.83,17.5,14,7,38.76,24.43,14.87,20.18
2019-03-18-12,37.5,17.0,12,8,37.17,21.24,13.28,19.65
2019-03-18-13,38.29,19.0,24,3,35.58,18.05,13.81,15.93
2019-03-18-14,39.5,26.5,30,5,35.05,18.05,13.81,22.3
2019-03-18-15,45.29,30.5,25,6,30.8,18.58,14.34,26.02
2019-03-18-16,45.47,21.0,26,6,26.02,19.12,13.28,20.18
2019-03-18-17,45.94,19.0,16,6,24.96,21.24,15.4,15.93
2019-03-18-18,50.94,22.5,16,7,25.49,25.49,14.87,27.61
2019-03-18-19,52.78,18.5,27,6,29.2,28.14,14.34,31.86
2019-03-18-20,56.5,15.5,26,7,36.64,30.8,14.87,32.92
2019-03-18-21,62.22,11.0,29,6,43.54,36.11,22.83,40.36
2019-03-18-22,63.94,9.0,29,6,55.22,36.64,28.14,36.11
2019-03-18-23,66.33,16.0,32,5,61.07,38.23,29.74,39.29
2019-03-19-00,67.72,23.0,23,3,60.53,36.64,29.74,30.8
2019-03-19-01,66.78,13.5,15,-999,61.6,35.58,25.49,16.99
2019-03-19-02,65.22,11.5,18,2,60.53,43.01,20.18,11.15
2019-03-19-03,62.89,11.0,21,2,59.47,42.48,15.93,11.15
2019-03-19-04,61.33,11.5,14,2,57.35,41.95,13.81,11.68
2019-03-19-05,62.44,15.5,14,1,53.1,39.83,15.4,11.15
2019-03-19-06,63.83,18.5,17,2,52.57,38.76,14.87,12.74
2019-03-19-07,67.78,32.0,19,3,50.98,41.42,14.34,18.58
2019-03-19-08,68.82,35.5,26,5,49.38,41.42,17.52,21.77
2019-03-19-09,64.76,16.5,32,10,50.98,32.39,20.18,16.99
2019-03-19-10,58.29,13.5,33,10,49.91,26.55,20.18,14.34
2019-03-19-11,53.0,12.5,25,7,47.79,21.77,19.65,12.74
2019-03-19-12,49.88,12.0,51,7,48.32,16.99,20.71,10.09
2019-03-19-13,42.12,14.0,50,5,49.38,15.4,20.18,7.43
2019-03-19-14,37.71,15.0,15,8,38.23,15.4,15.93,10.62
2019-03-19-15,36.65,14.0,9,6,24.96,14.87,13.28,7.97
2019-03-19-16,37.06,16.0,7,5,19.12,15.93,12.74,8.5
2019-03-19-17,41.29,18.5,8,-999,16.99,17.52,12.21,6.9
2019-03-19-18,47.12,21.0,10,-999,19.65,21.24,15.4,7.97
2019-03-19-19,50.56,30.5,11,-999,23.36,25.49,13.28,9.56
2019-03-19-20,45.75,33.0,11,-999,24.96,22.83,12.21,10.09
2019-03-19-21,46.94,36.5,9,-999,24.96,21.77,15.93,11.15
2019-03-19-22,59.18,33.0,7,-999,19.12,20.18,18.58,11.68
2019-03-19-23,59.94,33.5,11,-999,19.12,18.58,20.71,15.4
2019-03-20-00,58.0,30.0,12,-999,20.18,14.34,21.77,14.34
2019-03-20-01,59.35,17.5,11,-999,20.18,11.15,21.24,16.99
2019-03-20-02,57.94,17.0,7,-999,21.24,9.56,21.24,19.65
2019-03-20-03,56.65,15.5,5,-999,21.77,9.03,19.12,20.18
2019-03-20-04,55.24,19.0,6,-999,25.49,8.5,14.87,20.18
2019-03-20-05,55.53,26.0,5,-999,24.96,9.03,15.93,27.08
2019-03-20-06,57.24,39.0,11,-999,27.61,10.62,15.4,35.58
2019-03-20-07,60.35,60.0,12,-999,32.39,14.34,18.58,29.2
2019-03-20-08,56.76,64.5,5,-999,36.11,18.05,20.18,29.74
2019-03-20-09,57.53,52.0,5,-999,35.58,21.24,18.58,27.61
2019-03-20-10,60.18,28.5,3,-999,30.27,23.36,16.99,29.74
2019-03-20-11,61.24,23.0,3,-999,25.49,20.18,18.05,26.02
2019-03-20-12,60.65,20.5,2,-999,23.9,16.99,15.93,22.83
2019-03-20-13,68.29,24.0,3,-999,22.83,16.46,12.74,24.96
2019-03-20-14,48.71,19.5,3,-999,23.36,16.99,10.62,23.36
2019-03-20-15,39.25,13.0,3,-999,21.24,18.05,9.56,41.42
2019-03-20-16,49.44,15.0,3,-999,19.12,22.3,7.97,31.86
2019-03-20-17,62.61,10.5,3,-999,20.18,27.08,7.43,26.02
2019-03-20-18,65.89,8.0,5,-999,18.58,35.05,7.97,24.43
2019-03-20-19,59.83,8.0,7,-999,16.46,52.04,11.15,16.99
2019-03-20-20,45.17,6.5,7,-999,9.56,56.82,15.4,16.99
2019-03-20-21,35.0,5.5,6,-999,6.37,50.98,15.93,20.71
2019-03-20-22,28.83,5.0,6,-999,4.25,46.73,23.36,21.24
2019-03-20-23,26.22,5.0,7,-999,3.72,40.36,24.43,22.3
2019-03-21-00,22.44,5.5,6,-999,3.72,31.33,24.43,23.36
2019-03-21-01,21.28,6.0,6,-999,4.78,23.9,26.55,36.11
2019-03-21-02,23.33,6.0,7,-999,5.31,18.05,25.49,38.23
2019-03-21-03,16.0,7.0,7,-999,4.25,15.93,23.36,36.11
2019-03-21-04,11.67,8.0,7,-999,4.25,16.46,21.77,29.74
2019-03-21-05,16.06,9.5,6,-999,3.72,16.99,19.65,27.08
2019-03-21-06,24.78,12.0,7,-999,3.72,19.12,18.58,30.27
2019-03-21-07,36.78,15.5,9,-999,4.25,28.14,18.05,28.14
2019-03-21-08,45.33,18.5,15,-999,4.25,32.92,19.12,29.74
2019-03-21-09,46.82,18.0,24,-999,-999.0,-999.0,-999.0,-999.0
2019-03-21-10,34.76,19.5,25,-999,4.25,30.8,20.71,30.8
2019-03-21-11,25.5,17.0,23,-999,3.72,26.55,16.99,24.96
2019-03-21-12,18.06,14.5,17,-999,3.72,24.96,13.28,16.99
2019-03-21-13,17.18,15.0,18,-999,3.72,21.77,11.68,10.09
2019-03-21-14,17.47,18.0,16,-999,3.19,22.3,9.56,7.43
2019-03-21-15,16.76,17.0,11,-999,3.72,16.99,9.56,6.9
2019-03-21-16,18.06,14.5,9,-999,3.72,14.87,10.09,6.37
2019-03-21-17,17.41,16.5,10,-999,3.72,14.87,11.15,6.9
2019-03-21-18,18.65,18.5,13,-999,4.78,15.93,11.68,11.68
2019-03-21-19,18.18,16.0,20,-999,6.37,16.46,9.03,14.87
2019-03-21-20,20.12,13.5,39,-999,7.97,14.87,7.97,15.93
2019-03-21-21,20.0,14.0,43,-999,9.03,13.28,7.97,18.58
2019-03-21-22,18.47,11.0,54,-999,10.09,12.21,7.97,21.24
2019-03-21-23,16.41,8.5,55,-999,12.21,11.68,7.43,24.43
2019-03-22-00,14.24,6.5,47,-999,15.93,10.09,6.37,29.74
2019-03-22-01,12.53,6.0,-999,-999,15.4,9.03,4.78,27.08
2019-03-22-02,11.06,5.5,51,-999,16.99,8.5,4.78,15.93
2019-03-22-03,11.29,5.5,44,-999,16.46,8.5,5.31,6.9
2019-03-22-04,12.12,6.5,46,-999,18.05,8.5,5.84,6.37
2019-03-22-05,15.94,8.0,38,-999,21.24,9.03,6.37,6.37
2019-03-22-06,23.06,10.0,24,-999,23.36,11.15,6.9,7.43
2019-03-22-07,26.41,16.0,13,-999,23.36,13.28,7.43,10.09
2019-03-22-08,21.82,16.0,19,-999,19.65,14.34,6.9,13.28
2019-03-22-09,18.88,13.0,16,-999,10.62,13.81,7.97,14.87
2019-03-22-10,17.53,10.5,12,-999,5.31,13.28,9.03,18.05
2019-03-22-11,15.07,9.5,6,-999,4.25,11.68,14.34,16.46
2019-03-22-12,14.31,8.0,5,-999,3.72,11.15,13.81,18.58
2019-03-22-13,12.94,9.0,5,-999,3.72,9.56,13.28,18.05
2019-03-22-14,12.78,8.5,5,-999,3.72,10.09,11.68,15.93
2019-03-22-15,13.29,8.5,5,-999,3.72,10.62,13.28,17.52
2019-03-22-16,14.47,9.5,6,-999,3.72,11.68,13.81,18.58
2019-03-22-17,14.94,10.5,7,-999,3.19,12.21,13.28,20.71
2019-03-22-18,17.11,14.5,9,-999,4.78,12.74,13.28,26.02
2019-03-22-19,19.83,14.5,10,-999,6.37,13.28,12.74,26.55
2019-03-22-20,19.17,14.5,7,-999,5.84,14.34,12.21,23.36
2019-03-22-21,16.78,11.5,6,-999,4.78,13.28,9.03,15.93
2019-03-22-22,18.78,9.0,6,-999,4.25,12.74,7.43,12.74
2019-03-22-23,18.39,7.0,9,-999,3.72,13.28,6.9,11.15
2019-03-23-00,19.0,5.5,7,-999,3.72,10.62,6.9,10.09
2019-03-23-01,19.44,4.5,5,-999,3.19,11.68,5.84,10.09
2019-03-23-02,19.89,5.0,4,-999,3.19,13.81,5.31,8.5
2019-03-23-03,24.5,5.0,4,-999,3.19,12.21,5.31,10.09
2019-03-23-04,29.22,5.0,3,-999,3.72,10.09,4.78,9.03
2019-03-23-05,36.61,8.5,5,-999,3.72,10.62,4.25,9.03
2019-03-23-06,46.39,11.0,5,-999,5.31,13.81,4.25,8.5
2019-03-23-07,48.44,14.5,7,-999,8.5,21.24,5.31,10.62
2019-03-23-08,40.0,11.5,7,-999,9.03,22.83,7.43,13.81
2019-03-23-09,31.33,9.5,9,-999,5.31,21.77,7.97,15.4
2019-03-23-10,26.94,8.5,16,-999,4.25,22.83,8.5,16.99
2019-03-23-11,20.17,10.0,19,4,4.25,23.36,7.97,16.99
2019-03-23-12,21.56,9.5,19,5,3.72,23.9,7.97,15.93
2019-03-23-13,21.72,11.0,17,3,3.19,22.3,6.9,13.81
2019-03-23-14,13.94,10.5,19,5,3.72,19.12,6.37,12.74
2019-03-23-15,11.11,12.5,19,5,3.72,19.12,6.9,14.87
2019-03-23-16,11.44,13.0,17,4,4.78,18.05,9.03,16.99
2019-03-23-17,12.17,13.5,16,3,5.31,20.71,10.09,21.24
2019-03-23-18,13.5,11.5,14,4,7.43,26.02,11.68,19.65
2019-03-23-19,15.11,9.5,15,5,10.62,25.49,12.21,18.05
2019-03-23-20,18.0,9.5,12,6,12.74,27.08,9.56,15.4
2019-03-23-21,19.83,8.5,11,4,14.34,24.43,10.62,12.74
2019-03-23-22,22.22,8.0,12,6,15.93,23.36,7.97,13.28
2019-03-23-23,23.72,5.5,12,4,17.52,20.18,6.9,11.15
2019-03-24-00,20.72,5.5,16,3,19.12,16.99,5.31,6.9
2019-03-24-01,19.33,5.0,28,2,21.24,14.34,7.43,5.31
2019-03-24-02,20.89,5.0,17,1,22.83,15.4,7.43,4.25
2019-03-24-03,23.17,5.0,9,2,24.96,15.4,7.43,3.19
2019-03-24-04,25.61,5.5,9,2,26.55,15.93,6.9,3.19
2019-03-24-05,31.28,12.0,5,2,29.74,16.99,5.84,3.19
2019-03-24-06,38.0,17.5,7,2,31.33,22.3,6.9,3.72
2019-03-24-07,37.22,21.5,7,4,30.8,29.74,8.5,7.43
2019-03-24-08,28.11,12.5,7,4,29.2,26.55,11.68,14.34
2019-03-24-09,19.11,8.5,8,5,30.27,20.71,14.34,16.46
2019-03-24-10,15.28,8.0,6,3,29.74,19.12,12.74,20.71
2019-03-24-11,13.5,7.5,4,4,28.14,16.99,12.21,18.58
2019-03-24-12,11.0,7.0,5,5,24.96,15.4,13.81,15.4
2019-03-24-13,9.78,7.5,3,3,19.65,15.4,11.68,11.15
2019-03-24-14,9.5,7.5,5,3,16.99,14.87,11.15,10.09
2019-03-24-15,9.89,8.0,5,4,12.21,15.93,10.62,10.09
2019-03-24-16,10.61,8.0,5,4,10.62,17.52,11.15,15.4
2019-03-24-17,12.67,10.5,4,3,10.62,19.65,11.15,15.93
2019-03-24-18,16.5,13.0,4,5,12.21,20.18,10.09,15.4
2019-03-24-19,19.5,13.0,5,4,15.4,21.24,10.62,16.99
2019-03-24-20,20.44,18.0,5,4,20.18,20.18,12.74,18.05
2019-03-24-21,23.17,17.5,6,4,23.9,19.65,17.52,12.74
2019-03-24-22,22.72,15.0,7,3,25.49,19.12,15.93,15.4
2019-03-24-23,20.83,12.0,6,4,32.39,18.05,21.24,18.58
2019-03-25-00,20.89,13.0,6,3,36.64,14.34,16.46,18.58
2019-03-25-01,20.56,11.0,6,3,37.17,12.74,16.46,21.77
2019-03-25-02,20.78,10.5,8,2,37.7,12.21,18.05,22.83
2019-03-25-03,20.33,10.0,6,2,39.29,12.74,12.74,21.24
2019-03-25-04,20.89,10.0,6,2,38.76,13.28,8.5,17.52
2019-03-25-05,25.33,13.0,6,2,37.7,15.4,8.5,13.81
2019-03-25-06,33.61,25.0,11,3,36.11,19.65,10.09,12.74
2019-03-25-07,42.39,43.5,16,7,35.05,29.74,12.74,16.46
2019-03-25-08,42.67,61.5,15,6,36.11,36.11,16.46,23.36
2019-03-25-09,38.22,33.5,8,5,29.74,43.01,17.52,27.61
2019-03-25-10,36.67,17.0,-999,4,14.34,42.48,18.58,23.9
2019-03-25-11,36.78,19.5,-999,3,6.9,35.58,15.4,22.83
2019-03-25-12,30.33,16.0,-999,5,4.25,26.02,12.21,26.55
2019-03-25-13,24.0,17.5,-999,3,3.72,25.49,9.03,24.43
2019-03-25-14,22.83,16.0,-999,4,3.72,23.9,5.31,23.9
2019-03-25-15,22.39,19.5,-999,4,4.25,28.67,4.25,24.43
2019-03-25-16,22.22,14.5,23,4,4.25,32.92,5.31,24.96
2019-03-25-17,23.56,16.0,24,4,4.78,32.39,5.84,24.96
2019-03-25-18,27.5,18.5,20,4,6.37,37.17,7.43,25.49
2019-03-25-19,31.0,20.0,12,5,11.15,47.26,7.97,24.43
2019-03-25-20,32.22,17.5,13,4,20.71,56.29,9.56,21.77
2019-03-25-21,33.11,18.0,14,3,22.3,58.41,15.4,23.9
2019-03-25-22,40.33,17.5,13,3,20.71,61.6,22.3,24.43
2019-03-25-23,41.11,14.5,17,2,20.71,57.88,24.43,23.36
2019-03-26-00,30.61,14.5,18,2,24.43,55.76,20.18,20.71
2019-03-26-01,23.39,10.0,10,-999,30.8,52.57,18.05,15.93
2019-03-26-02,19.0,8.5,11,1,33.45,49.91,15.93,15.93
2019-03-26-03,16.89,6.5,13,1,35.58,45.67,18.58,14.87
2019-03-26-04,18.56,7.0,15,1,32.92,44.07,13.28,16.99
2019-03-26-05,23.5,8.5,15,1,25.49,44.6,9.56,21.24
2019-03-26-06,32.94,12.0,19,1,26.55,43.54,9.03,24.96
2019-03-26-07,42.0,18.5,23,2,26.02,43.54,10.09,14.34
2019-03-26-08,40.89,22.0,25,4,23.36,40.89,10.09,14.34
2019-03-26-09,34.17,18.5,28,7,17.52,38.76,9.56,12.74
2019-03-26-10,34.22,17.5,28,5,16.46,35.58,9.56,13.28
2019-03-26-11,27.0,18.0,24,5,16.46,30.8,9.56,14.87
2019-03-26-12,15.71,17.0,38,4,15.93,29.2,11.15,15.93
2019-03-26-13,15.28,18.0,51,2,15.93,25.49,12.21,12.74
2019-03-26-14,16.22,19.0,47,4,15.93,22.83,10.62,14.87
2019-03-26-15,17.83,20.5,29,4,14.87,21.24,7.43,5.84
2019-03-26-16,20.12,25.0,22,4,15.93,21.77,8.5,6.9
2019-03-26-17,30.24,31.5,25,5,16.99,23.9,9.56,5.84
2019-03-26-18,41.67,41.0,28,4,19.12,26.55,9.56,8.5
2019-03-26-19,52.67,53.0,35,4,24.43,28.67,12.74,11.68
2019-03-26-20,65.78,36.5,32,3,27.61,29.2,15.4,19.65
2019-03-26-21,71.0,21.0,35,3,29.74,39.29,19.12,15.93
2019-03-26-22,71.17,17.0,31,4,26.55,40.89,21.77,20.18
2019-03-26-23,66.22,11.5,25,2,24.43,32.39,25.49,18.05
2019-03-27-00,56.28,12.5,26,1,25.49,26.02,32.39,18.05
2019-03-27-01,38.17,11.5,26,1,29.74,21.77,32.39,15.4
2019-03-27-02,26.67,13.0,42,1,32.92,20.18,23.9,12.74
2019-03-27-03,17.39,14.0,53,1,38.23,19.65,24.43,12.74
2019-03-27-04,17.0,16.5,45,1,40.36,20.71,22.83,12.74
2019-03-27-05,23.56,30.0,44,1,39.29,21.24,18.58,13.28
2019-03-27-06,32.89,44.0,41,1,41.95,22.83,16.99,21.24
2019-03-27-07,41.56,52.5,38,3,41.95,29.2,17.52,32.39
2019-03-27-08,39.0,44.0,42,6,42.48,35.58,18.58,35.58
2019-03-27-09,33.59,21.5,46,4,43.54,34.52,19.12,41.95
2019-03-27-10,28.71,21.5,48,5,41.42,31.33,14.87,26.55
2019-03-27-11,23.5,23.5,39,5,30.27,27.61,13.28,22.3
2019-03-27-12,18.94,15.0,11,4,13.81,26.02,12.21,18.05
2019-03-27-13,19.5,21.0,8,3,9.03,23.36,9.56,16.46
2019-03-27-14,19.72,15.0,8,3,8.5,23.9,11.15,14.34
2019-03-27-15,20.0,10.0,7,5,9.56,29.2,14.34,14.34
2019-03-27-16,21.17,11.0,10,4,12.21,35.58,13.81,29.74
2019-03-27-17,23.11,17.5,9,11,18.05,47.26,14.34,21.24
2019-03-27-18,24.22,24.0,7,6,39.29,54.69,18.05,25.49
2019-03-27-19,25.06,22.0,6,5,30.27,60.0,29.2,18.05
2019-03-27-20,24.44,19.0,5,6,23.36,60.0,32.92,18.58
2019-03-27-21,23.94,17.0,4,6,20.18,59.47,38.23,17.52
2019-03-27-22,23.94,20.0,4,6,19.65,55.76,40.89,13.28
2019-03-27-23,23.89,14.5,4,5,18.58,48.85,38.23,10.09
2019-03-28-00,24.0,8.5,4,5,17.52,44.6,37.17,10.62
2019-03-28-01,24.11,7.5,-999,3,15.93,46.73,35.05,26.55
2019-03-28-02,22.5,7.5,3,3,15.93,50.98,35.58,28.67
2019-03-28-03,17.94,7.0,3,3,14.87,56.82,31.86,31.33
2019-03-28-04,16.89,8.5,3,2,12.74,56.29,32.39,28.14
2019-03-28-05,22.5,9.5,4,2,10.62,55.76,28.67,31.86
2019-03-28-06,32.61,12.0,5,3,12.21,55.76,23.9,28.14
2019-03-28-07,39.17,27.5,6,5,18.05,55.22,20.71,30.8
2019-03-28-08,34.17,28.5,15,8,18.05,55.76,23.9,32.92
2019-03-28-09,28.83,17.0,15,7,16.99,54.69,24.43,31.86
2019-03-28-10,29.33,18.0,17,6,-999.0,-999.0,-999.0,-999.0
2019-03-28-11,27.94,20.0,24,3,11.68,29.74,23.36,24.43
2019-03-28-12,22.39,19.5,21,3,10.62,29.2,19.12,16.99
2019-03-28-13,21.41,18.0,21,3,10.62,23.36,13.28,4.25
2019-03-28-14,20.41,19.5,38,3,11.15,24.43,9.03,3.19
