,首爾,濟州,東京,沖繩,北京,上海,福州,廈門
2019-03-18-10,38.44,40.5,-999,17,143.0,14.0,30.0,81.0
2019-03-18-11,35.11,36.0,11,14,141.0,23.0,34.0,74.0
2019-03-18-12,33.44,37.0,9,16,148.0,23.0,35.0,62.0
2019-03-18-13,35.53,42.0,6,17,142.0,21.0,38.0,54.0
2019-03-18-14,45.38,40.0,11,18,158.0,25.0,35.0,52.0
2019-03-18-15,61.65,43.0,12,19,144.0,27.0,37.0,-999.0
2019-03-18-16,59.06,18.0,26,18,132.0,27.0,43.0,78.0
2019-03-18-17,45.76,17.5,18,18,145.0,26.0,46.0,46.0
2019-03-18-18,41.41,15.5,16,17,158.0,32.0,49.0,36.0
2019-03-18-19,37.72,15.5,20,18,147.0,36.0,50.0,38.0
2019-03-18-20,36.61,17.0,15,19,163.0,41.0,44.0,39.0
2019-03-18-21,36.33,16.0,31,21,173.0,45.0,49.0,41.0
2019-03-18-22,38.0,12.0,28,22,176.0,46.0,58.0,54.0
2019-03-18-23,39.06,12.0,35,20,180.0,49.0,74.0,36.0
2019-03-19-00,41.56,16.5,17,21,185.0,50.0,65.0,59.0
2019-03-19-01,42.39,12.5,18,20,192.0,37.0,57.0,63.0
2019-03-19-02,43.5,16.0,13,22,193.0,68.0,45.0,49.0
2019-03-19-03,42.39,15.5,13,19,188.0,55.0,30.0,38.0
2019-03-19-04,41.33,20.0,15,18,175.0,54.0,32.0,42.0
2019-03-19-05,41.83,35.5,9,19,168.0,-999.0,34.0,-999.0
2019-03-19-06,46.56,37.5,9,20,167.0,62.0,32.0,-999.0
2019-03-19-07,47.82,34.5,16,20,167.0,66.0,33.0,55.0
2019-03-19-08,57.47,41.5,20,22,184.0,72.0,40.0,68.0
2019-03-19-09,58.47,41.5,13,20,199.0,-999.0,58.0,71.0
2019-03-19-10,52.41,33.5,16,22,217.0,-999.0,63.0,68.0
2019-03-19-11,46.72,42.0,23,20,219.0,40.0,66.0,66.0
2019-03-19-12,55.0,54.0,30,21,213.0,32.0,71.0,60.0
2019-03-19-13,71.35,60.5,17,24,209.0,31.0,67.0,52.0
2019-03-19-14,85.12,68.5,17,23,184.0,29.0,61.0,47.0
2019-03-19-15,99.17,57.0,18,23,157.0,29.0,50.0,41.0
2019-03-19-16,98.0,62.0,10,17,135.0,34.0,49.0,34.0
2019-03-19-17,90.41,60.5,16,-999,113.0,38.0,43.0,41.0
2019-03-19-18,88.38,61.5,25,-999,124.0,43.0,45.0,28.0
2019-03-19-19,92.0,69.5,17,-999,130.0,43.0,45.0,31.0
2019-03-19-20,91.71,81.0,19,-999,140.0,38.0,41.0,29.0
2019-03-19-21,91.56,86.0,12,-999,153.0,38.0,47.0,29.0
2019-03-19-22,95.0,77.0,22,-999,155.0,32.0,53.0,32.0
2019-03-19-23,98.22,69.0,17,-999,130.0,30.0,62.0,40.0
2019-03-20-00,99.44,60.0,6,-999,126.0,25.0,59.0,46.0
2019-03-20-01,101.17,53.5,9,-999,120.0,22.0,50.0,45.0
2019-03-20-02,101.89,49.5,3,-999,109.0,21.0,47.0,54.0
2019-03-20-03,101.67,50.0,3,-999,101.0,15.0,43.0,55.0
2019-03-20-04,101.83,47.5,6,-999,102.0,21.0,34.0,54.0
2019-03-20-05,103.06,57.5,8,-999,94.0,22.0,43.0,56.0
2019-03-20-06,108.22,67.5,14,-999,99.0,26.0,42.0,65.0
2019-03-20-07,111.47,72.5,15,-999,100.0,32.0,61.0,68.0
2019-03-20-08,121.0,94.0,1,-999,141.0,41.0,63.0,72.0
2019-03-20-09,123.24,83.5,0,-999,128.0,37.0,50.0,68.0
2019-03-20-10,127.72,73.0,5,-999,123.0,35.0,47.0,80.0
2019-03-20-11,122.78,65.0,1,-999,118.0,37.0,63.0,74.0
2019-03-20-12,121.83,66.0,6,-999,107.0,47.0,69.0,80.0
2019-03-20-13,113.11,62.0,6,-999,117.0,56.0,65.0,66.0
2019-03-20-14,100.18,40.5,7,-999,119.0,59.0,65.0,75.0
2019-03-20-15,69.18,34.5,0,-999,127.0,69.0,65.0,94.0
2019-03-20-16,63.41,29.5,1,-999,111.0,69.0,67.0,67.0
2019-03-20-17,67.82,20.5,10,-999,71.0,72.0,87.0,64.0
2019-03-20-18,72.22,12.5,22,-999,50.0,82.0,71.0,69.0
2019-03-20-19,76.22,11.5,0,-999,76.0,88.0,70.0,58.0
2019-03-20-20,73.44,24.5,14,-999,73.0,103.0,78.0,44.0
2019-03-20-21,63.24,26.5,5,-999,78.0,80.0,76.0,46.0
2019-03-20-22,54.75,26.5,6,-999,64.0,76.0,77.0,42.0
2019-03-20-23,45.43,25.0,7,-999,59.0,62.0,80.0,39.0
2019-03-21-00,35.57,36.0,3,-999,57.0,64.0,86.0,37.0
2019-03-21-01,26.8,36.5,9,-999,48.0,72.0,91.0,47.0
2019-03-21-02,24.5,34.0,4,-999,38.0,-999.0,85.0,67.0
2019-03-21-03,15.43,46.5,2,-999,28.0,-999.0,88.0,72.0
2019-03-21-04,7.92,48.0,12,-999,29.0,-999.0,77.0,57.0
2019-03-21-05,7.93,33.5,0,-999,24.0,-999.0,63.0,69.0
2019-03-21-06,13.0,31.0,5,-999,28.0,-999.0,64.0,65.0
2019-03-21-07,21.0,27.0,3,-999,32.0,59.0,70.0,59.0
2019-03-21-08,31.29,35.0,1,-999,33.0,70.0,80.0,82.0
2019-03-21-09,38.93,32.5,9,-999,-999.0,-999.0,-999.0,-999.0
2019-03-21-10,39.33,35.0,17,-999,38.0,75.0,95.0,102.0
2019-03-21-11,36.33,30.0,12,-999,24.0,64.0,91.0,83.0
2019-03-21-12,33.94,29.0,20,-999,15.0,90.0,89.0,60.0
2019-03-21-13,31.11,35.5,14,-999,14.0,94.0,81.0,45.0
2019-03-21-14,38.94,41.0,11,-999,12.0,-999.0,96.0,29.0
2019-03-21-15,40.35,38.5,1,-999,14.0,-999.0,98.0,30.0
2019-03-21-16,44.88,40.0,10,-999,14.0,55.0,101.0,34.0
2019-03-21-17,51.44,37.5,5,-999,14.0,42.0,98.0,31.0
2019-03-21-18,53.11,49.0,17,-999,20.0,23.0,85.0,44.0
2019-03-21-19,45.72,47.0,18,-999,21.0,21.0,81.0,42.0
2019-03-21-20,44.56,53.0,21,-999,22.0,31.0,61.0,53.0
2019-03-21-21,45.53,60.0,27,-999,22.0,33.0,49.0,53.0
2019-03-21-22,47.18,53.5,37,-999,20.0,39.0,46.0,54.0
2019-03-21-23,42.06,43.0,45,-999,20.0,41.0,40.0,57.0
2019-03-22-00,36.83,43.5,20,-999,24.0,38.0,43.0,65.0
2019-03-22-01,31.78,46.0,38,-999,21.0,32.0,39.0,82.0
2019-03-22-02,29.61,44.0,22,-999,20.0,31.0,39.0,78.0
2019-03-22-03,27.28,44.0,36,-999,19.0,31.0,32.0,68.0
2019-03-22-04,26.78,46.5,23,-999,21.0,35.0,33.0,-999.0
2019-03-22-05,27.06,42.5,23,-999,23.0,38.0,37.0,-999.0
2019-03-22-06,30.0,41.5,24,-999,26.0,38.0,26.0,-999.0
2019-03-22-07,30.5,44.0,12,-999,27.0,42.0,25.0,-999.0
2019-03-22-08,32.89,41.5,4,-999,30.0,41.0,20.0,40.0
2019-03-22-09,40.5,38.5,13,-999,22.0,40.0,18.0,42.0
2019-03-22-10,49.44,34.5,20,-999,18.0,39.0,15.0,47.0
2019-03-22-11,55.31,36.5,16,-999,15.0,40.0,25.0,45.0
2019-03-22-12,61.47,31.0,22,-999,14.0,37.0,18.0,48.0
2019-03-22-13,59.61,34.0,20,-999,16.0,40.0,12.0,44.0
2019-03-22-14,56.67,32.5,21,-999,19.0,36.0,7.0,29.0
2019-03-22-15,53.22,35.5,40,-999,23.0,35.0,9.0,28.0
2019-03-22-16,50.88,39.0,21,-999,30.0,35.0,10.0,32.0
2019-03-22-17,45.24,48.5,32,-999,26.0,33.0,10.0,32.0
2019-03-22-18,34.83,53.0,27,-999,30.0,32.0,13.0,34.0
2019-03-22-19,25.17,46.0,19,-999,49.0,34.0,12.0,29.0
2019-03-22-20,19.73,36.0,14,-999,70.0,34.0,18.0,25.0
2019-03-22-21,17.56,29.5,0,-999,72.0,29.0,19.0,19.0
2019-03-22-22,18.17,27.0,1,-999,64.0,26.0,23.0,14.0
2019-03-22-23,17.39,27.0,15,-999,50.0,23.0,32.0,14.0
2019-03-23-00,18.11,25.0,0,-999,50.0,16.0,35.0,10.0
2019-03-23-01,18.56,23.0,16,-999,43.0,17.0,35.0,16.0
2019-03-23-02,19.5,22.5,14,-999,36.0,16.0,31.0,16.0
2019-03-23-03,19.88,21.5,24,-999,24.0,23.0,27.0,18.0
2019-03-23-04,20.94,23.0,16,-999,20.0,22.0,26.0,19.0
2019-03-23-05,22.11,21.0,3,-999,21.0,22.0,30.0,21.0
2019-03-23-06,24.89,23.0,6,-999,19.0,26.0,27.0,24.0
2019-03-23-07,27.67,24.0,7,-999,22.0,30.0,32.0,28.0
2019-03-23-08,28.29,27.0,5,-999,27.0,33.0,39.0,29.0
2019-03-23-09,27.89,29.5,5,-999,26.0,37.0,31.0,35.0
2019-03-23-10,30.65,35.5,24,40,22.0,39.0,30.0,39.0
2019-03-23-11,29.53,33.5,16,37,20.0,43.0,30.0,41.0
2019-03-23-12,25.62,36.0,20,37,17.0,48.0,32.0,45.0
2019-03-23-13,21.88,36.0,11,36,15.0,49.0,26.0,49.0
2019-03-23-14,27.65,37.5,22,31,14.0,46.0,37.0,47.0
2019-03-23-15,25.83,38.5,21,22,14.0,49.0,46.0,46.0
2019-03-23-16,22.06,53.0,17,19,20.0,52.0,31.0,53.0
2019-03-23-17,17.71,72.0,15,23,28.0,54.0,31.0,56.0
2019-03-23-18,21.59,49.5,9,19,39.0,59.0,26.0,53.0
2019-03-23-19,27.83,37.0,0,21,51.0,58.0,28.0,41.0
2019-03-23-20,26.5,34.5,9,27,61.0,57.0,23.0,32.0
2019-03-23-21,24.29,31.5,13,32,59.0,59.0,20.0,25.0
2019-03-23-22,23.65,30.0,3,31,59.0,78.0,14.0,26.0
2019-03-23-23,24.28,29.5,4,30,60.0,81.0,15.0,23.0
2019-03-24-00,25.72,25.5,9,28,67.0,72.0,13.0,18.0
2019-03-24-01,24.33,24.5,14,29,73.0,35.0,18.0,15.0
2019-03-24-02,24.12,25.5,14,26,78.0,33.0,19.0,14.0
2019-03-24-03,23.28,22.5,8,23,81.0,33.0,20.0,21.0
2019-03-24-04,24.17,25.0,8,24,80.0,34.0,20.0,27.0
2019-03-24-05,25.67,25.0,12,22,84.0,36.0,22.0,6.0
2019-03-24-06,27.72,24.5,13,23,82.0,41.0,25.0,20.0
2019-03-24-07,30.44,26.5,19,20,83.0,47.0,32.0,16.0
2019-03-24-08,36.72,27.0,14,16,84.0,53.0,40.0,18.0
2019-03-24-09,41.33,27.0,9,13,90.0,52.0,52.0,22.0
2019-03-24-10,40.56,26.0,13,13,95.0,57.0,68.0,27.0
2019-03-24-11,36.72,26.0,6,14,89.0,62.0,60.0,26.0
2019-03-24-12,30.94,26.5,5,16,80.0,61.0,61.0,24.0
2019-03-24-13,26.39,25.5,8,17,74.0,61.0,54.0,31.0
2019-03-24-14,24.88,23.0,6,18,75.0,59.0,50.0,36.0
2019-03-24-15,24.11,23.5,0,20,70.0,62.0,63.0,35.0
2019-03-24-16,23.83,24.0,3,18,70.0,63.0,61.0,47.0
2019-03-24-17,20.39,23.5,4,18,78.0,68.0,58.0,38.0
2019-03-24-18,22.88,26.5,9,17,90.0,63.0,54.0,30.0
2019-03-24-19,23.71,30.0,4,16,98.0,63.0,47.0,30.0
2019-03-24-20,23.0,31.0,9,19,109.0,62.0,43.0,37.0
2019-03-24-21,21.56,22.0,9,17,108.0,59.0,-999.0,36.0
2019-03-24-22,23.56,19.5,7,17,107.0,56.0,-999.0,30.0
2019-03-24-23,21.11,17.0,8,17,107.0,53.0,-999.0,27.0
2019-03-25-00,21.06,26.5,3,16,102.0,48.0,-999.0,24.0
2019-03-25-01,19.89,32.0,14,21,106.0,44.0,-999.0,33.0
2019-03-25-02,22.28,37.0,2,23,113.0,43.0,-999.0,45.0
2019-03-25-03,23.67,45.0,5,21,105.0,46.0,-999.0,46.0
2019-03-25-04,23.11,43.5,10,22,105.0,51.0,-999.0,55.0
2019-03-25-05,23.44,54.5,0,27,99.0,47.0,-999.0,42.0
2019-03-25-06,24.5,46.5,9,24,95.0,47.0,-999.0,47.0
2019-03-25-07,28.5,47.0,9,27,90.0,48.0,-999.0,-999.0
2019-03-25-08,33.56,53.0,7,26,103.0,-999.0,-999.0,29.0
2019-03-25-09,38.67,39.0,2,28,74.0,53.0,20.0,32.0
2019-03-25-10,46.89,32.5,-999,32,46.0,-999.0,26.0,34.0
2019-03-25-11,54.47,29.5,-999,30,35.0,-999.0,27.0,26.0
2019-03-25-12,66.76,31.0,-999,27,31.0,-999.0,28.0,31.0
2019-03-25-13,75.25,26.0,-999,26,25.0,-999.0,21.0,20.0
2019-03-25-14,78.59,27.5,-999,24,31.0,46.0,13.0,-999.0
2019-03-25-15,74.93,27.5,6,22,36.0,52.0,15.0,28.0
2019-03-25-16,75.19,29.5,14,24,32.0,58.0,19.0,24.0
2019-03-25-17,72.18,25.5,15,23,34.0,63.0,23.0,27.0
2019-03-25-18,66.0,19.5,17,23,34.0,65.0,24.0,15.0
2019-03-25-19,57.33,24.0,13,22,41.0,78.0,26.0,37.0
2019-03-25-20,51.39,17.5,17,24,52.0,92.0,26.0,29.0
2019-03-25-21,43.61,20.0,20,22,54.0,96.0,31.0,22.0
2019-03-25-22,44.44,21.5,3,22,45.0,106.0,49.0,40.0
2019-03-25-23,46.83,24.5,9,24,42.0,108.0,55.0,55.0
2019-03-26-00,44.78,36.5,12,24,40.0,-999.0,24.0,55.0
2019-03-26-01,39.94,47.5,7,25,41.0,-999.0,27.0,80.0
2019-03-26-02,40.33,57.0,3,24,51.0,86.0,33.0,122.0
2019-03-26-03,46.5,44.0,18,25,55.0,74.0,-999.0,76.0
2019-03-26-04,55.28,37.5,4,26,64.0,78.0,-999.0,71.0
2019-03-26-05,65.61,47.0,9,23,72.0,76.0,-999.0,69.0
2019-03-26-06,76.39,45.5,7,26,71.0,76.0,-999.0,53.0
2019-03-26-07,81.72,60.0,6,25,71.0,87.0,40.0,62.0
2019-03-26-08,82.82,78.0,15,27,76.0,58.0,34.0,69.0
2019-03-26-09,80.82,89.0,13,26,80.0,58.0,34.0,67.0
2019-03-26-10,80.59,103.5,19,26,92.0,53.0,40.0,54.0
2019-03-26-11,73.12,115.0,12,26,113.0,41.0,42.0,67.0
2019-03-26-12,52.33,113.5,17,25,118.0,45.0,40.0,60.0
2019-03-26-13,44.83,115.0,21,24,134.0,49.0,48.0,64.0
2019-03-26-14,43.89,118.5,19,26,182.0,55.0,49.0,40.0
2019-03-26-15,41.61,119.5,10,27,193.0,61.0,46.0,33.0
2019-03-26-16,42.18,126.5,13,26,181.0,64.0,51.0,21.0
2019-03-26-17,48.38,125.5,25,28,173.0,54.0,46.0,22.0
2019-03-26-18,60.06,128.5,13,26,167.0,51.0,43.0,27.0
2019-03-26-19,57.53,129.0,16,27,163.0,47.0,40.0,27.0
2019-03-26-20,63.28,100.5,10,26,174.0,59.0,41.0,37.0
2019-03-26-21,57.81,70.0,3,30,176.0,62.0,46.0,44.0
2019-03-26-22,61.72,68.5,11,31,164.0,62.0,54.0,44.0
2019-03-26-23,62.0,63.5,9,31,145.0,57.0,60.0,43.0
2019-03-27-00,68.44,55.5,17,32,134.0,52.0,66.0,49.0
2019-03-27-01,72.44,54.5,18,29,131.0,49.0,64.0,52.0
2019-03-27-02,86.61,54.5,24,32,125.0,45.0,48.0,49.0
2019-03-27-03,93.39,50.0,21,32,128.0,45.0,47.0,47.0
2019-03-27-04,92.06,48.5,20,31,134.0,49.0,46.0,47.0
2019-03-27-05,94.83,49.0,17,30,135.0,53.0,42.0,49.0
2019-03-27-06,102.0,54.5,23,30,138.0,-999.0,41.0,54.0
2019-03-27-07,106.17,56.5,28,26,159.0,55.0,47.0,58.0
2019-03-27-08,105.89,65.5,35,30,175.0,56.0,52.0,70.0
2019-03-27-09,98.89,62.5,20,32,188.0,62.0,58.0,92.0
2019-03-27-10,94.78,62.5,22,31,173.0,67.0,51.0,81.0
2019-03-27-11,89.56,70.0,24,29,115.0,69.0,47.0,91.0
2019-03-27-12,90.61,64.0,1,30,49.0,67.0,59.0,74.0
2019-03-27-13,88.22,67.0,12,31,40.0,62.0,44.0,59.0
2019-03-27-14,90.56,55.0,22,33,38.0,61.0,55.0,57.0
2019-03-27-15,81.24,33.0,31,33,44.0,62.0,77.0,44.0
2019-03-27-16,81.83,30.0,16,36,55.0,49.0,86.0,55.0
2019-03-27-17,81.78,61.0,16,37,81.0,38.0,80.0,44.0
2019-03-27-18,85.12,54.0,8,34,324.0,44.0,85.0,55.0
2019-03-27-19,96.61,62.5,14,34,240.0,50.0,95.0,56.0
2019-03-27-20,107.44,62.5,2,35,185.0,57.0,99.0,44.0
2019-03-27-21,111.28,54.5,4,37,161.0,60.0,105.0,43.0
2019-03-27-22,115.0,62.5,2,41,131.0,-999.0,126.0,39.0
2019-03-27-23,119.18,46.0,18,40,108.0,-999.0,147.0,61.0
2019-03-28-00,129.94,32.0,31,37,95.0,42.0,191.0,38.0
2019-03-28-01,136.33,33.0,24,34,89.0,47.0,155.0,45.0
2019-03-28-02,138.89,38.0,23,34,83.0,50.0,124.0,57.0
2019-03-28-03,125.28,46.5,14,35,82.0,56.0,94.0,61.0
2019-03-28-04,113.61,56.5,24,31,78.0,76.0,102.0,62.0
2019-03-28-05,102.0,56.5,12,24,70.0,75.0,99.0,75.0
2019-03-28-06,97.28,70.5,28,26,60.0,75.0,86.0,75.0
2019-03-28-07,91.89,70.5,21,25,66.0,86.0,81.0,69.0
2019-03-28-08,87.17,73.0,15,23,69.0,93.0,90.0,87.0
2019-03-28-09,91.78,80.5,17,19,69.0,108.0,93.0,85.0
2019-03-28-10,97.94,95.5,1,17,-999.0,-999.0,-999.0,-999.0
2019-03-28-11,91.39,103.0,23,11,46.0,138.0,81.0,63.0
2019-03-28-12,72.76,105.0,11,13,46.0,-999.0,71.0,51.0
2019-03-28-13,59.89,101.0,13,13,53.0,-999.0,81.0,37.0
2019-03-28-14,58.39,103.0,20,18,60.0,44.0,75.0,24.0
2019-03-28-15,59.67,100.0,25,24,59.0,-999.0,89.0,25.0
2019-03-28-16,60.76,100.0,16,31,60.0,-999.0,103.0,33.0
2019-03-28-17,55.06,104.5,9,20,58.0,52.0,92.0,38.0
2019-03-28-18,54.17,99.5,9,28,63.0,-999.0,82.0,40.0
2019-03-28-19,48.78,104.0,11,22,65.0,-999.0,78.0,46.0
2019-03-28-20,43.17,97.0,7,12,69.0,-999.0,70.0,43.0
2019-03-28-21,42.12,100.0,11,12,71.0,-999.0,73.0,44.0
2019-03-28-22,43.94,97.5,6,8,64.0,-999.0,65.0,51.0
2019-03-28-23,41.33,95.0,12,8,64.0,-999.0,53.0,45.0
2019-03-29-00,42.56,83.0,6,8,60.0,31.0,40.0,47.0
2019-03-29-01,40.56,82.5,13,7,53.0,60.0,34.0,52.0
2019-03-29-02,38.72,99.5,8,4,48.0,75.0,30.0,68.0
2019-03-29-03,34.44,94.0,0,4,45.0,85.0,30.0,57.0
2019-03-29-04,32.83,86.0,3,6,45.0,67.0,28.0,58.0
2019-03-29-05,30.11,88.5,9,5,49.0,-999.0,29.0,56.0
2019-03-29-06,29.67,85.5,6,7,61.0,75.0,36.0,62.0
2019-03-29-07,31.72,60.5,2,8,76.0,57.0,42.0,56.0
2019-03-29-08,32.06,63.5,1,7,91.0,59.0,50.0,71.0
2019-03-29-09,33.94,60.5,0,5,86.0,56.0,62.0,70.0
2019-03-29-10,37.44,56.5,0,6,82.0,55.0,72.0,50.0
2019-03-29-11,38.33,52.0,0,8,72.0,49.0,76.0,45.0
2019-03-29-12,39.28,55.5,8,11,62.0,44.0,79.0,44.0
2019-03-29-13,40.72,61.0,1,14,66.0,44.0,66.0,13.0
2019-03-29-14,47.28,45.0,0,12,72.0,47.0,47.0,29.0
2019-03-29-15,52.5,41.0,13,13,85.0,52.0,42.0,30.0
2019-03-29-16,53.72,35.0,1,13,82.0,56.0,43.0,39.0
2019-03-29-17,47.41,33.0,0,11,215.0,60.0,27.0,43.0
2019-03-29-18,45.53,31.5,1,13,380.0,58.0,20.0,43.0
2019-03-29-19,41.17,37.5,4,11,285.0,64.0,15.0,58.0
2019-03-29-20,36.89,38.0,7,10,116.0,69.0,10.0,44.0
2019-03-29-21,37.06,34.5,0,12,57.0,73.0,9.0,18.0
2019-03-29-22,37.44,38.5,12,11,38.0,72.0,12.0,13.0
2019-03-29-23,36.89,43.5,0,9,25.0,70.0,13.0,13.0
2019-03-30-00,37.18,49.0,2,10,24.0,67.0,15.0,16.0
2019-03-30-01,31.22,51.0,4,9,26.0,63.0,13.0,23.0
2019-03-30-02,27.18,55.5,3,12,20.0,62.0,14.0,34.0
2019-03-30-03,24.73,53.0,10,9,24.0,60.0,15.0,32.0
2019-03-30-04,24.73,47.5,6,10,29.0,63.0,15.0,36.0
2019-03-30-05,24.0,51.0,14,9,24.0,61.0,17.0,40.0
2019-03-30-06,28.75,44.0,4,12,25.0,68.0,14.0,44.0
2019-03-30-07,32.17,31.5,3,20,24.0,71.0,22.0,41.0
2019-03-30-08,36.27,33.0,8,22,24.0,87.0,19.0,42.0
2019-03-30-09,38.06,37.0,8,15,20.0,92.0,21.0,65.0
2019-03-30-10,41.47,38.0,16,10,28.0,105.0,24.0,49.0
2019-03-30-11,41.18,33.5,0,8,26.0,111.0,20.0,53.0
2019-03-30-12,45.61,31.5,-999,9,36.0,140.0,39.0,58.0
2019-03-30-13,45.33,34.0,14,8,33.0,129.0,28.0,52.0
2019-03-30-14,46.06,33.5,14,8,30.0,65.0,29.0,43.0
2019-03-30-15,38.76,38.0,12,11,28.0,64.0,27.0,46.0
2019-03-30-16,34.44,43.5,0,10,25.0,78.0,48.0,26.0
2019-03-30-17,30.69,62.0,17,10,26.0,78.0,51.0,21.0
2019-03-30-18,29.83,66.5,21,12,25.0,66.0,39.0,27.0
2019-03-30-19,32.39,68.0,22,12,22.0,53.0,58.0,21.0
2019-03-30-20,38.12,57.5,9,11,22.0,51.0,47.0,18.0
2019-03-30-21,39.11,48.5,19,13,23.0,50.0,43.0,23.0
2019-03-30-22,38.0,48.0,21,13,23.0,46.0,42.0,27.0
2019-03-30-23,35.31,39.5,7,9,27.0,47.0,33.0,29.0
2019-03-31-00,32.56,38.5,6,10,29.0,44.0,32.0,30.0
2019-03-31-01,33.65,46.5,11,13,31.0,34.0,36.0,40.0
2019-03-31-02,32.88,53.5,5,11,32.0,33.0,43.0,44.0
2019-03-31-03,32.65,67.5,10,9,31.0,39.0,56.0,43.0
2019-03-31-04,34.0,69.5,3,8,29.0,46.0,62.0,39.0
2019-03-31-05,36.0,66.5,6,9,25.0,55.0,92.0,47.0
2019-03-31-06,42.06,56.5,11,10,31.0,67.0,87.0,54.0
2019-03-31-07,48.78,55.0,9,9,34.0,63.0,85.0,67.0
2019-03-31-08,60.22,52.0,9,8,42.0,61.0,76.0,74.0
2019-03-31-09,63.72,44.0,6,9,32.0,58.0,83.0,83.0
2019-03-31-10,67.56,44.5,0,9,23.0,58.0,82.0,93.0
2019-03-31-11,72.83,41.0,17,10,17.0,53.0,80.0,95.0
2019-03-31-12,79.83,46.0,7,9,20.0,47.0,77.0,92.0
2019-03-31-13,72.5,43.0,15,9,19.0,55.0,73.0,91.0
2019-03-31-14,64.22,41.0,17,8,21.0,55.0,69.0,85.0
2019-03-31-15,46.5,38.0,26,9,25.0,53.0,69.0,86.0
2019-03-31-16,28.11,36.0,21,8,34.0,51.0,67.0,82.0
2019-03-31-17,23.83,35.0,21,9,33.0,53.0,66.0,91.0
2019-03-31-18,24.11,34.5,26,10,36.0,58.0,61.0,88.0
2019-03-31-19,23.82,31.5,25,8,37.0,51.0,61.0,83.0
2019-03-31-20,20.22,35.5,24,9,36.0,46.0,63.0,74.0
2019-03-31-21,20.5,33.5,22,9,35.0,44.0,54.0,65.0
2019-03-31-22,23.67,24.5,18,8,42.0,43.0,47.0,66.0
2019-03-31-23,24.33,26.0,20,10,22.0,42.0,47.0,55.0
2019-04-01-00,25.5,23.5,30,11,27.0,43.0,47.0,44.0
2019-04-01-01,23.39,25.5,7,15,28.0,42.0,53.0,39.0
2019-04-01-02,22.17,26.0,3,14,33.0,36.0,38.0,37.0
2019-04-01-03,19.83,27.0,4,17,27.0,35.0,32.0,39.0
2019-04-01-04,19.33,24.5,11,18,33.0,35.0,33.0,39.0
2019-04-01-05,21.83,27.5,12,18,38.0,39.0,31.0,39.0
2019-04-01-06,23.17,30.0,4,18,36.0,43.0,27.0,27.0
2019-04-01-07,24.39,32.5,3,20,50.0,53.0,27.0,22.0
2019-04-01-08,27.17,31.0,0,20,46.0,57.0,31.0,22.0
2019-04-01-09,28.94,29.0,2,17,32.0,56.0,33.0,24.0
2019-04-01-10,23.78,32.5,0,18,30.0,64.0,26.0,44.0
2019-04-01-11,18.89,35.5,8,17,23.0,60.0,26.0,43.0
2019-04-01-12,18.56,34.5,4,17,13.0,53.0,24.0,45.0
2019-04-01-13,19.5,36.0,4,16,17.0,55.0,25.0,35.0
2019-04-01-14,23.69,32.5,19,12,18.0,55.0,19.0,39.0
2019-04-01-15,25.75,33.0,5,12,24.0,60.0,24.0,54.0
2019-04-01-16,28.59,33.0,7,12,25.0,67.0,33.0,32.0
2019-04-01-17,26.59,42.5,8,15,35.0,77.0,41.0,31.0
2019-04-01-18,26.06,52.5,7,15,41.0,76.0,38.0,35.0
2019-04-01-19,26.82,55.5,6,15,44.0,80.0,41.0,41.0
2019-04-01-20,27.33,54.0,2,12,55.0,89.0,43.0,41.0
2019-04-01-21,26.67,59.0,3,12,64.0,82.0,49.0,38.0
2019-04-01-22,25.72,52.5,0,10,74.0,67.0,46.0,41.0
2019-04-01-23,24.06,57.5,8,10,95.0,62.0,44.0,35.0
2019-04-02-00,23.06,64.5,6,12,92.0,56.0,45.0,37.0
2019-04-02-01,22.72,71.5,5,11,83.0,52.0,43.0,41.0
2019-04-02-02,23.47,79.5,3,12,76.0,48.0,42.0,36.0
2019-04-02-03,23.72,88.5,0,12,71.0,48.0,45.0,29.0
2019-04-02-04,25.89,91.0,9,13,74.0,49.0,40.0,30.0
2019-04-02-05,26.89,90.0,5,14,76.0,53.0,43.0,28.0
2019-04-02-06,28.56,72.0,12,15,93.0,55.0,45.0,35.0
2019-04-02-07,31.56,46.5,6,14,94.0,61.0,43.0,31.0
2019-04-02-08,34.17,42.5,9,17,89.0,67.0,56.0,31.0
2019-04-02-09,35.0,36.0,10,17,84.0,75.0,62.0,34.0
2019-04-02-10,31.94,28.0,6,16,72.0,72.0,69.0,41.0
2019-04-02-11,35.72,32.0,17,16,65.0,62.0,69.0,49.0
2019-04-02-12,37.11,27.0,3,18,39.0,54.0,60.0,49.0
2019-04-02-13,34.56,32.0,12,18,21.0,59.0,56.0,48.0
2019-04-02-14,33.35,29.0,7,17,24.0,63.0,59.0,47.0
2019-04-02-15,31.61,27.5,9,20,24.0,64.0,53.0,46.0
2019-04-02-16,37.61,27.0,7,19,23.0,72.0,50.0,53.0
2019-04-02-17,39.71,27.5,8,18,23.0,67.0,44.0,57.0
2019-04-02-18,36.69,26.5,8,19,25.0,65.0,50.0,61.0
2019-04-02-19,34.0,27.5,6,21,35.0,70.0,53.0,63.0
2019-04-02-20,34.59,32.5,5,21,65.0,77.0,54.0,68.0
2019-04-02-21,35.39,33.5,10,20,81.0,81.0,50.0,53.0
2019-04-02-22,34.33,28.5,9,19,95.0,78.0,45.0,54.0
