,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-06-14-00,302.0,50.0,150.0,20.0,40.0,20.0,160.0,140.0
2019-06-14-01,-999.0,-999.0,130.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-06-14-02,-999.0,-999.0,140.0,220.0,-999.0,-999.0,-999.0,-999.0
2019-06-14-03,326.0,50.0,140.0,220.0,40.0,70.0,360.0,90.0
2019-06-14-04,-999.0,-999.0,150.0,210.0,-999.0,-999.0,-999.0,-999.0
2019-06-14-05,-999.0,-999.0,150.0,220.0,-999.0,-999.0,-999.0,-999.0
2019-06-14-06,311.0,50.0,140.0,220.0,110.0,40.0,140.0,140.0
2019-06-14-07,-999.0,-999.0,160.0,210.0,-999.0,-999.0,-999.0,-999.0
2019-06-14-08,-999.0,-999.0,150.0,220.0,-999.0,-999.0,-999.0,-999.0
2019-06-14-09,281.0,50.0,160.0,230.0,200.0,70.0,160.0,90.0
2019-06-14-10,-999.0,-999.0,140.0,260.0,-999.0,-999.0,-999.0,-999.0
2019-06-14-11,-999.0,-999.0,150.0,240.0,-999.0,-999.0,-999.0,-999.0
2019-06-14-12,290.0,110.0,160.0,250.0,160.0,70.0,110.0,110.0
2019-06-14-13,-999.0,-999.0,160.0,300.0,-999.0,-999.0,-999.0,-999.0
2019-06-14-14,-999.0,-999.0,140.0,310.0,-999.0,-999.0,-999.0,-999.0
2019-06-14-15,313.0,160.0,130.0,300.0,90.0,90.0,320.0,90.0
2019-06-14-16,-999.0,-999.0,130.0,310.0,-999.0,-999.0,-999.0,-999.0
2019-06-14-17,-999.0,-999.0,140.0,300.0,-999.0,-999.0,-999.0,-999.0
2019-06-14-18,303.0,270.0,50.0,310.0,70.0,270.0,320.0,70.0
2019-06-14-19,-999.0,-999.0,190.0,310.0,-999.0,-999.0,-999.0,-999.0
2019-06-14-20,-999.0,-999.0,80.0,300.0,-999.0,-999.0,-999.0,-999.0
2019-06-14-21,338.0,250.0,80.0,300.0,70.0,250.0,340.0,90.0
2019-06-14-22,-999.0,-999.0,60.0,300.0,-999.0,-999.0,-999.0,-999.0
2019-06-14-23,-999.0,-999.0,40.0,300.0,-999.0,-999.0,-999.0,-999.0
