,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-08-11-00,88.0,140.0,140.0,190.0,20.0,220.0,290.0,250.0
2019-08-11-01,-999.0,-999.0,130.0,190.0,-999.0,-999.0,-999.0,-999.0
2019-08-11-02,-999.0,-999.0,140.0,210.0,-999.0,-999.0,-999.0,-999.0
2019-08-11-03,102.0,90.0,160.0,170.0,40.0,220.0,320.0,250.0
2019-08-11-04,-999.0,-999.0,160.0,190.0,-999.0,-999.0,-999.0,-999.0
2019-08-11-05,-999.0,-999.0,90.0,190.0,-999.0,-999.0,-999.0,-999.0
2019-08-11-06,129.0,160.0,130.0,190.0,40.0,250.0,320.0,160.0
2019-08-11-07,-999.0,-999.0,130.0,180.0,-999.0,-999.0,-999.0,-999.0
2019-08-11-08,-999.0,-999.0,120.0,150.0,-999.0,-999.0,-999.0,-999.0
2019-08-11-09,102.0,160.0,130.0,130.0,20.0,270.0,140.0,250.0
2019-08-11-10,-999.0,-999.0,140.0,340.0,-999.0,-999.0,-999.0,-999.0
2019-08-11-11,-999.0,-999.0,130.0,90.0,-999.0,-999.0,-999.0,-999.0
2019-08-11-12,100.0,160.0,150.0,90.0,20.0,220.0,270.0,250.0
2019-08-11-13,-999.0,-999.0,100.0,90.0,-999.0,-999.0,-999.0,-999.0
2019-08-11-14,-999.0,-999.0,150.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-08-11-15,82.0,200.0,90.0,100.0,20.0,270.0,-999.0,290.0
2019-08-11-16,-999.0,-999.0,70.0,90.0,-999.0,-999.0,-999.0,-999.0
2019-08-11-17,-999.0,-999.0,120.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-08-11-18,103.0,180.0,140.0,110.0,40.0,220.0,290.0,250.0
2019-08-11-19,-999.0,-999.0,160.0,90.0,-999.0,-999.0,-999.0,-999.0
2019-08-11-20,-999.0,-999.0,80.0,80.0,-999.0,-999.0,-999.0,-999.0
2019-08-11-21,114.0,340.0,70.0,70.0,360.0,250.0,200.0,220.0
2019-08-11-22,-999.0,-999.0,50.0,60.0,-999.0,-999.0,-999.0,-999.0
2019-08-11-23,-999.0,-999.0,30.0,40.0,-999.0,-999.0,-999.0,-999.0
