,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-09-08-00,140.0,110.0,150.0,130.0,20.0,180.0,250.0,250.0
2019-09-08-01,-999.0,-999.0,150.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-09-08-02,-999.0,-999.0,50.0,150.0,-999.0,-999.0,-999.0,-999.0
2019-09-08-03,168.0,90.0,130.0,160.0,360.0,90.0,160.0,220.0
2019-09-08-04,-999.0,-999.0,130.0,130.0,-999.0,-999.0,-999.0,-999.0
2019-09-08-05,-999.0,-999.0,110.0,130.0,-999.0,-999.0,-999.0,-999.0
2019-09-08-06,208.0,50.0,130.0,360.0,220.0,70.0,160.0,140.0
2019-09-08-07,-999.0,-999.0,110.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-09-08-08,-999.0,-999.0,110.0,330.0,-999.0,-999.0,-999.0,-999.0
2019-09-08-09,233.0,70.0,100.0,310.0,200.0,70.0,140.0,140.0
2019-09-08-10,-999.0,-999.0,100.0,240.0,-999.0,-999.0,-999.0,-999.0
2019-09-08-11,-999.0,-999.0,80.0,210.0,-999.0,-999.0,-999.0,-999.0
2019-09-08-12,221.0,70.0,80.0,210.0,200.0,40.0,160.0,160.0
2019-09-08-13,-999.0,-999.0,70.0,200.0,-999.0,-999.0,-999.0,-999.0
2019-09-08-14,-999.0,-999.0,80.0,200.0,-999.0,-999.0,-999.0,-999.0
2019-09-08-15,278.0,50.0,50.0,220.0,200.0,360.0,160.0,290.0
2019-09-08-16,-999.0,-999.0,60.0,190.0,-999.0,-999.0,-999.0,-999.0
2019-09-08-17,-999.0,-999.0,40.0,180.0,-999.0,-999.0,-999.0,-999.0
2019-09-08-18,252.0,70.0,40.0,170.0,110.0,360.0,160.0,70.0
2019-09-08-19,-999.0,-999.0,10.0,170.0,-999.0,-999.0,-999.0,-999.0
2019-09-08-20,-999.0,-999.0,310.0,220.0,-999.0,-999.0,-999.0,-999.0
2019-09-08-21,322.0,90.0,300.0,240.0,70.0,290.0,160.0,20.0
2019-09-08-22,-999.0,-999.0,290.0,130.0,-999.0,-999.0,-999.0,-999.0
2019-09-08-23,-999.0,-999.0,260.0,110.0,-999.0,-999.0,-999.0,-999.0
