,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-06-16-00,87.0,290.0,200.0,330.0,70.0,140.0,320.0,110.0
2019-06-16-01,-999.0,-999.0,220.0,300.0,-999.0,-999.0,-999.0,-999.0
2019-06-16-02,-999.0,-999.0,200.0,300.0,-999.0,-999.0,-999.0,-999.0
2019-06-16-03,170.0,290.0,200.0,310.0,40.0,160.0,180.0,20.0
2019-06-16-04,-999.0,-999.0,170.0,320.0,-999.0,-999.0,-999.0,-999.0
2019-06-16-05,-999.0,-999.0,220.0,310.0,-999.0,-999.0,-999.0,-999.0
2019-06-16-06,267.0,270.0,200.0,320.0,180.0,70.0,180.0,140.0
2019-06-16-07,-999.0,-999.0,330.0,310.0,-999.0,-999.0,-999.0,-999.0
2019-06-16-08,-999.0,-999.0,290.0,320.0,-999.0,-999.0,-999.0,-999.0
2019-06-16-09,297.0,290.0,320.0,340.0,160.0,70.0,140.0,110.0
2019-06-16-10,-999.0,-999.0,320.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-06-16-11,-999.0,-999.0,310.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-06-16-12,280.0,270.0,320.0,360.0,90.0,70.0,340.0,110.0
2019-06-16-13,-999.0,-999.0,310.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-06-16-14,-999.0,-999.0,320.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-06-16-15,193.0,200.0,320.0,60.0,180.0,140.0,320.0,70.0
2019-06-16-16,-999.0,-999.0,290.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-06-16-17,-999.0,-999.0,300.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-06-16-18,273.0,200.0,290.0,80.0,180.0,160.0,320.0,40.0
2019-06-16-19,-999.0,-999.0,340.0,60.0,-999.0,-999.0,-999.0,-999.0
2019-06-16-20,-999.0,-999.0,290.0,50.0,-999.0,-999.0,-999.0,-999.0
2019-06-16-21,226.0,180.0,300.0,90.0,140.0,140.0,290.0,20.0
2019-06-16-22,-999.0,-999.0,310.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-06-16-23,-999.0,-999.0,290.0,120.0,-999.0,-999.0,-999.0,-999.0
