,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-01-18-00,13.0,290.0,330.0,40.0,40.0,360.0,360.0,360.0
2019-01-18-01,-999.0,-999.0,320.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-01-18-02,-999.0,-999.0,320.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-01-18-03,190.0,360.0,320.0,60.0,90.0,140.0,360.0,360.0
2019-01-18-04,-999.0,-999.0,320.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-01-18-05,-999.0,-999.0,340.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-01-18-06,271.0,320.0,350.0,20.0,220.0,140.0,340.0,20.0
2019-01-18-07,-999.0,-999.0,350.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-01-18-08,-999.0,-999.0,340.0,50.0,-999.0,-999.0,-999.0,-999.0
2019-01-18-09,285.0,270.0,340.0,50.0,270.0,160.0,360.0,90.0
2019-01-18-10,-999.0,-999.0,320.0,60.0,-999.0,-999.0,-999.0,-999.0
2019-01-18-11,-999.0,-999.0,320.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-01-18-12,315.0,180.0,280.0,30.0,40.0,140.0,340.0,90.0
2019-01-18-13,-999.0,-999.0,310.0,50.0,-999.0,-999.0,-999.0,-999.0
2019-01-18-14,-999.0,-999.0,310.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-01-18-15,16.0,160.0,290.0,40.0,360.0,140.0,290.0,40.0
2019-01-18-16,-999.0,-999.0,300.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-01-18-17,-999.0,-999.0,300.0,50.0,-999.0,-999.0,-999.0,-999.0
2019-01-18-18,73.0,160.0,320.0,70.0,40.0,360.0,290.0,290.0
2019-01-18-19,-999.0,-999.0,290.0,50.0,-999.0,-999.0,-999.0,-999.0
2019-01-18-20,-999.0,-999.0,270.0,80.0,-999.0,-999.0,-999.0,-999.0
2019-01-18-21,48.0,140.0,320.0,30.0,40.0,220.0,290.0,220.0
2019-01-18-22,-999.0,-999.0,300.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-01-18-23,-999.0,-999.0,340.0,100.0,-999.0,-999.0,-999.0,-999.0
