,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-04-05-00,239.0,250.0,160.0,140.0,180.0,250.0,20.0,270.0
2019-04-05-01,-999.0,-999.0,180.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-04-05-02,-999.0,-999.0,200.0,170.0,-999.0,-999.0,-999.0,-999.0
2019-04-05-03,289.0,290.0,180.0,180.0,220.0,320.0,290.0,110.0
2019-04-05-04,-999.0,-999.0,190.0,190.0,-999.0,-999.0,-999.0,-999.0
2019-04-05-05,-999.0,-999.0,190.0,220.0,-999.0,-999.0,-999.0,-999.0
2019-04-05-06,239.0,290.0,200.0,240.0,160.0,340.0,320.0,140.0
2019-04-05-07,-999.0,-999.0,190.0,300.0,-999.0,-999.0,-999.0,-999.0
2019-04-05-08,-999.0,-999.0,200.0,290.0,-999.0,-999.0,-999.0,-999.0
2019-04-05-09,260.0,270.0,200.0,300.0,140.0,70.0,320.0,110.0
2019-04-05-10,-999.0,-999.0,220.0,320.0,-999.0,-999.0,-999.0,-999.0
2019-04-05-11,-999.0,-999.0,220.0,320.0,-999.0,-999.0,-999.0,-999.0
2019-04-05-12,297.0,270.0,210.0,310.0,110.0,110.0,140.0,110.0
2019-04-05-13,-999.0,-999.0,210.0,320.0,-999.0,-999.0,-999.0,-999.0
2019-04-05-14,-999.0,-999.0,210.0,280.0,-999.0,-999.0,-999.0,-999.0
2019-04-05-15,292.0,270.0,220.0,300.0,90.0,160.0,340.0,40.0
2019-04-05-16,-999.0,-999.0,280.0,300.0,-999.0,-999.0,-999.0,-999.0
2019-04-05-17,-999.0,-999.0,320.0,280.0,-999.0,-999.0,-999.0,-999.0
2019-04-05-18,358.0,230.0,350.0,260.0,40.0,160.0,320.0,70.0
2019-04-05-19,-999.0,-999.0,330.0,300.0,-999.0,-999.0,-999.0,-999.0
2019-04-05-20,-999.0,-999.0,330.0,330.0,-999.0,-999.0,-999.0,-999.0
2019-04-05-21,28.0,200.0,320.0,300.0,40.0,200.0,290.0,110.0
2019-04-05-22,-999.0,-999.0,290.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-04-05-23,-999.0,-999.0,50.0,10.0,-999.0,-999.0,-999.0,-999.0
