,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-04-06-00,14.0,270.0,30.0,330.0,40.0,220.0,290.0,270.0
2019-04-06-01,-999.0,-999.0,310.0,210.0,-999.0,-999.0,-999.0,-999.0
2019-04-06-02,-999.0,-999.0,70.0,270.0,-999.0,-999.0,-999.0,-999.0
2019-04-06-03,249.0,320.0,160.0,310.0,20.0,220.0,140.0,180.0
2019-04-06-04,-999.0,-999.0,160.0,230.0,-999.0,-999.0,-999.0,-999.0
2019-04-06-05,-999.0,-999.0,160.0,240.0,-999.0,-999.0,-999.0,-999.0
2019-04-06-06,32.0,270.0,170.0,250.0,90.0,200.0,140.0,140.0
2019-04-06-07,-999.0,-999.0,150.0,240.0,-999.0,-999.0,-999.0,-999.0
2019-04-06-08,-999.0,-999.0,150.0,270.0,-999.0,-999.0,-999.0,-999.0
2019-04-06-09,75.0,50.0,160.0,310.0,200.0,220.0,110.0,140.0
2019-04-06-10,-999.0,-999.0,150.0,280.0,-999.0,-999.0,-999.0,-999.0
2019-04-06-11,-999.0,-999.0,210.0,260.0,-999.0,-999.0,-999.0,-999.0
2019-04-06-12,70.0,140.0,160.0,260.0,160.0,180.0,140.0,160.0
2019-04-06-13,-999.0,-999.0,320.0,180.0,-999.0,-999.0,-999.0,-999.0
2019-04-06-14,-999.0,-999.0,300.0,190.0,-999.0,-999.0,-999.0,-999.0
2019-04-06-15,43.0,360.0,310.0,170.0,140.0,160.0,140.0,220.0
2019-04-06-16,-999.0,-999.0,330.0,180.0,-999.0,-999.0,-999.0,-999.0
2019-04-06-17,-999.0,-999.0,320.0,190.0,-999.0,-999.0,-999.0,-999.0
2019-04-06-18,30.0,160.0,350.0,170.0,70.0,160.0,220.0,250.0
2019-04-06-19,-999.0,-999.0,330.0,180.0,-999.0,-999.0,-999.0,-999.0
2019-04-06-20,-999.0,-999.0,350.0,240.0,-999.0,-999.0,-999.0,-999.0
2019-04-06-21,347.0,200.0,330.0,220.0,140.0,250.0,270.0,270.0
2019-04-06-22,-999.0,-999.0,360.0,250.0,-999.0,-999.0,-999.0,-999.0
2019-04-06-23,-999.0,-999.0,340.0,250.0,-999.0,-999.0,-999.0,-999.0
