,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-10-25-00,58.0,200.0,340.0,10.0,40.0,70.0,360.0,20.0
2019-10-25-01,-999.0,-999.0,340.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-10-25-02,-999.0,-999.0,330.0,350.0,-999.0,-999.0,-999.0,-999.0
2019-10-25-03,275.0,290.0,350.0,360.0,360.0,40.0,180.0,20.0
2019-10-25-04,-999.0,-999.0,30.0,350.0,-999.0,-999.0,-999.0,-999.0
2019-10-25-05,-999.0,-999.0,20.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-10-25-06,283.0,320.0,330.0,350.0,320.0,290.0,160.0,20.0
2019-10-25-07,-999.0,-999.0,290.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-10-25-08,-999.0,-999.0,320.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-10-25-09,285.0,320.0,310.0,360.0,340.0,360.0,90.0,110.0
2019-10-25-10,-999.0,-999.0,320.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-10-25-11,-999.0,-999.0,320.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-10-25-12,275.0,340.0,320.0,10.0,200.0,360.0,70.0,90.0
2019-10-25-13,-999.0,-999.0,300.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-10-25-14,-999.0,-999.0,250.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-10-25-15,279.0,340.0,330.0,360.0,70.0,340.0,70.0,40.0
2019-10-25-16,-999.0,-999.0,280.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-10-25-17,-999.0,-999.0,270.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-10-25-18,309.0,320.0,230.0,20.0,250.0,340.0,360.0,40.0
2019-10-25-19,-999.0,-999.0,200.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-10-25-20,-999.0,-999.0,260.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-10-25-21,4.0,320.0,100.0,40.0,-999.0,360.0,40.0,40.0
2019-10-25-22,-999.0,-999.0,190.0,50.0,-999.0,-999.0,-999.0,-999.0
2019-10-25-23,-999.0,-999.0,250.0,40.0,-999.0,-999.0,-999.0,-999.0
