,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-10-05-00,207.0,320.0,330.0,10.0,20.0,20.0,70.0,360.0
2019-10-05-01,-999.0,-999.0,340.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-10-05-02,-999.0,-999.0,350.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-10-05-03,246.0,320.0,330.0,360.0,360.0,70.0,40.0,40.0
2019-10-05-04,-999.0,-999.0,30.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-10-05-05,-999.0,-999.0,200.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-10-05-06,217.0,290.0,140.0,350.0,40.0,20.0,70.0,140.0
2019-10-05-07,-999.0,-999.0,160.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-10-05-08,-999.0,-999.0,140.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-10-05-09,352.0,290.0,170.0,10.0,220.0,40.0,90.0,110.0
2019-10-05-10,-999.0,-999.0,150.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-10-05-11,-999.0,-999.0,150.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-10-05-12,5.0,320.0,140.0,10.0,220.0,20.0,70.0,90.0
2019-10-05-13,-999.0,-999.0,130.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-10-05-14,-999.0,-999.0,60.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-10-05-15,357.0,320.0,60.0,20.0,200.0,20.0,110.0,70.0
2019-10-05-16,-999.0,-999.0,60.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-10-05-17,-999.0,-999.0,60.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-10-05-18,359.0,200.0,360.0,30.0,180.0,40.0,70.0,20.0
2019-10-05-19,-999.0,-999.0,40.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-10-05-20,-999.0,-999.0,360.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-10-05-21,360.0,180.0,350.0,30.0,-999.0,20.0,20.0,40.0
2019-10-05-22,-999.0,-999.0,360.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-10-05-23,-999.0,-999.0,330.0,30.0,-999.0,-999.0,-999.0,-999.0
