,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-09-20-00,355.0,70.0,60.0,110.0,70.0,20.0,320.0,20.0
2019-09-20-01,-999.0,-999.0,40.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-09-20-02,-999.0,-999.0,320.0,130.0,-999.0,-999.0,-999.0,-999.0
2019-09-20-03,346.0,50.0,310.0,100.0,40.0,40.0,40.0,360.0
2019-09-20-04,-999.0,-999.0,60.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-09-20-05,-999.0,-999.0,290.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-09-20-06,352.0,50.0,10.0,110.0,200.0,20.0,360.0,270.0
2019-09-20-07,-999.0,-999.0,130.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-09-20-08,-999.0,-999.0,150.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-09-20-09,359.0,70.0,120.0,100.0,200.0,20.0,160.0,140.0
2019-09-20-10,-999.0,-999.0,150.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-09-20-11,-999.0,-999.0,140.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-09-20-12,1.0,90.0,150.0,110.0,40.0,40.0,220.0,110.0
2019-09-20-13,-999.0,-999.0,140.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-09-20-14,-999.0,-999.0,80.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-09-20-15,359.0,90.0,80.0,110.0,360.0,40.0,320.0,290.0
2019-09-20-16,-999.0,-999.0,160.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-09-20-17,-999.0,-999.0,120.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-09-20-18,1.0,90.0,20.0,120.0,40.0,360.0,340.0,250.0
2019-09-20-19,-999.0,-999.0,20.0,130.0,-999.0,-999.0,-999.0,-999.0
2019-09-20-20,-999.0,-999.0,30.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-09-20-21,357.0,70.0,40.0,140.0,70.0,360.0,320.0,250.0
2019-09-20-22,-999.0,-999.0,10.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-09-20-23,-999.0,-999.0,350.0,140.0,-999.0,-999.0,-999.0,-999.0
