,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-02-12-00,320.0,180.0,340.0,50.0,-999.0,90.0,290.0,40.0
2019-02-12-01,-999.0,-999.0,320.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-02-12-02,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-02-12-03,309.0,50.0,330.0,70.0,70.0,90.0,290.0,360.0
2019-02-12-04,-999.0,-999.0,330.0,90.0,-999.0,-999.0,-999.0,-999.0
2019-02-12-05,-999.0,-999.0,320.0,80.0,-999.0,-999.0,-999.0,-999.0
2019-02-12-06,7.0,50.0,320.0,90.0,90.0,90.0,320.0,320.0
2019-02-12-07,-999.0,-999.0,50.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-02-12-08,-999.0,-999.0,270.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-02-12-09,280.0,90.0,30.0,110.0,90.0,70.0,160.0,160.0
2019-02-12-10,-999.0,-999.0,20.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-02-12-11,-999.0,-999.0,320.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-02-12-12,328.0,180.0,300.0,110.0,200.0,70.0,160.0,110.0
2019-02-12-13,-999.0,-999.0,310.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-02-12-14,-999.0,-999.0,330.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-02-12-15,334.0,360.0,320.0,120.0,200.0,70.0,-999.0,110.0
2019-02-12-16,-999.0,-999.0,320.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-02-12-17,-999.0,-999.0,330.0,130.0,-999.0,-999.0,-999.0,-999.0
2019-02-12-18,306.0,230.0,330.0,120.0,220.0,70.0,200.0,40.0
2019-02-12-19,-999.0,-999.0,340.0,130.0,-999.0,-999.0,-999.0,-999.0
2019-02-12-20,-999.0,-999.0,350.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-02-12-21,276.0,360.0,320.0,150.0,20.0,40.0,250.0,140.0
2019-02-12-22,-999.0,-999.0,310.0,210.0,-999.0,-999.0,-999.0,-999.0
2019-02-12-23,-999.0,-999.0,350.0,240.0,-999.0,-999.0,-999.0,-999.0
