,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-05-26-00,1.3,1.5,1.0,6.7,2.0,6.0,1.0,1.0
2019-05-26-01,-999.0,-999.0,1.5,6.7,-999.0,-999.0,-999.0,-999.0
2019-05-26-02,-999.0,-999.0,2.6,7.7,-999.0,-999.0,-999.0,-999.0
2019-05-26-03,2.5,2.1,2.6,6.2,3.0,6.0,2.0,2.0
2019-05-26-04,-999.0,-999.0,3.6,7.2,-999.0,-999.0,-999.0,-999.0
2019-05-26-05,-999.0,-999.0,4.1,7.7,-999.0,-999.0,-999.0,-999.0
2019-05-26-06,2.4,4.0,3.6,8.2,2.0,4.0,1.0,3.0
2019-05-26-07,-999.0,-999.0,2.6,7.7,-999.0,-999.0,-999.0,-999.0
2019-05-26-08,-999.0,-999.0,3.1,6.7,-999.0,-999.0,-999.0,-999.0
2019-05-26-09,3.5,2.6,3.1,6.7,3.0,5.0,3.0,2.0
2019-05-26-10,-999.0,-999.0,1.5,5.7,-999.0,-999.0,-999.0,-999.0
2019-05-26-11,-999.0,-999.0,2.6,6.2,-999.0,-999.0,-999.0,-999.0
2019-05-26-12,1.4,1.5,2.1,5.1,4.0,4.0,2.0,2.0
2019-05-26-13,-999.0,-999.0,2.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-05-26-14,-999.0,-999.0,2.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-05-26-15,1.6,3.1,0.5,4.1,4.0,3.0,1.0,1.0
2019-05-26-16,-999.0,-999.0,1.5,4.1,-999.0,-999.0,-999.0,-999.0
2019-05-26-17,-999.0,-999.0,2.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-05-26-18,2.8,2.5,1.5,4.6,5.0,3.0,1.0,2.0
2019-05-26-19,-999.0,-999.0,0.5,6.2,-999.0,-999.0,-999.0,-999.0
2019-05-26-20,-999.0,-999.0,1.0,5.1,-999.0,-999.0,-999.0,-999.0
2019-05-26-21,2.5,2.1,0.5,5.7,2.0,2.0,1.0,2.0
2019-05-26-22,-999.0,-999.0,1.5,5.7,-999.0,-999.0,-999.0,-999.0
2019-05-26-23,-999.0,-999.0,1.0,7.7,-999.0,-999.0,-999.0,-999.0
