,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-07-12-00,2.5,3.0,1.0,5.1,2.0,1.0,1.0,2.0
2019-07-12-01,-999.0,-999.0,1.0,6.7,-999.0,-999.0,-999.0,-999.0
2019-07-12-02,-999.0,-999.0,2.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-07-12-03,1.7,2.6,2.1,6.7,2.0,1.0,2.0,3.0
2019-07-12-04,-999.0,-999.0,1.5,5.7,-999.0,-999.0,-999.0,-999.0
2019-07-12-05,-999.0,-999.0,2.6,6.2,-999.0,-999.0,-999.0,-999.0
2019-07-12-06,2.9,2.0,2.1,6.7,2.0,0.0,4.0,3.0
2019-07-12-07,-999.0,-999.0,2.6,7.2,-999.0,-999.0,-999.0,-999.0
2019-07-12-08,-999.0,-999.0,2.6,6.7,-999.0,-999.0,-999.0,-999.0
2019-07-12-09,3.1,2.1,1.5,6.7,3.0,2.0,6.0,5.0
2019-07-12-10,-999.0,-999.0,2.1,6.7,-999.0,-999.0,-999.0,-999.0
2019-07-12-11,-999.0,-999.0,2.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-07-12-12,2.3,1.0,2.1,5.1,3.0,3.0,3.0,5.0
2019-07-12-13,-999.0,-999.0,1.5,5.7,-999.0,-999.0,-999.0,-999.0
2019-07-12-14,-999.0,-999.0,1.0,6.2,-999.0,-999.0,-999.0,-999.0
2019-07-12-15,1.0,0.5,1.0,4.6,2.0,4.0,3.0,4.0
2019-07-12-16,-999.0,-999.0,0.0,6.7,-999.0,-999.0,-999.0,-999.0
2019-07-12-17,-999.0,-999.0,0.0,6.2,-999.0,-999.0,-999.0,-999.0
2019-07-12-18,0.9,1.5,1.5,5.7,1.0,5.0,-999.0,2.0
2019-07-12-19,-999.0,-999.0,1.5,5.7,-999.0,-999.0,-999.0,-999.0
2019-07-12-20,-999.0,-999.0,0.5,5.7,-999.0,-999.0,-999.0,-999.0
2019-07-12-21,1.6,2.1,0.5,5.7,1.0,2.0,5.0,2.0
2019-07-12-22,-999.0,-999.0,0.5,6.7,-999.0,-999.0,-999.0,-999.0
2019-07-12-23,-999.0,-999.0,0.5,6.2,-999.0,-999.0,-999.0,-999.0
