,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-09-06-00,2.8,3.0,1.0,11.8,1.0,2.0,2.0,1.0
2019-09-06-01,-999.0,-999.0,0.5,11.3,-999.0,-999.0,-999.0,-999.0
2019-09-06-02,-999.0,-999.0,3.6,12.4,-999.0,-999.0,-999.0,-999.0
2019-09-06-03,2.5,3.6,4.6,10.8,1.0,4.0,2.0,3.0
2019-09-06-04,-999.0,-999.0,3.6,7.7,-999.0,-999.0,-999.0,-999.0
2019-09-06-05,-999.0,-999.0,5.1,7.7,-999.0,-999.0,-999.0,-999.0
2019-09-06-06,2.0,4.0,4.6,6.7,3.0,3.0,2.0,3.0
2019-09-06-07,-999.0,-999.0,3.1,6.2,-999.0,-999.0,-999.0,-999.0
2019-09-06-08,-999.0,-999.0,4.6,10.3,-999.0,-999.0,-999.0,-999.0
2019-09-06-09,2.3,4.6,4.6,10.3,2.0,7.0,4.0,3.0
2019-09-06-10,-999.0,-999.0,5.7,7.7,-999.0,-999.0,-999.0,-999.0
2019-09-06-11,-999.0,-999.0,3.1,7.7,-999.0,-999.0,-999.0,-999.0
2019-09-06-12,1.6,7.0,4.1,7.7,2.0,4.0,4.0,3.0
2019-09-06-13,-999.0,-999.0,4.1,8.2,-999.0,-999.0,-999.0,-999.0
2019-09-06-14,-999.0,-999.0,2.6,8.8,-999.0,-999.0,-999.0,-999.0
2019-09-06-15,3.4,9.3,3.1,7.2,-999.0,3.0,1.0,5.0
2019-09-06-16,-999.0,-999.0,2.6,7.2,-999.0,-999.0,-999.0,-999.0
2019-09-06-17,-999.0,-999.0,1.5,7.7,-999.0,-999.0,-999.0,-999.0
2019-09-06-18,4.4,10.5,1.5,6.7,-999.0,4.0,1.0,1.0
2019-09-06-19,-999.0,-999.0,1.5,4.6,-999.0,-999.0,-999.0,-999.0
2019-09-06-20,-999.0,-999.0,1.5,4.6,-999.0,-999.0,-999.0,-999.0
2019-09-06-21,5.3,7.7,1.5,5.1,1.0,3.0,2.0,2.0
2019-09-06-22,-999.0,-999.0,2.6,3.6,-999.0,-999.0,-999.0,-999.0
2019-09-06-23,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
