,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-08-22-00,1.1,5.0,1.5,5.7,2.0,2.0,2.0,2.0
2019-08-22-01,-999.0,-999.0,1.5,4.6,-999.0,-999.0,-999.0,-999.0
2019-08-22-02,-999.0,-999.0,1.5,5.1,-999.0,-999.0,-999.0,-999.0
2019-08-22-03,2.5,5.7,1.5,5.7,2.0,3.0,1.0,1.0
2019-08-22-04,-999.0,-999.0,2.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-08-22-05,-999.0,-999.0,1.5,5.1,-999.0,-999.0,-999.0,-999.0
2019-08-22-06,3.1,2.5,2.6,4.6,2.0,1.0,3.0,4.0
2019-08-22-07,-999.0,-999.0,3.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-08-22-08,-999.0,-999.0,2.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-08-22-09,3.7,3.1,1.5,5.1,3.0,1.0,4.0,3.0
2019-08-22-10,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-08-22-11,-999.0,-999.0,2.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-08-22-12,1.5,2.5,3.6,6.2,1.0,2.0,4.0,2.0
2019-08-22-13,-999.0,-999.0,3.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-08-22-14,-999.0,-999.0,4.6,6.7,-999.0,-999.0,-999.0,-999.0
2019-08-22-15,1.6,1.0,3.6,5.7,1.0,1.0,2.0,2.0
2019-08-22-16,-999.0,-999.0,3.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-08-22-17,-999.0,-999.0,3.6,5.7,-999.0,-999.0,-999.0,-999.0
2019-08-22-18,1.0,0.5,4.6,6.7,1.0,1.0,2.0,1.0
2019-08-22-19,-999.0,-999.0,4.6,5.1,-999.0,-999.0,-999.0,-999.0
2019-08-22-20,-999.0,-999.0,5.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-08-22-21,0.6,1.5,4.6,4.1,1.0,1.0,2.0,2.0
2019-08-22-22,-999.0,-999.0,5.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-08-22-23,-999.0,-999.0,2.1,4.6,-999.0,-999.0,-999.0,-999.0
