,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-01-05-00,2.9,4.0,0.5,7.7,3.0,2.0,1.0,2.0
2019-01-05-01,-999.0,-999.0,1.0,7.7,-999.0,-999.0,-999.0,-999.0
2019-01-05-02,-999.0,-999.0,2.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-01-05-03,3.6,3.1,2.1,7.2,4.0,2.0,1.0,1.0
2019-01-05-04,-999.0,-999.0,2.6,7.2,-999.0,-999.0,-999.0,-999.0
2019-01-05-05,-999.0,-999.0,0.5,5.7,-999.0,-999.0,-999.0,-999.0
2019-01-05-06,3.5,2.5,1.5,4.6,1.0,3.0,1.0,3.0
2019-01-05-07,-999.0,-999.0,1.5,5.7,-999.0,-999.0,-999.0,-999.0
2019-01-05-08,-999.0,-999.0,3.1,6.7,-999.0,-999.0,-999.0,-999.0
2019-01-05-09,1.6,2.6,2.1,6.2,1.0,2.0,1.0,1.0
2019-01-05-10,-999.0,-999.0,4.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-01-05-11,-999.0,-999.0,3.1,6.7,-999.0,-999.0,-999.0,-999.0
2019-01-05-12,1.8,1.5,3.6,5.7,1.0,2.0,1.0,4.0
2019-01-05-13,-999.0,-999.0,3.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-01-05-14,-999.0,-999.0,3.6,3.1,-999.0,-999.0,-999.0,-999.0
2019-01-05-15,1.4,2.6,5.1,1.5,2.0,1.0,1.0,3.0
2019-01-05-16,-999.0,-999.0,3.6,-999.0,-999.0,-999.0,-999.0,-999.0
2019-01-05-17,-999.0,-999.0,3.1,1.5,-999.0,-999.0,-999.0,-999.0
2019-01-05-18,0.1,2.0,4.1,1.0,-999.0,1.0,2.0,4.0
2019-01-05-19,-999.0,-999.0,3.6,2.1,-999.0,-999.0,-999.0,-999.0
2019-01-05-20,-999.0,-999.0,3.6,2.1,-999.0,-999.0,-999.0,-999.0
2019-01-05-21,0.5,3.1,2.1,4.1,1.0,2.0,1.0,2.0
2019-01-05-22,-999.0,-999.0,2.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-01-05-23,-999.0,-999.0,3.1,6.7,-999.0,-999.0,-999.0,-999.0
