,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-05-14-00,0.6,2.5,2.1,5.7,1.0,2.0,2.0,2.0
2019-05-14-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-05-14-02,-999.0,-999.0,3.6,6.7,-999.0,-999.0,-999.0,-999.0
2019-05-14-03,2.1,1.5,2.6,6.2,2.0,3.0,3.0,2.0
2019-05-14-04,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-05-14-05,-999.0,-999.0,5.7,7.7,-999.0,-999.0,-999.0,-999.0
2019-05-14-06,1.9,5.5,4.6,5.1,2.0,4.0,3.0,4.0
2019-05-14-07,-999.0,-999.0,4.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-05-14-08,-999.0,-999.0,4.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-05-14-09,3.8,3.6,3.1,3.1,2.0,2.0,5.0,4.0
2019-05-14-10,-999.0,-999.0,3.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-05-14-11,-999.0,-999.0,4.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-05-14-12,1.1,1.5,3.6,4.1,1.0,3.0,2.0,2.0
2019-05-14-13,-999.0,-999.0,4.6,4.1,-999.0,-999.0,-999.0,-999.0
2019-05-14-14,-999.0,-999.0,3.6,4.1,-999.0,-999.0,-999.0,-999.0
2019-05-14-15,2.5,0.5,3.1,4.1,1.0,2.0,1.0,3.0
2019-05-14-16,-999.0,-999.0,4.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-05-14-17,-999.0,-999.0,3.1,6.2,-999.0,-999.0,-999.0,-999.0
2019-05-14-18,0.8,1.0,3.6,6.7,2.0,1.0,2.0,3.0
2019-05-14-19,-999.0,-999.0,2.6,6.2,-999.0,-999.0,-999.0,-999.0
2019-05-14-20,-999.0,-999.0,2.6,5.7,-999.0,-999.0,-999.0,-999.0
2019-05-14-21,0.9,2.1,2.6,4.6,2.0,2.0,1.0,2.0
2019-05-14-22,-999.0,-999.0,3.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-05-14-23,-999.0,-999.0,3.6,5.1,-999.0,-999.0,-999.0,-999.0
