,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-03-31-00,2.6,6.0,2.6,7.7,3.0,2.0,1.0,3.0
2019-03-31-01,-999.0,-999.0,1.5,-999.0,-999.0,-999.0,-999.0,-999.0
2019-03-31-02,-999.0,-999.0,2.1,8.8,-999.0,-999.0,-999.0,-999.0
2019-03-31-03,4.1,6.2,2.6,8.8,5.0,3.0,6.0,6.0
2019-03-31-04,-999.0,-999.0,1.5,7.7,-999.0,-999.0,-999.0,-999.0
2019-03-31-05,-999.0,-999.0,1.5,8.2,-999.0,-999.0,-999.0,-999.0
2019-03-31-06,3.0,5.5,2.1,7.7,3.0,2.0,6.0,3.0
2019-03-31-07,-999.0,-999.0,1.5,8.8,-999.0,-999.0,-999.0,-999.0
2019-03-31-08,-999.0,-999.0,1.0,7.2,-999.0,-999.0,-999.0,-999.0
2019-03-31-09,3.2,6.7,1.5,7.2,3.0,3.0,4.0,5.0
2019-03-31-10,-999.0,-999.0,2.6,8.2,-999.0,-999.0,-999.0,-999.0
2019-03-31-11,-999.0,-999.0,4.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-03-31-12,3.1,6.0,4.1,5.7,2.0,2.0,4.0,4.0
2019-03-31-13,-999.0,-999.0,2.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-03-31-14,-999.0,-999.0,3.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-03-31-15,2.3,5.1,3.6,3.6,3.0,1.0,3.0,3.0
2019-03-31-16,-999.0,-999.0,3.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-03-31-17,-999.0,-999.0,4.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-03-31-18,0.6,3.5,2.6,4.6,1.0,1.0,4.0,5.0
2019-03-31-19,-999.0,-999.0,4.1,6.7,-999.0,-999.0,-999.0,-999.0
2019-03-31-20,-999.0,-999.0,1.5,6.7,-999.0,-999.0,-999.0,-999.0
2019-03-31-21,0.9,5.7,3.6,6.2,1.0,1.0,2.0,6.0
2019-03-31-22,-999.0,-999.0,2.1,7.2,-999.0,-999.0,-999.0,-999.0
2019-03-31-23,-999.0,-999.0,4.6,7.2,-999.0,-999.0,-999.0,-999.0
