,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-04-26-00,2.0,4.5,1.5,2.6,2.0,2.0,1.0,2.0
2019-04-26-01,-999.0,-999.0,2.6,3.6,-999.0,-999.0,-999.0,-999.0
2019-04-26-02,-999.0,-999.0,4.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-04-26-03,1.8,4.1,4.1,6.2,2.0,3.0,4.0,2.0
2019-04-26-04,-999.0,-999.0,3.6,4.1,-999.0,-999.0,-999.0,-999.0
2019-04-26-05,-999.0,-999.0,3.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-04-26-06,1.3,3.5,3.6,6.2,4.0,5.0,5.0,5.0
2019-04-26-07,-999.0,-999.0,2.1,6.7,-999.0,-999.0,-999.0,-999.0
2019-04-26-08,-999.0,-999.0,2.1,6.7,-999.0,-999.0,-999.0,-999.0
2019-04-26-09,1.3,5.1,3.1,6.2,4.0,2.0,4.0,2.0
2019-04-26-10,-999.0,-999.0,2.1,6.2,-999.0,-999.0,-999.0,-999.0
2019-04-26-11,-999.0,-999.0,2.6,6.7,-999.0,-999.0,-999.0,-999.0
2019-04-26-12,0.6,4.5,3.6,5.7,4.0,2.0,3.0,4.0
2019-04-26-13,-999.0,-999.0,4.1,6.2,-999.0,-999.0,-999.0,-999.0
2019-04-26-14,-999.0,-999.0,3.6,4.1,-999.0,-999.0,-999.0,-999.0
2019-04-26-15,0.8,3.6,3.1,6.2,4.0,1.0,2.0,4.0
2019-04-26-16,-999.0,-999.0,2.6,5.1,-999.0,-999.0,-999.0,-999.0
2019-04-26-17,-999.0,-999.0,3.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-04-26-18,0.7,4.0,4.1,5.7,2.0,1.0,4.0,4.0
2019-04-26-19,-999.0,-999.0,2.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-04-26-20,-999.0,-999.0,2.1,6.2,-999.0,-999.0,-999.0,-999.0
2019-04-26-21,1.6,4.6,4.6,7.2,2.0,2.0,1.0,3.0
2019-04-26-22,-999.0,-999.0,3.6,6.7,-999.0,-999.0,-999.0,-999.0
2019-04-26-23,-999.0,-999.0,2.6,6.7,-999.0,-999.0,-999.0,-999.0
