,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-09-15-00,1.5,2.0,2.6,5.1,2.0,1.0,1.0,3.0
2019-09-15-01,-999.0,-999.0,2.6,6.7,-999.0,-999.0,-999.0,-999.0
2019-09-15-02,-999.0,-999.0,3.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-09-15-03,2.0,2.6,2.6,5.7,1.0,4.0,3.0,4.0
2019-09-15-04,-999.0,-999.0,2.1,6.2,-999.0,-999.0,-999.0,-999.0
2019-09-15-05,-999.0,-999.0,4.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-09-15-06,2.6,2.5,3.1,6.2,2.0,5.0,2.0,3.0
2019-09-15-07,-999.0,-999.0,3.6,6.7,-999.0,-999.0,-999.0,-999.0
2019-09-15-08,-999.0,-999.0,4.1,6.2,-999.0,-999.0,-999.0,-999.0
2019-09-15-09,2.3,2.6,2.6,5.1,2.0,2.0,2.0,3.0
2019-09-15-10,-999.0,-999.0,3.6,5.1,-999.0,-999.0,-999.0,-999.0
2019-09-15-11,-999.0,-999.0,4.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-09-15-12,1.4,2.5,3.6,4.6,1.0,3.0,3.0,3.0
2019-09-15-13,-999.0,-999.0,4.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-09-15-14,-999.0,-999.0,3.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-09-15-15,1.4,1.0,3.6,6.2,-999.0,2.0,1.0,4.0
2019-09-15-16,-999.0,-999.0,3.1,6.7,-999.0,-999.0,-999.0,-999.0
2019-09-15-17,-999.0,-999.0,3.6,6.7,-999.0,-999.0,-999.0,-999.0
2019-09-15-18,1.9,1.5,2.6,6.7,1.0,1.0,2.0,2.0
2019-09-15-19,-999.0,-999.0,2.6,6.7,-999.0,-999.0,-999.0,-999.0
2019-09-15-20,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-09-15-21,0.6,1.5,2.6,4.1,2.0,2.0,3.0,3.0
2019-09-15-22,-999.0,-999.0,2.6,4.1,-999.0,-999.0,-999.0,-999.0
2019-09-15-23,-999.0,-999.0,3.1,5.7,-999.0,-999.0,-999.0,-999.0
