,鞍部,淡水,竹子湖,基隆,台北,新屋,板橋,新竹,宜蘭,蘇澳,梧棲,台中,花蓮,日月潭,阿里山,嘉義,玉山,成功,永康,台南,台東,高雄,大武,恆春
2019-07-04-00,70,160,320,200,170,240,210,290,-999,260,150,190,-999,360,50,170,210,130,150,110,240,-999,210,270
2019-07-04-01,30,230,320,230,170,250,270,290,210,230,180,200,350,360,20,190,210,100,160,130,210,180,200,260
2019-07-04-02,360,250,310,200,210,240,200,270,100,-999,190,200,350,360,360,190,190,90,160,150,210,180,220,270
2019-07-04-03,-999,280,290,230,240,250,200,280,130,80,190,200,360,280,320,180,230,80,190,150,190,190,220,230
2019-07-04-04,150,250,320,90,230,250,220,280,140,70,200,200,120,310,320,220,250,100,140,130,190,200,210,320
2019-07-04-05,10,260,310,350,290,250,230,270,140,30,200,200,100,300,290,160,250,160,110,80,200,180,210,320
2019-07-04-06,90,220,320,10,300,250,250,280,110,20,160,190,100,20,130,180,270,70,160,130,200,190,210,280
2019-07-04-07,90,260,310,20,280,240,230,290,70,300,160,190,130,150,340,200,200,200,160,150,210,190,210,260
2019-07-04-08,150,280,310,30,250,240,240,210,140,10,160,170,180,30,40,190,210,40,140,110,210,200,220,240
2019-07-04-09,350,320,330,30,70,250,100,280,-999,240,180,170,150,10,40,200,280,-999,160,110,210,-999,180,260
2019-07-04-10,60,240,340,360,70,230,230,310,140,90,170,160,130,360,50,210,220,20,170,140,210,-999,210,260
2019-07-04-11,130,330,310,20,140,240,190,290,120,240,160,170,-999,10,10,240,230,360,200,140,230,-999,220,240
2019-07-04-12,120,210,330,30,290,230,210,270,300,240,150,160,340,80,50,210,250,350,160,130,30,-999,240,240
2019-07-04-13,50,260,310,240,280,230,210,270,-999,250,140,170,310,60,120,170,230,-999,150,140,20,160,230,250
2019-07-04-14,110,190,320,240,260,230,230,270,320,240,140,150,-999,180,110,180,280,320,160,120,30,180,230,260
2019-07-04-15,150,210,330,150,190,230,220,200,290,240,150,130,270,130,30,170,210,330,160,130,240,-999,260,270
2019-07-04-16,130,190,320,220,230,230,200,310,300,260,150,170,250,70,30,170,190,340,160,130,230,150,240,270
2019-07-04-17,140,150,330,220,180,230,220,260,310,240,140,150,250,10,130,170,210,260,160,130,230,-999,230,240
2019-07-04-18,150,150,300,200,180,230,210,300,230,240,140,160,270,20,20,200,210,-999,150,130,310,-999,230,260
2019-07-04-19,140,160,300,200,220,230,220,330,310,250,150,160,250,350,50,180,220,300,160,170,-999,180,230,260
2019-07-04-20,-999,160,340,210,180,230,170,300,280,250,150,180,250,70,80,200,200,310,130,100,-999,-999,260,260
2019-07-04-21,80,180,330,220,190,230,160,270,280,270,150,150,230,90,320,200,260,320,40,340,350,160,230,260
2019-07-04-22,60,160,330,-999,180,240,190,270,270,280,150,160,230,210,30,210,210,320,70,50,340,270,230,260
2019-07-04-23,90,250,330,230,170,240,200,230,270,-999,160,190,230,360,20,140,260,280,120,130,320,320,210,250
