,鞍部,淡水,竹子湖,基隆,台北,新屋,板橋,新竹,宜蘭,蘇澳,梧棲,台中,花蓮,日月潭,阿里山,嘉義,玉山,成功,永康,台南,台東,高雄,大武,恆春
2019-03-03-00,40,360,330,360,60,70,20,50,200,350,130,140,270,360,290,100,280,210,140,100,300,50,280,-999
2019-03-03-01,140,150,360,60,130,150,60,-999,290,350,140,140,260,100,210,180,260,210,140,110,220,120,180,230
2019-03-03-02,10,170,290,90,-999,360,260,-999,190,60,240,180,220,350,260,200,270,200,170,140,200,180,200,230
2019-03-03-03,340,360,360,30,340,350,310,330,210,340,360,330,190,260,240,230,270,200,210,160,190,230,210,250
2019-03-03-04,350,10,20,360,330,20,20,320,50,50,350,360,160,300,60,280,260,-999,250,230,190,330,210,250
2019-03-03-05,350,20,10,340,320,150,350,130,350,60,30,20,70,280,110,20,250,170,340,330,210,290,210,240
2019-03-03-06,350,210,320,200,230,150,220,110,340,30,10,350,70,280,330,10,260,40,350,350,200,340,200,270
2019-03-03-07,350,130,360,250,240,130,240,130,300,290,50,340,60,290,10,10,270,40,10,350,190,340,210,270
2019-03-03-08,170,150,90,230,210,140,210,120,350,260,90,70,70,310,-999,40,250,10,10,350,210,360,210,330
2019-03-03-09,130,150,60,270,60,50,10,90,350,350,120,160,90,340,-999,70,210,20,360,350,50,350,190,320
2019-03-03-10,-999,150,360,280,-999,70,40,20,220,260,270,200,80,130,60,120,220,20,40,30,40,10,50,300
2019-03-03-11,350,310,340,350,230,20,260,10,360,240,50,340,340,140,190,110,220,10,70,50,40,30,30,300
2019-03-03-12,360,360,360,320,290,30,270,20,240,110,320,330,330,70,250,290,270,10,60,10,40,50,30,340
2019-03-03-13,10,20,360,320,270,90,200,70,280,140,350,10,40,100,240,350,240,360,320,310,40,50,30,130
2019-03-03-14,350,20,-999,330,300,330,260,100,330,60,360,330,270,180,230,320,250,360,290,290,40,310,30,90
2019-03-03-15,360,30,50,330,300,30,-999,-999,340,240,360,350,270,230,200,30,240,360,340,310,30,330,30,350
2019-03-03-16,350,30,360,320,310,30,-999,-999,340,40,360,350,280,200,230,20,230,350,10,350,30,330,10,340
2019-03-03-17,350,20,360,330,320,40,-999,360,340,60,20,10,260,170,230,330,240,340,360,350,-999,360,360,-999
2019-03-03-18,360,20,40,300,260,40,250,20,360,40,360,-999,310,120,230,350,240,330,350,350,330,350,350,40
2019-03-03-19,350,20,40,320,-999,30,240,40,10,40,360,330,360,60,230,50,260,320,360,350,360,10,280,90
2019-03-03-20,350,30,-999,330,-999,40,360,40,320,80,360,350,60,340,250,10,260,320,360,360,340,20,310,-999
2019-03-03-21,350,10,50,330,130,40,10,30,310,60,10,350,40,360,240,20,280,10,360,350,350,350,270,-999
2019-03-03-22,360,20,-999,10,170,30,40,20,20,50,360,340,10,350,260,20,270,20,360,350,310,350,340,250
2019-03-03-23,350,30,10,20,130,40,20,30,20,50,10,350,60,-999,280,10,290,10,360,340,320,20,30,320
