UTC,濟州,那霸機場,上海,福州,廈門
2019-08-12-00,30.031036376953125,30.1644287109375,29.26715087890625,30.156494140625,30.686614990234375
2019-08-12-01,30.424896240234375,31.291168212890625,30.469512939453125,32.239410400390625,32.264495849609375
2019-08-12-02,30.5032958984375,31.74554443359375,31.859619140625,33.743408203125,33.566497802734375
2019-08-12-03,31.381622314453125,32.463653564453125,33.05999755859375,34.8387451171875,34.6650390625
2019-08-12-04,32.15289306640625,32.78094482421875,33.9801025390625,35.18096923828125,35.265533447265625
2019-08-12-05,32.04937744140625,32.0408935546875,34.414825439453125,35.525726318359375,35.12554931640625
2019-08-12-06,32.246429443359375,31.73583984375,34.5225830078125,35.7489013671875,33.86883544921875
2019-08-12-07,31.72760009765625,31.15521240234375,34.47943115234375,34.771148681640625,33.428863525390625
2019-08-12-08,31.3729248046875,30.649505615234375,34.203033447265625,34.684967041015625,33.364593505859375
2019-08-12-09,30.814422607421875,29.72900390625,33.571197509765625,33.738800048828125,32.42291259765625
2019-08-12-10,29.688873291015625,28.660491943359375,32.587066650390625,32.798919677734375,31.010223388671875
2019-08-12-11,28.575164794921875,28.29302978515625,31.702056884765625,31.5828857421875,30.305938720703125
2019-08-12-12,28.096221923828125,28.05303955078125,31.128814697265625,30.620697021484375,29.311798095703125
2019-08-12-13,27.790513916015627,27.923583984375004,30.621931152343752,29.827864990234378,29.271611328125
2019-08-12-14,27.429611816406247,27.612425842285155,30.059369812011717,29.10712951660156,28.964491577148436
2019-08-12-15,27.207176208496094,27.320701599121094,29.617698669433594,28.668434143066406,28.930389404296875
2019-08-12-16,26.80372497558594,27.12415466308594,29.256802368164067,28.36826416015625,28.703143920898437
2019-08-12-17,26.451108398437498,26.8109423828125,28.865258789062498,27.89989074707031,28.532351684570312
2019-08-12-18,26.097808837890625,27.059982299804688,28.420440673828125,27.476150512695312,28.396209716796875
2019-08-12-19,25.79110107421875,27.10458068847656,28.083610229492187,27.106022949218747,28.155731201171875
2019-08-12-20,25.50978424072266,27.1806689453125,27.695759582519532,26.759332275390626,27.928236083984377
2019-08-12-21,25.266990661621094,27.06865692138672,27.393753051757812,26.436904907226562,27.655776977539062
2019-08-12-22,27.042733764648435,27.664149169921874,27.380814514160157,26.57095733642578,27.548238525390623
2019-08-12-23,28.504267578125,28.2752294921875,27.907062988281254,28.360506591796874,28.598984375
