UTC,濟州,那霸機場,上海,福州,廈門
2019-12-14-00,9.8077392578125,19.09661865234375,10.229339599609375,13.50616455078125,15.3084716796875
2019-12-14-01,8.41973876953125,20.147430419921875,11.627777099609375,15.8089599609375,17.099151611328125
2019-12-14-02,8.40423583984375,20.765716552734375,13.3431396484375,17.439453125,18.664642333984375
2019-12-14-03,8.616851806640625,21.281585693359375,14.076324462890625,19.18963623046875,19.83258056640625
2019-12-14-04,8.379425048828125,21.63763427734375,14.602020263671875,20.613006591796875,21.052520751953125
2019-12-14-05,8.15045166015625,21.26727294921875,14.066070556640625,21.094940185546875,21.991546630859375
2019-12-14-06,7.977935791015625,21.120635986328125,13.218048095703125,20.537841796875,22.183685302734375
2019-12-14-07,7.62628173828125,20.72796630859375,12.842681884765625,19.719207763671875,21.731903076171875
2019-12-14-08,7.09124755859375,19.915863037109375,11.983123779296875,18.653045654296875,20.55218505859375
2019-12-14-09,6.560546875,19.147613525390625,11.0579833984375,17.045806884765625,19.3387451171875
2019-12-14-10,6.38018798828125,18.235748291015625,10.53631591796875,15.66015625,18.3330078125
2019-12-14-11,6.18597412109375,17.5982666015625,10.513641357421875,14.877288818359375,17.458648681640625
2019-12-14-12,5.969146728515625,17.373321533203125,10.467620849609375,14.365509033203125,16.536163330078125
2019-12-14-13,5.732681884765626,17.121517333984375,10.5664599609375,13.9656982421875,15.943933105468751
2019-12-14-14,5.577396240234375,16.908712768554686,10.645448913574219,13.80589874267578,15.560245971679688
2019-12-14-15,5.653938293457031,16.772491455078125,10.688072204589844,13.78057861328125,15.150825500488281
2019-12-14-16,5.585855407714844,16.68449615478516,10.742161560058594,13.461368713378906,14.847645568847657
2019-12-14-17,5.613408813476562,16.838124999999998,10.954730224609374,13.106038818359373,14.576547241210935
2019-12-14-18,6.2366943359375,16.451431274414062,10.9395751953125,12.843002319335938,14.483352661132812
2019-12-14-19,6.757591552734375,16.332134399414063,11.031873779296873,12.446849975585938,14.390208740234375
2019-12-14-20,7.054559936523438,16.43933288574219,10.846188049316407,12.118011169433595,14.309909057617189
2019-12-14-21,7.505828857421875,16.253219604492188,10.971084594726562,11.946029663085938,14.184112548828125
2019-12-14-22,8.072359619140625,16.188028259277342,10.994964294433593,11.819412841796874,14.19214630126953
2019-12-14-23,8.82181396484375,17.38608642578125,11.1247216796875,12.170966796875,14.352984619140626
