UTC,濟州,那霸機場,上海,福州,廈門
2019-05-10-00,18.454437255859375,23.689849853515625,20.395843505859375,22.10296630859375,22.6478271484375
2019-05-10-01,19.37884521484375,24.8753662109375,22.1690673828125,23.643310546875,24.205718994140625
2019-05-10-02,19.842498779296875,25.446685791015625,23.157958984375,24.936553955078125,25.488922119140625
2019-05-10-03,20.111846923828125,24.29547119140625,23.7257080078125,25.9954833984375,26.606903076171875
2019-05-10-04,20.139617919921875,23.27197265625,23.7962646484375,26.848236083984375,27.4156494140625
2019-05-10-05,19.84765625,23.389251708984375,23.1318359375,27.593780517578125,27.29119873046875
2019-05-10-06,19.712310791015625,23.2564697265625,22.56109619140625,28.074371337890625,27.090179443359375
2019-05-10-07,20.218780517578125,22.673187255859375,21.62384033203125,27.539031982421875,26.8818359375
2019-05-10-08,19.854888916015625,22.758056640625,21.87847900390625,26.769134521484375,26.528564453125
2019-05-10-09,18.85009765625,22.78729248046875,21.571563720703125,25.5810546875,25.6458740234375
2019-05-10-10,17.7310791015625,22.321044921875,20.65985107421875,24.171600341796875,24.599212646484375
2019-05-10-11,16.952789306640625,22.07977294921875,19.768890380859375,22.827301025390625,23.6514892578125
2019-05-10-12,16.67626953125,21.990692138671875,19.39990234375,22.12493896484375,23.19366455078125
2019-05-10-13,16.386958007812503,21.737318115234377,18.74967041015625,21.535277099609374,22.9009033203125
2019-05-10-14,15.816217041015625,21.572697448730466,18.4482421875,21.022529296875,22.81735687255859
2019-05-10-15,15.134933471679688,21.36541748046875,18.128761291503906,20.49237823486328,22.386428833007812
2019-05-10-16,14.700559692382814,21.151803283691407,17.785910949707034,19.965060729980472,21.787773742675782
2019-05-10-17,14.312753906249998,20.83778625488281,17.493992309570313,19.467374267578123,21.42881591796875
2019-05-10-18,13.974472045898438,20.80072021484375,17.288223266601562,19.04083251953125,21.154495239257812
2019-05-10-19,13.675529174804687,20.886240234375002,17.088321533203125,18.761989135742187,20.885855712890624
2019-05-10-20,13.503259582519531,20.89132568359375,16.80906433105469,18.399509582519535,20.714782104492187
2019-05-10-21,13.720298767089844,21.00910186767578,16.466888427734375,18.07695770263672,20.536331176757812
2019-05-10-22,16.411580200195313,22.056331481933594,17.507311706542968,18.859797058105467,20.81599395751953
2019-05-10-23,17.979587402343753,23.067309570312503,19.58467529296875,20.3288427734375,22.252747802734373
