UTC,首爾,東京,北京
2019-02-14-00,16.961328204002854,331.4376094848755,150.07981090858755
2019-02-14-01,307.2396831060464,328.2821084032125,134.62505538776202
2019-02-14-02,215.7523190765018,326.1863249759448,181.99047217084726
2019-02-14-03,204.05420062644004,325.8070369748666,167.88128124208734
2019-02-14-04,189.0656427527063,326.23195446854334,163.1950070161986
2019-02-14-05,181.65700409632706,326.35149698074576,161.9535158094473
2019-02-14-06,187.48243224073025,329.5556772437473,163.52682077678168
2019-02-14-07,199.29619565750454,334.1416088720224,166.53350493762684
2019-02-14-08,200.7689425325838,337.3745915355589,178.4726303856051
2019-02-14-09,197.26084083250905,342.66266187482387,181.1766044680764
2019-02-14-10,342.07812373562336,350.6125521204674,184.1630381332891
2019-02-14-11,284.3529802106176,2.395969259585229,190.12918538019898
2019-02-14-12,300.5703762936146,17.49529531613743,192.38231403595242
2019-02-14-13,312.38093487212814,20.079320147653874,194.64509648985916
2019-02-14-14,336.2934454673843,21.318852561170615,223.1519469392041
2019-02-14-15,12.53159900654299,25.610054785301486,266.4672713047597
2019-02-14-16,39.620774072526245,29.727306145761872,305.70542493717375
2019-02-14-17,259.74382258622643,29.10479459610943,321.5625370272701
2019-02-14-18,288.6626799025049,29.201416771784523,316.29427639948165
2019-02-14-19,293.31070478054875,31.610430442181837,311.67921970250245
2019-02-14-20,312.6555103303012,38.15911427096236,307.0239312600652
2019-02-14-21,323.2172765921954,37.43970662315644,305.49163362291284
2019-02-14-22,322.17980443499397,47.17634883746214,306.15052158245004
2019-02-14-23,318.5795407169624,51.41644532127057,311.69227125675684
