UTC,首爾,東京,北京
2019-03-17-00,332.114333561096,117.89064987625073,219.96892203814872
2019-03-17-01,321.9055645060508,155.7691612455797,180.0
2019-03-17-02,307.9156629171251,171.54166339105728,181.888495071732
2019-03-17-03,312.81889058004674,185.13145180443064,191.47933160268525
2019-03-17-04,307.55472739082364,184.85358833823489,198.73269762496005
2019-03-17-05,305.7506855103518,186.4167104120218,203.54886034509087
2019-03-17-06,307.5722163522754,210.03171779011183,205.50943946841429
2019-03-17-07,304.7284862167896,243.8060725530169,206.40640766300533
2019-03-17-08,294.8714452283835,264.00739172170813,206.35267234145311
2019-03-17-09,293.83193201693655,314.7685204896032,207.8168510662885
2019-03-17-10,304.0014673880463,342.58252386941035,208.52084201525156
2019-03-17-11,304.4849000483598,347.60840437317256,213.05044425948796
2019-03-17-12,293.94338273904657,348.2480886788487,226.71601584629522
2019-03-17-13,285.1003613970272,338.5056198443532,229.48373356357894
2019-03-17-14,291.5168878409664,328.0237458181255,236.46402753475115
2019-03-17-15,297.6678790088022,327.0951931210599,250.10786467469865
2019-03-17-16,216.9058969534679,329.45085574589257,269.54408864987096
2019-03-17-17,195.79306356386854,332.5931988893767,321.11003480905043
2019-03-17-18,206.30003946485442,335.12156003903607,358.89753536950246
2019-03-17-19,195.40538172653714,339.2311939666836,8.657632281123767
2019-03-17-20,167.1036971237374,349.8450425798746,11.732754971657187
2019-03-17-21,143.9327496062257,9.136364382528086,11.569114746343757
2019-03-17-22,134.89863992344925,14.210800429742818,358.998738625482
2019-03-17-23,161.34173050505257,23.861419084398023,344.37013966859973
