UTC,首爾,東京,北京
2019-04-14-00,214.81330408505644,190.5464231389012,316.38761739673345
2019-04-14-01,218.2320824767055,191.17626198244665,312.69928858575554
2019-04-14-02,246.94613191577622,195.25667289508868,303.0093912668602
2019-04-14-03,275.3758342985798,195.29002822996114,303.944086580917
2019-04-14-04,279.80183834821105,195.75438740650753,302.366155513642
2019-04-14-05,279.7693801222428,186.34297131601102,304.07177723395824
2019-04-14-06,281.31188635905954,176.9159063631758,304.9263686084675
2019-04-14-07,293.2989111665663,189.62567345348117,299.8782087524567
2019-04-14-08,301.47389093998214,182.12820170019558,294.38046909773124
2019-04-14-09,305.6493324601904,176.8071628883413,288.1341271961241
2019-04-14-10,308.586295118643,163.07234582937872,276.29735061560604
2019-04-14-11,309.59359718396155,185.00429580154653,244.17798059009996
2019-04-14-12,308.2814167812454,184.15922867291425,240.7591352348503
2019-04-14-13,306.94940133560925,186.22947314176253,248.3489745735332
2019-04-14-14,308.8211788279418,190.9598630222666,260.434028750299
2019-04-14-15,310.36382414198965,196.2670953676165,269.8195512798417
2019-04-14-16,313.5632383953833,187.33468725366566,270.7602293718183
2019-04-14-17,314.9123187723555,180.8376531770407,258.7715461537859
2019-04-14-18,316.5852022599378,180.57815223303993,253.00025937714662
2019-04-14-19,313.99219617667666,192.69622975616676,254.54034404057091
2019-04-14-20,322.2147626098431,235.613571928883,250.89250002440207
2019-04-14-21,334.52660542976616,307.72625706590435,262.380749448853
2019-04-14-22,357.1848613743424,314.3317633941092,285.43235982343043
2019-04-14-23,319.8832600584175,312.74125241430966,259.4191661488241
