UTC,首爾,東京,北京
2019-04-25-00,94.21733000837557,167.6260934641088,290.0976441888317
2019-04-25-01,100.35453619751843,190.03812087760048,308.6181660902093
2019-04-25-02,119.8287415875264,197.0537116460992,349.68503211118775
2019-04-25-03,137.01789330303,200.79476179354845,17.095538781832317
2019-04-25-04,149.66910881152046,207.5248796585497,33.54584405793423
2019-04-25-05,148.31194855287418,210.26708710897182,46.64707283684044
2019-04-25-06,151.849595144217,229.94735959109812,53.98303213669425
2019-04-25-07,186.92344202935612,282.3755056500078,56.17886497069398
2019-04-25-08,214.79183774323016,312.5797130400789,57.37787907712104
2019-04-25-09,159.23960557828116,341.9678056872643,63.65687824076883
2019-04-25-10,168.0872891066905,8.86691670817305,63.761153010283806
2019-04-25-11,188.05511252304484,32.60380321518949,59.20386326760482
2019-04-25-12,195.89034431807522,44.650831484236704,58.090958507102215
2019-04-25-13,198.17030138634698,67.76156971561986,32.56419360820098
2019-04-25-14,175.10594780401996,73.98072669561839,28.975343355549228
2019-04-25-15,110.98473404875466,64.97830750608131,353.03728492837774
2019-04-25-16,116.47475138781653,54.39647263745911,27.582598274562287
2019-04-25-17,120.96238347211403,56.13570659465813,320.3144309368293
2019-04-25-18,100.53229978680773,55.06898556149224,337.9362130759527
2019-04-25-19,69.16055988792684,48.53507989928849,319.5998763051149
2019-04-25-20,67.1304022432403,43.665860039223304,308.3577629455652
2019-04-25-21,52.76300224768494,31.91030841983425,303.46503154436624
2019-04-25-22,54.07765268634162,18.496287109495427,326.75090009723095
2019-04-25-23,47.66829988942544,12.813162843905502,307.5939701225053
