UTC,首爾,東京,北京
2019-04-05-00,313.799029259771,206.6582620556359,81.0154941976611
2019-04-05-01,301.1462616707185,202.5699054572816,135.9729497664835
2019-04-05-02,301.74636543906547,209.02588650988304,159.5981239185039
2019-04-05-03,302.9814044458233,215.95483544340155,171.753301296127
2019-04-05-04,302.12928545152556,217.53871857384092,178.1153104382716
2019-04-05-05,299.65977864322144,215.6994581410917,180.42749630570142
2019-04-05-06,301.45850325493734,212.01121394143385,179.47704104263107
2019-04-05-07,302.8231354973067,215.6282681478544,172.55457799524427
2019-04-05-08,305.9067624998999,214.97522096236236,162.14278610733155
2019-04-05-09,307.7239126340364,211.70150275382233,148.4241198569751
2019-04-05-10,306.6367087183884,210.08217663831724,126.01218610343412
2019-04-05-11,308.62480129538557,207.34094263235065,125.10050173013053
2019-04-05-12,312.7714701437042,188.21865360572798,129.56454002360616
2019-04-05-13,316.4827181514913,185.03529681837017,119.70972983690007
2019-04-05-14,315.7348147814629,199.16299811917452,88.675465653733
2019-04-05-15,316.81404177928914,209.76097341864315,49.38511764860306
2019-04-05-16,333.1853334227399,229.40618510935414,32.028659764394206
2019-04-05-17,338.4800692762595,252.8004520064349,19.976191655030732
2019-04-05-18,340.9606278570593,325.1869193888251,7.548138871211847
2019-04-05-19,324.9105064669828,29.65973135598668,2.366473469190396
2019-04-05-20,36.9337214417597,16.179237742297914,358.86212235496725
2019-04-05-21,82.28372949505368,13.37777813110074,354.7932085676591
2019-04-05-22,100.52273590967894,328.09658606551915,348.8676470893879
2019-04-05-23,98.28378506894597,328.78477835462263,357.35203190671217
