UTC,濟州,那霸機場,上海,福州,廈門
2019-11-14-00,345.2163384044842,4.954373216446811,42.200729741138616,46.756675120932925,56.31669314392437
2019-11-14-01,350.0511052141877,8.707721851895542,60.85350460643576,53.051742307910274,53.0234523951149
2019-11-14-02,358.27456520099764,16.099899614270953,59.173304682089025,48.243224340079394,52.871317591412236
2019-11-14-03,6.081117935443217,11.596032636422649,39.79721194089748,55.53015959938736,51.50616200648818
2019-11-14-04,9.584975578041849,11.8130402105067,49.19455016223793,61.24526881353435,62.94054199856052
2019-11-14-05,6.574570867590751,16.122083374398358,64.36670058397232,70.96133244449527,58.9775827889753
2019-11-14-06,13.732266873704475,17.37395152312564,85.21033102240378,64.58817037663005,60.77871770760561
2019-11-14-07,17.357088458334147,17.731714762117576,101.6119076819459,68.09136586035265,62.74809392478039
2019-11-14-08,19.02964049756406,23.09062289454596,102.98907449981712,65.92619500882748,55.053827520628545
2019-11-14-09,61.51215895378519,11.062980249714485,119.08360773735981,63.264251069388024,55.267219155287904
2019-11-14-10,130.12044534804272,24.91860011081721,139.92917362531318,61.543256066240644,54.51043038071856
2019-11-14-11,137.44276215886,29.318708988699427,160.23692735468796,56.18483573637343,55.69068744193743
2019-11-14-12,153.44246045969447,34.964507174131086,159.6680088539837,55.93165210593571,54.63862908341548
2019-11-14-13,158.29152160126216,31.449221066875793,157.13778562823424,36.559168040070205,48.627380191211216
2019-11-14-14,172.35073483812442,33.358579431471185,159.28184050427313,353.93168028910264,37.33554742133859
2019-11-14-15,190.6255159674106,36.52221481909447,162.81842455577453,350.5980839508122,37.19276589498827
2019-11-14-16,184.01033231420925,35.022849795839306,166.4300025862011,356.2446657379045,37.19182720295771
2019-11-14-17,192.32626074744883,31.81878641295978,172.8614848754004,358.265984263533,33.166062059538206
2019-11-14-18,202.48261429559727,34.455546586186415,171.93066785140263,358.19841612542433,30.598321771607402
2019-11-14-19,210.9808907839869,35.97431821601242,182.09083765870247,350.12301707437723,30.847278737163748
2019-11-14-20,217.93712736522173,31.229649243050744,190.50729464168847,343.33259106795026,29.001664612653684
2019-11-14-21,221.5496877496825,29.755522520614903,189.90738450426704,335.80633661551576,32.44005961581996
2019-11-14-22,214.64786278175325,34.83554546834773,180.98069524541052,316.5519577907643,35.04820922509964
2019-11-14-23,228.2765796453098,37.07655740721137,183.68263938952907,320.3001779906808,31.933291369987927
