UTC,濟州,那霸機場,上海,福州,廈門
2019-09-23-00,3.42467099943927,4.343365150540862,4.974867620822673,1.9951958578812998,2.7293494432416017
2019-09-23-01,3.9557795583301902,3.662290774791042,5.116783010735037,1.2686735399617777,3.4029341738336605
2019-09-23-02,3.695609065661925,3.066935780536554,5.68269089491342,1.0827793865470268,3.9527288037799977
2019-09-23-03,3.6024678124593668,4.542627972990988,4.814349475548138,1.4270310612075148,4.063447004602955
2019-09-23-04,3.5571240632249346,4.952245507447901,5.101682194270489,1.3834047335302238,3.5760418892772
2019-09-23-05,4.2880394681740786,4.80758122336045,5.491974301767056,0.799152421526911,3.0264476330496715
2019-09-23-06,4.843352044451567,4.669555098903161,5.87854055550236,0.7419214837847888,4.263591237732965
2019-09-23-07,4.8362515362974055,4.641329550529135,5.652550706010894,2.9135647499844968,4.472009494950853
2019-09-23-08,4.9238426030853875,4.597430701092109,4.974944342987173,3.8452821864443116,3.927982619146494
2019-09-23-09,4.9835572784624675,4.197038416365455,4.660313567077408,4.400498989848404,4.15269787645875
2019-09-23-10,4.200903901371497,4.318851004215807,4.313731593672256,3.810493932011272,4.230970169512423
2019-09-23-11,3.5739712436732045,4.057763131411554,3.5699080323075756,2.6454213724633395,4.1043466677641955
2019-09-23-12,3.4944037983391807,3.004834489034258,3.0329194664708914,1.643646779961722,3.8179716564581514
2019-09-23-13,3.1422177348338276,3.2060781513961274,2.397055576919616,1.2054151964641875,3.9667427018633314
2019-09-23-14,2.8375934238031544,2.37054524691133,1.7188916736878774,1.1442001436990394,3.6732732290890544
2019-09-23-15,2.447364654116865,2.7550934546416825,1.1975236305050727,0.9247114763315236,3.395118169115457
2019-09-23-16,2.156271675851879,3.2653261718049174,1.0620040487128122,1.1994480743946108,3.362510540118833
2019-09-23-17,1.5884831747356423,2.2202097964217677,1.046488723041171,1.3629303919004656,3.8307160983776956
2019-09-23-18,1.3730925206229596,2.5986026110361093,1.18164272299537,1.3726431417204132,4.087499605983155
2019-09-23-19,1.0860787821597335,2.654163192203483,1.6167855152345811,1.546375831316856,4.306210360558166
2019-09-23-20,0.6202331712850805,2.1917559222220464,1.6326676904995743,1.8296298630894505,4.207393674510646
2019-09-23-21,0.66474492707158,2.075369192508821,1.4324997744752557,1.9746718833026153,3.7961203419793486
2019-09-23-22,1.0960396175395135,3.367283204396558,1.6609209891669388,1.7959125749728766,3.585999362713805
2019-09-23-23,1.3055128502343027,4.168297939121023,2.0480342815734436,1.779812685357569,4.2033732964487145
