UTC,濟州,那霸機場,上海,福州,廈門
2019-11-05-00,3.9680825862082667,5.989017560493228,3.8990452671141083,4.374415471146259,7.808036905281381
2019-11-05-01,3.047783953419722,7.02522798814809,3.8919009662621793,5.846067345706327,8.846577727191432
2019-11-05-02,3.6268480701303365,6.044583828137216,3.996899829170708,6.501664826589343,8.852579817723395
2019-11-05-03,3.6892794318705375,6.245057228937025,4.585691191940205,6.676666284139466,8.650030299030675
2019-11-05-04,3.7921130794692326,5.909642197982914,4.37944085203784,6.596277770698824,8.948439700486013
2019-11-05-05,3.5386709505857668,5.982380048764367,4.427563669786915,6.3389895089560095,9.157992280284137
2019-11-05-06,3.1868670028961636,5.436281521660155,4.912661897763498,6.292682479559188,9.177940277720825
2019-11-05-07,3.09730863197618,5.07355584994275,5.0085574169592055,6.059095669520337,9.055164645794019
2019-11-05-08,2.8382900694452284,5.032395423633442,4.830948473084901,5.89915061286012,8.79056061728108
2019-11-05-09,2.5020258159184614,4.9692983390041325,4.545668975822206,5.347267306258829,8.298534604348662
2019-11-05-10,2.24320277915834,4.515294632492717,4.109219398036785,4.391479526166341,8.725195088594102
2019-11-05-11,2.2327029619084438,4.716320345932581,3.8478592184333396,2.8213294707889855,8.991186700142881
2019-11-05-12,3.3502952507490633,4.334976064438992,3.2388705453717495,2.5385445486393734,8.461088797379293
2019-11-05-13,3.001260882940175,4.0287826201830255,2.8736963330168397,2.310123830624707,8.107921084548805
2019-11-05-14,2.580538701790926,3.805340223215044,2.894887385384469,1.8214007124139926,7.451471959512745
2019-11-05-15,1.9744682984807458,3.4232134369199683,2.7435544519870616,1.5996051772602862,7.050322883165671
2019-11-05-16,1.819581846204841,3.477277371706511,2.740649323263021,1.855658424867737,6.834071559401185
2019-11-05-17,1.6352185717973808,3.0612331764766636,2.787580069418462,1.8331673850477617,6.184071969659119
2019-11-05-18,1.3914255807625098,3.0693701075003195,2.862609239039615,1.6755934858344792,5.934313644639109
2019-11-05-19,1.3232628160214155,3.14468753280743,2.516671050724354,1.4467314732850598,5.986119633052322
2019-11-05-20,1.2525699089613669,3.1451115085512136,2.5242831003865587,1.5893157973295684,5.301923903533306
2019-11-05-21,1.4240277547636102,2.5662362365327294,2.624568853622253,1.7997672802013136,4.995725740372246
2019-11-05-22,1.4286556717382561,2.636619944799088,2.754675001942501,1.7169258230593987,4.677315399073544
2019-11-05-23,1.6436861060383654,3.0732409295921386,2.6167024383922337,1.6549740912967092,4.951130280728641
