UTC,濟州,那霸機場,上海,福州,廈門
2019-03-28-00,2.6106618772571393,5.953197516133308,3.124375301041461,0.5461251559491999,2.435543894293788
2019-03-28-01,3.2208455954199438,5.97147270165304,3.963931302266194,0.846713262186817,3.6850334347032168
2019-03-28-02,4.273914582641061,6.179363773911175,3.707105801885806,2.54818134984095,4.3646641345349595
2019-03-28-03,5.0632019161169834,6.428418715824479,4.32276459251334,4.359407479200838,4.703972193613
2019-03-28-04,4.242631517704631,6.423952556503844,4.6299075936323,4.673693949366108,5.292383831725788
2019-03-28-05,3.8853876154897495,6.463107203623867,4.769408043800916,4.885793501344993,6.391083634617753
2019-03-28-06,3.9139151525735185,6.234771932081062,4.622415802428763,5.711523999444159,7.437692523378977
2019-03-28-07,3.910770562677885,6.04785838539329,3.985451828174393,6.246860646822007,7.49358683337929
2019-03-28-08,3.375539440052794,5.4912437039765605,3.88390653371312,6.409818146612413,7.388276541938883
2019-03-28-09,2.6429869989778143,5.497815496342225,3.9598141480254725,5.292875857091884,7.365567066831209
2019-03-28-10,1.3813528697038655,5.009350590929926,4.144560889517825,4.485313740772546,6.552360326042253
2019-03-28-11,1.310379804710581,4.203178591390545,4.586079919827218,3.6869023190262458,5.859167566132912
2019-03-28-12,1.6948864830657813,4.2086139126972615,4.754925368904789,4.200010737599491,4.867611368171907
2019-03-28-13,1.4727529733070654,3.5946287134368564,3.7706986076426623,3.156833735621825,3.929719002091921
2019-03-28-14,0.7477847617640951,3.3673723716877926,2.690104881135116,1.0569683011744977,4.355216394986685
2019-03-28-15,0.8993827641631524,2.7417100549246882,2.7162626876558615,1.1571015258499753,4.212153959543552
2019-03-28-16,0.31749593655680897,3.298793005742927,2.8018940987084493,1.6535896488797681,4.315966752117907
2019-03-28-17,0.5148777263367146,3.630721661079115,2.6389814372593823,0.6586977911671977,4.09408179988048
2019-03-28-18,0.3999217422297167,4.182670012584124,2.766708367948585,0.67780143732911,3.7129478456434777
2019-03-28-19,1.0456245581328543,3.7909672395027005,2.828323884930191,0.40738469231821905,3.367541826450005
2019-03-28-20,1.1473717193213908,4.014634822550237,2.800293983624857,0.3981880646138842,2.990237464515075
2019-03-28-21,1.1327946291480553,3.5988682548236692,1.9485435115742469,0.7975774890624623,2.6923650098869256
2019-03-28-22,0.49430561571274045,3.5748010002851136,1.610846488127684,0.7943825405912671,2.6429736558517076
2019-03-28-23,0.4099534447318096,4.293682611885073,1.8066836878922217,0.5962540503516013,2.1737811222545083
