,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-04-22-00,16.5,18.7,19.2,25.0,12.2,18.1,24.4,23.9
2019-04-22-01,-999.0,-999.0,20.8,26.1,-999.0,-999.0,-999.0,-999.0
2019-04-22-02,-999.0,-999.0,22.8,25.6,-999.0,-999.0,-999.0,-999.0
2019-04-22-03,23.0,19.7,23.2,26.7,18.6,18.2,27.7,28.3
2019-04-22-04,-999.0,-999.0,25.0,26.6,-999.0,-999.0,-999.0,-999.0
2019-04-22-05,-999.0,-999.0,24.6,26.2,-999.0,-999.0,-999.0,-999.0
2019-04-22-06,27.5,20.1,25.0,25.4,23.5,18.1,28.8,29.4
2019-04-22-07,-999.0,-999.0,22.5,26.0,-999.0,-999.0,-999.0,-999.0
2019-04-22-08,-999.0,-999.0,21.2,24.8,-999.0,-999.0,-999.0,-999.0
2019-04-22-09,25.7,22.2,19.9,24.2,24.1,17.6,23.3,27.3
2019-04-22-10,-999.0,-999.0,19.6,23.8,-999.0,-999.0,-999.0,-999.0
2019-04-22-11,-999.0,-999.0,18.1,23.7,-999.0,-999.0,-999.0,-999.0
2019-04-22-12,21.2,19.5,17.5,23.5,21.7,18.5,22.8,22.4
2019-04-22-13,-999.0,-999.0,17.7,23.6,-999.0,-999.0,-999.0,-999.0
2019-04-22-14,-999.0,-999.0,16.6,23.4,-999.0,-999.0,-999.0,-999.0
2019-04-22-15,18.2,19.9,17.2,23.3,20.0,18.6,22.4,22.3
2019-04-22-16,-999.0,-999.0,16.7,23.5,-999.0,-999.0,-999.0,-999.0
2019-04-22-17,-999.0,-999.0,16.3,23.5,-999.0,-999.0,-999.0,-999.0
2019-04-22-18,16.5,18.5,16.1,23.4,18.0,18.7,21.8,22.0
2019-04-22-19,-999.0,-999.0,15.7,23.3,-999.0,-999.0,-999.0,-999.0
2019-04-22-20,-999.0,-999.0,15.7,-999.0,-999.0,-999.0,-999.0,-999.0
2019-04-22-21,15.2,19.0,15.7,23.4,16.1,19.2,22.2,21.4
2019-04-22-22,-999.0,-999.0,16.4,23.6,-999.0,-999.0,-999.0,-999.0
2019-04-22-23,-999.0,-999.0,16.9,24.0,-999.0,-999.0,-999.0,-999.0
