,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-02-06-00,1.5,12.3,4.7,22.3,-3.6,6.1,12.9,14.3
2019-02-06-01,-999.0,-999.0,4.5,21.6,-999.0,-999.0,-999.0,-999.0
2019-02-06-02,-999.0,-999.0,4.7,22.3,-999.0,-999.0,-999.0,-999.0
2019-02-06-03,7.5,14.9,5.3,22.8,-2.9,14.1,14.5,19.1
2019-02-06-04,-999.0,-999.0,5.9,23.5,-999.0,-999.0,-999.0,-999.0
2019-02-06-05,-999.0,-999.0,6.6,23.2,-999.0,-999.0,-999.0,-999.0
2019-02-06-06,9.2,14.3,6.8,23.5,-1.4,16.0,20.6,23.6
2019-02-06-07,-999.0,-999.0,7.3,23.1,-999.0,-999.0,-999.0,-999.0
2019-02-06-08,-999.0,-999.0,6.7,22.7,-999.0,-999.0,-999.0,-999.0
2019-02-06-09,8.1,12.1,6.6,21.7,-1.5,14.0,19.2,21.0
2019-02-06-10,-999.0,-999.0,6.0,20.9,-999.0,-999.0,-999.0,-999.0
2019-02-06-11,-999.0,-999.0,5.2,20.7,-999.0,-999.0,-999.0,-999.0
2019-02-06-12,7.0,10.0,5.1,20.7,-1.6,11.7,14.9,17.3
2019-02-06-13,-999.0,-999.0,5.4,20.4,-999.0,-999.0,-999.0,-999.0
2019-02-06-14,-999.0,-999.0,4.5,20.5,-999.0,-999.0,-999.0,-999.0
2019-02-06-15,6.2,9.2,4.6,20.2,-4.0,10.6,13.5,15.6
2019-02-06-16,-999.0,-999.0,4.6,20.3,-999.0,-999.0,-999.0,-999.0
2019-02-06-17,-999.0,-999.0,4.4,20.1,-999.0,-999.0,-999.0,-999.0
2019-02-06-18,4.5,10.2,4.5,20.3,-8.1,13.1,13.1,15.8
2019-02-06-19,-999.0,-999.0,4.5,20.1,-999.0,-999.0,-999.0,-999.0
2019-02-06-20,-999.0,-999.0,4.7,20.3,-999.0,-999.0,-999.0,-999.0
2019-02-06-21,0.7,12.1,4.5,20.6,-9.9,10.5,12.3,15.7
2019-02-06-22,-999.0,-999.0,4.3,20.5,-999.0,-999.0,-999.0,-999.0
2019-02-06-23,-999.0,-999.0,4.6,21.0,-999.0,-999.0,-999.0,-999.0
