,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-09-21-00,19.0,20.2,21.8,25.1,19.8,21.0,24.4,25.0
2019-09-21-01,-999.0,-999.0,21.9,24.9,-999.0,-999.0,-999.0,-999.0
2019-09-21-02,-999.0,-999.0,23.9,24.7,-999.0,-999.0,-999.0,-999.0
2019-09-21-03,21.0,19.3,23.5,25.3,25.2,20.5,26.8,31.2
2019-09-21-04,-999.0,-999.0,23.2,25.7,-999.0,-999.0,-999.0,-999.0
2019-09-21-05,-999.0,-999.0,23.3,24.8,-999.0,-999.0,-999.0,-999.0
2019-09-21-06,22.0,19.6,23.2,25.4,27.4,20.0,31.1,33.1
2019-09-21-07,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-09-21-08,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-09-21-09,20.2,19.5,-999.0,-999.0,26.5,20.0,29.7,33.7
2019-09-21-10,-999.0,-999.0,-999.0,26.0,-999.0,-999.0,-999.0,-999.0
2019-09-21-11,-999.0,-999.0,-999.0,25.7,-999.0,-999.0,-999.0,-999.0
2019-09-21-12,19.2,21.2,21.6,25.6,23.7,21.6,28.5,28.0
2019-09-21-13,-999.0,-999.0,21.4,25.2,-999.0,-999.0,-999.0,-999.0
2019-09-21-14,-999.0,-999.0,21.3,24.4,-999.0,-999.0,-999.0,-999.0
2019-09-21-15,18.5,21.4,20.7,24.1,19.9,21.7,26.5,25.3
2019-09-21-16,-999.0,-999.0,20.4,24.7,-999.0,-999.0,-999.0,-999.0
2019-09-21-17,-999.0,-999.0,19.8,25.1,-999.0,-999.0,-999.0,-999.0
2019-09-21-18,18.2,21.0,20.0,25.3,18.0,20.5,24.5,24.4
2019-09-21-19,-999.0,-999.0,19.4,25.4,-999.0,-999.0,-999.0,-999.0
2019-09-21-20,-999.0,-999.0,19.2,25.6,-999.0,-999.0,-999.0,-999.0
2019-09-21-21,17.2,20.2,18.9,25.7,16.8,20.7,23.1,23.5
2019-09-21-22,-999.0,-999.0,20.5,26.0,-999.0,-999.0,-999.0,-999.0
2019-09-21-23,-999.0,-999.0,21.9,26.3,-999.0,-999.0,-999.0,-999.0
