,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-04-02-00,5.7,11.1,8.5,18.0,7.3,13.7,12.6,15.8
2019-04-02-01,-999.0,-999.0,9.6,18.4,-999.0,-999.0,-999.0,-999.0
2019-04-02-02,-999.0,-999.0,11.5,19.2,-999.0,-999.0,-999.0,-999.0
2019-04-02-03,10.5,12.5,12.5,19.6,13.6,18.2,16.3,18.3
2019-04-02-04,-999.0,-999.0,11.8,20.5,-999.0,-999.0,-999.0,-999.0
2019-04-02-05,-999.0,-999.0,11.3,20.6,-999.0,-999.0,-999.0,-999.0
2019-04-02-06,12.2,12.5,10.7,19.9,17.7,17.5,16.1,19.3
2019-04-02-07,-999.0,-999.0,10.1,19.8,-999.0,-999.0,-999.0,-999.0
2019-04-02-08,-999.0,-999.0,9.2,19.1,-999.0,-999.0,-999.0,-999.0
2019-04-02-09,9.7,11.1,9.4,18.7,18.1,16.2,16.0,19.7
2019-04-02-10,-999.0,-999.0,7.6,17.9,-999.0,-999.0,-999.0,-999.0
2019-04-02-11,-999.0,-999.0,6.9,17.9,-999.0,-999.0,-999.0,-999.0
2019-04-02-12,6.2,9.7,6.0,17.7,14.6,14.5,15.0,17.2
2019-04-02-13,-999.0,-999.0,5.9,17.6,-999.0,-999.0,-999.0,-999.0
2019-04-02-14,-999.0,-999.0,5.2,17.3,-999.0,-999.0,-999.0,-999.0
2019-04-02-15,5.0,8.9,5.0,17.5,10.3,13.1,14.9,15.8
2019-04-02-16,-999.0,-999.0,4.1,17.8,-999.0,-999.0,-999.0,-999.0
2019-04-02-17,-999.0,-999.0,4.0,17.9,-999.0,-999.0,-999.0,-999.0
2019-04-02-18,3.7,8.1,4.5,18.0,6.5,11.5,14.9,15.6
2019-04-02-19,-999.0,-999.0,3.9,18.0,-999.0,-999.0,-999.0,-999.0
2019-04-02-20,-999.0,-999.0,3.8,17.7,-999.0,-999.0,-999.0,-999.0
2019-04-02-21,2.0,6.9,4.1,17.6,3.7,10.6,14.8,15.6
2019-04-02-22,-999.0,-999.0,6.0,17.7,-999.0,-999.0,-999.0,-999.0
2019-04-02-23,-999.0,-999.0,7.7,18.1,-999.0,-999.0,-999.0,-999.0
