,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-06-12-00,21.7,20.7,19.1,26.9,23.8,22.2,23.8,21.4
2019-06-12-01,-999.0,-999.0,19.7,27.7,-999.0,-999.0,-999.0,-999.0
2019-06-12-02,-999.0,-999.0,19.8,28.2,-999.0,-999.0,-999.0,-999.0
2019-06-12-03,25.7,21.7,20.2,27.9,28.2,24.5,25.4,21.9
2019-06-12-04,-999.0,-999.0,20.1,27.3,-999.0,-999.0,-999.0,-999.0
2019-06-12-05,-999.0,-999.0,21.2,28.0,-999.0,-999.0,-999.0,-999.0
2019-06-12-06,26.0,22.2,20.4,27.9,31.8,25.7,23.7,24.7
2019-06-12-07,-999.0,-999.0,20.5,27.4,-999.0,-999.0,-999.0,-999.0
2019-06-12-08,-999.0,-999.0,20.1,27.1,-999.0,-999.0,-999.0,-999.0
2019-06-12-09,24.7,20.7,19.9,26.8,30.9,25.2,21.4,21.5
2019-06-12-10,-999.0,-999.0,19.3,26.2,-999.0,-999.0,-999.0,-999.0
2019-06-12-11,-999.0,-999.0,18.1,26.0,-999.0,-999.0,-999.0,-999.0
2019-06-12-12,21.5,19.2,17.9,26.1,28.6,22.0,19.9,20.4
2019-06-12-13,-999.0,-999.0,17.3,25.9,-999.0,-999.0,-999.0,-999.0
2019-06-12-14,-999.0,-999.0,16.2,25.8,-999.0,-999.0,-999.0,-999.0
2019-06-12-15,19.1,18.7,15.7,25.4,25.9,21.1,19.3,20.1
2019-06-12-16,-999.0,-999.0,14.6,25.4,-999.0,-999.0,-999.0,-999.0
2019-06-12-17,-999.0,-999.0,14.5,25.3,-999.0,-999.0,-999.0,-999.0
2019-06-12-18,17.5,18.1,14.3,25.0,23.9,20.7,18.8,20.5
2019-06-12-19,-999.0,-999.0,14.2,24.8,-999.0,-999.0,-999.0,-999.0
2019-06-12-20,-999.0,-999.0,14.4,24.9,-999.0,-999.0,-999.0,-999.0
2019-06-12-21,17.0,18.1,16.9,25.1,22.8,20.7,18.9,20.1
2019-06-12-22,-999.0,-999.0,18.8,25.6,-999.0,-999.0,-999.0,-999.0
2019-06-12-23,-999.0,-999.0,20.4,26.0,-999.0,-999.0,-999.0,-999.0
