,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-12-02-00,-0.2,10.1,8.6,20.9,-2.8,5.0,13.2,16.1
2019-12-02-01,-999.0,-999.0,8.7,-999.0,-999.0,-999.0,-999.0,-999.0
2019-12-02-02,-999.0,-999.0,9.1,20.6,-999.0,-999.0,-999.0,-999.0
2019-12-02-03,2.1,11.2,8.8,21.2,0.6,9.0,16.1,19.2
2019-12-02-04,-999.0,-999.0,10.1,21.4,-999.0,-999.0,-999.0,-999.0
2019-12-02-05,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-12-02-06,2.5,10.0,15.7,21.7,3.6,10.2,19.0,18.7
2019-12-02-07,-999.0,-999.0,10.8,21.3,-999.0,-999.0,-999.0,-999.0
2019-12-02-08,-999.0,-999.0,10.2,20.1,-999.0,-999.0,-999.0,-999.0
2019-12-02-09,0.0,9.2,10.0,19.9,2.4,8.1,14.3,16.5
2019-12-02-10,-999.0,-999.0,10.2,20.4,-999.0,-999.0,-999.0,-999.0
2019-12-02-11,-999.0,-999.0,10.2,19.9,-999.0,-999.0,-999.0,-999.0
2019-12-02-12,-2.5,8.7,9.5,20.0,1.4,7.0,12.8,14.0
2019-12-02-13,-999.0,-999.0,10.0,19.7,-999.0,-999.0,-999.0,-999.0
2019-12-02-14,-999.0,-999.0,9.9,19.8,-999.0,-999.0,-999.0,-999.0
2019-12-02-15,-3.2,7.7,11.4,18.9,-0.7,3.0,12.1,12.7
2019-12-02-16,-999.0,-999.0,10.9,18.5,-999.0,-999.0,-999.0,-999.0
2019-12-02-17,-999.0,-999.0,11.0,18.3,-999.0,-999.0,-999.0,-999.0
2019-12-02-18,-4.2,8.0,11.6,18.1,-3.5,5.2,10.6,12.2
2019-12-02-19,-999.0,-999.0,11.4,17.9,-999.0,-999.0,-999.0,-999.0
2019-12-02-20,-999.0,-999.0,11.5,17.7,-999.0,-999.0,-999.0,-999.0
2019-12-02-21,-4.7,8.6,11.1,17.7,-999.0,1.0,9.1,11.3
2019-12-02-22,-999.0,-999.0,10.6,17.4,-999.0,-999.0,-999.0,-999.0
2019-12-02-23,-999.0,-999.0,10.6,17.9,-999.0,-999.0,-999.0,-999.0
