,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-05-17-00,23.5,24.5,21.8,24.5,22.7,22.0,22.5,24.1
2019-05-17-01,-999.0,-999.0,22.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-05-17-02,-999.0,-999.0,23.7,25.2,-999.0,-999.0,-999.0,-999.0
2019-05-17-03,27.1,23.1,24.6,26.8,26.1,24.2,23.6,29.0
2019-05-17-04,-999.0,-999.0,23.8,26.8,-999.0,-999.0,-999.0,-999.0
2019-05-17-05,-999.0,-999.0,23.7,25.9,-999.0,-999.0,-999.0,-999.0
2019-05-17-06,28.0,22.6,23.9,25.6,30.0,25.0,25.1,29.4
2019-05-17-07,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-05-17-08,-999.0,-999.0,22.5,25.0,-999.0,-999.0,-999.0,-999.0
2019-05-17-09,27.0,19.5,21.0,24.7,29.2,22.6,26.6,24.4
2019-05-17-10,-999.0,-999.0,19.8,24.6,-999.0,-999.0,-999.0,-999.0
2019-05-17-11,-999.0,-999.0,19.3,24.6,-999.0,-999.0,-999.0,-999.0
2019-05-17-12,23.7,18.5,18.8,24.6,19.8,22.1,25.0,24.3
2019-05-17-13,-999.0,-999.0,18.3,24.1,-999.0,-999.0,-999.0,-999.0
2019-05-17-14,-999.0,-999.0,18.0,23.7,-999.0,-999.0,-999.0,-999.0
2019-05-17-15,22.7,19.0,17.4,23.6,18.9,21.5,24.3,24.2
2019-05-17-16,-999.0,-999.0,17.4,23.8,-999.0,-999.0,-999.0,-999.0
2019-05-17-17,-999.0,-999.0,17.7,24.0,-999.0,-999.0,-999.0,-999.0
2019-05-17-18,22.1,19.7,16.3,24.0,18.9,21.2,23.6,24.4
2019-05-17-19,-999.0,-999.0,15.8,24.3,-999.0,-999.0,-999.0,-999.0
2019-05-17-20,-999.0,-999.0,16.7,24.3,-999.0,-999.0,-999.0,-999.0
2019-05-17-21,19.2,20.1,18.6,24.3,18.6,21.1,22.9,24.4
2019-05-17-22,-999.0,-999.0,20.1,24.7,-999.0,-999.0,-999.0,-999.0
2019-05-17-23,-999.0,-999.0,21.1,25.1,-999.0,-999.0,-999.0,-999.0
