,鞍部,淡水,竹子湖,基隆,台北,新屋,板橋,新竹,宜蘭,蘇澳,梧棲,台中,花蓮,日月潭,阿里山,嘉義,玉山,成功,永康,台南,台東,高雄,大武,恆春
2019-09-18-00,19.4,26.3,21.0,27.2,27.2,24.5,26.8,26.0,27.9,27.6,27.8,27.2,28.8,21.2,14.4,27.4,12.8,28.1,26.4,26.8,27.6,29.2,26.9,28.1
2019-09-18-01,20.1,27.4,21.7,27.2,28.5,25.1,27.9,28.4,29.0,28.5,28.9,29.1,30.6,21.7,18.0,29.5,15.6,29.0,28.3,28.8,29.9,29.5,29.0,29.1
2019-09-18-02,20.2,27.1,21.9,27.0,30.0,27.9,29.8,29.4,30.0,28.7,28.7,30.1,31.9,23.9,18.5,30.5,17.0,29.6,29.7,29.6,30.9,30.3,30.4,30.0
2019-09-18-03,19.9,25.4,21.3,26.1,27.0,27.5,27.8,28.6,29.6,30.2,29.1,31.5,32.7,24.6,18.4,31.0,17.1,30.4,30.9,31.4,31.0,31.2,31.1,30.5
2019-09-18-04,20.0,25.7,21.3,26.8,27.0,27.6,27.1,27.3,28.8,29.4,29.2,32.7,33.8,26.4,18.1,32.0,18.2,30.3,31.7,31.8,31.8,31.1,31.0,30.6
2019-09-18-05,19.5,27.7,21.4,27.1,26.6,27.2,26.6,25.3,28.2,27.5,28.9,33.3,32.5,26.7,15.4,32.3,17.6,31.0,30.4,31.3,30.4,30.8,31.0,30.2
2019-09-18-06,19.6,26.5,21.5,27.3,28.5,25.3,27.6,26.1,27.5,27.6,28.3,33.0,31.8,25.2,15.1,31.9,14.8,29.8,30.8,32.6,30.9,31.1,30.7,30.4
2019-09-18-07,19.5,26.5,21.4,27.1,26.9,26.5,26.3,27.1,26.3,27.4,28.2,31.3,29.6,25.3,15.1,31.4,14.0,30.1,31.7,32.4,30.0,30.9,30.7,31.0
2019-09-18-08,18.8,26.5,20.9,27.0,26.4,26.6,26.7,25.8,26.0,26.8,28.2,30.6,28.9,26.2,15.4,30.0,13.0,28.1,30.3,31.4,29.6,30.6,29.9,29.7
2019-09-18-09,18.7,26.3,20.7,27.0,26.9,26.7,27.0,26.8,24.9,26.8,27.5,29.4,28.7,24.0,14.5,29.3,10.9,27.8,29.0,29.8,29.0,30.2,29.0,29.0
2019-09-18-10,18.6,26.3,20.5,26.7,27.0,25.3,26.9,26.2,24.9,26.3,26.9,27.9,28.2,22.1,14.0,28.5,8.5,27.4,28.1,28.8,28.8,30.0,28.9,28.6
2019-09-18-11,18.8,26.1,20.9,26.8,26.9,26.2,26.9,25.4,25.2,26.1,26.3,27.2,27.9,21.6,13.2,27.6,7.3,27.1,27.9,28.6,28.4,29.9,28.6,28.4
2019-09-18-12,18.6,26,20.3,26.6,26.6,26.1,26.7,25.2,26.1,25.9,25.7,26.4,27.4,21.0,12.1,27.1,7.6,26.9,27.5,28.4,27.9,29.6,28.4,28.4
2019-09-18-13,18.6,25.6,20.4,26.4,26.5,25.7,26.4,25.7,25.7,26.2,25.5,26.8,27.5,21.5,13.0,26.6,7.2,26.7,26.8,27.8,27.7,29.6,28.4,28.2
2019-09-18-14,18.5,25.1,20.3,26.4,26.3,25.8,26.1,25.4,25.7,26.1,25.6,27.1,27.7,21.4,12.3,25.9,6.7,26.6,26.1,27.2,27.3,29.2,27.9,27.9
2019-09-18-15,18.3,25.4,20.1,26.3,24.9,25.7,25.7,25.2,24.8,26.1,25.3,26.7,27.8,21.2,11.6,24.5,6.3,26.3,25.8,26.9,27.0,29.2,27.6,27.7
2019-09-18-16,18.3,25.1,20.1,26.2,25.7,25.5,25.2,25.2,24.2,26.0,25.0,26.5,27.9,20.9,11.1,24.6,5.8,26.3,25.5,26.4,26.7,29.0,27.2,27.3
2019-09-18-17,18.6,24.2,20.2,26.3,25.7,25.1,24.8,24.1,23.5,26.0,24.9,26.0,27.7,20.8,11.4,24.1,5.6,25.8,25.1,26.1,26.7,28.2,26.9,26.8
2019-09-18-18,18.5,23.9,20.3,26.4,24.5,25.4,24.9,24.0,23.0,25.9,24.7,25.3,27.4,20.3,11.1,24.1,5.3,25.8,24.8,25.8,25.8,27.8,26.7,26.1
2019-09-18-19,18.5,22.7,20.0,26.4,24.1,25.4,24.8,24.0,23.0,25.8,24.9,25.3,25.5,20.3,11.0,24.0,5.2,26.1,24.3,25.4,25.4,27.8,25.0,26.6
2019-09-18-20,18.2,24.6,20.3,26.4,24.2,25.5,23.5,23.7,22.9,25.8,25.0,25.1,25.1,19.7,10.7,23.7,4.7,25.8,23.9,25.1,25.6,27.6,23.8,26.7
2019-09-18-21,18.0,25.2,19.9,26.1,23.9,25.7,23.3,23.6,23.4,26.0,25.0,25.2,24.3,20.0,10.7,23.4,5.2,25.9,23.8,24.7,25.2,27.7,23.8,26.9
2019-09-18-22,17.9,25.1,20.0,26.1,23.6,25.6,23.3,24.5,23.6,25.4,25.1,25.2,24.1,19.8,10.1,22.9,5.8,25.8,23.5,24.7,25.0,27.6,23.9,26.5
2019-09-18-23,18.3,24.8,20.3,26.4,25.7,25.8,24.9,24.9,24.9,25.8,25.5,25.7,25.0,20.8,11.5,23.7,8.1,26.0,23.9,25.2,25.6,27.6,24.5,26.7
