,鞍部,淡水,竹子湖,基隆,台北,新屋,板橋,新竹,宜蘭,蘇澳,梧棲,台中,花蓮,日月潭,阿里山,嘉義,玉山,成功,永康,台南,台東,高雄,大武,恆春
2019-08-18-00,25.1,29.9,24.8,29.6,30.6,30.1,30.0,30.9,30.0,28.6,25.7,26.6,29.4,22.5,17.0,29.9,8.2,29.0,25.4,25.7,29.5,26.1,27.8,25.9
2019-08-18-01,25.6,31.3,26.1,31.6,33.2,30.4,32.2,30.5,31.8,30.5,24.7,27.6,30.9,23.7,16.2,27.2,8.5,29.2,25.4,25.7,31.4,26.0,28.2,24.8
2019-08-18-02,25.8,31,27.4,32.8,33.4,30.7,33.1,32.3,32.5,30.3,24.2,26.1,31.7,25.4,16.9,26.6,9.7,31.1,25.3,25.8,31.0,25.6,27.5,26.0
2019-08-18-03,25.6,30.3,27.0,31.0,33.6,29.8,33.5,32.6,32.3,30.3,24.9,26.1,31.2,20.8,13.5,26.9,8.8,29.0,26.0,26.1,29.3,25.3,26.8,25.5
2019-08-18-04,24.3,30.5,28.0,29.3,33.6,29.9,33.3,30.6,30.9,29.7,25.5,25.0,30.2,19.9,13.8,27.5,9.0,27.8,25.4,25.4,29.3,25.6,26.3,25.8
2019-08-18-05,22.6,30.7,24.7,27.5,30.5,29.5,32.9,30.3,27.7,29.5,28.1,26.5,30.2,21.2,14.0,27.3,11.2,26.3,25.7,25.3,29.3,25.4,26.0,25.1
2019-08-18-06,22.4,29.2,24.4,25.6,28.4,30.5,29.4,31.4,26.6,28.9,29.7,29.9,29.0,22.3,13.6,30.5,9.1,28.2,26.4,26.1,29.2,25.4,26.4,25.5
2019-08-18-07,22.3,27.7,23.8,25.5,28.1,30.6,29.1,31.5,26.4,27.7,29.9,30.4,29.4,22.7,14.4,31.9,10.6,28.7,26.4,27.0,28.6,25.5,26.3,27.1
2019-08-18-08,21.9,25.5,23.6,26.2,26.5,30.9,25.8,31.9,26.6,27.1,29.7,29.8,29.2,23.1,13.7,30.8,8.9,28.7,25.5,25.5,28.7,25.5,26.4,26.8
2019-08-18-09,22.3,26.5,23.7,26.5,26.5,29.9,27.2,30.7,26.8,25.9,28.8,29.2,29.0,22.5,13.4,28.2,8.4,28.2,25.0,25.2,28.5,25.4,25.9,25.3
2019-08-18-10,22.0,26.2,23.7,26.3,26.8,29.1,27.4,30.0,26.6,25.7,28.8,28.3,28.9,21.6,13.4,26.7,8.1,27.6,24.8,25.1,28.2,25.5,25.4,25.1
2019-08-18-11,21.7,25.4,23.0,26.5,26.7,28.3,27.0,29.5,26.0,25.8,27.0,26.0,27.0,19.9,13.4,26.3,7.4,27.0,24.8,25.2,28.0,25.5,25.1,25.2
2019-08-18-12,21.6,25.7,22.7,27.0,26.4,28.5,27.1,29.4,25.8,25.8,26.9,25.2,26.6,20.4,13.2,26.6,7.3,25.6,24.8,25.3,27.3,25.2,24.9,25.3
2019-08-18-13,21.8,26,22.8,26.5,26.5,28.2,26.9,28.6,26.0,25.3,26.3,25.3,26.3,20.6,13.2,26.2,7.1,25.9,24.9,25.5,26.8,25.4,24.8,25.1
2019-08-18-14,22.0,26.2,22.8,26.7,26.6,26.8,27.1,27.7,25.9,25.0,25.9,25.0,26.3,20.4,13.2,25.2,6.9,26.0,24.7,25.2,26.9,25.3,24.6,25.1
2019-08-18-15,21.7,26,22.8,26.6,26.7,26.3,26.6,27.4,25.7,25.1,25.4,25.0,26.3,20.4,13.2,25.5,6.4,25.4,24.6,25.1,26.9,25.1,24.6,25.9
2019-08-18-16,21.6,25.7,22.8,26.4,26.6,25.8,25.8,26.3,25.7,24.9,25.2,24.9,25.2,20.3,13.2,25.5,6.9,24.2,24.7,25.3,26.6,25.1,25.1,26.4
2019-08-18-17,21.3,25.8,22.7,26.4,26.6,25.6,26.0,26.4,25.7,24.9,25.3,24.6,24.6,20.3,13.3,26.0,7.3,24.6,24.9,25.5,26.3,25.1,25.0,25.8
2019-08-18-18,21.3,25.8,22.4,26.3,26.9,25.5,26.5,25.8,25.6,24.8,24.3,24.7,24.4,20.2,13.1,26.3,7.2,24.6,24.9,25.5,26.3,25.2,24.7,25.4
2019-08-18-19,21.4,25.4,22.3,26.6,26.7,25.4,26.2,25.6,25.6,24.8,24.4,24.7,24.2,20.1,13.2,26.4,7.1,24.3,25.0,25.6,26.3,25.3,24.4,25.0
2019-08-18-20,21.1,25.5,22.1,26.6,26.2,25.3,25.8,25.4,25.4,24.9,24.3,24.3,24.5,19.9,13.0,26.1,6.8,24.0,24.9,25.5,26.4,25.3,24.7,25.1
2019-08-18-21,21.4,25.5,22.4,26.4,26.4,25.0,25.9,25.4,25.2,24.8,24.3,24.4,24.4,20.1,13.0,25.7,6.7,24.2,24.8,25.8,26.0,25.2,24.5,24.9
2019-08-18-22,21.3,25.5,22.6,26.4,26.4,24.4,25.9,25.6,25.2,24.8,25.0,24.5,24.7,19.9,12.8,25.8,6.5,24.4,24.9,25.5,26.1,25.3,24.8,25.1
2019-08-18-23,21.5,24.5,22.5,26.5,25.8,24.6,25.5,25.5,25.7,25.4,26.1,25.1,25.5,20.4,13.2,26.3,7.1,26.9,25.2,25.4,26.5,25.8,25.0,25.6
