經度,緯度,八小時平均值差值(ppb),背景模擬濃度(ppb),增量後模擬濃度(ppb)
119.34976,22.666687,0.001934051513671875,39.49,39.5
119.380005,22.666832,0.0021209716796875,39.43,39.43
119.41025,22.666946,0.002223968505859375,39.44,39.44
119.44049,22.667076,0.002368927001953125,39.43,39.43
119.47073,22.667175,0.00244903564453125,53.92,53.92
119.50098,22.667282,0.002712249755859375,53.62,53.63
119.53122,22.667389,0.00293731689453125,44.27,44.28
119.56146,22.667488,0.00318145751953125,44.78,44.79
119.591705,22.667572,0.00345611572265625,45.27,45.27
119.62195,22.667656,0.00370025634765625,44.85,44.85
119.65219,22.667717,0.003925323486328125,45.19,45.2
119.682434,22.667809,0.004146575927734375,45.56,45.57
119.71268,22.667862,0.004451751708984375,45.99,45.99
119.74292,22.667915,0.004886627197265625,46.51,46.51
119.77316,22.667961,0.00539398193359375,55.18,55.19
119.803406,22.668007,0.005542755126953125,54.86,54.86
119.83365,22.668053,0.005840301513671875,54.55,54.55
119.86389,22.668083,0.0062103271484375,47.91,47.91
119.894135,22.668098,0.006542205810546875,47.49,47.5
119.92438,22.668137,0.00670623779296875,47.81,47.82
119.95462,22.668137,0.0068817138671875,48.58,48.59
119.98486,22.66816,0.007465362548828125,44.5,44.5
120.01511,22.66816,0.008525848388671875,44.59,44.6
120.04535,22.668137,0.008800506591796875,45.48,45.49
120.07562,22.668137,0.008785247802734375,43.74,43.75
120.105835,22.668098,0.008930206298828125,42.06,42.07
120.13611,22.668083,0.008716583251953125,45.76,45.77
120.16632,22.668053,0.008205413818359375,50.41,50.42
120.196594,22.668007,0.008470535278320312,30.49,30.5
120.22684,22.667961,0.0091094970703125,66.71,66.72
120.25708,22.667915,0.00958251953125,67.25,67.26
120.28732,22.667862,0.011653900146484375,55.92,55.93
120.317566,22.667809,0.015186309814453125,55.2,55.22
120.34781,22.667717,0.01665496826171875,54.95,54.96
120.37805,22.667656,0.01680755615234375,59.13,59.15
120.408295,22.667572,0.017467498779296875,60.35,60.37
120.43854,22.667488,0.019321441650390625,61.72,61.74
120.46878,22.667389,0.022979736328125,64.73,64.76
120.49902,22.667282,0.02745819091796875,66.97,67.0
120.52927,22.667175,0.02994537353515625,72.08,72.11
120.55951,22.667076,0.0282440185546875,72.34,72.37
120.58975,22.666946,0.02590179443359375,72.09,72.12
120.619995,22.666832,0.0256500244140625,82.64,82.66
120.65024,22.666687,0.0251007080078125,83.07,83.1
120.68048,22.66655,0.02545928955078125,69.01,69.03
120.710724,22.666397,0.0252532958984375,56.42,56.44
120.74097,22.666252,0.019256591796875,52.1,52.12
120.77121,22.6661,0.011653900146484375,47.37,47.38
120.80145,22.66594,0.00838470458984375,43.1,43.11
120.831696,22.665771,0.005954742431640625,49.92,49.92
120.86194,22.665573,0.004047393798828125,45.91,45.91
120.89218,22.665413,0.00275421142578125,38.98,38.98
120.922424,22.665222,0.0014495849609375,39.47,39.47
120.95267,22.665031,0.001468658447265625,43.99,43.99
120.98291,22.664818,0.00135040283203125,44.12,44.12
121.01315,22.664612,0.001049041748046875,42.86,42.86
121.043396,22.664406,0.00090789794921875,43.78,43.78
121.07364,22.664185,0.00074005126953125,45.43,45.43
121.10388,22.663956,0.00060272216796875,47.38,47.38
121.134125,22.663727,0.0004730224609375,48.91,48.91
121.16437,22.663467,0.000385284423828125,49.75,49.75
121.19461,22.66323,0.0003204345703125,49.77,49.77
121.22485,22.66298,0.000278472900390625,48.5,48.5
121.2551,22.662727,0.000263214111328125,48.07,48.07
121.28534,22.662468,0.000244140625,45.88,45.88
121.31558,22.662193,0.0002288818359375,34.06,34.06
121.345825,22.661903,0.000179290771484375,33.59,33.59
121.37604,22.661636,0.00016021728515625,53.15,53.15
121.40631,22.661331,0.00014495849609375,36.5,36.5
121.43652,22.661049,0.0001220703125,40.35,40.35
121.4668,22.660736,0.00011444091796875,40.24,40.24
121.49701,22.660439,9.918212890625e-05,51.84,51.84
121.52725,22.660126,8.0108642578125e-05,43.68,43.68
121.557495,22.659805,6.866455078125e-05,42.95,42.95
121.58774,22.659462,5.340576171875e-05,42.99,42.99
121.61798,22.659126,4.57763671875e-05,42.91,42.91
121.648224,22.658798,3.4332275390625e-05,53.69,53.69
121.67847,22.658447,3.0517578125e-05,42.54,42.54
121.70868,22.658096,2.6702880859375e-05,50.8,50.8
121.73895,22.657738,2.288818359375e-05,42.41,42.41
121.769165,22.657372,2.6702880859375e-05,42.74,42.74
121.79941,22.657005,2.288818359375e-05,42.7,42.7
121.82965,22.656616,1.9073486328125e-05,50.79,50.79
121.85989,22.656242,1.52587890625e-05,54.58,54.58
121.89014,22.655846,1.1444091796875e-05,54.86,54.86
121.92035,22.655441,1.52587890625e-05,49.77,49.77
121.95062,22.655052,7.62939453125e-06,40.17,40.17
121.980835,22.654633,7.62939453125e-06,40.34,40.34
122.01108,22.654213,7.62939453125e-06,39.25,39.25
122.04132,22.653801,7.62939453125e-06,40.61,40.61
119.28909,22.694313,0.00159454345703125,39.99,39.99
119.319336,22.69445,0.001667022705078125,39.85,39.86
119.34961,22.694595,0.00179290771484375,39.57,39.57
119.37985,22.694748,0.0019378662109375,39.41,39.41
119.410095,22.694855,0.00212860107421875,39.39,39.39
119.44037,22.694977,0.002338409423828125,39.4,39.41
119.47061,22.695084,0.002483367919921875,39.4,39.4
119.500854,22.695183,0.002498626708984375,53.77,53.77
119.5311,22.695282,0.002811431884765625,43.96,43.97
119.56134,22.695389,0.00304412841796875,44.46,44.46
119.59161,22.69548,0.00331878662109375,44.95,44.95
119.62186,22.695557,0.003582000732421875,44.51,44.51
119.6521,22.695625,0.003940582275390625,39.69,39.7
119.68237,22.695717,0.0043182373046875,39.81,39.82
119.712616,22.69577,0.00434112548828125,45.59,45.6
119.74286,22.695824,0.004726409912109375,46.08,46.08
119.7731,22.695885,0.00537872314453125,46.7,46.7
119.803375,22.695923,0.0056304931640625,54.88,54.89
119.83362,22.695953,0.005863189697265625,54.45,54.46
119.86386,22.695984,0.0061187744140625,53.77,53.77
119.894104,22.696,0.00641632080078125,47.13,47.14
119.92438,22.696045,0.00661468505859375,47.21,47.22
119.95462,22.69606,0.0067901611328125,47.95,47.95
119.98486,22.69606,0.0074462890625,41.57,41.57
120.01514,22.69606,0.008235931396484375,44.67,44.68
120.04538,22.69606,0.008800506591796875,45.08,45.09
120.07562,22.696045,0.008937835693359375,43.17,43.18
120.105865,22.696,0.0090484619140625,41.36,41.37
120.13611,22.695984,0.00875091552734375,46.53,46.54
120.16638,22.695953,0.008281707763671875,42.15,42.16
120.196625,22.695923,0.008014678955078125,62.76,62.77
120.22687,22.695885,0.00882720947265625,63.8,63.81
120.25714,22.695824,0.00902557373046875,54.04,54.04
120.287384,22.69577,0.012363433837890625,57.28,57.29
120.31763,22.695717,0.01413726806640625,55.96,55.97
120.34787,22.695625,0.01578521728515625,54.51,54.53
120.37811,22.695557,0.0157012939453125,56.88,56.9
120.40839,22.69548,0.016326904296875,58.58,58.59
120.43863,22.695389,0.01811981201171875,59.49,59.51
120.46887,22.695282,0.022186279296875,64.43,64.45
120.499146,22.695183,0.02834320068359375,67.66,67.68
120.52939,22.695084,0.0302734375,75.64,75.67
120.55963,22.694977,0.0292510986328125,71.09,71.12
120.589905,22.694855,0.0277862548828125,72.32,72.34
120.62012,22.694748,0.025604248046875,71.56,71.59
120.65039,22.694595,0.0253753662109375,71.9,71.92
120.68063,22.69445,0.027896881103515625,58.37,58.39
120.71088,22.694313,0.0281982421875,58.55,58.57
120.74115,22.69416,0.020549774169921875,63.52,63.55
120.77139,22.694008,0.0132598876953125,69.68,69.69
120.801636,22.693848,0.01218414306640625,61.11,61.13
120.83188,22.693672,0.008205413818359375,54.3,54.31
120.86212,22.69349,0.006534576416015625,50.12,50.13
120.892395,22.693314,0.00487518310546875,39.27,39.27
120.92264,22.69313,0.00240325927734375,39.94,39.94
120.95288,22.692932,0.001499176025390625,42.86,42.86
120.98312,22.692741,0.001552581787109375,43.19,43.19
121.01337,22.692528,0.001171112060546875,42.36,42.36
121.04364,22.692299,0.000980377197265625,40.43,40.43
121.07388,22.692085,0.000782012939453125,43.55,43.55
121.104126,22.691856,0.000675201416015625,45.61,45.62
121.1344,22.691628,0.000530242919921875,48.33,48.33
121.16461,22.691368,0.00042724609375,49.41,49.41
121.194885,22.691132,0.0003509521484375,49.71,49.71
121.22513,22.690895,0.000293731689453125,49.59,49.59
121.25537,22.690628,0.00026702880859375,48.04,48.04
121.285614,22.690353,0.00025177001953125,49.66,49.66
121.31586,22.69011,0.0001983642578125,45.69,45.69
121.34613,22.689804,0.00018310546875,45.87,45.87
121.37637,22.689522,0.00016021728515625,36.52,36.52
121.40662,22.689232,0.000156402587890625,53.24,53.24
121.43686,22.688942,0.0001373291015625,53.2,53.2
121.4671,22.68863,0.000118255615234375,38.75,38.75
121.497375,22.688347,0.00011444091796875,35.14,35.14
121.52759,22.688011,9.1552734375e-05,38.55,38.55
121.55786,22.687706,7.2479248046875e-05,38.1,38.1
121.588104,22.687378,5.7220458984375e-05,43.06,43.06
121.61835,22.687035,4.57763671875e-05,42.82,42.82
121.64859,22.686699,3.814697265625e-05,42.89,42.89
121.67883,22.686348,3.4332275390625e-05,52.38,52.38
121.709076,22.685997,2.6702880859375e-05,42.63,42.63
121.73932,22.685638,2.288818359375e-05,51.6,51.6
121.76959,22.685272,1.9073486328125e-05,34.12,34.12
121.799805,22.684906,1.9073486328125e-05,42.65,42.65
121.83008,22.684525,1.52587890625e-05,44.1,44.1
121.86032,22.684143,1.1444091796875e-05,45.04,45.04
121.890564,22.683739,1.1444091796875e-05,35.53,35.53
121.92081,22.68335,7.62939453125e-06,43.69,43.69
121.95105,22.682945,7.62939453125e-06,40.2,40.2
121.98129,22.682533,7.62939453125e-06,43.69,43.69
122.011536,22.682121,1.1444091796875e-05,50.6,50.6
122.04178,22.681717,7.62939453125e-06,43.24,43.24
119.28894,22.722214,0.001567840576171875,39.86,39.86
119.319214,22.722366,0.00162506103515625,39.75,39.76
119.34946,22.722488,0.001708984375,39.54,39.54
119.3797,22.722649,0.0018310546875,39.26,39.26
119.40997,22.72277,0.00194549560546875,39.09,39.1
119.44025,22.722878,0.002086639404296875,39.35,39.36
119.47049,22.722992,0.00238800048828125,42.81,42.81
119.50073,22.723114,0.002544403076171875,39.35,39.36
119.531006,22.723206,0.002655029296875,53.16,53.16
119.56125,22.72329,0.002899169921875,44.12,44.13
119.59152,22.723389,0.003177642822265625,44.64,44.64
119.621765,22.723473,0.0034637451171875,44.21,44.22
119.65204,22.723541,0.003711700439453125,44.55,44.55
119.68228,22.723625,0.00420379638671875,39.91,39.92
119.712555,22.723671,0.00446319580078125,40.06,40.06
119.7428,22.723724,0.00457000732421875,45.67,45.68
119.77307,22.723785,0.005146026611328125,46.25,46.26
119.803314,22.723831,0.005771636962890625,54.91,54.91
119.83359,22.72387,0.0059967041015625,54.47,54.48
119.86383,22.7239,0.006198883056640625,54.23,54.24
119.894104,22.723923,0.00647735595703125,53.22,53.23
119.92435,22.72396,0.006534576416015625,46.24,46.24
119.95459,22.723969,0.006694793701171875,46.53,46.54
119.98486,22.723969,0.007228851318359375,41.61,41.62
120.01514,22.723969,0.00800323486328125,41.83,41.83
120.04538,22.723969,0.008575439453125,42.01,42.02
120.07562,22.72396,0.008808135986328125,42.67,42.68
120.105896,22.723923,0.009136199951171875,42.34,42.35
120.13617,22.7239,0.00846099853515625,42.61,42.62
120.16641,22.72387,0.008045196533203125,42.55,42.56
120.196655,22.723831,0.007816314697265625,42.7,42.71
120.22693,22.723785,0.008068084716796875,62.47,62.48
120.2572,22.723724,0.009464263916015625,52.83,52.84
120.287445,22.723671,0.0124969482421875,56.84,56.86
120.31769,22.723625,0.013641357421875,57.64,57.65
120.34796,22.723541,0.014751434326171875,53.57,53.58
120.378235,22.723473,0.014774322509765625,56.76,56.78
120.40848,22.723389,0.015544891357421875,58.33,58.34
120.43872,22.72329,0.01766204833984375,59.06,59.07
120.468994,22.723206,0.021221160888671875,63.49,63.51
120.49924,22.723114,0.0274505615234375,66.26,66.29
120.52951,22.722992,0.03049468994140625,75.24,75.27
120.55975,22.722878,0.029659271240234375,58.41,58.44
120.59003,22.72277,0.029296875,72.52,72.55
120.62027,22.722649,0.0267333984375,71.58,71.61
120.65054,22.722488,0.027332305908203125,58.18,58.21
120.680786,22.722366,0.029327392578125,59.68,59.71
120.71106,22.722214,0.028839111328125,66.95,66.98
120.7413,22.722069,0.020679473876953125,61.95,61.97
120.771545,22.721916,0.01816558837890625,68.49,68.51
120.80182,22.721756,0.01415252685546875,68.22,68.24
120.83209,22.72158,0.0099945068359375,56.37,56.38
120.862335,22.721397,0.00887298583984375,38.02,38.03
120.89258,22.72123,0.0075225830078125,36.55,36.56
120.92285,22.721039,0.003871917724609375,33.76,33.77
120.953094,22.72084,0.001674652099609375,40.52,40.52
120.98337,22.720634,0.00176239013671875,45.82,45.82
121.01361,22.720444,0.0012664794921875,42.38,42.38
121.043884,22.720207,0.0010528564453125,40.95,40.96
121.07413,22.720001,0.00089263916015625,31.55,31.55
121.10437,22.719757,0.00069427490234375,41.85,41.85
121.13464,22.719536,0.0005950927734375,46.62,46.62
121.16489,22.719292,0.00046539306640625,48.91,48.91
121.19513,22.719032,0.000392913818359375,49.57,49.57
121.2254,22.718803,0.00034332275390625,40.5,40.5
121.25568,22.718552,0.0002899169921875,48.48,48.48
121.28592,22.718262,0.000278472900390625,48.42,48.42
121.31616,22.718018,0.000217437744140625,38.31,38.31
121.346436,22.71772,0.000202178955078125,38.35,38.36
121.37668,22.71743,0.000179290771484375,33.44,33.44
121.40692,22.71714,0.000156402587890625,43.94,43.94
121.437195,22.71685,0.000148773193359375,36.97,36.97
121.46744,22.716545,0.000125885009765625,53.13,53.13
121.49768,22.716255,0.0001220703125,41.04,41.04
121.527954,22.715912,0.000102996826171875,52.67,52.67
121.5582,22.715614,8.392333984375e-05,40.66,40.66
121.58844,22.715279,6.4849853515625e-05,43.43,43.43
121.61871,22.714935,5.340576171875e-05,43.0,43.0
121.64896,22.7146,4.1961669921875e-05,42.87,42.87
121.6792,22.714264,3.0517578125e-05,42.83,42.83
121.70947,22.713913,3.0517578125e-05,42.81,42.81
121.739716,22.713562,2.288818359375e-05,42.86,42.86
121.76996,22.713188,1.9073486328125e-05,53.71,53.71
121.80023,22.712807,1.9073486328125e-05,42.62,42.62
121.830475,22.71244,1.52587890625e-05,42.79,42.79
121.86072,22.712059,1.1444091796875e-05,50.24,50.24
121.89099,22.711662,1.1444091796875e-05,40.05,40.05
121.921234,22.711273,1.1444091796875e-05,43.28,43.28
121.95148,22.710861,1.1444091796875e-05,38.01,38.01
121.98175,22.710442,7.62939453125e-06,40.82,40.82
122.01199,22.710037,7.62939453125e-06,46.25,46.25
122.04224,22.709618,7.62939453125e-06,38.88,38.88
119.28879,22.750114,0.00154876708984375,40.07,40.07
119.31903,22.750275,0.001590728759765625,39.83,39.83
119.349304,22.75042,0.001659393310546875,39.7,39.7
119.37958,22.75055,0.001750946044921875,39.49,39.49
119.40985,22.750671,0.00185394287109375,39.28,39.29
119.440094,22.750793,0.002010345458984375,39.1,39.1
119.47037,22.7509,0.0022125244140625,38.92,38.92
119.50064,22.751015,0.002429962158203125,42.9,42.9
119.53088,22.75113,0.002544403076171875,39.3,39.3
119.56116,22.751213,0.00275421142578125,43.79,43.8
119.59143,22.75129,0.00302886962890625,44.31,44.31
119.621704,22.751373,0.00334930419921875,44.79,44.79
119.65195,22.751472,0.003620147705078125,44.25,44.26
119.68222,22.751541,0.004047393798828125,39.86,39.86
119.71246,22.751595,0.00434112548828125,40.09,40.09
119.74274,22.751625,0.004482269287109375,40.26,40.27
119.77301,22.751686,0.00492095947265625,45.83,45.84
119.80328,22.751732,0.0057373046875,46.54,46.55
119.83356,22.75177,0.00608062744140625,54.93,54.94
119.8638,22.7518,0.006389617919921875,54.26,54.27
119.89407,22.751831,0.00667572021484375,53.27,53.28
119.92432,22.751862,0.006622314453125,53.18,53.19
119.95459,22.751877,0.00676727294921875,52.06,52.07
119.98486,22.751877,0.007350921630859375,41.61,41.62
120.01514,22.751877,0.0078125,39.37,39.37
120.04541,22.751877,0.0080718994140625,42.17,42.18
120.07565,22.751862,0.00860595703125,42.59,42.6
120.10593,22.751831,0.008762359619140625,42.98,42.99
120.13617,22.7518,0.008487701416015625,43.06,43.07
120.16644,22.75177,0.0081939697265625,42.87,42.88
120.19672,22.751732,0.007488250732421875,41.7,41.7
120.22699,22.751686,0.008190155029296875,49.35,49.35
120.25726,22.751625,0.00978851318359375,52.15,52.16
120.287506,22.751595,0.011783599853515625,56.84,56.85
120.31778,22.751541,0.012866973876953125,55.12,55.13
120.34802,22.751472,0.013866424560546875,61.68,61.69
120.378296,22.751373,0.01459503173828125,62.44,62.45
120.40857,22.75129,0.015186309814453125,52.85,52.86
120.43884,22.751213,0.0169677734375,52.16,52.18
120.469086,22.75113,0.0209197998046875,63.42,63.44
120.49936,22.751015,0.026580810546875,66.43,66.46
120.52963,22.7509,0.0316009521484375,68.92,68.95
120.559875,22.750793,0.029083251953125,57.61,57.64
120.59015,22.750671,0.0306396484375,72.2,72.23
120.62042,22.75055,0.0279388427734375,72.03,72.06
120.650696,22.75042,0.026824951171875,69.51,69.54
120.68094,22.750275,0.028881072998046875,58.36,58.39
120.71121,22.750114,0.02811431884765625,57.36,57.38
120.741455,22.749985,0.026134490966796875,62.5,62.52
120.77173,22.749825,0.02089691162109375,61.38,61.4
120.802,22.749672,0.01750946044921875,57.62,57.64
120.832275,22.749481,0.01401519775390625,63.93,63.94
120.86252,22.749329,0.01306915283203125,64.69,64.7
120.89279,22.749138,0.00939178466796875,58.34,58.35
120.923035,22.748947,0.004856109619140625,34.62,34.63
120.95331,22.748756,0.002254486083984375,33.71,33.72
120.98358,22.74855,0.001697540283203125,39.92,39.92
121.013855,22.748344,0.0013427734375,44.94,44.94
121.0441,22.748123,0.00110626220703125,42.04,42.04
121.07437,22.747902,0.0008869171142578125,30.76,30.76
121.104614,22.74768,0.0006866455078125,40.86,40.86
121.13489,22.747437,0.0005950927734375,42.5,42.5
121.16516,22.7472,0.00054931640625,47.89,47.89
121.195435,22.746956,0.0004425048828125,49.18,49.18
121.22568,22.746704,0.00038909912109375,40.73,40.73
121.25595,22.746452,0.0003204345703125,40.7,40.7
121.286194,22.746185,0.000286102294921875,47.86,47.86
121.31647,22.745895,0.00025177001953125,49.76,49.76
121.34674,22.745628,0.0002288818359375,38.57,38.57
121.37698,22.745346,0.000202178955078125,38.68,38.68
121.40726,22.745064,0.00018310546875,37.09,37.09
121.4375,22.744751,0.000164031982421875,38.89,38.89
121.46777,22.744446,0.0001373291015625,49.57,49.57
121.49805,22.744148,0.000125885009765625,53.08,53.08
121.52829,22.743835,0.0001068115234375,52.89,52.89
121.55856,22.743523,9.1552734375e-05,41.09,41.09
121.588806,22.74318,7.62939453125e-05,43.16,43.16
121.61908,22.742836,6.103515625e-05,43.05,43.05
121.64935,22.7425,4.57763671875e-05,42.91,42.91
121.679596,22.742165,3.4332275390625e-05,42.79,42.79
121.70984,22.741821,2.6702880859375e-05,51.13,51.13
121.74011,22.741447,2.288818359375e-05,42.42,42.42
121.770386,22.741089,1.9073486328125e-05,40.92,40.92
121.80063,22.740715,1.9073486328125e-05,39.45,39.45
121.8309,22.740349,1.1444091796875e-05,51.68,51.68
121.861145,22.739944,1.52587890625e-05,42.81,42.81
121.89142,22.73957,1.1444091796875e-05,35.97,35.97
121.92166,22.739174,7.62939453125e-06,43.32,43.32
121.951935,22.73877,1.1444091796875e-05,40.93,40.93
121.98218,22.73835,7.62939453125e-06,46.3,46.3
122.01245,22.737923,7.62939453125e-06,43.53,43.53
122.042694,22.73751,7.62939453125e-06,45.5,45.5
119.288635,22.778038,0.001552581787109375,40.23,40.23
119.31891,22.778175,0.001575469970703125,40.04,40.04
119.34918,22.778328,0.001621246337890625,39.78,39.78
119.379425,22.778465,0.001689910888671875,39.64,39.64
119.4097,22.77858,0.001766204833984375,39.47,39.47
119.43997,22.778694,0.001865386962890625,39.31,39.31
119.470245,22.778816,0.002071380615234375,39.07,39.07
119.50052,22.778923,0.002300262451171875,38.88,38.89
119.53079,22.77903,0.002452850341796875,42.99,43.0
119.561066,22.779121,0.00262451171875,43.45,43.46
119.59134,22.779213,0.00287628173828125,43.97,43.98
119.62161,22.77929,0.00321197509765625,43.59,43.59
119.651855,22.779373,0.003513336181640625,43.96,43.96
119.68213,22.779442,0.003765106201171875,39.66,39.66
119.7124,22.779495,0.004161834716796875,39.95,39.95
119.742676,22.779556,0.004383087158203125,40.24,40.25
119.77295,22.77961,0.004718780517578125,45.43,45.43
119.80322,22.779655,0.005428314208984375,46.08,46.08
119.833496,22.779678,0.00630950927734375,54.95,54.96
119.86377,22.779709,0.0065155029296875,54.31,54.32
119.89404,22.779732,0.006862640380859375,54.34,54.34
119.92432,22.77977,0.0068817138671875,53.1,53.11
119.95459,22.779778,0.00707244873046875,51.9,51.9
119.98486,22.779778,0.0069427490234375,50.82,50.82
120.01514,22.779778,0.00738525390625,41.7,41.7
120.04541,22.779778,0.007831573486328125,42.13,42.14
120.07568,22.77977,0.0080413818359375,42.67,42.67
120.10596,22.779732,0.008304595947265625,43.45,43.46
120.13623,22.779709,0.00780487060546875,43.41,43.42
120.166504,22.779678,0.007503509521484375,39.27,39.28
120.19678,22.779655,0.00751495361328125,36.78,36.79
120.22702,22.77961,0.008924484252929688,25.18,25.19
120.25729,22.779556,0.010730743408203125,52.1,52.12
120.28757,22.779495,0.01213836669921875,53.86,53.88
120.31784,22.779442,0.013240814208984375,60.38,60.39
120.348114,22.779373,0.014598846435546875,63.1,63.12
120.37839,22.77929,0.01485443115234375,63.47,63.49
120.40866,22.779213,0.015167236328125,52.68,52.7
120.438934,22.779121,0.016819000244140625,51.7,51.72
120.46921,22.77903,0.01917266845703125,61.7,61.72
120.49948,22.778923,0.02442169189453125,64.96,64.99
120.529755,22.778816,0.0312347412109375,69.57,69.6
120.56,22.778694,0.02984619140625,76.81,76.84
120.59027,22.77858,0.03180694580078125,72.4,72.43
120.620544,22.778465,0.02988433837890625,72.26,72.29
120.65082,22.778328,0.02893829345703125,69.4,69.43
120.68109,22.778175,0.02896881103515625,68.65,68.67
120.711365,22.778038,0.02911376953125,67.9,67.93
120.74164,22.777885,0.02825927734375,61.99,62.02
120.77191,22.777748,0.02117156982421875,58.91,58.93
120.802185,22.777573,0.01728057861328125,55.69,55.71
120.83246,22.77739,0.01605224609375,66.87,66.88
120.86273,22.77723,0.01385498046875,66.1,66.12
120.893005,22.777046,0.0117034912109375,63.19,63.2
120.92328,22.776848,0.00659942626953125,35.69,35.7
120.95352,22.776657,0.0038604736328125,35.64,35.65
120.983795,22.776459,0.00203704833984375,34.26,34.26
121.01407,22.776253,0.00141143798828125,40.56,40.56
121.04434,22.776031,0.001102447509765625,32.27,32.27
121.074615,22.775818,0.0009002685546875,41.12,41.13
121.10489,22.775581,0.0006561279296875,41.99,41.99
121.13513,22.775352,0.0006103515625,43.0,43.0
121.165405,22.7751,0.000522613525390625,43.51,43.51
121.19568,22.774857,0.000492095947265625,48.46,48.46
121.22595,22.774628,0.000423431396484375,40.91,40.91
121.256226,22.77436,0.0003814697265625,40.96,40.96
121.2865,22.774086,0.00029754638671875,40.84,40.84
121.31677,22.773819,0.000274658203125,47.75,47.75
121.347046,22.77353,0.000240325927734375,38.76,38.76
121.37729,22.773247,0.000213623046875,37.41,37.41
121.40756,22.772972,0.0001983642578125,49.72,49.72
121.437836,22.772675,0.00017547607421875,37.41,37.41
121.46811,22.772362,0.000152587890625,49.69,49.69
121.49838,22.772049,0.00012969970703125,53.15,53.15
121.528625,22.771729,9.918212890625e-05,49.71,49.71
121.5589,22.771439,9.1552734375e-05,35.79,35.79
121.58917,22.771103,7.62939453125e-05,49.92,49.92
121.619446,22.770767,6.866455078125e-05,49.78,49.78
121.64972,22.770424,5.340576171875e-05,43.21,43.21
121.67999,22.770073,4.1961669921875e-05,42.86,42.86
121.710236,22.76973,3.4332275390625e-05,42.72,42.72
121.74051,22.769356,2.6702880859375e-05,45.84,45.84
121.77078,22.76899,1.9073486328125e-05,33.42,33.42
121.801025,22.768623,1.9073486328125e-05,34.59,34.59
121.8313,22.768242,1.52587890625e-05,42.72,42.72
121.86157,22.767853,1.1444091796875e-05,45.37,45.37
121.891846,22.767471,7.62939453125e-06,43.17,43.17
121.92212,22.767067,7.62939453125e-06,54.13,54.13
121.95236,22.766663,7.62939453125e-06,47.33,47.33
121.982635,22.766258,7.62939453125e-06,45.52,45.52
122.01291,22.765831,7.62939453125e-06,40.69,40.69
122.04315,22.765434,7.62939453125e-06,45.42,45.42
119.28845,22.805939,0.001583099365234375,40.38,40.38
119.318726,22.806107,0.00156402587890625,40.58,40.58
119.349,22.806229,0.001617431640625,40.35,40.35
119.3793,22.806374,0.0016021728515625,40.21,40.21
119.40958,22.806503,0.001678466796875,39.59,39.59
119.43985,22.80661,0.001743316650390625,39.45,39.46
119.47012,22.806725,0.001865386962890625,39.26,39.26
119.5004,22.806847,0.00203704833984375,39.01,39.01
119.5307,22.806938,0.00229644775390625,38.75,38.75
119.560974,22.807037,0.00250244140625,43.14,43.15
119.59125,22.807121,0.00273895263671875,43.65,43.65
119.62152,22.807213,0.003070831298828125,43.27,43.28
119.651794,22.80729,0.0034027099609375,43.7,43.7
119.68207,22.807343,0.003673553466796875,44.0,44.0
119.71234,22.807404,0.00392913818359375,44.3,44.3
119.742615,22.807457,0.0042724609375,40.03,40.03
119.77292,22.80751,0.00453948974609375,45.05,45.06
119.80319,22.807556,0.005123138427734375,45.65,45.65
119.833466,22.807602,0.005950927734375,46.4,46.41
119.86374,22.807625,0.0067901611328125,55.2,55.21
119.89401,22.807663,0.007167816162109375,54.38,54.39
119.92432,22.807686,0.0071258544921875,53.09,53.09
119.95459,22.807701,0.00734710693359375,51.74,51.75
119.98486,22.807701,0.007198333740234375,50.6,50.61
120.01514,22.807701,0.00699615478515625,46.23,46.24
120.04541,22.807701,0.0074462890625,42.0,42.0
120.07568,22.807686,0.007427215576171875,42.71,42.72
120.10596,22.807663,0.007625579833984375,43.39,43.4
120.13623,22.807625,0.007419586181640625,45.46,45.47
120.166534,22.807602,0.007537841796875,40.71,40.72
120.19681,22.807556,0.00811767578125,44.24,44.24
120.22708,22.80751,0.00852203369140625,53.1,53.11
120.257355,22.807457,0.012035369873046875,51.14,51.15
120.28763,22.807404,0.013393402099609375,53.51,53.52
120.31793,22.807343,0.0141143798828125,61.81,61.83
120.348206,22.80729,0.014392852783203125,61.13,61.14
120.37848,22.807213,0.014347076416015625,61.1,61.12
120.40875,22.807121,0.015415191650390625,53.03,53.05
120.439026,22.807037,0.01670074462890625,53.4,53.41
120.4693,22.806938,0.01795196533203125,53.48,53.5
120.49957,22.806847,0.0226593017578125,63.33,63.35
120.52985,22.806725,0.02947235107421875,66.7,66.72
120.56015,22.80661,0.03188323974609375,74.79,74.82
120.59042,22.806503,0.030517578125,57.49,57.53
120.6207,22.806374,0.0305023193359375,71.66,71.69
120.65097,22.806229,0.03015899658203125,69.49,69.52
120.681244,22.806107,0.029407501220703125,57.88,57.91
120.71155,22.805939,0.02899169921875,68.66,68.69
120.74182,22.805794,0.022647857666015625,56.49,56.52
120.772095,22.805656,0.0191192626953125,70.47,70.49
120.80237,22.805473,0.01705169677734375,48.98,49.0
120.83264,22.805305,0.01519775390625,67.61,67.63
120.862915,22.805138,0.0132904052734375,64.55,64.57
120.89319,22.804955,0.008731842041015625,57.06,57.07
120.92346,22.804756,0.006679534912109375,34.99,34.99
120.953735,22.80458,0.00547027587890625,34.89,34.9
