經度,緯度,八小時平均值差值(ppb),背景模擬濃度(ppb),增量後模擬濃度(ppb)
120.414276,24.45465,0.00347137451171875,52.28,52.29
120.44495,24.454567,0.00366973876953125,52.12,52.13
120.47565,24.454483,0.00363922119140625,51.82,51.82
120.50635,24.454369,0.0034637451171875,51.07,51.07
120.53702,24.454247,0.003143310546875,54.25,54.25
120.56772,24.454147,0.002338409423828125,42.63,42.63
120.59839,24.454025,0.003246307373046875,51.92,51.93
120.62909,24.453888,0.003879547119140625,41.28,41.28
120.65976,24.453766,0.004947662353515625,43.97,43.97
120.69046,24.453629,0.00592803955078125,45.18,45.18
120.72113,24.453468,0.00518035888671875,50.57,50.58
120.75183,24.453331,0.00243377685546875,52.08,52.09
120.78253,24.45317,0.005794525146484375,50.79,50.79
120.8132,24.45298,0.005168914794921875,43.51,43.51
120.84387,24.452827,0.01033782958984375,29.0,29.01
120.87457,24.452644,0.015232086181640625,40.73,40.74
120.90527,24.452454,0.02985382080078125,59.39,59.42
120.93594,24.452255,0.048099517822265625,51.19,51.24
120.966644,24.452065,0.06630325317382812,50.4,50.46
120.997314,24.451843,0.0603790283203125,67.78,67.84
121.028015,24.451653,0.059467315673828125,62.37,62.43
121.058685,24.451431,0.06663131713867188,59.96,60.03
121.089386,24.451202,0.05651092529296875,58.32,58.38
121.120056,24.450989,0.0458221435546875,56.26,56.3
121.15076,24.45073,0.033039093017578125,52.83,52.87
121.18143,24.4505,0.023929595947265625,56.43,56.46
121.21213,24.450249,0.0140380859375,47.96,47.98
121.2428,24.449982,0.008029937744140625,46.98,46.99
121.2735,24.44973,0.00890350341796875,40.39,40.39
121.30417,24.44947,0.01375579833984375,42.07,42.08
121.33484,24.449173,0.01354217529296875,42.97,42.98
121.36554,24.448906,0.0105133056640625,38.06,38.07
121.39624,24.448631,0.00968170166015625,35.55,35.56
121.42691,24.448334,0.0060882568359375,47.46,47.47
121.45758,24.448013,0.00647735595703125,40.37,40.37
121.48828,24.447716,0.00649261474609375,53.5,53.51
121.51895,24.447403,0.00555419921875,40.67,40.67
121.54965,24.447083,0.004566192626953125,53.37,53.37
121.58032,24.446754,0.003719329833984375,41.47,41.48
121.61102,24.446426,0.003063201904296875,41.19,41.19
121.64169,24.44609,0.002712249755859375,40.43,40.43
121.67236,24.445724,0.002498626708984375,40.73,40.73
121.703064,24.445381,0.00244140625,41.06,41.06
121.733734,24.445023,0.00218963623046875,40.31,40.31
121.764404,24.444664,0.001232147216796875,51.39,51.39
121.795105,24.44429,0.000896453857421875,32.92,32.92
121.825775,24.443924,0.000797271728515625,44.86,44.86
121.856476,24.443542,0.000469207763671875,36.36,36.36
121.887146,24.443138,0.000514984130859375,38.87,38.87
121.91785,24.442741,0.0004730224609375,38.44,38.44
121.94852,24.442337,0.000431060791015625,39.45,39.45
121.97919,24.441925,0.0003509521484375,39.53,39.53
122.00989,24.441513,0.00028228759765625,39.27,39.27
122.04056,24.441086,0.000171661376953125,38.83,38.83
122.07123,24.440659,6.866455078125e-05,38.43,38.43
119.27869,24.481407,6.4849853515625e-05,59.99,59.99
119.30939,24.48156,8.392333984375e-05,59.8,59.8
119.34009,24.481697,9.5367431640625e-05,59.64,59.64
119.37076,24.48182,9.5367431640625e-05,59.46,59.46
119.40146,24.481964,0.0001068115234375,59.28,59.28
119.43216,24.482094,9.918212890625e-05,48.02,48.02
119.46283,24.482193,9.918212890625e-05,47.82,47.82
119.49353,24.482292,9.5367431640625e-05,62.29,62.29
119.52423,24.482414,9.1552734375e-05,58.56,58.56
119.55493,24.482513,9.5367431640625e-05,58.45,58.45
119.58563,24.482574,0.000102996826171875,58.68,58.68
119.61633,24.482674,0.000110626220703125,58.64,58.64
119.647,24.48275,0.00012969970703125,58.59,58.59
119.677704,24.482819,0.0001373291015625,58.57,58.57
119.708405,24.482887,0.000164031982421875,58.55,58.55
119.739075,24.482933,0.000179290771484375,58.54,58.54
119.769775,24.482994,0.000213623046875,58.53,58.53
119.800476,24.48304,0.0002593994140625,58.52,58.52
119.83118,24.48307,0.00028228759765625,46.84,46.84
119.86188,24.483109,0.00028228759765625,42.51,42.51
119.89258,24.483131,0.000324249267578125,42.6,42.6
119.92325,24.48317,0.0003662109375,42.69,42.69
119.95395,24.48317,0.00038909912109375,42.77,42.77
119.98465,24.48317,0.00043487548828125,42.88,42.88
120.01535,24.48317,0.00049591064453125,43.03,43.03
120.04602,24.48317,0.00057220458984375,44.35,44.35
120.07672,24.48317,0.00067901611328125,43.34,43.34
120.10742,24.483131,0.000782012939453125,57.36,57.36
120.13812,24.483109,0.000850677490234375,44.45,44.45
120.16882,24.48307,0.00103759765625,47.64,47.64
120.199524,24.48304,0.001529693603515625,54.11,54.11
120.230194,24.482994,0.00150299072265625,54.09,54.09
120.260895,24.482933,0.00147247314453125,54.03,54.03
120.291595,24.482887,0.001556396484375,47.18,47.18
120.322296,24.482819,0.00177764892578125,46.55,46.55
120.35297,24.48275,0.001922607421875,52.19,52.2
120.38367,24.482674,0.0025634765625,52.2,52.2
120.41437,24.482574,0.003009796142578125,54.28,54.28
120.44507,24.482513,0.0033721923828125,53.88,53.88
120.47577,24.482414,0.003505706787109375,53.42,53.42
120.50647,24.482292,0.003398895263671875,51.32,51.32
120.53714,24.482193,0.003326416015625,43.35,43.35
120.56784,24.482094,0.0028076171875,42.12,42.12
120.59854,24.481964,0.002471923828125,42.5,42.5
120.62921,24.48182,0.0039825439453125,51.34,51.35
120.65991,24.481697,0.0034942626953125,55.48,55.48
120.69061,24.48156,0.00612640380859375,48.3,48.3
120.72131,24.481407,0.00545501708984375,41.82,41.82
120.752014,24.481255,0.002376556396484375,51.79,51.79
120.782715,24.481102,0.002124786376953125,50.8,50.8
120.813385,24.480927,0.006496429443359375,54.46,54.47
120.844086,24.480751,0.007373809814453125,58.08,58.09
120.87479,24.480583,0.016819000244140625,23.36,23.38
120.90546,24.480392,0.022342681884765625,47.53,47.55
120.93616,24.480202,0.032726287841796875,44.62,44.66
120.96686,24.479996,0.0502777099609375,65.43,65.48
120.99756,24.47979,0.054302215576171875,41.25,41.3
121.02826,24.479584,0.056812286376953125,44.98,45.04
121.05893,24.47937,0.045406341552734375,58.52,58.57
121.08963,24.479134,0.043575286865234375,57.35,57.39
121.1203,24.478912,0.037715911865234375,55.93,55.96
121.151,24.478668,0.03043365478515625,52.11,52.14
121.1817,24.478432,0.024921417236328125,55.88,55.9
121.2124,24.47818,0.01146697998046875,40.24,40.25
121.2431,24.477928,0.009624481201171875,39.89,39.9
121.27377,24.477661,0.009044647216796875,32.59,32.6
121.304474,24.477394,0.0150146484375,53.22,53.23
121.335144,24.477127,0.016475677490234375,54.24,54.26
121.365845,24.476837,0.014926910400390625,55.43,55.45
121.396545,24.476547,0.0104827880859375,35.75,35.76
121.427246,24.476265,0.008426666259765625,34.72,34.73
121.45792,24.47596,0.006664276123046875,41.35,41.36
121.48862,24.47564,0.007228851318359375,51.56,51.57
121.51932,24.475319,0.00588226318359375,40.07,40.08
121.54999,24.475014,0.005138397216796875,55.28,55.29
121.58069,24.474693,0.00478363037109375,37.81,37.81
121.61139,24.474365,0.004055023193359375,43.19,43.2
121.64206,24.47403,0.003475189208984375,39.87,39.88
121.67276,24.473679,0.00308990478515625,43.08,43.08
121.70343,24.473328,0.002719879150390625,42.13,42.13
121.73413,24.472961,0.002445220947265625,41.82,41.83
121.76483,24.472595,0.00179290771484375,42.1,42.11
121.79553,24.472221,0.001171112060546875,34.47,34.47
121.8262,24.471848,0.0010890960693359375,31.61,31.61
121.8569,24.471466,0.000591278076171875,35.09,35.09
121.88757,24.47107,0.00052642822265625,38.47,38.47
121.918274,24.470673,0.000484466552734375,39.0,39.0
121.948975,24.470276,0.000438690185546875,39.31,39.31
121.979645,24.469872,0.000354766845703125,39.48,39.48
122.010315,24.469452,0.00031280517578125,39.35,39.35
122.041016,24.469032,0.00019073486328125,38.91,38.91
122.07172,24.468597,8.7738037109375e-05,38.42,38.42
119.2785,24.509346,4.57763671875e-05,60.18,60.18
119.309204,24.509483,7.2479248046875e-05,60.02,60.02
119.339905,24.509628,7.62939453125e-05,59.84,59.84
119.370605,24.509758,8.7738037109375e-05,59.66,59.66
119.401306,24.509888,9.5367431640625e-05,59.46,59.46
119.43201,24.510017,9.918212890625e-05,59.3,59.3
119.46271,24.510132,9.1552734375e-05,47.88,47.88
119.49341,24.510246,8.392333984375e-05,47.68,47.68
119.52411,24.510338,9.1552734375e-05,62.24,62.24
119.55481,24.510445,9.1552734375e-05,62.0,62.0
119.58551,24.51052,9.1552734375e-05,46.75,46.75
119.61621,24.510605,9.5367431640625e-05,46.71,46.71
119.64691,24.510681,0.0001068115234375,58.67,58.67
119.67761,24.510742,0.0001220703125,58.63,58.63
119.70831,24.510818,0.000141143798828125,58.6,58.6
119.73901,24.510887,0.000152587890625,42.18,42.18
119.769745,24.510933,0.00018310546875,58.57,58.57
119.800446,24.510979,0.000217437744140625,58.56,58.56
119.83115,24.511002,0.00026702880859375,58.53,58.53
119.86185,24.51104,0.000274658203125,46.78,46.78
119.89255,24.511063,0.00030517578125,42.5,42.5
119.92325,24.5111,0.000347137451171875,42.58,42.58
119.95395,24.511108,0.000377655029296875,42.66,42.66
119.98465,24.511108,0.000415802001953125,42.77,42.77
120.01535,24.511108,0.00046539306640625,42.91,42.91
120.04605,24.511108,0.0005340576171875,43.05,43.05
120.07675,24.5111,0.000644683837890625,43.2,43.2
120.10745,24.511063,0.00075531005859375,43.36,43.36
120.13815,24.51104,0.00079345703125,44.22,44.22
120.16885,24.511002,0.000843048095703125,45.71,45.71
120.199554,24.510979,0.001171112060546875,47.63,47.63
120.230255,24.510933,0.001483917236328125,54.09,54.09
120.260956,24.510887,0.00144195556640625,54.06,54.07
120.29166,24.510818,0.001434326171875,47.41,47.42
120.32236,24.510742,0.001743316650390625,46.92,46.93
120.35306,24.510681,0.001861572265625,46.22,46.22
120.38376,24.510605,0.00205230712890625,54.9,54.9
120.41446,24.51052,0.002620697021484375,52.1,52.11
120.44516,24.510445,0.002948760986328125,53.96,53.97
120.47586,24.510338,0.003116607666015625,53.46,53.46
120.50656,24.510246,0.003143310546875,52.88,52.88
120.53726,24.510132,0.0030975341796875,52.37,52.37
120.56796,24.510017,0.00274658203125,50.68,50.68
120.59866,24.509888,0.00301361083984375,43.14,43.14
120.629364,24.509758,0.002765655517578125,51.4,51.4
120.660065,24.509628,0.00360870361328125,41.8,41.81
120.690765,24.509483,0.006011962890625,55.22,55.22
120.721466,24.509346,0.0050506591796875,43.94,43.95
120.75217,24.509186,0.003154754638671875,42.62,42.62
120.78287,24.50904,0.00205230712890625,31.68,31.69
120.81357,24.508858,0.005359649658203125,37.64,37.64
120.84427,24.508698,0.014629364013671875,42.01,42.02
120.87497,24.508514,0.01171112060546875,48.67,48.68
120.90567,24.508316,0.02410888671875,44.37,44.4
120.93637,24.508133,0.024143218994140625,43.2,43.22
120.96707,24.507912,0.041309356689453125,46.61,46.65
120.99777,24.50772,0.049808502197265625,62.72,62.77
121.02847,24.50753,0.047519683837890625,60.26,60.31
121.05917,24.507301,0.038249969482421875,57.0,57.04
121.089874,24.507072,0.035614013671875,54.93,54.97
121.120575,24.506844,0.033359527587890625,55.27,55.3
121.151276,24.506607,0.03791046142578125,53.92,53.96
121.18198,24.506363,0.02637481689453125,50.06,50.08
121.21268,24.506111,0.01499176025390625,33.42,33.43
121.24338,24.50586,0.013763427734375,39.8,39.81
121.27408,24.505608,0.0130615234375,32.71,32.72
121.30478,24.505318,0.01544952392578125,51.8,51.81
121.33545,24.50505,0.016483306884765625,52.55,52.57
121.36615,24.504768,0.01627349853515625,53.92,53.94
121.39685,24.504478,0.01294708251953125,55.98,55.99
121.42755,24.504189,0.00954437255859375,35.73,35.73
121.45825,24.503883,0.005645751953125,47.38,47.39
121.48895,24.503578,0.005580902099609375,43.54,43.55
121.51965,24.503273,0.005359649658203125,38.77,38.78
121.550354,24.502945,0.00537872314453125,39.99,39.99
121.581055,24.502625,0.00519561767578125,37.8,37.8
121.611755,24.502274,0.004669189453125,38.36,38.37
121.642456,24.50196,0.0041046142578125,40.22,40.23
121.67316,24.501602,0.0034942626953125,43.0,43.01
121.70383,24.501251,0.002872467041015625,42.82,42.82
121.73453,24.500893,0.00258636474609375,43.07,43.07
121.76523,24.500534,0.00215911865234375,42.86,42.86
121.79593,24.500153,0.00168609619140625,42.54,42.54
121.82663,24.499794,0.001270294189453125,32.54,32.54
121.8573,24.499397,0.000659942626953125,33.53,33.53
121.888,24.499016,0.0005645751953125,59.17,59.17
121.9187,24.49862,0.000579833984375,59.46,59.46
121.9494,24.498207,0.000461578369140625,39.16,39.16
121.9801,24.497803,0.0003662109375,39.41,39.41
122.0108,24.497383,0.00031280517578125,39.38,39.38
122.041504,24.496964,0.00022125244140625,39.02,39.02
122.072174,24.496521,0.0001068115234375,38.41,38.41
119.27835,24.537277,4.57763671875e-05,60.3,60.3
119.30905,24.537422,4.57763671875e-05,60.22,60.22
119.33978,24.53756,6.103515625e-05,60.03,60.03
119.37048,24.537712,7.62939453125e-05,59.85,59.85
119.401184,24.537842,8.7738037109375e-05,59.65,59.65
119.431885,24.537956,9.1552734375e-05,59.47,59.47
119.462585,24.538048,9.1552734375e-05,47.96,47.96
119.49332,24.538162,9.1552734375e-05,47.73,47.73
119.52402,24.538292,7.62939453125e-05,47.53,47.53
119.55472,24.538368,8.0108642578125e-05,61.91,61.91
119.58545,24.538452,8.0108642578125e-05,61.94,61.94
119.61615,24.538536,8.7738037109375e-05,58.81,58.81
119.64685,24.538628,9.5367431640625e-05,46.97,46.97
119.67755,24.538689,9.918212890625e-05,42.09,42.09
119.70825,24.538757,0.000118255615234375,42.1,42.1
119.73898,24.538818,0.000141143798828125,58.64,58.64
119.769684,24.538872,0.0001678466796875,42.17,42.17
119.800385,24.53891,0.000186920166015625,42.21,42.21
119.831116,24.538948,0.000217437744140625,42.27,42.27
119.86182,24.538979,0.000263214111328125,58.55,58.55
119.89252,24.539017,0.000286102294921875,42.42,42.42
119.92322,24.539032,0.000324249267578125,42.5,42.5
119.95392,24.539047,0.00035858154296875,42.56,42.56
119.98465,24.539047,0.000396728515625,42.66,42.66
120.01535,24.539047,0.000438690185546875,42.78,42.78
120.04605,24.539047,0.0005035400390625,42.92,42.92
120.07678,24.539032,0.0005950927734375,43.08,43.08
120.10748,24.539017,0.0007171630859375,43.22,43.22
120.13818,24.538979,0.0007476806640625,45.49,45.49
120.168884,24.538948,0.000797271728515625,45.51,45.51
120.199585,24.53891,0.0008392333984375,45.5,45.51
120.230316,24.538872,0.001338958740234375,47.64,47.64
120.26102,24.538818,0.001422882080078125,54.09,54.09
120.29172,24.538757,0.001369476318359375,54.02,54.02
120.32245,24.538689,0.0016326904296875,47.23,47.24
120.35315,24.538628,0.001834869384765625,46.66,46.66
120.38385,24.538536,0.00189971923828125,45.86,45.86
120.41455,24.538452,0.002162933349609375,54.5,54.5
120.44525,24.538368,0.00261688232421875,44.36,44.37
120.47598,24.538292,0.002765655517578125,53.52,53.52
120.50668,24.538162,0.002796173095703125,52.96,52.96
120.537384,24.538048,0.002910614013671875,43.54,43.54
120.568115,24.537956,0.00270843505859375,50.06,50.06
120.598816,24.537842,0.00315093994140625,49.57,49.58
120.62952,24.537712,0.003597259521484375,39.48,39.48
120.66022,24.53756,0.00344085693359375,50.66,50.67
120.69092,24.537422,0.00464630126953125,51.44,51.44
120.72165,24.537277,0.006683349609375,51.07,51.08
120.75235,24.537125,0.003726959228515625,39.44,39.44
120.78305,24.536972,0.003726959228515625,37.11,37.11
120.81375,24.536789,0.005161285400390625,45.57,45.58
120.84448,24.536629,0.011089324951171875,31.4,31.42
120.87518,24.536446,0.014005661010742188,30.33,30.34
120.90588,24.53627,0.03275299072265625,49.81,49.85
120.936584,24.536064,0.0125579833984375,28.35,28.37
120.967285,24.535866,0.025234222412109375,44.1,44.12
120.997986,24.535652,0.037128448486328125,44.69,44.72
121.02872,24.535454,0.04012298583984375,42.78,42.82
121.05942,24.535233,0.03380584716796875,40.79,40.82
121.09012,24.535011,0.044342041015625,59.85,59.9
121.12085,24.534775,0.051364898681640625,49.48,49.53
121.15155,24.534538,0.043361663818359375,47.83,47.87
121.18225,24.534294,0.035739898681640625,60.18,60.22
121.21295,24.534058,0.028888702392578125,59.69,59.72
121.24365,24.53379,0.0250396728515625,47.31,47.34
121.27435,24.533539,0.022258758544921875,33.51,33.54
121.30505,24.533264,0.0228118896484375,59.09,59.11
121.335754,24.532982,0.019107818603515625,60.47,60.49
121.366486,24.532692,0.01840972900390625,59.98,59.99
121.39719,24.532425,0.01503753662109375,58.04,58.06
121.42789,24.532135,0.00971221923828125,36.49,36.5
121.45859,24.53183,0.0071868896484375,36.03,36.04
121.48929,24.53151,0.005756378173828125,48.37,48.37
121.52002,24.531197,0.005207061767578125,42.1,42.11
121.55072,24.530891,0.005779266357421875,42.64,42.64
121.58142,24.530563,0.005504608154296875,41.25,41.25
121.61212,24.530235,0.004772186279296875,38.82,38.82
121.64282,24.52987,0.0042572021484375,42.55,42.56
121.67352,24.529533,0.00310516357421875,42.83,42.83
121.70422,24.529182,0.002559661865234375,41.72,41.72
121.734924,24.528824,0.002307891845703125,42.68,42.68
121.765625,24.52845,0.0022125244140625,42.44,42.44
121.796326,24.528084,0.0020294189453125,41.07,41.07
121.82703,24.527702,0.001377105712890625,32.94,32.94
121.85773,24.527328,0.000652313232421875,53.95,53.95
121.88843,24.526947,0.000583648681640625,36.92,36.92
121.91916,24.526535,0.000545501708984375,38.56,38.56
121.94986,24.526138,0.00054931640625,42.22,42.22
121.98056,24.525726,0.00049591064453125,42.03,42.03
122.01126,24.5253,0.000415802001953125,41.78,41.78
122.04196,24.52488,0.0002593994140625,39.1,39.1
122.07266,24.52446,0.00012969970703125,44.09,44.09
119.2782,24.565216,2.288818359375e-05,60.43,60.43
119.3089,24.565353,3.4332275390625e-05,60.33,60.33
119.3396,24.565506,5.340576171875e-05,60.2,60.2
119.37033,24.565643,6.103515625e-05,60.04,60.04
119.40106,24.565758,6.866455078125e-05,59.85,59.85
119.43176,24.565887,8.7738037109375e-05,59.64,59.65
119.46246,24.565987,9.1552734375e-05,59.47,59.47
119.493195,24.566109,8.0108642578125e-05,47.81,47.81
119.523895,24.566223,8.392333984375e-05,47.59,47.59
119.55463,24.566322,7.62939453125e-05,47.38,47.38
119.58533,24.566391,7.2479248046875e-05,62.13,62.13
119.61606,24.566467,8.0108642578125e-05,46.88,46.88
119.64676,24.566551,8.7738037109375e-05,58.84,58.84
119.67749,24.566628,9.1552734375e-05,42.05,42.05
119.70819,24.566704,0.000110626220703125,42.05,42.05
119.73892,24.566757,0.000118255615234375,58.7,58.7
119.76962,24.566795,0.000156402587890625,42.11,42.11
119.800354,24.566841,0.00017547607421875,42.15,42.15
119.831055,24.56688,0.0001983642578125,42.2,42.2
119.861786,24.566902,0.0002288818359375,42.26,42.26
119.89249,24.566933,0.000263214111328125,58.55,58.55
119.92322,24.566963,0.00030517578125,42.42,42.42
119.95392,24.566978,0.000335693359375,42.48,42.48
119.98462,24.566978,0.000370025634765625,42.55,42.55
120.01535,24.566978,0.0004119873046875,42.65,42.65
120.04608,24.566978,0.00048065185546875,42.79,42.79
120.07678,24.566963,0.00055694580078125,42.97,42.97
120.10748,24.566933,0.00067138671875,43.09,43.1
120.138214,24.566902,0.00072479248046875,57.51,57.51
120.168945,24.56688,0.000743865966796875,45.3,45.3
120.199646,24.566841,0.000789642333984375,45.31,45.31
120.23035,24.566795,0.000934600830078125,47.34,47.34
120.26108,24.566757,0.00139617919921875,54.07,54.07
120.29181,24.566704,0.00135040283203125,54.06,54.06
120.32251,24.566628,0.001514434814453125,47.5,47.5
120.35321,24.566551,0.0017852783203125,47.04,47.05
120.38394,24.566467,0.00193023681640625,46.37,46.37
120.41467,24.566391,0.001934051513671875,45.4,45.41
120.44537,24.566322,0.00220489501953125,54.12,54.13
120.476074,24.566223,0.002532958984375,44.09,44.09
120.506805,24.566109,0.00258636474609375,43.8,43.81
120.537506,24.565987,0.0027313232421875,43.58,43.59
120.56824,24.565887,0.00286102294921875,50.44,50.45
120.59894,24.565758,0.002490997314453125,31.2,31.2
120.62967,24.565643,0.003345489501953125,42.93,42.93
120.66037,24.565506,0.0029449462890625,60.06,60.06
120.6911,24.565353,0.003826141357421875,50.22,50.23
120.7218,24.565216,0.00637054443359375,48.21,48.22
120.7525,24.565056,0.0038051605224609375,31.84,31.85
120.78323,24.564896,0.003612518310546875,39.64,39.65
120.813965,24.564728,0.00473785400390625,40.34,40.34
120.844666,24.564575,0.006252288818359375,47.7,47.7
120.87537,24.564377,0.019777297973632812,22.64,22.66
120.9061,24.564194,0.05230712890625,38.54,38.59
120.9368,24.564018,0.019582748413085938,25.83,25.85
120.96753,24.56379,0.0135955810546875,56.93,56.95
120.99823,24.563591,0.017498016357421875,43.05,43.06
121.02893,24.563393,0.027858734130859375,46.8,46.83
121.05966,24.563179,0.041778564453125,51.2,51.24
121.09039,24.562943,0.051784515380859375,61.43,61.48
121.12109,24.562698,0.0490264892578125,55.73,55.78
121.151794,24.562485,0.0454254150390625,52.63,52.68
121.182526,24.562225,0.03542327880859375,47.03,47.07
121.21323,24.561989,0.03333282470703125,41.78,41.81
121.24396,24.561722,0.029918670654296875,46.24,46.27
121.27466,24.561462,0.034244537353515625,48.3,48.34
121.30536,24.561188,0.033321380615234375,50.71,50.75
121.33609,24.560928,0.0288543701171875,48.41,48.44
121.36679,24.56063,0.019954681396484375,47.75,47.77
121.39752,24.560349,0.019313812255859375,48.48,48.5
121.42822,24.560066,0.01025390625,36.93,36.94
121.45892,24.559769,0.008052825927734375,35.17,35.17
121.489624,24.55944,0.00502777099609375,37.2,37.2
121.520355,24.559135,0.00479888916015625,52.18,52.19
121.551056,24.558823,0.00514984130859375,43.01,43.02
121.58179,24.558495,0.005649566650390625,41.86,41.86
121.61249,24.558159,0.00494384765625,39.78,39.78
121.64319,24.557816,0.003021240234375,41.41,41.41
121.67389,24.557472,0.00269317626953125,42.74,42.74
121.70462,24.557129,0.002651214599609375,42.35,42.36
121.73532,24.556747,0.002368927001953125,42.46,42.46
121.76605,24.556381,0.002349853515625,42.87,42.87
121.79675,24.556023,0.0021514892578125,42.13,42.13
121.82745,24.555634,0.001613616943359375,36.87,36.87
121.858154,24.555252,0.00090789794921875,27.84,27.84
121.888885,24.554863,0.000583648681640625,36.39,36.39
121.919586,24.554466,0.000560760498046875,38.37,38.37
121.95029,24.554062,0.00049591064453125,38.8,38.8
121.98102,24.553673,0.000408172607421875,39.19,39.19
122.01172,24.553253,0.00034332275390625,39.31,39.31
122.04242,24.552826,0.000270843505859375,39.18,39.18
122.07312,24.552399,0.000125885009765625,43.24,43.24
119.278015,24.593155,2.288818359375e-05,54.5,54.5
119.30875,24.593277,2.288818359375e-05,61.98,61.98
119.33948,24.593445,3.0517578125e-05,60.34,60.34
119.37018,24.593582,5.340576171875e-05,60.22,60.22
119.40091,24.593697,5.7220458984375e-05,60.04,60.04
119.43164,24.593819,6.4849853515625e-05,59.81,59.81
119.46234,24.593925,8.0108642578125e-05,59.64,59.64
119.49307,24.594055,8.392333984375e-05,59.47,59.47
119.5238,24.594154,8.0108642578125e-05,47.65,47.65
119.554504,24.594246,7.62939453125e-05,47.45,47.45
119.585236,24.59433,6.866455078125e-05,62.32,62.32
119.61597,24.594429,6.866455078125e-05,61.84,61.84
119.64667,24.59449,8.0108642578125e-05,42.04,42.04
119.6774,24.594559,8.7738037109375e-05,58.87,58.87
119.70813,24.594627,9.5367431640625e-05,46.68,46.68
119.73886,24.594688,0.00011444091796875,46.62,46.62
119.76959,24.594742,0.000133514404296875,42.05,42.05
119.80029,24.594788,0.000156402587890625,42.09,42.09
119.831024,24.59481,0.00017547607421875,42.13,42.13
119.861755,24.594833,0.000217437744140625,42.18,42.18
119.892456,24.594864,0.00025177001953125,42.26,42.26
119.92319,24.594894,0.00028228759765625,46.67,46.67
119.95392,24.594902,0.000324249267578125,42.39,42.39
119.98462,24.594902,0.00034332275390625,42.46,42.46
120.01535,24.594902,0.00038909912109375,42.54,42.54
120.04608,24.594902,0.0004425048828125,42.66,42.66
120.07681,24.594894,0.000522613525390625,42.84,42.84
120.10751,24.594864,0.0006103515625,57.76,57.76
120.138245,24.594833,0.00067138671875,57.6,57.6
120.168976,24.59481,0.0007171630859375,57.44,57.44
120.19971,24.594788,0.00075531005859375,45.1,45.1
120.23041,24.594742,0.00078582763671875,45.1,45.1
120.26114,24.594688,0.00115966796875,47.37,47.37
120.29187,24.594627,0.001331329345703125,54.05,54.05
120.32257,24.594559,0.001377105712890625,47.71,47.71
120.3533,24.59449,0.001682281494140625,47.37,47.37
120.38403,24.594429,0.001911163330078125,46.82,46.82
120.414734,24.59433,0.00200653076171875,45.9,45.9
120.445465,24.594246,0.001979827880859375,45.14,45.14
120.4762,24.594154,0.00215911865234375,53.71,53.71
120.50693,24.594055,0.002410888671875,51.55,51.56
120.53763,24.593925,0.002544403076171875,43.58,43.58
120.56836,24.593819,0.002674102783203125,43.36,43.36
120.59909,24.593697,0.00286865234375,43.14,43.15
120.62982,24.593582,0.002979278564453125,42.96,42.96
120.66052,24.593445,0.003528594970703125,42.77,42.77
120.69125,24.593277,0.0032501220703125,42.65,42.65
120.721985,24.593155,0.005489349365234375,46.29,46.29
120.752686,24.592987,0.0047454833984375,54.97,54.97
120.78342,24.592842,0.00347137451171875,48.55,48.55
120.81415,24.592667,-0.00043487548828125,47.82,47.82
120.84485,24.592499,0.0101776123046875,42.74,42.75
120.87558,24.5923,0.006427764892578125,45.26,45.27
120.90631,24.592125,0.0655670166015625,37.47,37.54
120.93701,24.591942,0.0244903564453125,36.42,36.44
120.96774,24.591743,0.017364501953125,53.41,53.43
120.998474,24.59153,0.01471710205078125,40.99,41.0
121.029175,24.591331,0.016124725341796875,47.56,47.57
121.059906,24.59111,0.037944793701171875,48.95,48.99
121.09064,24.590881,0.045619964599609375,53.95,53.99
121.12134,24.59063,0.0408172607421875,58.62,58.66
121.15207,24.590416,0.0428466796875,56.62,56.66
121.1828,24.590172,0.0398712158203125,44.97,45.01
121.2135,24.58992,0.036769866943359375,43.89,43.93
121.24423,24.589653,0.034358978271484375,50.26,50.3
121.27496,24.589417,0.0352783203125,53.85,53.88
121.305664,24.589119,0.034290313720703125,52.3,52.33
121.336395,24.58886,0.026966094970703125,48.83,48.85
121.367096,24.58857,0.024112701416015625,48.65,48.67
121.39783,24.58828,0.019435882568359375,54.66,54.68
121.42853,24.587997,0.013034820556640625,40.07,40.08
121.45926,24.587685,0.010284423828125,38.01,38.02
121.48999,24.587387,0.0058746337890625,36.12,36.13
121.52069,24.587067,0.005523681640625,51.79,51.8
121.55142,24.586746,0.004795074462890625,50.39,50.4
121.58215,24.586418,0.00414276123046875,41.44,41.44
121.612854,24.58609,0.003879547119140625,43.69,43.7
121.643585,24.585747,0.003620147705078125,44.03,44.03
121.674286,24.585411,0.00324249267578125,43.65,43.66
121.70502,24.585045,0.00296783447265625,43.25,43.25
121.73572,24.584702,0.002597808837890625,42.19,42.2
121.76645,24.584335,0.0020904541015625,41.42,41.42
121.79718,24.58397,0.00177001953125,40.41,40.41
121.82788,24.58358,0.001491546630859375,39.76,39.76
121.85858,24.583199,0.0010986328125,37.5,37.5
121.88931,24.58281,0.00064849853515625,60.79,60.79
121.920044,24.582405,0.000591278076171875,42.43,42.43
121.950745,24.582008,0.000545501708984375,42.09,42.09
121.981445,24.581589,0.000438690185546875,39.02,39.02
122.01218,24.581177,0.00037384033203125,39.23,39.23
122.04291,24.580757,0.000286102294921875,39.23,39.23
122.07361,24.580338,0.00012969970703125,43.49,43.49
