經度,緯度,年平均值差值(ppb),背景模擬濃度(ppb),增量後模擬濃度(ppb)
120.01511,22.500717,0.00015890598,1.25,1.25
120.04529,22.500694,0.00017178059,1.61,1.61
120.0755,22.500687,0.00019347668,1.55,1.55
120.10571,22.500664,0.00021195412,2.22,2.22
120.135925,22.500648,0.00022983551,1.85,1.85
120.16611,22.50061,0.00024676323,2.07,2.07
120.19632,22.500572,0.00026130676,2.51,2.51
120.2265,22.500526,0.00028419495,2.32,2.32
120.256714,22.500473,0.00030255318,2.81,2.81
120.28693,22.500435,0.0003244877,3.29,3.29
120.31714,22.500359,0.00032281876,5.5,5.5
120.34735,22.50029,0.00032615662,11.69,11.7
120.37753,22.500214,0.0003490448,6.09,6.09
120.407745,22.50013,0.00035524368,4.85,4.85
120.43793,22.500053,0.00036740303,3.34,3.34
120.46814,22.499954,0.0003771782,2.66,2.66
120.49835,22.499855,0.0003528595,2.18,2.18
120.528564,22.499733,0.00034093857,1.92,1.92
120.55875,22.499634,0.0003169775,1.71,1.71
120.58896,22.499512,0.0003067255,1.57,1.57
120.61914,22.49939,0.00027143955,1.44,1.44
120.64935,22.499268,0.00020670891,1.12,1.12
120.679565,22.499115,0.00010710955,0.58,0.58
120.70978,22.498955,4.9173832e-05,0.27,0.27
120.73996,22.498825,2.0682812e-05,0.13,0.13
120.77017,22.498657,1.180172e-05,0.09,0.09
120.800354,22.498505,6.7204237e-06,0.06,0.06
120.83057,22.49833,3.2484531e-06,0.06,0.06
120.86078,22.498138,-1.9818544e-06,0.07,0.07
120.89099,22.49797,-2.9429793e-06,0.09,0.09
120.92117,22.49778,3.322959e-06,0.11,0.11
120.951385,22.49759,2.95043e-06,0.13,0.13
120.98157,22.497375,1.9073486e-06,0.15,0.15
121.01178,22.497185,9.685755e-07,0.15,0.15
121.04199,22.496971,4.172325e-07,0.14,0.14
121.072205,22.496742,-4.4703484e-08,0.14,0.14
121.10239,22.496513,3.5762787e-07,0.14,0.14
121.1326,22.496284,6.4074993e-07,0.14,0.14
121.16278,22.496056,8.046627e-07,0.14,0.14
121.19299,22.49582,7.8976154e-07,0.14,0.14
121.223206,22.495552,6.556511e-07,0.14,0.14
121.25339,22.495285,6.2584877e-07,0.14,0.14
121.2836,22.495033,5.364418e-07,0.13,0.13
121.31378,22.494751,3.7252903e-07,0.13,0.13
121.343994,22.494484,3.5762787e-07,0.13,0.13
121.37421,22.494202,3.1292439e-07,0.14,0.14
121.40439,22.493912,1.7881393e-07,0.14,0.14
121.4346,22.493614,2.9802322e-07,0.14,0.14
121.46478,22.493309,2.3841858e-07,0.14,0.14
121.494995,22.493004,1.6391277e-07,0.14,0.14
121.52521,22.492691,5.9604645e-08,0.14,0.14
121.55539,22.492378,7.4505806e-08,0.14,0.14
121.5856,22.492043,1.0430813e-07,0.14,0.14
121.61578,22.4917,7.4505806e-08,0.14,0.14
121.645996,22.491364,1.6391277e-07,0.14,0.14
121.67618,22.49102,7.4505806e-08,0.14,0.14
121.70639,22.490677,1.4901161e-08,0.14,0.14
121.73657,22.490318,-8.940697e-08,0.13,0.13
121.766785,22.489952,-1.937151e-07,0.13,0.13
121.797,22.48957,-1.4901161e-08,0.13,0.13
121.82718,22.489204,4.4703484e-08,0.13,0.13
121.85736,22.488823,-1.4901161e-08,0.13,0.13
121.88757,22.488426,7.4505806e-08,0.13,0.13
121.917786,22.48803,2.9802322e-08,0.13,0.13
121.94797,22.487633,-1.0430813e-07,0.14,0.14
121.97815,22.48722,-5.9604645e-08,0.14,0.14
122.00836,22.486794,0.0,0.14,0.14
122.038574,22.486374,0.0,0.16,0.16
119.29007,22.52687,5.811453e-06,0.29,0.29
119.32028,22.527016,6.198883e-06,0.28,0.28
119.350494,22.52716,6.2286854e-06,0.28,0.28
119.38068,22.527298,7.2717667e-06,0.28,0.28
119.41089,22.527412,7.480383e-06,0.28,0.28
119.4411,22.527534,7.3611736e-06,0.29,0.29
119.47131,22.527657,8.672476e-06,0.29,0.29
119.501526,22.527756,9.62615e-06,0.3,0.3
119.53174,22.527855,1.12354755e-05,0.31,0.31
119.56195,22.527954,1.2367964e-05,0.33,0.33
119.59216,22.528046,1.3977289e-05,0.34,0.34
119.622375,22.528107,1.7553568e-05,0.37,0.37
119.65259,22.528198,2.0861626e-05,0.4,0.4
119.6828,22.52826,2.6404858e-05,0.44,0.44
119.71301,22.528336,3.6507845e-05,0.5,0.5
119.743225,22.528389,4.1007996e-05,0.56,0.56
119.77344,22.528442,5.096197e-05,0.63,0.63
119.80362,22.528473,6.1035156e-05,0.7,0.7
119.83383,22.528511,6.645918e-05,0.75,0.75
119.864044,22.52855,7.6293945e-05,0.8,0.8
119.89426,22.528564,8.59499e-05,0.84,0.84
119.92447,22.52858,9.524822e-05,0.91,0.91
119.95468,22.528595,0.00011861324,0.99,0.99
119.98489,22.52861,0.00014328957,1.09,1.09
120.01511,22.52861,0.0001578331,1.19,1.2
120.04532,22.528595,0.00017154217,1.31,1.31
120.07553,22.52858,0.00019264221,1.48,1.48
120.10571,22.528564,0.00021290779,1.68,1.68
120.135925,22.52855,0.0002310276,1.8,1.8
120.16614,22.528511,0.000248909,2.13,2.13
120.19635,22.528473,0.0002641678,2.72,2.72
120.22656,22.528442,0.0002834797,2.44,2.45
120.256775,22.528389,0.00030255318,3.41,3.41
120.28699,22.528336,0.00031733513,3.61,3.61
120.3172,22.52826,0.00031471252,7.21,7.21
120.34741,22.528198,0.0003232956,14.29,14.29
120.377625,22.528107,0.00035333633,6.49,6.49
120.40784,22.528046,0.00034952164,4.04,4.04
120.43805,22.527954,0.0003566742,3.33,3.33
120.46826,22.527855,0.00036168098,2.72,2.72
120.498474,22.527756,0.00035572052,2.14,2.14
120.52869,22.527657,0.00034463406,1.91,1.91
120.55887,22.527534,0.00032889843,1.7,1.7
120.58908,22.527412,0.0003169775,1.57,1.57
120.61929,22.527298,0.00029206276,1.49,1.49
120.649506,22.52716,0.00025570393,1.36,1.36
120.67972,22.527016,0.00018417835,1.02,1.02
120.70993,22.52687,8.371472e-05,0.45,0.45
120.74014,22.526726,2.7418137e-05,0.14,0.14
120.770325,22.526566,1.2859702e-05,0.08,0.08
120.80054,22.526405,7.5101852e-06,0.06,0.06
120.83075,22.526222,2.0600855e-06,0.06,0.06
120.86096,22.526054,9.0897083e-07,0.07,0.07
120.891174,22.525871,-1.2889504e-06,0.08,0.08
120.92139,22.525688,3.1739473e-06,0.1,0.1
120.9516,22.525497,2.965331e-06,0.13,0.13
120.98181,22.525291,2.0116568e-06,0.15,0.15
121.012024,22.525078,1.1324883e-06,0.15,0.15
121.04224,22.524872,6.109476e-07,0.15,0.15
121.07245,22.524643,2.682209e-07,0.14,0.14
121.10263,22.524422,2.3841858e-07,0.14,0.14
121.13284,22.524193,5.662441e-07,0.14,0.14
121.163055,22.523956,6.109476e-07,0.14,0.14
121.19327,22.523712,7.4505806e-07,0.14,0.14
121.22348,22.52346,5.9604645e-07,0.14,0.14
121.25366,22.523186,5.2154064e-07,0.14,0.14
121.283875,22.522942,3.5762787e-07,0.14,0.14
121.31409,22.52266,3.5762787e-07,0.14,0.14
121.3443,22.522392,2.3841858e-07,0.14,0.14
121.37451,22.522102,2.0861626e-07,0.14,0.14
121.404724,22.52182,2.2351742e-07,0.14,0.14
121.43494,22.521515,2.682209e-07,0.14,0.14
121.46512,22.52121,2.2351742e-07,0.14,0.14
121.49533,22.520897,1.937151e-07,0.14,0.14
121.52554,22.520592,5.9604645e-08,0.14,0.14
121.555725,22.520279,8.940697e-08,0.14,0.14
121.58594,22.51995,1.3411045e-07,0.14,0.14
121.61615,22.519623,2.9802322e-08,0.14,0.14
121.64636,22.519264,2.9802322e-08,0.14,0.14
121.676575,22.518913,5.9604645e-08,0.14,0.14
121.70679,22.518578,7.4505806e-08,0.14,0.14
121.73697,22.518211,4.4703484e-08,0.14,0.14
121.76718,22.517845,2.9802322e-08,0.14,0.14
121.79739,22.517479,-4.4703484e-08,0.14,0.14
121.827576,22.517097,1.0430813e-07,0.14,0.14
121.85779,22.516716,0.0,0.14,0.14
121.888,22.51632,2.9802322e-08,0.14,0.14
121.91821,22.51593,8.940697e-08,0.14,0.14
121.948425,22.515518,1.4901161e-08,0.14,0.14
121.97861,22.515106,-1.4901161e-08,0.14,0.14
122.00882,22.514694,0.0,0.14,0.14
122.039,22.514282,-1.4901161e-08,0.16,0.16
119.28992,22.554771,5.722046e-06,0.29,0.29
119.32013,22.554932,6.0796738e-06,0.29,0.29
119.35034,22.555054,6.67572e-06,0.28,0.28
119.380554,22.555199,7.033348e-06,0.28,0.28
119.41077,22.55532,7.6293945e-06,0.29,0.29
119.44098,22.555435,7.7188015e-06,0.29,0.29
119.47119,22.555557,8.165836e-06,0.29,0.29
119.5014,22.555664,1.0043383e-05,0.3,0.3
119.53165,22.555748,1.1891127e-05,0.31,0.31
119.56186,22.555847,1.2040138e-05,0.32,0.32
119.59207,22.555946,1.2606382e-05,0.34,0.34
119.622284,22.556038,1.4483929e-05,0.36,0.36
119.6525,22.556099,1.8626451e-05,0.39,0.39
119.68271,22.55616,2.3961067e-05,0.43,0.43
119.71295,22.556236,3.20673e-05,0.49,0.49
119.743164,22.55629,3.927946e-05,0.55,0.55
119.77338,22.556343,4.8160553e-05,0.62,0.62
119.80359,22.556396,6.020069e-05,0.7,0.7
119.8338,22.556427,6.771088e-05,0.76,0.76
119.86401,22.556458,7.69496e-05,0.81,0.81
119.894226,22.55648,8.5413456e-05,0.85,0.85
119.92444,22.556488,9.4890594e-05,0.93,0.93
119.95468,22.55651,0.00011599064,0.98,0.98
119.98489,22.55651,0.00013959408,1.06,1.06
120.01511,22.55651,0.00015676022,1.16,1.16
120.04532,22.55651,0.0001745224,1.28,1.28
120.07553,22.556488,0.00019156933,1.43,1.43
120.10574,22.55648,0.00021576881,1.63,1.63
120.13599,22.556458,0.00023162365,1.74,1.74
120.1662,22.556427,0.00025177002,2.19,2.19
120.19641,22.556396,0.0002655983,2.21,2.21
120.22662,22.556343,0.00028514862,1.9,1.91
120.256836,22.55629,0.00030183792,3.55,3.56
120.28705,22.556236,0.0003209114,3.93,3.93
120.31726,22.55616,0.00030994415,8.52,8.52
120.34747,22.556099,0.0003232956,12.96,12.96
120.377716,22.556038,0.00036621094,6.56,6.56
120.40793,22.555946,0.0003452301,4.07,4.07
120.43814,22.555847,0.00035762787,3.55,3.55
120.46835,22.555748,0.00035357475,2.86,2.86
120.498566,22.555664,0.00035572052,2.32,2.32
120.52878,22.555557,0.00035619736,1.99,1.99
120.55902,22.555435,0.00033581257,1.75,1.75
120.58923,22.55532,0.00031864643,1.55,1.55
120.619446,22.555199,0.00029039383,1.51,1.51
120.64966,22.555054,0.00026333332,1.42,1.42
120.67987,22.554932,0.00021576881,1.18,1.18
120.71008,22.554771,0.000106185675,0.5,0.5
120.740295,22.554619,3.273785e-05,0.13,0.13
120.77051,22.554482,1.2427568e-05,0.07,0.07
120.80072,22.554306,4.876405e-06,0.05,0.05
120.83093,22.554138,2.6710331e-06,0.05,0.05
120.861176,22.553963,1.3634562e-06,0.07,0.07
120.89139,22.553787,3.4198165e-06,0.08,0.08
120.9216,22.553589,4.8056245e-06,0.1,0.1
120.95181,22.553406,3.747642e-06,0.12,0.12
120.982025,22.553185,2.6077032e-06,0.15,0.15
121.01224,22.552994,1.475215e-06,0.15,0.15
121.04245,22.552765,7.8976154e-07,0.15,0.15
121.07266,22.552551,1.937151e-07,0.15,0.15
121.102905,22.552322,8.940697e-08,0.14,0.14
121.13312,22.552094,3.2782555e-07,0.14,0.14
121.16333,22.551865,5.364418e-07,0.14,0.14
121.19354,22.551605,7.599592e-07,0.14,0.14
121.223755,22.551361,6.854534e-07,0.14,0.14
121.25397,22.551102,6.109476e-07,0.14,0.14
121.28418,22.550842,5.2154064e-07,0.14,0.14
121.31439,22.550568,4.61936e-07,0.14,0.14
121.344604,22.550308,2.9802322e-07,0.14,0.14
121.37482,22.550003,1.1920929e-07,0.14,0.14
121.40503,22.549713,2.5331974e-07,0.14,0.14
121.43524,22.549416,1.3411045e-07,0.14,0.14
121.465454,22.549133,3.1292439e-07,0.14,0.14
121.49567,22.54882,2.682209e-07,0.14,0.14
121.52588,22.5485,1.6391277e-07,0.14,0.14
121.55609,22.548157,2.9802322e-08,0.14,0.14
121.5863,22.547836,8.940697e-08,0.14,0.14
121.616516,22.547516,1.6391277e-07,0.14,0.14
121.64673,22.54718,4.4703484e-08,0.15,0.15
121.67694,22.546822,1.4901161e-08,0.14,0.14
121.70715,22.546494,5.9604645e-08,0.14,0.14
121.737366,22.546112,5.9604645e-08,0.14,0.14
121.76758,22.545746,4.4703484e-08,0.14,0.14
121.79779,22.54538,2.9802322e-08,0.14,0.14
121.828,22.544998,7.4505806e-08,0.14,0.14
121.858215,22.544617,0.0,0.14,0.14
121.88843,22.54422,0.0,0.14,0.14
121.91864,22.543823,5.9604645e-08,0.14,0.14
121.94885,22.543427,-4.4703484e-08,0.14,0.14
121.979065,22.54303,1.4901161e-08,0.14,0.14
122.00928,22.542618,0.0,0.15,0.15
122.03949,22.54219,1.4901161e-08,0.16,0.16
119.289734,22.58268,5.5134296e-06,0.3,0.3
119.31998,22.582832,6.0498714e-06,0.29,0.29
119.35019,22.582977,6.4373016e-06,0.29,0.29
119.38043,22.5831,6.914139e-06,0.29,0.29
119.410645,22.583221,7.56979e-06,0.29,0.29
119.44086,22.583359,8.493662e-06,0.29,0.29
119.47107,22.583458,8.85129e-06,0.3,0.3
119.50131,22.583565,1.0192394e-05,0.3,0.3
119.531525,22.583656,1.2725592e-05,0.31,0.31
119.56177,22.583755,1.6599894e-05,0.32,0.32
119.59198,22.583855,1.3619661e-05,0.34,0.34
119.62219,22.583939,1.513958e-05,0.36,0.36
119.652405,22.584015,1.8388033e-05,0.39,0.39
119.68265,22.584076,2.2917986e-05,0.42,0.42
119.71286,22.584145,2.9981136e-05,0.47,0.47
119.7431,22.584183,3.8444996e-05,0.54,0.54
119.773315,22.584244,4.5478344e-05,0.61,0.61
119.80353,22.58429,5.6505203e-05,0.69,0.69
119.83377,22.584328,6.681681e-05,0.76,0.76
119.86398,22.584358,7.414818e-05,0.81,0.81
119.894226,22.584389,8.505583e-05,0.86,0.86
119.92444,22.584396,9.459257e-05,0.95,0.95
119.95465,22.58442,0.00011360645,0.98,0.98
119.98489,22.584435,0.00014054775,1.05,1.05
120.01511,22.584435,0.0001578331,1.15,1.15
120.04535,22.58442,0.0001745224,1.27,1.27
120.07556,22.584396,0.00019323826,1.44,1.44
120.105774,22.584389,0.00021386147,1.66,1.66
120.13599,22.584358,0.00023317337,1.77,1.77
120.16623,22.584328,0.0002527237,2.32,2.32
120.19644,22.58429,0.00026893616,2.23,2.23
120.226685,22.584244,0.00028777122,1.78,1.78
120.2569,22.584183,0.0003039837,1.87,1.87
120.28711,22.584145,0.00032520294,4.32,4.33
120.31735,22.584076,0.00031590462,3.41,3.41
120.347565,22.584015,0.00035214424,3.12,3.13
120.37781,22.583939,0.00036931038,2.84,2.84
120.40802,22.583855,0.00036001205,2.66,2.66
120.43823,22.583755,0.0003592968,2.99,2.99
120.468445,22.583656,0.0003592968,2.53,2.53
120.49869,22.583565,0.00035119057,2.27,2.27
120.5289,22.583458,0.00035333633,2.05,2.05
120.55914,22.583359,0.00033700466,1.71,1.71
120.589355,22.583221,0.0003207922,1.56,1.56
120.61957,22.5831,0.00029337406,1.52,1.52
120.64981,22.582977,0.00025987625,1.43,1.43
120.68002,22.582832,0.0002156496,1.13,1.13
120.710236,22.58268,0.00010249019,0.42,0.42
120.74048,22.582542,2.9921532e-05,0.13,0.13
120.77069,22.582382,1.5132129e-05,0.07,0.07
120.8009,22.582222,6.914139e-06,0.06,0.06
120.83115,22.582039,4.593283e-06,0.06,0.06
120.86136,22.581863,5.0365925e-06,0.06,0.06
120.89157,22.581696,4.3585896e-06,0.08,0.08
120.921814,22.58149,6.6012144e-06,0.09,0.09
120.95203,22.581306,7.480383e-06,0.11,0.11
120.98224,22.581085,3.5613775e-06,0.14,0.14
121.01245,22.580894,1.6093254e-06,0.16,0.16
121.042694,22.580688,1.206994e-06,0.16,0.16
121.07291,22.58046,2.3841858e-07,0.15,0.15
121.10315,22.580238,-8.940697e-08,0.15,0.15
121.13336,22.579994,4.3213367e-07,0.14,0.14
121.163574,22.579765,4.61936e-07,0.14,0.14
121.19379,22.579521,4.172325e-07,0.14,0.14
121.22403,22.579262,7.8976154e-07,0.14,0.14
121.25424,22.579002,5.364418e-07,0.14,0.14
121.284454,22.57875,4.3213367e-07,0.14,0.14
121.3147,22.57846,4.7683716e-07,0.14,0.14
121.34491,22.578201,3.1292439e-07,0.14,0.14
121.37512,22.577911,2.2351742e-07,0.14,0.14
121.405334,22.577637,3.427267e-07,0.14,0.14
121.43555,22.577316,1.6391277e-07,0.14,0.14
121.46579,22.577034,2.3841858e-07,0.14,0.14
121.496,22.576714,2.3841858e-07,0.14,0.14
121.526215,22.576408,2.3841858e-07,0.15,0.15
121.55646,22.576088,2.9802322e-08,0.15,0.15
121.58667,22.575737,4.4703484e-08,0.15,0.15
121.61688,22.575424,1.3411045e-07,0.15,0.15
121.647095,22.57508,1.0430813e-07,0.15,0.15
121.67731,22.574722,1.0430813e-07,0.15,0.15
121.70755,22.574387,2.9802322e-08,0.15,0.15
121.73776,22.574005,5.9604645e-08,0.14,0.14
121.767975,22.573677,4.4703484e-08,0.14,0.14
121.79819,22.57328,-1.4901161e-08,0.14,0.14
121.82843,22.572914,7.4505806e-08,0.14,0.14
121.85864,22.57251,4.4703484e-08,0.14,0.14
121.888855,22.572136,0.0,0.14,0.14
121.91907,22.57174,0.0,0.14,0.14
121.94928,22.571327,-2.9802322e-08,0.14,0.14
121.97949,22.570923,0.0,0.14,0.14
122.009705,22.57051,0.0,0.15,0.15
122.03995,22.570091,-1.4901161e-08,0.16,0.16
119.28958,22.610588,5.00679e-06,0.3,0.3
119.319824,22.61074,5.6028366e-06,0.3,0.3
119.35004,22.610878,6.2286854e-06,0.29,0.29
119.38028,22.611015,6.6161156e-06,0.29,0.29
119.41052,22.611115,7.4505806e-06,0.29,0.29
119.440735,22.611252,8.5532665e-06,0.29,0.29
119.47095,22.611374,9.208918e-06,0.3,0.3
119.50119,22.611473,1.0073185e-05,0.3,0.3
119.53143,22.611565,1.1831522e-05,0.31,0.31
119.561646,22.611656,1.3828278e-05,0.32,0.32
119.59189,22.611763,1.5676022e-05,0.34,0.34
119.62213,22.61184,1.591444e-05,0.35,0.35
119.65234,22.611908,1.9669533e-05,0.38,0.38
119.68259,22.611977,2.2888184e-05,0.41,0.41
119.7128,22.612045,2.759695e-05,0.46,0.46
119.74304,22.612099,3.5583973e-05,0.53,0.53
119.773254,22.612152,4.297495e-05,0.6,0.6
119.8035,22.612198,5.3465366e-05,0.68,0.68
119.83374,22.612236,6.633997e-05,0.76,0.76
119.86395,22.612259,7.331371e-05,0.82,0.82
119.894196,22.61229,8.3744526e-05,0.87,0.87
119.92441,22.61232,9.447336e-05,0.9,0.9
119.95465,22.61232,0.00010931492,0.96,0.96
119.98486,22.612335,0.00013923645,1.03,1.03
120.01511,22.612335,0.00015902519,1.13,1.13
120.04535,22.61232,0.00017523766,1.27,1.27
120.07556,22.61232,0.00019395351,1.45,1.45
120.105804,22.61229,0.00021708012,1.69,1.69
120.13605,22.612259,0.0002374649,1.76,1.76
120.16626,22.612236,0.00025594234,1.93,1.93
120.1965,22.612198,0.00027227402,2.01,2.01
120.226715,22.612152,0.00029444695,1.79,1.8
120.25696,22.612099,0.000310421,1.93,1.93
120.28717,22.612045,0.00033426285,5.46,5.46
120.31741,22.611977,0.00034713745,2.17,2.17
120.34766,22.611908,0.00036239624,2.4,2.4
120.37787,22.61184,0.00037312508,2.12,2.13
120.40811,22.611763,0.00037145615,2.05,2.05
120.438354,22.611656,0.0003733635,1.9,1.9
120.46857,22.611565,0.00035393238,1.96,1.96
120.49878,22.611473,0.00034594536,2.02,2.02
120.52902,22.611374,0.00034070015,1.88,1.88
120.559265,22.611252,0.0003361702,1.69,1.69
120.58948,22.611115,0.00032114983,1.56,1.56
120.61972,22.611015,0.00029814243,1.51,1.51
120.64996,22.610878,0.0002617836,1.4,1.4
120.680176,22.61074,0.0002259016,1.08,1.08
120.71039,22.610588,0.00010842085,0.43,0.43
120.74063,22.610443,3.284216e-05,0.14,0.14
120.770874,22.610283,1.8142164e-05,0.09,0.09
120.80109,22.61013,8.583069e-06,0.06,0.06
120.83133,22.60994,5.554408e-06,0.06,0.06
120.86154,22.609772,3.5315752e-06,0.06,0.06
120.891785,22.609596,-4.0978193e-07,0.07,0.07
120.922,22.609413,2.4959445e-06,0.08,0.08
120.95224,22.609215,1.1622906e-06,0.09,0.09
120.98248,22.609016,3.993511e-06,0.13,0.13
121.012695,22.608795,2.1904707e-06,0.16,0.16
121.04294,22.608597,1.6540289e-06,0.17,0.17
121.07315,22.608353,4.0233135e-07,0.16,0.16
121.10339,22.608139,-2.5331974e-07,0.15,0.15
121.133606,22.607903,1.0430813e-07,0.15,0.15
121.16385,22.607658,4.7683716e-07,0.15,0.15
121.19406,22.60743,5.2154064e-07,0.15,0.15
121.224304,22.607178,6.7055225e-07,0.14,0.14
121.25452,22.60691,5.364418e-07,0.14,0.14
121.28476,22.606651,4.917383e-07,0.14,0.14
121.31497,22.606384,4.917383e-07,0.14,0.14
121.345215,22.606087,4.172325e-07,0.14,0.14
121.37543,22.60582,2.9802322e-07,0.14,0.14
121.40567,22.605515,2.2351742e-07,0.14,0.14
121.43588,22.60524,2.8312206e-07,0.14,0.14
121.466125,22.604927,2.5331974e-07,0.14,0.14
121.49634,22.604614,1.937151e-07,0.14,0.14
121.52658,22.60431,1.937151e-07,0.15,0.15
121.55679,22.603981,1.3411045e-07,0.15,0.15
121.587036,22.603668,1.1920929e-07,0.15,0.15
121.61725,22.603333,1.0430813e-07,0.15,0.15
121.64746,22.602974,1.3411045e-07,0.15,0.15
121.677704,22.60263,4.4703484e-08,0.15,0.15
121.70792,22.602272,2.9802322e-08,0.15,0.15
121.73816,22.601913,4.4703484e-08,0.15,0.15
121.76837,22.601555,2.9802322e-08,0.15,0.15
121.798584,22.601181,0.0,0.14,0.14
121.82883,22.6008,1.4901161e-08,0.14,0.14
121.85907,22.60041,4.4703484e-08,0.14,0.14
121.88928,22.600044,1.4901161e-08,0.15,0.15
121.919495,22.599632,0.0,0.15,0.15
121.94971,22.599236,-4.4703484e-08,0.15,0.15
121.97995,22.598831,-2.9802322e-08,0.15,0.15
122.01019,22.598396,-2.9802322e-08,0.15,0.15
122.040405,22.598,-1.4901161e-08,0.16,0.16
119.28943,22.638489,5.00679e-06,0.31,0.31
119.31967,22.638649,5.3942204e-06,0.3,0.3
119.349915,22.638779,6.198883e-06,0.3,0.3
119.38013,22.638916,6.645918e-06,0.29,0.29
119.41037,22.639046,7.390976e-06,0.29,0.29
119.44061,22.63916,8.46386e-06,0.3,0.3
119.470856,22.639275,9.536743e-06,0.3,0.3
119.5011,22.639381,1.0341406e-05,0.3,0.3
119.53131,22.639465,1.1473894e-05,0.31,0.31
119.561554,22.639572,1.2278557e-05,0.32,0.32
119.5918,22.639664,1.3560057e-05,0.33,0.33
119.62204,22.639755,1.4960766e-05,0.35,0.35
119.65228,22.639816,1.7881393e-05,0.37,0.37
119.682495,22.639893,2.208352e-05,0.41,0.41
119.71274,22.639946,2.6077032e-05,0.45,0.45
119.74298,22.64,3.2186508e-05,0.51,0.51
119.773224,22.64006,4.10676e-05,0.59,0.59
119.80347,22.640106,4.9114227e-05,0.68,0.68
119.83368,22.640152,6.4373016e-05,0.76,0.76
119.86392,22.640182,7.271767e-05,0.82,0.82
119.894165,22.640198,8.094311e-05,0.87,0.87
119.92441,22.640236,9.1671944e-05,0.9,0.9
119.95465,22.640236,0.000107586384,0.95,0.95
119.98486,22.640236,0.00013637543,1.02,1.02
120.01511,22.640236,0.00015866756,1.12,1.12
120.04535,22.640236,0.00017642975,1.27,1.27
120.07559,22.640236,0.0001924038,1.47,1.47
120.105835,22.640198,0.00021493435,1.77,1.77
120.13605,22.640182,0.00023925304,1.75,1.75
120.16629,22.640152,0.00025880337,1.93,1.93
120.19653,22.640106,0.00027608871,2.05,2.05
120.226776,22.64006,0.00030136108,1.77,1.77
120.25702,22.64,0.00031745434,1.66,1.66
120.28723,22.639946,0.000346303,1.7,1.7
120.317505,22.639893,0.00035309792,1.87,1.87
120.34772,22.639816,0.00037813187,2.46,2.46
120.37796,22.639755,0.00038456917,1.99,1.99
120.4082,22.639664,0.0003825426,1.85,1.85
120.438446,22.639572,0.00037825108,1.62,1.62
120.46869,22.639465,0.000359416,1.68,1.68
120.4989,22.639381,0.00034987926,1.77,1.77
120.529144,22.639275,0.00035214424,1.72,1.72
120.55939,22.63916,0.00034499168,1.67,1.67
120.58963,22.639046,0.0003324747,1.56,1.56
120.61987,22.638916,0.00030326843,1.52,1.52
120.650085,22.638779,0.00025248528,1.36,1.36
120.68033,22.638649,0.00019991398,0.96,0.96
120.71057,22.638489,9.971857e-05,0.42,0.42
120.74078,22.638344,5.221367e-05,0.2,0.2
120.77106,22.638199,3.1873584e-05,0.11,0.11
120.80127,22.638039,1.1757016e-05,0.07,0.07
120.83151,22.637863,9.264797e-06,0.06,0.06
120.861755,22.637672,5.5357814e-06,0.06,0.06
120.89197,22.637512,-2.8014183e-06,0.07,0.07
120.92221,22.637306,1.4007092e-06,0.07,0.07
120.95245,22.637123,4.3809414e-06,0.08,0.08
120.9827,22.636917,6.6906214e-06,0.11,0.11
121.01294,22.636711,1.296401e-06,0.16,0.16
121.04315,22.63649,2.2947788e-06,0.17,0.17
121.073395,22.636276,8.1956387e-07,0.17,0.17
121.10364,22.636032,-3.5762787e-07,0.16,0.16
121.13385,22.635818,-1.3411045e-07,0.15,0.15
121.16409,22.635567,3.2782555e-07,0.15,0.15
121.194336,22.635323,4.0233135e-07,0.15,0.15
121.22458,22.635078,7.4505806e-07,0.15,0.15
121.25482,22.634827,5.662441e-07,0.15,0.15
121.285034,22.634544,6.2584877e-07,0.14,0.14
121.31528,22.634293,4.61936e-07,0.14,0.14
121.34552,22.634003,3.7252903e-07,0.14,0.14
121.37573,22.63372,3.1292439e-07,0.14,0.14
121.405975,22.633415,2.682209e-07,0.14,0.14
121.43622,22.633148,1.937151e-07,0.14,0.14
121.46643,22.632835,1.3411045e-07,0.14,0.14
121.49667,22.63253,1.4901161e-07,0.14,0.14
121.52692,22.632202,2.3841858e-07,0.15,0.15
121.55716,22.631882,2.3841858e-07,0.15,0.15
121.58737,22.631561,2.9802322e-08,0.15,0.15
121.617615,22.631233,5.9604645e-08,0.15,0.15
121.64786,22.63089,1.0430813e-07,0.15,0.15
121.67807,22.630539,1.0430813e-07,0.15,0.15
121.70831,22.630188,0.0,0.15,0.15
121.738525,22.629822,0.0,0.15,0.15
121.76877,22.62947,2.9802322e-08,0.15,0.15
121.79901,22.629105,0.0,0.15,0.15
121.82922,22.628716,5.9604645e-08,0.15,0.15
121.85947,22.628319,-4.4703484e-08,0.15,0.15
121.88971,22.627945,1.4901161e-08,0.15,0.15
121.91992,22.62754,2.9802322e-08,0.15,0.15
121.950165,22.627144,0.0,0.15,0.15
121.98041,22.62674,-4.4703484e-08,0.15,0.15
122.01062,22.626312,-4.4703484e-08,0.15,0.15
122.04086,22.625893,0.0,0.16,0.16
119.289246,22.666397,4.5597553e-06,0.31,0.31
119.31952,22.66655,5.096197e-06,0.31,0.31
119.34976,22.666687,5.5730343e-06,0.3,0.3
119.380005,22.666832,6.5267086e-06,0.3,0.3
119.41025,22.666946,7.0035458e-06,0.3,0.3
119.44049,22.667076,7.838011e-06,0.3,0.3
