經度,緯度,最大小時平均值差值(ppb),背景模擬濃度(ppb),增量後模擬濃度(ppb)
121.534546,23.246262,8.660554885864258e-05,0.66,0.66
121.56491,23.245949,8.101016283035278e-05,0.09,0.09
121.59531,23.24562,4.914402961730957e-05,0.07,0.07
121.62567,23.245285,4.494190216064453e-05,0.19,0.19
121.65607,23.244934,2.981722354888916e-05,0.11,0.11
121.68646,23.244583,1.8015503883361816e-05,0.13,0.13
121.71683,23.244232,1.728534698486328e-05,0.56,0.56
121.74722,23.243858,8.344650268554688e-06,0.51,0.51
121.77759,23.2435,6.4820051193237305e-06,0.03,0.03
121.80798,23.243134,9.242445230484009e-06,0.04,0.04
121.83838,23.242744,1.4871358871459961e-05,0.16,0.16
121.868744,23.242363,1.245737075805664e-05,0.56,0.56
121.89914,23.241966,1.4841556549072266e-05,0.04,0.04
121.929504,23.241577,2.436339855194092e-06,0.06,0.06
121.9599,23.241165,8.434057235717773e-06,0.45,0.45
121.990265,23.24076,2.9802322387695312e-06,0.5,0.5
122.02066,23.240334,1.341104507446289e-06,0.45,0.45
122.051025,23.239914,1.1771917343139648e-06,0.14,0.14
119.285706,23.280518,4.2378902435302734e-05,0.22,0.22
119.3161,23.280663,4.7266483306884766e-05,0.21,0.21
119.3465,23.2808,5.002319812774658e-05,0.21,0.21
119.37689,23.280937,5.751848220825195e-05,0.22,0.22
119.40729,23.28106,6.431341171264648e-05,0.26,0.26
119.43768,23.281181,6.574392318725586e-05,0.31,0.31
119.46808,23.281303,6.914138793945312e-05,0.34,0.34
119.498474,23.281395,7.426738739013672e-05,0.37,0.37
119.52887,23.281494,7.906556129455566e-05,0.42,0.42
119.559265,23.281586,8.07046890258789e-05,0.43,0.43
119.58966,23.281685,8.299946784973145e-05,0.39,0.39
119.620056,23.281776,7.918477058410645e-05,0.3,0.3
119.65045,23.281837,7.727742195129395e-05,0.29,0.29
119.68085,23.281914,8.64863395690918e-05,0.56,0.56
119.71124,23.281975,9.238719940185547e-05,0.57,0.57
119.74164,23.282036,9.85860824584961e-05,0.57,0.57
119.77203,23.282082,0.0001074075698852539,1.17,1.17
119.80243,23.282127,0.00014102458953857422,1.24,1.24
119.832825,23.282173,0.00034749507904052734,0.84,0.84
119.86322,23.282173,0.0009844303131103516,2.35,2.36
119.893616,23.282219,0.0012538433074951172,2.5,2.5
119.92401,23.282242,0.0017406940460205078,2.45,2.45
119.95441,23.282257,0.002964496612548828,1.75,1.76
119.9848,23.282257,0.0038188695907592773,1.49,1.49
120.0152,23.282257,0.0038155317306518555,1.43,1.43
120.04559,23.282257,0.006754845380783081,0.46,0.46
120.07599,23.282242,0.002725362777709961,1.69,1.7
120.106384,23.282219,0.007568836212158203,2.87,2.88
120.13678,23.282173,0.003250598907470703,4.46,4.46
120.167175,23.282173,0.0035600662231445312,4.71,4.71
120.19757,23.282127,0.00429844856262207,1.36,1.37
120.22797,23.282082,0.0044345855712890625,1.38,1.38
120.25836,23.282036,0.003949642181396484,4.58,4.59
120.28876,23.281975,0.003937721252441406,3.14,3.14
120.31915,23.281914,0.004037141799926758,2.79,2.79
120.34955,23.281837,0.003979682922363281,3.47,3.47
120.379944,23.281776,0.003931760787963867,3.12,3.12
120.41034,23.281685,0.0033707618713378906,1.24,1.25
120.440735,23.281586,0.0033195018768310547,1.24,1.24
120.47113,23.281494,0.003004312515258789,1.1,1.1
120.501526,23.281395,0.002650618553161621,1.25,1.25
120.53192,23.281303,0.001913607120513916,0.9,0.9
120.56232,23.281181,0.0017592906951904297,0.83,0.83
120.59271,23.28106,0.001739501953125,0.52,0.52
120.62311,23.280937,0.0024949312210083008,1.18,1.18
120.6535,23.2808,0.00459212064743042,0.86,0.86
120.68387,23.280663,0.0012757182121276855,0.84,0.84
120.714264,23.280518,0.0014275312423706055,0.73,0.74
120.74466,23.280357,0.001196742057800293,1.44,1.44
120.775055,23.280212,0.0010120868682861328,1.11,1.11
120.80545,23.28003,0.0006215572357177734,1.0,1.0
120.835846,23.279884,0.0006034970283508301,0.86,0.86
120.86624,23.279694,0.0005607008934020996,0.81,0.81
120.89664,23.279495,0.0004456639289855957,0.67,0.67
120.92703,23.279312,0.0003838539123535156,0.48,0.48
120.95743,23.279114,0.00025910139083862305,0.64,0.64
120.98782,23.278908,0.00018173456192016602,0.47,0.47
121.01822,23.278717,0.00015413761138916016,0.36,0.36
121.048615,23.278503,0.00014084577560424805,0.32,0.32
121.07898,23.278267,0.00011831521987915039,0.31,0.31
121.109375,23.278046,0.00020447000861167908,0.03,0.04
121.13977,23.277817,0.0006132572889328003,0.04,0.04
121.170166,23.277557,0.0011169463396072388,0.22,0.22
121.20056,23.27732,0.001637771725654602,0.15,0.15
121.23096,23.27707,0.0005983263254165649,0.23,0.23
121.26135,23.276802,0.00018194317817687988,0.35,0.35
121.29175,23.27655,0.0004184842109680176,0.53,0.53
121.32214,23.276268,0.0004030466079711914,1.0,1.0
121.35254,23.275993,0.0013293623924255371,0.38,0.38
121.382935,23.275688,0.0004433095455169678,0.16,0.16
121.41333,23.275414,0.0003547295928001404,0.08,0.08
121.443695,23.275116,9.97781753540039e-05,0.22,0.22
121.47409,23.27481,0.00010068714618682861,0.17,0.17
121.504486,23.27449,9.888410568237305e-05,0.84,0.84
121.53488,23.274185,8.881092071533203e-05,0.72,0.72
121.56528,23.273857,8.972734212875366e-05,0.09,0.09
121.59567,23.273537,5.389004945755005e-05,0.07,0.07
121.62604,23.273201,4.79966402053833e-05,0.21,0.21
121.65643,23.27285,3.3289194107055664e-05,0.12,0.12
121.68683,23.272507,2.396106719970703e-05,0.44,0.44
121.717224,23.272171,2.6404857635498047e-05,0.77,0.77
121.74762,23.27179,1.4185905456542969e-05,0.53,0.53
121.778015,23.271408,9.950250387191772e-06,0.03,0.03
121.80841,23.27105,1.9058585166931152e-05,0.25,0.25
121.838776,23.27066,4.2378902435302734e-05,0.2,0.2
121.86917,23.270279,3.0800700187683105e-05,0.18,0.18
121.89957,23.26989,9.078532457351685e-06,0.03,0.03
121.92993,23.269508,1.2010335922241211e-05,0.08,0.08
121.96033,23.269096,2.0675361156463623e-05,0.1,0.1
121.99072,23.268684,4.906207323074341e-05,0.08,0.08
122.02112,23.268272,2.0638108253479004e-06,0.1,0.1
122.05151,23.267838,4.172325134277344e-06,0.16,0.16
119.28555,23.308434,3.921985626220703e-05,0.23,0.23
119.31595,23.308586,4.44948673248291e-05,0.21,0.21
119.346375,23.308708,4.649162292480469e-05,0.21,0.21
119.37677,23.308853,5.1081180572509766e-05,0.22,0.22
119.407166,23.308983,6.145238876342773e-05,0.24,0.24
119.43756,23.309097,6.383657455444336e-05,0.29,0.29
119.46796,23.309212,6.660819053649902e-05,0.33,0.33
119.49835,23.309319,7.176399230957031e-05,0.36,0.36
119.52875,23.309418,7.668137550354004e-05,0.4,0.4
119.55917,23.30951,8.118152618408203e-05,0.44,0.44
119.58957,23.309608,8.410215377807617e-05,0.42,0.42
119.619965,23.309685,8.246302604675293e-05,0.32,0.32
119.65039,23.309753,7.963180541992188e-05,0.29,0.29
119.680786,23.309845,8.207559585571289e-05,0.56,0.56
119.71118,23.309883,8.738040924072266e-05,0.58,0.58
119.74158,23.309944,9.310245513916016e-05,0.57,0.57
119.77197,23.309998,0.00010019540786743164,0.67,0.67
119.80237,23.310051,0.00012472271919250488,0.38,0.38
119.832794,23.31009,0.00033867359161376953,0.67,0.67
119.86319,23.310127,0.0006383657455444336,1.46,1.47
119.893585,23.310143,0.0010721683502197266,2.76,2.76
119.92398,23.310173,0.0016803741455078125,2.86,2.86
119.95441,23.310188,0.0038607120513916016,2.27,2.27
119.9848,23.310188,0.004083395004272461,0.98,0.99
120.0152,23.310188,0.004966616630554199,1.05,1.05
120.04559,23.310188,0.007138311862945557,0.81,0.81
120.07599,23.310173,0.00279313325881958,0.29,0.29
120.106384,23.310143,0.0037229061126708984,2.94,2.94
120.13681,23.310127,0.0030193328857421875,4.32,4.33
120.167206,23.31009,0.00336456298828125,4.54,4.54
120.1976,23.310051,0.0041838884353637695,1.3,1.31
120.22803,23.309998,0.004426717758178711,1.55,1.55
120.25842,23.309944,0.00450897216796875,1.74,1.74
120.28882,23.309883,0.003907442092895508,3.26,3.27
120.319214,23.309845,0.0038619041442871094,2.08,2.08
120.34961,23.309753,0.004032135009765625,2.22,2.22
120.380005,23.309685,0.004011631011962891,3.06,3.07
120.41043,23.309608,0.0034668445587158203,1.3,1.3
120.44083,23.30951,0.0034148693084716797,1.26,1.26
120.47122,23.309418,0.0030760765075683594,1.11,1.11
120.50162,23.309319,0.0027399063110351562,1.28,1.28
120.53204,23.309212,0.002378225326538086,1.1,1.1
120.56244,23.309097,0.0020455121994018555,0.95,0.95
120.592834,23.308983,0.001972675323486328,0.53,0.53
120.62323,23.308853,0.0015156269073486328,1.22,1.22
120.653625,23.308708,0.004236876964569092,0.77,0.77
120.68402,23.308586,0.0012530088424682617,0.87,0.87
120.71442,23.308434,0.0018421411514282227,0.31,0.31
120.74484,23.30828,0.0012006759643554688,1.47,1.47
120.77524,23.30812,0.0010436773300170898,1.27,1.27
120.80563,23.307953,0.0007852315902709961,0.99,0.99
120.83603,23.307793,0.0005763769149780273,0.83,0.83
120.866455,23.307602,0.0005452632904052734,0.8,0.8
120.89685,23.307426,0.0005021095275878906,0.74,0.74
120.927246,23.30722,0.00048726797103881836,0.74,0.74
120.95764,23.307053,0.0003434419631958008,0.66,0.66
120.98804,23.306831,0.00021195411682128906,0.54,0.54
121.01843,23.306625,0.00016126036643981934,0.38,0.38
121.04883,23.306412,0.0001429915428161621,0.35,0.35
121.07922,23.306183,0.0003967229276895523,0.01,0.01
121.10965,23.30597,0.00013485178351402283,0.03,0.03
121.140045,23.305725,0.00039294734597206116,0.06,0.06
121.17044,23.305489,0.0005052387714385986,0.22,0.22
121.200836,23.305237,0.0019842535257339478,0.11,0.12
121.23123,23.304985,0.0006839931011199951,0.22,0.22
121.26166,23.304733,0.0003370940685272217,0.28,0.28
121.29205,23.304466,0.00045205652713775635,0.15,0.15
121.32245,23.304192,0.0002389848232269287,0.3,0.3
121.352844,23.30391,0.0005574822425842285,0.86,0.86
121.38324,23.303627,0.00041459500789642334,0.12,0.12
121.413635,23.30333,0.000405333936214447,0.12,0.12
121.44403,23.303032,0.00015503168106079102,0.2,0.2
121.47443,23.302734,0.00012250244617462158,0.22,0.22
121.50482,23.30243,0.00010930746793746948,0.04,0.04
121.53522,23.302116,9.709596633911133e-05,0.74,0.74
121.56561,23.301773,8.308887481689453e-05,0.56,0.56
121.59601,23.301453,8.195638656616211e-05,0.3,0.3
121.6264,23.301117,4.661083221435547e-05,0.24,0.24
121.65683,23.300774,3.521144390106201e-05,0.15,0.15
121.687225,23.30043,3.319978713989258e-05,0.45,0.45
121.71762,23.30008,1.3675075024366379e-05,0.01,0.01
121.74802,23.299706,1.3768672943115234e-05,0.55,0.55
121.77841,23.299347,1.4606863260269165e-05,0.02,0.02
121.80881,23.298973,1.528114080429077e-05,0.03,0.03
121.8392,23.2986,1.9997358322143555e-05,0.03,0.03
121.8696,23.29821,2.905726432800293e-05,0.24,0.24
121.899994,23.297821,4.2825937271118164e-05,0.19,0.19
121.93039,23.297401,1.3485550880432129e-05,0.08,0.08
121.960785,23.297012,3.604590892791748e-05,0.07,0.07
121.99118,23.296593,2.7418136596679688e-06,0.52,0.52
122.021576,23.296188,1.4901161193847656e-06,0.52,0.52
122.05197,23.295746,3.2335519790649414e-06,0.14,0.14
119.2854,23.336357,3.984570503234863e-05,0.23,0.23
119.315796,23.336502,4.240870475769043e-05,0.23,0.23
119.34619,23.33664,4.690885543823242e-05,0.23,0.23
119.37662,23.33677,5.1349401473999023e-05,0.24,0.24
119.40704,23.336899,5.665421485900879e-05,0.26,0.26
119.43744,23.337029,6.148219108581543e-05,0.27,0.27
119.467834,23.337135,6.35385513305664e-05,0.32,0.32
119.49826,23.337227,6.866455078125e-05,0.35,0.35
119.528656,23.337334,7.399916648864746e-05,0.38,0.38
119.55908,23.337433,8.133053779602051e-05,0.44,0.44
119.58948,23.337524,8.314847946166992e-05,0.44,0.44
119.61987,23.337608,8.64863395690918e-05,0.35,0.35
119.6503,23.337685,8.150935173034668e-05,0.29,0.29
119.680695,23.33776,8.016824722290039e-05,0.29,0.29
119.71112,23.337814,8.338689804077148e-05,0.58,0.58
119.741516,23.337868,8.827447891235352e-05,0.65,0.65
119.77191,23.337921,9.483098983764648e-05,0.66,0.66
119.80234,23.337967,0.00011229515075683594,0.38,0.38
119.83276,23.337997,0.00022852420806884766,0.54,0.54
119.86316,23.33805,0.0005511045455932617,1.2,1.2
119.893555,23.338066,0.0010120868682861328,2.69,2.69
119.92398,23.338089,0.0018928050994873047,2.88,2.88
119.95438,23.338104,0.0035104751586914062,2.72,2.72
119.9848,23.338104,0.006031394004821777,1.44,1.45
120.0152,23.338104,0.005142688751220703,1.34,1.35
120.04559,23.338104,0.004747748374938965,0.51,0.52
120.07602,23.338089,0.003961026668548584,0.48,0.48
120.106445,23.338066,0.002384662628173828,4.18,4.18
120.13684,23.33805,0.0026292800903320312,4.41,4.42
120.16724,23.337997,0.003010272979736328,4.19,4.19
120.19766,23.337967,0.0037841796875,4.81,4.81
120.22806,23.337921,0.00407862663269043,1.17,1.17
120.258484,23.337868,0.004500389099121094,1.61,1.62
120.28888,23.337814,0.004207611083984375,1.88,1.88
120.319275,23.33776,0.0040128231048583984,2.17,2.17
120.3497,23.337685,0.00414729118347168,2.47,2.47
120.3801,23.337608,0.004033088684082031,2.95,2.95
120.41052,23.337524,0.0034770965576171875,1.33,1.33
120.44092,23.337433,0.0034836530685424805,1.28,1.29
120.47131,23.337334,0.003326416015625,1.18,1.18
120.50174,23.337227,0.002755403518676758,1.29,1.3
120.532166,23.337135,0.0026973485946655273,1.24,1.24
120.56256,23.337029,0.0023633241653442383,1.07,1.07
120.59296,23.336899,0.0019025206565856934,0.87,0.87
120.62338,23.33677,0.0015637874603271484,0.73,0.74
120.65378,23.33664,0.002627074718475342,0.88,0.88
120.684204,23.336502,0.0012131929397583008,0.88,0.89
120.7146,23.336357,0.0018007159233093262,0.42,0.43
120.744995,23.336205,0.0011756420135498047,1.5,1.5
120.77542,23.33603,0.0010671615600585938,1.3,1.31
120.80582,23.335892,0.0008925199508666992,1.06,1.06
120.83624,23.335709,0.0007576346397399902,0.86,0.86
120.86664,23.335518,0.0007314532995223999,0.21,0.21
120.89703,23.335342,0.0005773305892944336,0.27,0.27
120.92746,23.33516,0.00046694278717041016,0.71,0.71
120.957855,23.334969,0.0003427267074584961,0.66,0.66
120.98828,23.334763,0.00021213293075561523,0.44,0.44
121.01868,23.334541,0.0001900307834148407,0.06,0.06
121.04907,23.334343,0.0008731521666049957,0.05,0.05
121.0795,23.334099,0.00019798614084720612,0.03,0.03
121.10989,23.333885,0.00038000941276550293,0.13,0.13
121.14032,23.333649,0.0005194656550884247,0.04,0.04
121.170715,23.333412,0.001110658049583435,0.19,0.19
121.20111,23.333168,0.00038382411003112793,0.33,0.33
121.23151,23.332901,0.000559389591217041,0.3,0.3
121.26193,23.332642,0.0006348490715026855,0.33,0.33
121.29233,23.33239,0.0005524754524230957,0.41,0.41
121.322754,23.332123,0.0003281906247138977,0.08,0.08
121.35315,23.331818,0.0006146430969238281,0.98,0.98
121.383545,23.331543,0.0006024539470672607,0.38,0.38
121.41394,23.33126,0.00045941025018692017,0.11,0.11
121.44437,23.330963,0.0002120286226272583,0.17,0.17
121.47476,23.330643,0.00014884769916534424,0.22,0.22
121.50519,23.330345,0.00012981519103050232,0.05,0.05
121.53558,23.330032,0.00011175870895385742,0.85,0.85
121.56598,23.329704,0.0001010894775390625,0.68,0.68
121.596375,23.329376,7.200241088867188e-05,0.28,0.28
121.6268,23.32904,5.416572093963623e-05,0.05,0.05
121.657196,23.328682,3.331899642944336e-05,0.18,0.18
121.68759,23.328339,3.358721733093262e-05,0.46,0.46
121.71802,23.32798,2.1725893020629883e-05,0.45,0.45
121.74841,23.327621,1.483038067817688e-05,0.02,0.02
121.77881,23.327263,1.9846484065055847e-05,0.02,0.02
121.809204,23.326889,2.6442110538482666e-05,0.03,0.03
121.8396,23.326508,1.9144266843795776e-05,0.04,0.04
121.870026,23.32611,1.3463199138641357e-05,0.07,0.07
121.90042,23.32573,1.5437602996826172e-05,0.54,0.54
121.93082,23.325325,7.197260856628418e-06,0.08,0.08
121.96124,23.324928,2.327561378479004e-05,0.11,0.11
121.99164,23.324493,1.5702098608016968e-06,0.03,0.03
122.02203,23.324097,4.149973392486572e-06,0.1,0.1
122.05243,23.32367,2.175569534301758e-06,0.22,0.22
119.28522,23.364273,3.968179225921631e-05,0.23,0.23
119.31564,23.364418,4.298985004425049e-05,0.22,0.22
119.34607,23.364555,4.738569259643555e-05,0.23,0.23
119.376465,23.364708,5.151331424713135e-05,0.23,0.23
119.40689,23.364815,5.768239498138428e-05,0.24,0.24
119.43732,23.364944,6.22868537902832e-05,0.27,0.27
119.46771,23.365051,6.440281867980957e-05,0.32,0.32
119.49814,23.365166,6.80387020111084e-05,0.35,0.35
119.528564,23.365257,7.000565528869629e-05,0.37,0.37
119.55896,23.365356,7.88569450378418e-05,0.43,0.43
119.589386,23.365448,8.311867713928223e-05,0.46,0.46
119.61981,23.36554,8.729100227355957e-05,0.39,0.39
119.65021,23.365608,8.320808410644531e-05,0.29,0.29
119.68063,23.365685,8.20457935333252e-05,0.28,0.28
119.71106,23.36573,8.07046890258789e-05,0.58,0.58
119.741455,23.365791,8.428096771240234e-05,0.66,0.66
119.77188,23.365845,9.036064147949219e-05,0.61,0.61
119.80231,23.36589,0.0001023411750793457,0.67,0.67
119.8327,23.365929,0.0001640915870666504,0.39,0.39
119.86313,23.36596,0.00024431943893432617,0.41,0.41
119.893555,23.365974,0.0005092620849609375,1.92,1.92
119.92395,23.366005,0.0019314289093017578,2.97,2.97
119.95438,23.36602,0.002588987350463867,3.02,3.02
119.9848,23.36602,0.005755424499511719,2.25,2.26
120.0152,23.36602,0.0036792755126953125,1.61,1.61
120.04562,23.36602,0.005853056907653809,0.77,0.78
120.07605,23.366005,0.005934953689575195,0.79,0.8
120.106445,23.365974,0.0024628639221191406,4.4,4.4
120.13687,23.36596,0.0026941299438476562,5.04,5.04
120.1673,23.365929,0.002968311309814453,4.23,4.24
120.19769,23.36589,0.0037446022033691406,5.03,5.03
120.22812,23.365845,0.004690885543823242,1.23,1.24
120.258545,23.365791,0.004147529602050781,4.29,4.29
120.28894,23.36573,0.004210352897644043,1.82,1.82
120.31937,23.365685,0.0039708614349365234,2.26,2.26
120.34979,23.365608,0.004010200500488281,2.68,2.68
120.38019,23.36554,0.00417327880859375,3.64,3.64
120.410614,23.365448,0.0036416053771972656,2.46,2.47
120.44104,23.365356,0.003527045249938965,1.31,1.31
120.471436,23.365257,0.0036687850952148438,1.31,1.31
120.50186,23.365166,0.003383159637451172,1.14,1.15
120.53229,23.365051,0.002713799476623535,1.25,1.25
120.56268,23.364944,0.0024896860122680664,1.11,1.11
120.59311,23.364815,0.0020868778228759766,0.93,0.93
120.623505,23.364708,0.002210378646850586,1.69,1.7
120.65393,23.364555,0.004088640213012695,1.29,1.29
120.684326,23.364418,0.0013016462326049805,0.76,0.76
120.71475,23.364273,0.0012080669403076172,1.77,1.77
120.74518,23.364113,0.0011011362075805664,1.47,1.47
120.77557,23.363968,0.0008611679077148438,1.15,1.15
120.806,23.3638,0.0007865428924560547,0.96,0.96
120.836426,23.36364,0.0007442235946655273,0.93,0.93
120.86682,23.363441,0.0006079673767089844,0.62,0.62
120.89725,23.363266,0.00037661194801330566,0.38,0.38
120.92767,23.363075,0.000413745641708374,0.2,0.2
120.95807,23.362877,0.000311434268951416,0.62,0.62
120.988495,23.362686,0.0002396814525127411,0.06,0.06
121.01892,23.362457,0.00020599737763404846,0.06,0.06
121.04932,23.362259,0.0002996586263179779,0.02,0.02
121.07974,23.362038,0.0004456229507923126,0.04,0.04
121.11014,23.361801,0.00022845715284347534,0.07,0.07
121.140564,23.361572,0.00019285082817077637,0.26,0.26
121.17096,23.361336,0.0002841949462890625,0.27,0.27
121.201385,23.361084,0.00026533007621765137,0.28,0.28
121.23181,23.360832,0.0008607059717178345,0.22,0.22
121.26221,23.36058,0.0005498528480529785,0.33,0.33
121.29263,23.360283,0.0003724396228790283,0.33,0.33
121.32303,23.360023,0.0004946589469909668,0.23,0.23
121.353455,23.359756,0.0008180737495422363,1.0,1.0
121.38385,23.359459,0.0007106959819793701,0.14,0.14
121.414276,23.359177,0.0005440637469291687,0.1,0.1
121.4447,23.358887,0.0003627985715866089,0.08,0.08
121.4751,23.358582,0.0001401863992214203,0.05,0.05
121.50552,23.358261,0.00014343112707138062,0.05,0.05
121.53592,23.35794,0.00013916194438934326,0.05,0.05
121.566345,23.35762,0.00011092424392700195,0.77,0.77
121.59674,23.357292,7.927417755126953e-05,0.27,0.27
121.62717,23.356956,8.764490485191345e-05,0.05,0.05
121.65756,23.356613,3.49581241607666e-05,0.08,0.08
121.68799,23.356262,2.8915703296661377e-05,0.08,0.08
121.71838,23.355911,1.8894672393798828e-05,0.47,0.47
121.74881,23.355553,2.366490662097931e-05,0.02,0.02
121.779205,23.355186,2.4434179067611694e-05,0.02,0.02
121.80963,23.354805,2.355314791202545e-05,0.03,0.03
121.84003,23.354416,1.5657395124435425e-05,0.04,0.04
121.87045,23.354027,2.127140760421753e-05,0.12,0.12
121.90085,23.353645,4.29004430770874e-05,0.13,0.13
121.931274,23.353241,3.0331313610076904e-05,0.07,0.07
121.96167,23.352852,6.67572021484375e-06,0.5,0.5
121.992065,23.35244,1.399219036102295e-05,0.11,0.11
122.02249,23.352013,2.0265579223632812e-06,0.54,0.54
122.05292,23.351578,2.8014183044433594e-06,0.2,0.2
119.285065,23.392181,3.8176774978637695e-05,0.23,0.23
119.31549,23.392334,4.2438507080078125e-05,0.22,0.22
119.34592,23.392464,4.731118679046631e-05,0.22,0.22
119.37634,23.392609,5.173683166503906e-05,0.22,0.22
119.40674,23.39273,5.6684017181396484e-05,0.23,0.23
119.437195,23.392845,6.411969661712646e-05,0.25,0.25
119.46759,23.392967,6.669759750366211e-05,0.29,0.29
119.49802,23.39309,7.030367851257324e-05,0.34,0.34
119.52844,23.393188,7.241964340209961e-05,0.36,0.36
119.55887,23.393272,7.572770118713379e-05,0.4,0.4
119.589294,23.393356,8.210539817810059e-05,0.47,0.47
119.61972,23.393456,8.678436279296875e-05,0.45,0.45
119.65015,23.393524,8.64863395690918e-05,0.3,0.3
119.68054,23.393593,8.39531421661377e-05,0.28,0.28
119.711,23.393654,7.778406143188477e-05,0.28,0.28
119.741394,23.393707,8.064508438110352e-05,0.67,0.67
119.77182,23.393768,8.863210678100586e-05,0.6,0.6
119.802246,23.393806,9.953975677490234e-05,0.67,0.67
119.83267,23.393845,0.00014641880989074707,0.39,0.39
119.8631,23.393875,0.00021579861640930176,0.43,0.43
119.893524,23.393906,0.0003052949905395508,0.45,0.45
119.92395,23.39392,0.001188039779663086,2.96,2.96
119.954346,23.393929,0.001819610595703125,3.17,3.18
119.9848,23.393936,0.00359344482421875,2.96,2.96
120.0152,23.393936,0.005020499229431152,1.49,1.5
120.04562,23.393929,0.005528450012207031,1.17,1.18
120.07605,23.39392,0.0060656070709228516,1.16,1.17
120.106476,23.393906,0.0027324557304382324,0.63,0.63
120.1369,23.393875,0.002700328826904297,4.18,4.19
120.16733,23.393845,0.0037322044372558594,4.41,4.42
120.197754,23.393806,0.0038356781005859375,4.97,4.98
120.22815,23.393768,0.004889845848083496,1.34,1.35
120.258606,23.393707,0.00521242618560791,1.42,1.43
120.289,23.393654,0.004734516143798828,1.33,1.33
120.31943,23.393593,0.004034519195556641,4.09,4.09
120.34985,23.393524,0.004018306732177734,2.74,2.74
120.38028,23.393456,0.004277944564819336,3.62,3.62
120.410706,23.393356,0.0038945674896240234,2.6,2.61
120.44113,23.393272,0.003561854362487793,1.36,1.36
120.47156,23.393188,0.0037355422973632812,1.39,1.4
120.50195,23.39309,0.0035431385040283203,1.28,1.28
120.53238,23.392967,0.003243565559387207,1.13,1.14
120.562805,23.392845,0.002612590789794922,1.14,1.15
120.59323,23.39273,0.0023039579391479492,1.0,1.0
120.62366,23.392609,0.004961609840393066,1.69,1.7
120.65408,23.392464,0.004126787185668945,0.99,1.0
120.68451,23.392334,0.0013437867164611816,0.79,0.79
120.714905,23.392181,0.0011849403381347656,1.81,1.81
120.74536,23.392036,0.0010951757431030273,1.45,1.45
120.77576,23.391884,0.0008519887924194336,1.17,1.17
120.80618,23.391708,0.0007085204124450684,0.84,0.85
120.83661,23.391548,0.0006889104843139648,0.81,0.81
120.867035,23.391357,0.0006571412086486816,0.66,0.66
120.89746,23.39119,0.0004978477954864502,0.5,0.5
120.92786,23.390991,0.0003312826156616211,0.55,0.55
120.95828,23.3908,0.0002778768539428711,0.57,0.57
120.98871,23.39058,0.00021201372146606445,0.41,0.41
121.019135,23.39038,0.000190049409866333,0.39,0.39
121.04956,23.390152,0.00018743425607681274,0.03,0.03
121.07999,23.389946,0.00014510005712509155,0.12,0.12
121.11041,23.389717,0.00019213557243347168,0.27,0.27
121.14081,23.389488,0.0001757591962814331,0.12,0.12
121.171234,23.389236,0.00021123886108398438,0.26,0.26
121.20166,23.389,0.0007908344268798828,0.16,0.16
121.232086,23.38874,0.0017146095633506775,0.11,0.11
121.26251,23.388474,0.0013012290000915527,0.56,0.56
121.29291,23.388222,0.00043594837188720703,0.24,0.24
121.32333,23.387932,0.0002547800540924072,0.25,0.25
121.35376,23.387657,0.0008279085159301758,1.04,1.04
121.384186,23.387398,0.0018544197082519531,0.87,0.87
121.41461,23.387077,0.0007756352424621582,0.72,0.73
121.44501,23.38678,0.0005193799734115601,0.07,0.07
121.47543,23.386482,0.0002033710479736328,0.06,0.06
121.50586,23.386177,0.0001888871192932129,0.18,0.18
121.536285,23.385857,0.0001623108983039856,0.06,0.06
121.56671,23.385529,0.00011491775512695312,0.83,0.83
121.59711,23.3852,7.039308547973633e-05,0.48,0.48
121.62753,23.384865,8.705630898475647e-05,0.04,0.04
121.65796,23.38453,4.331022500991821e-05,0.08,0.08
121.688354,23.384186,3.902614116668701e-05,0.08,0.08
121.71878,23.38382,2.384372055530548e-05,0.02,0.02
121.74921,23.383461,2.854876220226288e-05,0.02,0.02
121.7796,23.383095,2.9373914003372192e-05,0.02,0.02
121.81003,23.382713,2.703070640563965e-05,0.03,0.03
121.840454,23.382332,1.6827136278152466e-05,0.04,0.04
121.87088,23.381966,8.530914783477783e-06,0.05,0.05
121.901276,23.381561,2.562999725341797e-05,0.58,0.58
121.9317,23.38115,3.4868717193603516e-06,0.34,0.34
121.96213,23.380768,4.589557647705078e-06,0.52,0.52
121.99255,23.380333,4.112720489501953e-06,0.5,0.5
122.02295,23.379929,1.4901161193847656e-06,0.55,0.55
122.053375,23.379501,5.409121513366699e-06,0.22,0.22
119.28491,23.420105,3.606081008911133e-05,0.23,0.23
119.31534,23.42025,4.087388515472412e-05,0.23,0.23
119.345764,23.420395,4.559755325317383e-05,0.22,0.22
119.37619,23.420525,5.170702934265137e-05,0.22,0.22
119.40662,23.420647,5.5670738220214844e-05,0.22,0.22
119.43704,23.420776,6.300210952758789e-05,0.23,0.23
119.46747,23.420898,6.854534149169922e-05,0.27,0.27
119.497925,23.421005,7.101893424987793e-05,0.33,0.33
119.52832,23.421104,7.495284080505371e-05,0.35,0.35
119.55878,23.421196,7.680058479309082e-05,0.38,0.38
119.5892,23.42128,8.037686347961426e-05,0.48,0.48
119.61963,23.421371,8.338689804077148e-05,0.5,0.5
119.650055,23.42144,8.64863395690918e-05,0.33,0.33
119.68048,23.421516,8.514523506164551e-05,0.28,0.28
